home_grid,ses,avg_dis
147349,23,7.773
147352,35,6.683
147353,28,8.026
147355,25,7.363
147356,25,6.795
147363,44,7.387
147365,45,9.073
147366,45,8.006
147369,57,6.845
147370,62,6.444
147371,64,6.364
147372,66,5.999
147373,67,5.686
147376,87,9.634
147377,88,13.742
147378,91,6.421
147379,91,7.536
147380,84,7.338
147381,83,6.925
147382,62,7.21
147383,84,7.476
147386,84,8.441
147388,89,7.51
147392,92,5.822
147393,80,6.472
147396,98,7.153
147397,97,7.008
147398,96,6.336
147399,88,7.572
147400,95,8.163
147404,100,6.798
147405,99,8.231
147408,95,7.93
147409,99,6.442
147418,98,6.315
147419,98,8.387
147425,93,7.374
147426,76,8.008
147427,19,7.081
147440,52,6.974
147441,76,7.231
147442,54,6.294
147447,45,4.91
147448,53,4.929
147449,70,5.908
147450,42,7.635
147451,42,6.731
147454,35,9.819
147457,49,6.998
147458,49,6.406
147468,26,7.147
147469,26,7.858
147470,23,7.557
147471,29,7.269
147473,35,8.121
147484,15,9.611
147488,15,5.488
147489,15,7.317
147496,16,8.464
147497,10,8.246
147498,5,7.78
147499,11,8.554
147500,10,8.241
147502,4,7.294
147503,23,7.737
147504,18,7.465
147505,5,7.045
147506,5,7.896
147507,2,7.807
147515,20,7.812
147516,32,7.552
148054,35,7.278
148055,52,6.66
148056,13,17.046
148057,20,14.302
148063,23,6.532
148077,33,6.308
148079,45,6.927
148080,45,6.633
148083,64,6.618
148085,65,5.89
148086,67,4.836
148087,52,7.372
148090,90,6.159
148092,90,14.102
148093,94,5.814
148094,81,9.935
148095,79,10.426
148096,82,6.349
148097,90,9.118
148098,82,11.183
148100,85,10.024
148102,89,5.415
148105,99,6.207
148106,82,5.312
148110,100,6.163
148111,99,6.547
148112,98,7.09
148113,92,8.168
148114,92,7.54
148117,100,6.498
148118,100,7.57
148119,99,8.525
148122,96,7.22
148123,97,8.699
148131,100,7.579
148132,99,6.709
148134,80,6.369
148135,92,6.623
148136,88,7.634
148137,87,6.985
148138,85,6.119
148139,93,7.647
148140,90,7.241
148141,68,8.029
148147,64,5.392
148148,64,5.128
148149,50,5.373
148154,51,7.529
148155,66,7.242
148156,72,6.354
148157,71,5.994
148158,25,5.317
148161,36,5.644
148162,48,5.782
148163,69,5.597
148164,69,6.101
148165,51,6.662
148166,63,6.619
148167,58,6.683
148169,34,5.744
148171,49,6.751
148172,49,6.708
148180,19,6.778
148181,19,7.244
148185,11,8.44
148186,34,11.486
148187,35,7.35
148191,37,8.303
148192,37,9.253
148193,15,6.383
148197,6,9.785
148198,6,8.982
148199,29,7.201
148208,4,9.705
148209,4,8.612
148213,5,6.156
148214,5,8.422
148215,7,7.036
148216,5,8.204
148217,23,5.796
148218,10,7.75
148220,15,9.533
148221,14,8.171
148228,5,8.061
148229,20,9.002
148233,16,8.804
148234,16,10.604
148768,24,6.411
148769,24,5.776
148771,37,8.664
148772,15,9.936
148773,21,9.51
148774,21,8.049
148777,21,7.91
148795,62,6.74
148800,49,6.03
148801,52,6.27
148804,71,5.142
148805,71,14.711
148809,82,7.769
148810,85,10.925
148811,80,10.429
148812,80,6.776
148813,79,11.184
148822,70,6.402
148823,98,5.909
148824,96,6.834
148825,95,6.611
148826,96,7.369
148827,97,7.438
148828,89,6.499
148829,96,6.923
148831,100,6.591
148832,100,6.642
148833,100,6.321
148834,99,6.618
148836,100,7.888
148837,99,7.35
148846,100,5.251
148848,60,7.325
148849,94,6.982
148850,99,7.379
148851,96,5.936
148852,85,6.201
148853,75,6.33
148854,73,6.777
148855,82,7.205
148856,80,6.729
148857,68,6.325
148862,71,6.506
148863,49,5.54
148864,33,6.114
148867,69,5.615
148868,38,5.615
148869,38,7.067
148870,55,7.574
148871,42,5.908
148872,41,5.187
148873,41,5.308
148874,51,4.634
148875,58,6.556
148876,38,6.85
148879,34,6.407
148880,61,5.533
148881,58,6.109
148883,34,7.459
148885,38,6.337
148886,41,5.687
148887,23,6.144
148888,15,6.733
148894,20,7.457
148895,19,7.242
148896,21,7.85
148902,18,7.503
148905,37,7.532
148906,27,7.407
148907,16,7.081
148911,16,8.176
148912,19,7.954
148913,29,7.715
148914,35,7.978
148915,34,6.361
148922,4,9.075
148923,4,9.37
148925,3,5.452
148926,3,5.935
148927,4,7.187
148928,14,7.471
148929,3,8.014
148930,5,7.822
148931,5,6.21
148932,9,10.392
148941,63,6.121
148942,5,7.927
148943,56,9.306
148944,16,8.991
148945,3,8.618
148947,15,10.856
148948,16,11.047
149480,36,7.931
149481,28,16.293
149485,14,19.516
149486,15,6.707
149488,16,6.619
149489,16,6.159
149490,17,7.337
149491,17,7.618
149505,36,6.074
149506,27,6.331
149507,59,6.832
149509,80,4.362
149510,64,5.22
149511,65,5.722
149514,55,6.194
149515,55,6.41
149518,98,10.085
149519,92,13.187
149520,82,10.503
149522,96,10.127
149523,85,13.92
149524,82,11.597
149525,80,9.006
149526,92,5.849
149536,97,6.099
149537,98,6.965
149538,99,6.222
149539,99,6.237
149540,97,6.668
149541,98,7.797
149542,100,6.921
149546,100,6.581
149547,100,6.198
149548,99,6.185
149549,96,6.533
149550,99,7.335
149551,99,7.687
149559,91,7.557
149560,90,6.143
149561,92,6.881
149562,90,6.561
149563,95,6.631
149564,91,7.119
149565,99,6.859
149566,99,6.07
149567,86,6.291
149568,96,5.345
149569,80,5.294
149570,62,5.293
149571,59,6.497
149574,88,5.991
149575,88,4.781
149576,71,4.776
149577,55,6.357
149578,66,5.565
149580,52,8.858
149581,76,5.32
149582,43,5.107
149583,46,5.554
149585,42,6.197
149586,39,6.151
149587,43,6.196
149589,78,5.62
149590,36,5.605
149591,21,6.529
149592,21,5.882
149593,23,5.714
149594,25,5.799
149595,31,6.072
149596,35,6.026
149597,34,7.141
149598,17,6.859
149599,26,6.151
149600,41,7.081
149601,41,6.388
149603,2,6.8
149608,18,7.121
149609,12,6.921
149610,18,6.287
149613,7,8.605
149614,7,12.475
149616,18,6.669
149620,18,8.566
149621,18,7.876
149622,21,7.093
149626,19,7.41
149627,29,7.705
149628,34,8.309
149629,37,7.008
149639,3,7.842
149640,3,6.156
149641,5,7.361
149642,5,6.989
149645,5,7.704
149647,12,13.056
149655,15,9.428
149656,19,8.892
149657,16,9.077
149658,14,7.391
149659,16,8.953
149662,46,8.896
150191,56,4.677
150194,28,9.224
150195,36,19.57
150199,16,5.876
150200,14,6.548
150201,14,6.955
150202,13,5.833
150203,48,7.701
150204,48,6.134
150205,55,6.836
150206,52,6.627
150207,50,5.702
150215,44,6.054
150216,42,6.121
150217,42,5.437
150219,36,6.425
150220,57,5.3
150221,57,5.386
150223,80,5.703
150224,70,6.049
150225,62,5.7
150226,60,5.21
150227,59,5.552
150228,59,6.128
150229,55,6.306
150232,98,5.085
150233,85,4.359
150234,89,5.408
150235,89,6.56
150236,95,10.618
150237,96,13.4
150238,88,7.815
150239,86,5.293
150251,100,6.385
150252,98,6.724
150253,91,5.876
150254,94,6.395
150255,98,7.095
150256,94,6.841
150257,91,6.281
150260,100,8.346
150261,100,5.706
150262,100,5.779
150263,100,6.103
150264,100,5.727
150273,87,8.879
150274,100,5.469
150275,83,6.154
150276,56,5.668
150277,95,5.301
150278,91,6.909
150279,96,6.47
150280,92,6.833
150281,86,5.387
150282,94,5.83
150284,24,5.996
150285,60,6.629
150286,54,5.989
150287,69,5.925
150288,66,4.455
150289,63,4.994
150291,55,5.84
150292,55,5.942
150294,95,8.55
150295,50,5.148
150297,71,6.299
150298,49,5.764
150299,49,6.171
150301,74,5.648
150303,32,5.729
150304,38,5.931
150305,22,5.352
150306,28,5.1
150307,47,7.136
150308,40,6.1
150309,27,6.216
150310,39,6.524
150311,32,6.571
150312,45,6.007
150313,14,6.595
150317,2,5.667
150318,39,6.204
150319,51,6.996
150322,15,6.441
150323,12,6.591
150324,15,7.088
150325,13,7.399
150326,19,7.677
150327,22,7.704
150328,33,9.274
150329,14,10.973
150330,14,7.974
150334,26,7.889
150335,21,7.998
150336,28,8.023
150338,16,6.987
150339,16,6.433
150341,29,5.743
150342,34,7.385
150343,39,7.437
150347,3,7.973
150348,3,5.822
150356,4,7.399
150358,8,7.993
150359,14,7.833
150369,35,9.444
150373,17,7.884
150374,18,9.572
150375,18,10.538
150376,16,11.426
150905,58,6.931
150906,57,8.125
150913,21,6.528
150914,14,6.722
150916,16,6.196
150917,16,7.985
150919,58,6.836
150920,50,7.538
150921,50,6.605
150928,78,8.4
150929,46,7.106
150930,46,6.94
150931,42,6.858
150934,49,5.182
150935,44,4.622
150936,58,5.879
150937,56,5.436
150938,67,5.585
150939,66,5.377
150940,62,6.325
150942,54,5.607
150943,61,5.206
150949,73,5.69
150951,88,6.858
150952,88,7.637
150953,74,6.915
150954,74,7.062
150959,96,8.223
150960,75,8.33
150961,75,5.924
150964,98,6.72
150965,98,6.164
150966,93,6.486
150967,88,5.726
150968,94,6.763
150969,89,6.748
150970,89,7.082
150971,91,6.674
150972,99,6.871
150974,99,5.764
150975,97,5.867
150987,96,7.327
150988,91,5.443
150989,96,6.072
150990,86,5.967
150991,85,7.034
150992,97,6.555
150993,100,6.587
150994,86,5.787
150995,91,6.746
150996,85,6.318
150997,77,8.174
150999,89,5.691
151000,50,5.664
151001,73,5.97
151002,79,6.214
151003,81,5.818
151004,58,6.017
151006,67,5.018
151007,67,5.12
151009,43,5.638
151010,48,5.644
151011,71,5.432
151012,71,5.812
151013,41,6.182
151014,43,6.276
151019,38,5.685
151021,58,6.481
151022,58,6.615
151025,61,7.006
151026,61,6.864
151028,73,5.352
151030,44,5.713
151031,31,4.751
151032,41,5.547
151033,41,6.84
151037,12,5.169
151038,22,6.231
151039,27,7.164
151040,26,6.817
151042,33,7.283
151043,26,8.612
151046,11,7.053
151047,11,6.65
151049,38,7.557
151050,38,6.922
151051,15,8.318
151052,34,9.21
151071,9,12.79
151072,7,8.547
151073,9,7.906
151081,30,6.857
151083,35,10.888
151085,21,7.694
151087,17,8.188
151088,17,11.396
151089,18,8.448
151090,16,11.978
151627,14,6.092
151628,8,9.356
151629,28,7.556
151630,15,6.536
151631,24,6.364
151632,24,12.328
151634,49,8.635
151635,49,6.162
151642,78,8.536
151645,79,6.044
151646,76,6.144
151648,44,4.588
151649,44,5.846
151650,57,5.363
151651,60,6.287
151652,60,6.117
151653,68,4.301
151654,66,5.041
151659,64,4.697
151660,64,6.107
151661,66,6.398
151662,65,6.734
151663,63,7.761
151666,73,8.156
151667,73,7.07
151668,66,7.978
151670,94,7.663
151674,75,8.927
151675,75,6.538
151677,74,5.483
151678,98,6.545
151679,97,6.025
151680,89,6.177
151681,89,7.253
151682,94,6.745
151683,93,7.458
151684,89,5.891
151685,99,5.406
151686,99,5.761
151688,98,6.252
151689,89,5.819
151693,98,5.533
151701,96,6.285
151702,96,8.114
151703,93,5.965
151704,89,6.954
151705,87,6.655
151706,94,6.636
151707,92,6.628
151708,90,5.985
151709,88,5.938
151710,86,6.416
151711,78,6.202
151714,43,5.968
151715,81,5.725
151716,65,5.844
151717,65,6.683
151718,78,6.844
151720,68,5.936
151721,51,6.287
151722,55,5.992
151723,43,5.339
151724,47,6.371
151725,44,5.651
151726,51,6.277
151728,42,6.363
151729,41,7.453
151730,46,6.759
151731,32,5.961
151732,32,5.201
151733,37,6.437
151734,40,6.045
151736,35,6.599
151741,39,5.876
151742,63,5.091
151744,25,4.763
151746,67,5.345
151747,67,5.034
151752,26,6.191
151753,26,6.627
151754,27,8.144
151756,33,9.004
151757,25,8.472
151758,28,7.634
151759,28,8.067
151764,31,7.714
151765,61,7.84
151766,61,8.638
151772,19,7.949
151785,6,12.598
151786,6,11.701
151788,16,9.635
151789,16,11.091
152330,14,5.012
152332,21,7.638
152333,21,8.378
152334,21,6.817
152335,22,7.069
152336,22,6.233
152340,40,5.935
152341,40,6.054
152342,26,7.132
152343,26,7.385
152344,26,6.662
152367,60,7.137
152368,61,6.448
152372,63,6.194
152373,60,6.003
152374,60,5.697
152377,65,6.763
152378,78,5.932
152380,69,10.297
152381,73,7.474
152382,82,7.988
152383,81,7.023
152384,86,7.587
152385,88,10.263
152386,89,9.413
152388,83,9.739
152389,83,7.671
152390,73,7.393
152391,67,7.141
152392,84,6.867
152393,95,7.36
152394,85,6.351
152395,87,7.194
152396,95,7.445
152397,94,6.201
152398,94,6.032
152401,100,5.272
152402,99,5.289
152405,96,5.258
152407,93,6.692
152408,88,7.197
152411,99,6.811
152414,89,6.438
152415,88,5.485
152416,97,5.214
152417,85,6.728
152418,91,6.903
152419,98,6.491
152420,52,6.662
152421,91,6.516
152422,99,5.735
152423,92,5.947
152424,91,6.664
152425,87,7.269
152427,71,6.64
152428,74,5.486
152429,87,5.37
152430,56,5.157
152431,64,5.357
152432,78,7.869
152433,77,6.04
152434,75,5.186
152435,65,5.573
152437,51,5.879
152438,52,6.321
152439,35,6.114
152440,64,5.206
152442,42,5.765
152443,40,6.692
152444,46,5.608
152447,70,5.327
152448,44,6.171
152449,58,6.227
152450,44,6.461
152453,60,6.464
152454,45,6.444
152456,35,6.166
152471,36,6.944
152472,36,6.973
152474,78,6.941
152477,39,8.127
152478,38,7.097
152482,56,8.711
152483,49,9.613
152485,19,8.438
152486,19,10.521
152487,21,10.158
152494,15,11.276
152495,15,10.455
152496,15,11.462
152497,15,9.311
152501,5,12.852
152507,42,8.881
152508,42,9.907
152509,43,13.288
152510,18,8.655
152511,18,9.367
153046,21,8.595
153047,21,7.661
153048,28,6.969
153049,20,7.577
153050,21,6.913
153053,20,6.011
153054,32,6.696
153055,40,7.32
153056,22,7.508
153057,26,6.859
153058,33,7.046
153059,43,9.255
153066,42,6.311
153074,65,7.222
153075,55,6.459
153076,56,6.657
153077,65,6.943
153078,57,7.137
153079,57,7.677
153080,57,7.224
153081,80,6.36
153082,87,6.091
153084,54,6.718
153086,80,5.415
153087,85,6.748
153088,65,5.693
153089,56,6.218
153090,58,6.531
153091,72,6.895
153092,79,4.453
153094,74,7.048
153095,86,7.179
153096,90,7.398
153097,84,7.564
153098,86,7.669
153099,87,8.796
153100,84,7.25
153101,81,7.66
153102,78,7.282
153103,79,7.041
153104,73,7.216
153105,81,6.986
153106,91,6.232
153107,84,6.565
153108,95,6.929
153109,99,6.244
153110,93,6.245
153111,93,4.271
153112,88,6.502
153113,92,4.713
153115,100,6.142
153116,100,5.506
153117,90,5.917
153118,100,6.906
153119,95,7.04
153120,98,7.258
153121,94,7.425
153122,97,6.765
153129,89,5.043
153130,97,5.585
153131,93,6.677
153132,85,7.687
153133,92,7.382
153135,93,6.286
153137,87,6.462
153138,88,5.863
153139,94,7.101
153140,62,6.739
153141,73,5.917
153142,68,5.362
153143,65,5.626
153144,61,5.76
153145,69,5.307
153146,85,6.704
153147,49,6.515
153148,75,5.119
153149,75,6.962
153150,47,6.159
153151,50,5.986
153152,50,5.384
153153,46,7.181
153154,45,6.343
153155,40,6.609
153156,45,4.744
153161,28,5.8
153162,43,6.593
153163,85,6.001
153164,46,6.055
153165,58,5.824
153166,64,5.634
153168,62,5.372
153169,59,5.889
153170,77,4.494
153190,18,6.147
153193,38,8.012
153194,38,6.816
153195,51,7.539
153196,30,7.741
153197,30,7.87
153198,33,8.903
153199,19,9.503
153200,19,10.115
153208,15,11.2
153209,20,9.286
153210,10,11.308
153211,11,10.934
153215,6,9.947
153220,11,10.888
153221,9,11.536
153222,42,11.255
153223,43,10.455
153224,18,11.914
153225,18,10.145
153754,4,6.262
153755,4,8.065
153759,11,7.728
153760,12,8.783
153761,22,8.007
153762,22,7.935
153763,9,6.979
153764,16,6.411
153767,23,5.552
153768,23,4.619
153769,21,6.811
153770,27,7.322
153771,27,7.264
153772,14,6.815
153773,27,6.599
153774,27,6.776
153777,56,14.574
153780,37,6.634
153782,58,7.629
153788,58,9.649
153789,87,17.702
153790,55,11.975
153791,65,16.69
153792,55,6.457
153793,49,7.191
153794,80,6.603
153795,57,6.883
153796,50,5.38
153797,57,5.985
153798,56,5.863
153799,57,6.615
153800,58,6.508
153801,72,6.752
153802,58,6.727
153803,68,6.485
153805,67,7.692
153808,72,8.836
153809,91,7.682
153812,51,6.876
153813,84,6.44
153814,77,6.838
153815,91,7.198
153816,86,7.309
153817,83,7.399
153818,90,7.426
153819,91,6.202
153820,89,6.31
153821,88,8.205
153822,87,6.417
153823,94,6.956
153824,96,6.918
153825,92,6.435
153826,90,6.415
153827,89,5.982
153828,73,7.247
153829,97,6.214
153830,90,6.833
153832,99,6.152
153833,100,6.132
153834,99,7.852
153835,96,7.093
153836,96,7.189
153842,84,5.618
153843,84,5.642
153844,97,5.248
153845,97,7.883
153846,98,8.106
153847,98,6.22
153848,88,7.646
153849,94,6.445
153851,90,6.055
153852,89,7.132
153853,89,6.75
153854,52,7.122
153855,80,6.679
153856,61,6.775
153857,77,6.151
153859,69,6.277
153860,67,6.229
153861,66,5.719
153862,82,6.97
153864,46,6.592
153866,47,5.807
153867,44,6.656
153868,72,6.766
153869,56,6.081
153870,45,6.091
153871,43,5.216
153876,66,6.165
153877,65,6.132
153878,46,6.388
153879,49,5.869
153881,62,6.093
153882,59,5.188
153883,59,5.089
153884,82,5.031
153903,37,7.898
153908,45,7.163
153909,44,7.95
153910,46,7.852
153911,27,7.309
153912,29,8.604
153913,27,7.322
153925,11,10.349
153935,4,15.785
153936,12,10.673
153937,10,10.929
153940,5,7.833
153941,5,11.36
154472,9,7.594
154475,11,7.149
154476,13,7.461
154477,20,7.099
154478,15,5.322
154482,18,7.472
154483,19,8.003
154484,19,7.581
154485,16,7.533
154486,15,6.35
154487,25,7.749
154488,27,8.074
154489,45,8.178
154490,40,8.025
154491,38,9.858
154502,65,8.367
154503,43,5.725
154504,43,13.445
154507,62,8.896
154508,60,7.952
154509,60,6.136
154512,68,5.902
154516,54,7.023
154517,68,6.686
154521,81,6.581
154522,75,6.805
154523,88,7.426
154524,78,8.058
154525,82,6.888
154526,69,6.313
154527,72,6.159
154528,63,7.763
154529,90,7.149
154530,77,7.319
154531,12,6.814
154532,90,7.597
154534,85,7.656
154535,82,6.873
154536,81,5.706
154537,97,6.957
154538,93,7.811
154539,96,6.398
154540,82,7.172
154541,86,8.074
154542,95,6.738
154543,96,6.96
154544,99,7.102
154545,86,6.68
154546,100,6.832
154547,99,7.089
154548,98,7.772
154560,96,5.65
154561,100,6.531
154562,100,5.487
154563,86,6.046
154564,100,6.473
154565,83,6.982
154566,89,6.684
154567,89,6.368
154569,84,6.757
154570,87,5.327
154573,53,6.059
154574,51,6.179
154575,74,6.736
154576,88,6.874
154577,63,6.308
154578,52,6.16
154579,51,6.946
154580,51,6.018
154581,54,5.591
154582,100,5.98
154583,56,5.864
154584,56,6.44
154585,76,5.487
154589,40,5.567
154590,40,6.498
154591,33,6.222
154592,37,6.861
154593,43,6.23
154594,42,5.544
154620,20,6.459
154622,37,6.873
154624,26,8.034
154625,26,6.732
154627,27,6.207
154637,18,15.917
154638,18,14.897
154648,9,20.74
154649,6,17.473
154650,4,11.517
154651,19,8.871
154652,19,10.721
154653,20,8.68
154654,20,10.433
154655,25,10.2
154656,6,13.001
155186,9,8.167
155191,12,7.768
155194,21,4.945
155195,21,5.137
155197,19,7.265
155198,19,7.449
155199,20,7.6
155200,15,7.045
155202,48,8.249
155203,32,8.011
155204,26,6.737
155205,43,8.365
155215,65,6.628
155216,41,6.078
155217,41,5.189
155218,43,6.882
155219,67,6.997
155226,68,7.709
155227,60,6.165
155228,60,7.18
155230,76,7.365
155231,78,5.643
155233,100,6.661
155234,100,6.717
155235,85,6.126
155236,70,6.644
155237,69,7.607
155238,78,6.354
155239,82,7.071
155240,82,7.094
155241,67,6.519
155242,63,6.274
155244,97,7.596
155245,69,7.794
155246,83,7.94
155248,82,7.035
155249,90,7.922
155250,87,10.159
155251,93,6.043
155252,87,6.079
155253,91,7.081
155254,94,7.798
155255,95,7.202
155256,92,7.024
155258,98,5.764
155259,86,6.908
155260,94,6.979
155261,89,6.185
155262,94,6.045
155263,94,6.609
155264,95,6.934
155266,100,6.609
155270,99,7.494
155271,95,6.775
155272,95,6.254
155273,99,6.731
155274,99,6.659
155276,89,5.975
155277,92,5.058
155279,83,6.69
155280,89,6.223
155281,58,6.627
155282,73,6.21
155283,90,6.829
155284,87,6.348
155285,87,6.439
155286,60,5.444
155287,57,6.367
155288,57,5.921
155289,57,6.34
155291,53,6.688
155292,52,6.095
155293,19,5.847
155294,54,5.965
155297,84,5.433
155298,64,5.913
155303,40,5.714
155304,40,6.376
155305,46,6.105
155306,37,5.92
155307,49,6.067
155308,42,6.085
155309,47,5.976
155352,16,15.967
155353,16,11.154
155360,32,8.093
155361,32,7.868
155364,8,8.303
155367,8,11.54
155369,24,10.553
155370,4,10.664
155371,7,10.674
155893,8,7.238
155894,5,8.426
155905,10,7.653
155908,21,6.576
155909,21,6.876
155916,32,7.853
155917,26,9.488
155918,26,7.893
155940,91,7.382
155941,60,6.632
155942,82,7.103
155944,67,5.837
155945,67,6.679
155946,83,6.795
155947,86,6.953
155948,89,6.131
155950,77,6.959
155951,71,7.272
155952,70,9.047
155953,70,7.371
155954,79,7.894
155955,82,5.779
155956,76,6.025
155957,79,6.482
155959,75,7.551
155960,80,7.345
155961,84,6.964
155962,86,6.751
155963,86,8.471
155964,82,8.551
155965,91,7.724
155966,87,7.316
155967,90,7.067
155968,87,7.049
155969,97,6.429
155970,60,6.595
155971,90,6.28
155972,92,7.285
155973,92,6.801
155974,98,5.543
155975,91,5.427
155976,96,6.055
155977,96,6.593
155978,95,6.06
155979,97,4.682
155983,98,13.672
155984,94,6.342
155985,99,7.838
155986,96,8.377
155987,100,5.635
155988,100,7.306
155990,92,4.417
155991,97,5.369
155993,89,7.387
155994,89,6.331
155995,58,7.005
155996,73,6.369
155997,94,6.853
155998,81,5.876
155999,61,6.123
156000,52,6.617
156001,60,5.731
156006,55,5.46
156008,58,5.083
156009,60,5.504
156017,85,6.376
156018,86,6.333
156019,38,6.348
156020,52,6.039
156021,36,5.341
156027,65,5.377
156066,38,12.765
156072,5,10.121
156074,32,7.93
156078,4,13.063
156079,3,7.909
156082,11,12.305
156083,14,11.15
156084,6,9.609
156086,10,11.569
156609,6,8.311
156654,91,7.707
156655,91,6.893
156658,96,5.864
156659,65,6.832
156661,89,6.459
156662,89,7.294
156664,80,7.023
156665,75,7.31
156666,74,10.011
156667,69,8.165
156668,58,6.208
156669,69,6.53
156670,77,4.435
156671,75,5.912
156674,51,8.3
156678,79,6.671
156679,85,6.956
156680,85,6.909
156683,34,7.223
156684,93,5.708
156685,93,6.473
156686,93,6.448
156687,95,6.335
156689,95,7.257
156690,99,6.725
156691,99,6.842
156692,99,5.503
156693,100,5.898
156697,100,8.25
156698,94,6.537
156699,99,7.344
156700,99,6.559
156702,97,5.91
156703,97,6.3
156704,77,6.352
156705,100,4.784
156706,100,5.524
156707,77,6.256
156710,83,7.174
156711,86,7.104
156712,90,6.994
156713,54,6.916
156714,59,6.649
156715,60,6.93
156716,53,5.484
156722,66,5.561
156723,47,5.647
156730,79,5.519
156731,86,5.883
156732,88,6.693
156736,48,5.558
156737,48,5.959
156741,65,6.624
156793,28,9.534
156796,10,12.668
157367,91,5.586
157369,67,7.442
157370,67,6.454
157373,62,6.64
157375,82,5.124
157376,87,6.144
157378,74,7.303
157379,72,7.12
157381,67,6.602
157382,52,5.499
157383,86,5.547
157394,90,7.177
157395,78,7.279
157397,82,5.484
157398,90,5.255
157399,85,5.73
157400,85,6.718
157403,93,7.368
157404,95,7.015
157405,95,5.994
157406,98,5.28
157413,92,7.064
157414,93,6.587
157415,98,6.209
157416,93,6.613
157418,99,6.707
157419,95,5.425
157420,100,5.144
157421,95,6.248
157422,87,6.337
157424,65,7.064
157425,87,6.857
157426,81,6.426
157427,75,6.567
157428,35,4.718
157429,57,5.563
157436,64,6.193
157437,56,5.482
157445,100,5.643
157446,100,5.618
157450,48,5.152
157451,48,4.06
157500,7,12.496
157501,7,9.342
157509,5,10.082
157510,5,9.383
157514,3,8.935
158049,83,8.27
158057,11,11.247
158059,33,7.712
158060,32,8.188
158061,32,8.612
158067,37,7.096
158084,73,7.134
158085,66,6.306
158086,67,6.166
158089,69,6.08
158090,72,6.367
158091,72,5.933
158092,62,6.361
158093,60,6.508
158094,68,6.797
158095,80,6.761
158096,67,7.063
158108,91,6.752
158109,90,6.371
158111,82,7.101
158112,91,6.143
158113,87,5.602
158114,88,7.065
158115,94,6.21
158117,92,7.639
158118,95,7.452
158119,95,6.665
158122,100,7.615
158123,99,5.974
158124,96,5.297
158127,99,7.402
158128,99,6.032
158129,99,5.745
158130,95,6.985
158131,97,5.393
158132,100,6.346
158133,96,6.188
158134,85,6.856
158135,80,7.015
158136,84,5.743
158137,85,6.56
158138,87,6.466
158139,81,5.867
158140,76,6.191
158141,73,6.083
158142,73,4.459
158149,53,6.184
158150,50,5.381
158151,58,5.803
158160,100,4.15
158161,95,5.439
158164,64,5.587
158167,71,5.249
158168,70,6.107
158214,7,7.213
158220,6,9.238
158221,6,10.474
158228,55,13.359
158749,3,9.526
158769,12,9.147
158771,13,8.954
158772,15,7.952
158773,27,9.972
158780,72,5.847
158798,81,7.083
158799,81,5.707
158801,76,6.506
158802,75,6.289
158803,83,7.197
158804,72,6.613
158805,67,10.56
158806,84,6.434
158808,60,6.351
158809,80,5.852
158811,95,5.526
158812,71,6.161
158814,80,5.86
158815,80,7.256
158817,86,6.08
158818,71,5.027
158819,85,4.046
158822,91,6.947
158823,71,6.701
158826,92,6.443
158827,93,5.848
158828,75,6.889
158829,82,6.256
158830,85,6.676
158831,99,4.903
158835,97,6.527
158836,98,6.472
158837,97,7.374
158839,99,7.426
158840,93,6.176
158841,95,5.576
158842,92,6.966
158843,96,6.347
158844,95,5.872
158845,97,5.304
158846,100,6.772
158847,96,7.137
158848,100,6.706
158849,88,6.441
158850,85,6.222
158851,85,6.822
158852,94,6.652
158853,76,6.242
158854,76,7.119
158855,79,6.993
158856,54,5.481
158858,73,4.445
158862,62,6.046
158863,63,5.648
158864,35,5.776
158865,53,5.339
158891,22,6.959
158893,24,5.294
158894,19,6.496
158926,5,10.235
158927,5,9.321
158934,6,8.739
158935,6,8.352
158941,2,8.267
158942,9,8.215
159459,4,9.098
159463,3,9.98
159483,12,8.567
159485,28,8.073
159487,27,7.349
159518,67,6.688
159519,67,7.252
159521,80,7.057
159522,77,6.557
159523,80,6.438
159525,81,6.911
159526,85,8.566
159527,93,6.387
159528,64,7.144
159529,93,6.09
159531,100,5.686
159532,85,5.165
159533,76,5.473
159534,70,4.42
159535,76,5.557
159536,76,5.168
159537,73,5.262
159538,67,5.961
159539,73,6.652
159540,65,6.255
159541,74,6.129
159542,71,6.045
159543,87,6.33
159544,83,6.901
159549,94,4.379
159550,99,4.76
159551,99,5.139
159553,89,6.321
159554,95,6.006
159555,94,6.366
159556,97,5.797
159557,97,6.701
159558,98,6.241
159560,92,7.483
159561,61,7.961
159562,80,7.624
159563,85,7.768
159564,86,4.133
159566,84,5.97
159567,93,6.713
159569,60,5.779
159570,54,6.256
159571,37,6.014
159572,55,6.807
159574,84,4.372
159576,60,6.748
159577,61,5.178
159578,54,5.153
159579,49,4.761
159605,23,5.277
159606,33,7.456
159607,24,6.924
159608,19,6.435
159655,2,10.136
160171,1,10.436
160172,2,9.815
160173,2,8.278
160177,3,8.224
160224,84,7.109
160225,84,5.384
160229,87,6.175
160234,87,7.66
160235,80,5.548
160238,69,7.115
160239,89,6.81
160240,77,7.242
160242,71,7.062
160243,86,6.201
160244,86,6.089
160246,71,5.622
160249,85,5.671
160250,79,5.706
160251,74,5.521
160252,64,6.522
160253,72,6.971
160254,77,6.369
160255,70,5.964
160256,69,6.573
160257,70,5.842
160258,99,6.409
160259,98,6.011
160262,98,7.587
160263,97,6.605
