home_grid,ses,avg_dis
131704,31,7.403
131705,36,6.994
131706,28,6.356
131709,54,7.338
131710,50,6.829
131711,57,6.631
131712,47,6.924
131713,42,6.487
131714,33,7.021
131715,38,6.738
131716,31,7.215
131717,49,6.678
131718,41,6.602
131720,43,7.492
131721,73,6.709
131722,56,7.605
131723,56,7.148
131731,15,5.417
131733,36,7.311
131734,36,5.931
131735,27,5.883
131736,27,5.366
131743,22,7.582
131764,13,7.472
132349,40,10.42
132366,18,9.106
132367,18,6.875
132374,28,6.044
132375,28,5.898
132376,16,5.986
132383,39,6.221
132384,48,5.717
132385,36,7.663
132387,28,6.874
132388,60,6.301
132389,60,5.695
132406,47,8.703
132409,52,6.228
132410,52,5.868
132411,43,4.669
132412,43,5.269
132413,37,4.472
132416,30,6.733
132417,31,6.3
132419,31,6.483
132420,55,6.696
132421,49,6.771
132423,54,7.33
132424,60,7.566
132425,63,7.169
132426,65,6.257
132427,39,7.057
132428,33,7.014
132429,36,7.506
132430,51,5.915
132432,48,7.477
132433,53,6.63
132434,43,6.493
132435,68,6.552
132436,80,7.333
132437,63,6.605
132445,15,6.35
132447,40,6.274
132448,36,6.23
132449,28,6.271
132457,35,5.617
132459,21,7.792
132474,10,8.366
132476,6,6.707
132477,6,6.626
133055,40,8.589
133056,5,10.396
133057,5,7.837
133082,62,5.796
133083,62,5.01
133084,36,6.476
133088,30,6.082
133093,46,6.387
133098,48,5.509
133100,38,6.327
133101,36,6.341
133102,36,6.505
133104,59,6.862
133110,69,5.862
133113,51,7.662
133116,48,4.637
133117,48,4.888
133120,43,9.915
133121,43,7.865
133122,44,5.977
133123,44,7.134
133124,45,5.95
133125,48,5.783
133126,42,5.317
133127,53,5.954
133130,34,7.484
133131,31,6.801
133132,38,6.133
133133,59,6.999
133134,56,7.085
133135,51,6.324
133136,58,6.024
133137,82,6.15
133138,62,7.545
133139,66,7.551
133140,57,7.376
133141,51,6.637
133142,35,6.628
133144,56,6.582
133146,48,6.745
133148,46,7.079
133149,64,6.221
133150,64,6.691
133151,57,7.229
133160,70,5.192
133161,40,5.904
133164,34,5.352
133171,51,7.177
133175,15,6.377
133190,23,8.03
133191,6,7.909
133197,20,8.743
133224,11,6.87
133225,11,8.621
133231,22,5.617
133232,13,6.849
133233,13,9.411
133235,10,9.902
133798,53,8.032
133799,53,6.042
133800,36,7.038
133805,27,5.868
133806,24,6.396
133807,28,7.102
133811,46,7.006
133812,40,7.284
133814,38,6.565
133816,16,7.148
133824,69,5.688
133827,63,6.844
133828,63,6.271
133830,54,4.958
133831,50,5.579
133833,49,6.722
133835,41,6.482
133837,42,6.292
133838,46,6.027
133839,46,6.387
133840,49,6.18
133841,65,5.53
133842,41,6.775
133846,51,6.438
133847,60,6.301
133848,61,6.46
133849,54,6.366
133850,73,6.339
133851,67,6.454
133852,58,5.319
133855,73,7.5
133856,37,7.227
133857,39,7.576
133858,48,6.289
133861,56,6.944
133862,48,6.525
133864,44,6.687
133865,43,6.757
133872,67,8.093
133873,70,7.949
133874,69,6.179
133875,36,5.509
133876,25,6.266
133885,51,7.669
133886,44,6.266
133887,16,7.571
133888,15,7.423
133904,23,8.995
133905,23,8.593
133938,11,10.686
133939,11,9.793
133946,14,9.029
133947,14,8.43
133949,10,7.07
134512,53,7.75
134513,53,7.65
134514,36,8.128
134515,27,9.04
134520,24,6.118
134521,22,7.951
134524,32,6.355
134525,30,6.755
134526,40,7.102
134528,73,7.017
134529,65,5.149
134530,53,5.86
134545,48,5.441
134546,48,6.877
134547,53,6.154
134548,53,6.482
134549,41,5.57
134550,90,5.913
134551,43,5.48
134552,39,5.954
134553,50,6.355
134554,51,6.049
134555,65,6.738
134557,37,6.504
134558,59,5.492
134561,90,5.434
134562,58,6.608
134563,63,6.686
134564,74,6.253
134565,73,7.141
134566,67,6.376
134567,62,6.331
134568,65,7.275
134569,67,7.016
134570,36,9.798
134571,64,6.685
134572,45,7.169
134574,54,5.324
134575,23,5.621
134576,40,5.342
134578,43,5.723
134579,44,5.97
134584,33,6.402
134585,24,5.951
134586,21,7.538
134587,33,7.1
134588,52,6.668
134589,35,6.502
134590,35,7.126
134592,25,6.708
134599,50,8.685
134600,17,7.067
134601,14,6.621
134602,12,6.556
134652,11,10.137
134653,11,10.466
134654,22,10.193
134655,22,8.464
134656,7,7.131
134659,21,11.158
134660,14,11.08
134661,14,10.189
135229,27,7.842
135235,24,7.093
135237,14,7.314
135238,22,7.418
135244,53,5.028
135251,53,5.262
135252,53,4.86
135257,69,7.085
135258,69,6.385
135259,46,5.657
135260,9,4.691
135261,53,5.674
135262,76,7.103
135264,89,5.761
135265,82,6.106
135266,78,6.539
135267,91,6.833
135269,82,5.85
135272,59,5.491
135275,90,7.319
135276,90,5.837
135277,57,5.371
135278,71,5.251
135280,62,5.611
135281,73,5.74
135282,67,5.361
135283,35,6.556
135284,37,6.266
135288,54,5.717
135289,23,5.561
135295,23,6.572
135297,29,6.819
135298,29,5.945
135300,37,7.538
135301,34,7.036
135302,52,7.266
135306,25,6.86
135330,10,8.445
135331,22,8.475
135359,8,7.439
135362,11,7.319
135363,12,5.575
135367,10,8.845
135368,21,8.453
135369,4,8.491
135370,7,7.898
135375,20,7.783
135376,20,11.763
135377,10,9.102
135379,12,9.37
135380,12,10.131
135381,9,10.392
135934,29,7.126
135940,42,7.291
135941,42,7.002
135942,22,6.552
135943,22,6.106
135952,47,6.853
135953,31,6.626
135954,30,6.423
135960,97,5.878
135961,71,7.142
135963,29,5.374
135964,51,4.977
135965,51,4.477
135966,44,6.167
135967,44,4.726
135968,55,5.535
135969,55,6.28
135970,46,6.105
135973,49,5.391
135974,60,6.654
135975,80,4.931
135976,80,5.6
135978,87,5.315
135979,72,5.55
135980,88,6.228
135981,88,6.892
135982,90,6.344
135988,87,4.907
135989,84,6.475
135990,87,5.589
135993,66,7.259
135994,72,6.598
135996,64,5.83
135998,72,5.904
135999,72,5.865
136004,67,5.49
136005,70,6.005
136006,76,5.96
136009,37,6.26
136010,35,5.741
136012,26,6.594
136017,29,6.961
136018,29,7.162
136052,7,6.955
136053,10,7.611
136072,13,8.596
136073,8,7.305
136074,7,8.366
136075,9,7.865
136076,13,8.048
136081,8,7.973
136082,5,8.887
136083,4,7.62
136089,9,7.693
136090,9,9.72
136091,34,8.904
136092,20,8.411
136093,25,9.015
136094,29,10.333
136095,32,10.067
136647,25,8.152
136648,25,7.584
136654,42,6.967
136655,42,5.343
136675,72,5.844
136676,36,6.399
136677,44,5.82
136679,65,5.8
136681,59,5.373
136682,82,5.708
136683,61,5.425
136684,74,6.283
136685,55,7.234
136687,61,7.184
136688,73,6.106
136689,77,6.514
136690,77,5.974
136692,82,5.903
136693,81,5.302
136694,82,5.705
136695,89,6.282
136696,94,6.537
136697,91,6.325
136698,93,5.893
136702,83,6.002
136703,87,6.14
136707,67,5.825
136713,73,5.676
136714,74,5.667
136715,68,3.976
136719,73,5.256
136722,47,5.824
136723,43,5.707
136727,37,6.056
136728,33,5.727
136729,36,6.89
136730,38,5.898
136738,45,6.791
136739,44,6.385
136758,12,7.099
136785,4,8.923
136786,43,8.027
136787,7,8.773
136788,7,8.796
136789,9,9.149
136793,5,7.849
136795,7,5.981
136796,5,6.522
136797,9,8.173
136798,13,7.982
136799,13,6.628
136804,7,9.127
136805,34,8.694
136806,34,8.757
136807,1,10.16
136808,29,8.646
136809,16,12.916
137364,26,6.459
137368,23,7.359
137369,23,5.757
137374,36,6.302
137375,36,6.915
137385,46,6.449
137386,46,5.784
137388,78,6.869
137389,72,6.786
137391,42,6.438
137395,73,6.528
137396,80,7.44
137397,74,5.653
137398,74,6.694
137399,74,6.871
137400,70,5.89
137401,61,5.94
137402,77,6.24
137403,58,6.007
137404,76,6.146
137405,65,5.902
137406,81,5.9
137407,86,5.624
137408,91,5.889
137409,84,6.497
137410,90,5.997
137411,87,6.518
137412,91,7.054
137413,91,6.677
137414,97,4.536
137415,97,5.971
137416,99,6.482
137418,86,6.424
137420,69,6.555
137421,71,6.326
137427,68,6.605
137428,72,5.049
137429,62,5.903
137436,43,5.983
137437,53,5.991
137439,30,6.455
137440,38,5.453
137441,33,6.016
137442,36,6.245
137443,34,6.8
137445,29,6.323
137451,67,6.573
137452,67,6.307
137453,45,6.974
137454,42,4.921
137455,42,5.38
137502,14,8.692
137503,9,5.956
137504,7,8.457
137505,6,7.856
137509,4,6.412
137510,5,8.277
137511,9,10.101
137517,25,7.883
137518,18,7.314
137519,8,7.06
137523,5,9.876
138082,23,6.16
138083,23,5.368
138088,36,5.799
138089,28,5.858
138090,25,6.157
138093,74,4.354
138094,74,5.525
138099,46,4.366
138100,46,4.879
138105,48,6.393
138106,60,6.481
138107,66,7.15
138108,92,6.672
138109,92,6.331
138111,79,6.655
138112,75,6.168
138113,67,5.931
138114,73,5.835
138115,78,5.767
138116,89,6.612
138117,73,5.725
138118,73,5.726
138119,100,5.677
138120,87,5.699
138121,77,5.068
138122,90,5.174
138123,83,5.93
138124,79,6.304
138125,84,6.469
138126,91,5.979
138127,97,6.496
138128,87,5.838
138129,80,5.492
138130,99,6.628
138131,84,7.002
138132,79,7.744
138133,94,6.188
138134,69,4.018
138141,68,4.741
138142,78,5.88
138143,81,6.393
138150,31,5.658
138151,32,5.88
138152,32,5.969
138153,34,5.935
138154,34,6.393
138155,23,5.53
138156,40,6.603
138157,35,6.234
138159,39,6.225
138160,89,5.932
138161,89,7.029
138162,50,7.368
138165,67,6.206
138166,67,5.646
138168,42,3.695
138169,42,4.845
138204,49,8.095
138214,10,7.457
138215,5,6.886
138222,9,6.797
138223,4,7.886
138224,10,7.586
138225,10,7.888
138226,14,8.318
138227,14,8.095
138230,22,8.233
138231,20,7.198
138232,20,8.48
138802,59,4.809
138803,39,6.037
138804,28,6.895
138806,53,6.104
138807,74,5.997
138808,74,5.424
138812,75,6.845
138813,75,5.702
138814,69,4.98
138815,41,6.738
138819,55,7.256
138820,51,6.42
138821,70,6.515
138822,70,6.316
138823,74,6.032
138824,76,7.284
138825,79,6.666
138826,72,6.429
138827,76,5.9
138828,69,6.049
138829,80,4.671
138830,63,6.376
138831,74,5.97
138832,73,6.187
138833,68,5.069
138834,84,5.738
138835,72,6.508
138836,71,5.578
138837,83,6.117
138838,84,6.692
138839,67,5.882
138841,90,6.357
138842,86,6.409
138843,83,7.029
138844,86,6.2
138845,78,8.141
138846,90,7.258
138847,78,7.048
138855,67,5.256
138856,69,6.097
138857,65,6.314
138859,69,5.425
138860,77,6.976
138864,33,5.783
138865,37,6.426
138866,37,6.503
138867,39,6.521
138868,35,4.659
138869,40,6.021
138870,40,6.549
138871,38,6.971
138872,38,6.596
138874,67,5.981
138875,89,5.99
138882,42,4.518
138883,42,5.093
138917,10,8.188
138918,29,7.179
138928,5,8.975
138929,15,6.891
138933,10,8.83
138938,13,7.701
138939,13,9.221
138940,13,9.156
138941,17,8.211
138944,8,6.382
138945,20,7.817
138946,20,8.626
139505,7,6.87
139526,75,5.883
139527,40,5.813
139528,57,6.869
139529,43,6.703
139530,34,6.859
139532,47,6.042
139533,47,6.599
139534,51,6.374
139536,67,6.361
139537,70,6.203
139538,68,6.139
139539,76,6.565
139540,74,6.398
139541,74,6.209
139542,75,5.478
139543,78,6.304
139544,79,5.921
139545,72,5.586
139546,77,6.813
139547,72,6.334
139548,74,6.206
139549,79,6.541
139550,81,6.401
139551,68,5.424
139553,83,6.167
139554,100,5.917
139556,94,5.581
139557,83,5.836
139559,87,8.479
139560,83,7.071
139561,76,7.081
139569,76,5.601
139570,67,6.565
139571,77,6.221
139572,97,6.621
139573,93,7.34
139574,77,5.82
139575,84,5.559
139576,84,6.335
139578,40,5.185
139579,46,6.583
139580,37,5.906
139581,37,6.284
139582,35,5.852
139583,36,5.945
139584,50,6.657
139585,3,7.002
139588,36,6.074
139589,40,5.396
139590,40,5.129
139591,75,6.191
139605,30,6.811
139630,11,8.689
139642,45,7.736
139643,15,8.568
139647,27,5.98
139648,3,7.932
139652,7,7.116
139653,7,9.927
139654,6,9.491
139655,6,9.175
139658,8,8.105
139659,8,8.3
140219,7,6.487
140227,37,6.251
140228,31,7.245
140231,65,4.756
140239,92,3.608
140240,62,5.377
140241,37,5.933
140242,52,6.447
140243,41,6.288
140246,57,6.11
140247,50,6.749
140248,51,6.168
140249,49,5.805
140250,70,6.044
140251,78,6.141
140252,77,5.972
140253,83,7.207
140254,68,6.671
140255,82,6.784
140256,81,6.367
140257,78,6.875
140258,75,6.862
140259,85,6.263
140260,76,5.405
140261,74,5.876
140262,72,5.804
140263,71,5.997
140264,73,5.669
140265,91,5.344
140266,98,5.316
140268,100,5.213
140269,100,5.478
140270,97,6.312
140271,73,5.986
140272,70,6.643
140273,80,7.24
140274,86,6.898
140283,68,7.386
140284,75,5.94
140285,80,5.196
140286,82,7.141
140287,83,6.232
140288,85,5.843
140289,81,6.807
140290,81,6.751
140291,62,6.534
140292,36,6.781
140293,52,5.701
140294,37,5.686
140295,34,4.5
140297,36,6.342
140298,55,5.725
140302,51,5.738
140304,85,5.199
140305,65,4.653
140317,18,5.033
140319,18,6.873
140343,23,7.888
140344,23,7.99
140347,24,7.997
140356,7,6.708
140357,7,6.718
140358,12,6.43
140359,13,5.644
140360,10,5.766
140361,13,8.029
140362,19,8.776
140363,15,8.233
140364,42,6.867
140365,42,9.123
140366,7,7.28
140367,8,7.422
140368,19,12.06
140369,13,10.554
140372,7,9.21
140373,7,9.578
140374,14,7.092
140375,8,6.232
140376,10,6.49
140931,21,4.648
140932,21,6.251
140940,35,6.4
140941,36,7.059
140942,31,6.429
140945,65,7.174
140947,62,7.401
140948,50,5.428
140953,68,4.673
140954,68,5.633
140955,55,5.378
140956,43,6.604
140957,41,5.835
140958,51,6.401
140961,50,6.119
140964,70,5.211
140965,74,5.464
140966,87,6.039
140967,78,6.766
140968,75,7.198
140969,86,6.718
140971,80,6.843
140972,80,5.731
140973,92,6.256
140974,81,6.566
140975,76,5.966
140976,79,6.012
140977,75,5.857
140978,83,5.679
140979,91,5.762
140980,97,4.604
140982,99,6.08
140983,100,6.205
140984,94,5.667
140985,97,5.175
140986,81,6.855
140987,81,6.019
140989,98,5.876
140990,75,5.293
140991,70,6.148
140992,67,5.647
140993,63,6.831
140994,70,4.733
140995,94,5.937
140996,76,6.073
140997,100,6.457
140998,99,4.848
140999,98,5.228
141000,82,6.037
141001,86,6.327
141002,80,6.408
141003,87,7.083
141004,77,7.099
141005,40,6.137
141006,41,6.633
141008,33,5.324
141009,31,4.849
141010,43,5.227
141011,39,6.567
141012,41,6.497
141013,77,6.044
141014,77,5.447
141016,66,5.892
141017,79,6.773
141018,85,5.905
141019,84,6.186
141031,17,6.437
141032,17,6.853
141057,23,12.134
141058,5,7.503
141060,8,8.95
141061,8,8.468
141072,13,6.113
141073,20,6.787
141074,11,7.493
141075,14,8.722
141077,17,7.917
141078,42,9.045
141079,28,9.118
141080,15,7.115
141081,22,7.372
141082,19,8.006
141083,19,10.062
141084,36,9.376
141085,25,10.255
141086,7,10.046
141087,9,8.602
141088,16,7.657
141089,13,8.532
141090,26,10.563
141091,28,11.613
141631,3,6.513
141635,59,6.033
141637,11,4.822
141638,11,4.966
141645,37,6.883
141646,30,6.465
141652,32,6.536
141653,26,7.342
141654,26,7.495
141655,26,8.192
141656,23,6.841
141657,23,6.7
141658,24,7.399
141659,58,6.9
141660,27,5.776
141667,42,5.07
141668,42,5.789
141669,72,5.344
141670,68,5.947
141671,68,6.146
141672,36,6.26
141679,79,5.271
141680,88,5.914
141683,72,6.484
141684,72,6.765
141685,72,6.901
141686,76,7.3
141687,71,6.611
141688,64,7.031
141689,75,7.127
141690,82,6.287
141691,90,6.41
141692,85,5.407
141693,97,5.497
141694,73,5.798
141696,99,5.185
141697,97,5.936
141698,98,4.18
141699,100,5.746
141700,89,6.939
141701,99,7.217
141704,75,6.939
141707,86,6.562
141709,71,6.036
141710,76,6.967
141711,100,4.81
141712,98,4.814
141713,98,5.712
141714,92,6.683
141715,92,7.141
141716,85,7.517
141717,83,7.381
141718,80,7.307
141719,69,5.828
141720,92,6.471
141722,33,5.75
141724,36,6.158
141725,30,6.66
141726,45,6.114
141727,66,5.552
141728,78,6.272
141730,78,5.259
141731,79,7.306
141772,6,9.334
141773,6,7.905
141774,8,8.422
141775,8,8.329
141785,6,7.385
141786,5,5.744
141787,8,7.07
141788,13,8.647
141789,9,8.821
141790,13,6.982
141793,7,7.688
141794,9,7.244
141795,12,8.877
141796,12,7.796
141797,15,8.618
141798,36,8.486
141801,27,7.813
141802,15,8.184
141803,18,9.003
141804,26,10.24
141805,26,8.959
142339,8,6.357
142340,8,6.993
142342,4,6.544
142343,4,6.805
142349,59,4.933
142351,41,6.033
142352,41,6.128
142357,54,6.68
142358,39,6.234
142359,27,6.665
142360,19,5.706
142366,27,7.277
142368,26,7.927
142369,25,7.783
142370,23,6.607
142371,22,7.011
142372,24,6.037
142373,17,6.806
142374,39,6.533
142376,28,6.025
142377,28,6.463
142381,39,5.255
142385,59,6.126
142386,57,6.137
142387,69,5.952
142394,93,6.833
142395,95,7.806
142396,95,6.672
142397,84,7.086
142398,74,6.646
142399,73,5.778
142400,69,5.549
142401,60,6.67
142402,83,7.822
142403,89,6.875
142404,78,7.796
142405,76,6.467
142406,84,5.445
142407,92,4.966
142408,93,4.354
142409,92,6.26
142410,99,6.256
142411,88,5.938
142412,98,4.098
142413,99,3.416
142414,97,5.619
142415,98,6.854
142416,98,6.487
142417,95,5.235
142420,89,6.149
142424,95,5.74
142426,94,6.073
142428,90,5.853
142429,86,6.511
142430,86,6.941
142431,73,7.123
142432,65,7.538
142433,77,6.775
142434,63,5.863
142435,79,5.719
142436,44,5.454
142437,57,5.948
142438,10,6.179
142439,45,6.642
142440,46,6.908
142442,42,5.824
142443,72,5.662
142444,65,5.837
142447,89,5.49
142448,88,5.601
142450,47,5.51
142452,54,6.451
142453,49,6.456
142454,50,6.11
142489,8,7.322
142497,8,7.734
142498,25,8.956
142499,25,8.132
142500,11,8.749
142501,19,8.441
142502,5,9.857
142503,10,8.995
142504,9,7.224
142505,3,8.4
142506,11,9.364
142507,8,6.306
142508,8,5.359
142509,10,7.156
142510,6,6.875
142511,4,7.297
142512,4,6.8
142513,7,7.96
142514,9,7.792
142515,3,7.831
142516,5,7.554
142517,9,8.309
142518,9,9.702
142519,11,9.115
143053,8,5.767
143054,8,6.826
143055,3,4.487
143065,41,5.585
143066,41,7.463
143074,27,6.139
143082,23,6.399
143085,22,5.368
143086,26,6.532
143087,26,6.255
143088,30,5.604
143096,41,5.227
143097,51,6.0
143100,58,6.04
143101,78,6.416
143108,85,7.667
143109,85,7.556
143110,95,5.788
143111,76,6.811
143112,74,5.512
143114,69,5.569
143115,80,6.134
143116,87,6.914
143117,95,7.16
143118,83,6.424
143119,88,6.783
143120,91,6.958
143121,100,6.043
143122,97,4.759
143123,99,5.297
143126,95,6.016
143127,92,5.691
143128,99,6.436
143129,99,6.977
143130,100,5.542
143131,95,5.715
143133,73,5.522
143134,93,5.837
143135,99,4.881
143136,86,5.843
143137,86,5.825
143138,54,6.108
143139,85,6.678
143140,88,6.625
143141,88,5.626
143142,87,6.107
143143,86,5.741
143144,93,6.384
143145,81,6.426
143146,67,6.237
143147,82,5.235
143148,77,6.339
143149,79,5.376
143150,87,5.689
143151,82,4.656
143152,82,5.365
143153,57,6.371
143154,68,6.76
143155,81,6.063
143156,82,6.468
143157,79,6.956
143158,61,5.463
143159,53,5.502
143161,95,5.734
143164,42,5.8
143166,64,6.681
143167,47,6.073
143168,48,6.973
143190,11,6.423
143191,18,10.294
143192,10,8.204
143211,8,7.66
143212,18,6.904
143215,5,9.357
143216,8,10.334
143217,6,8.09
143218,5,8.245
143219,7,7.273
143220,12,6.444
143221,3,8.294
143224,5,8.626
143225,51,8.016
143226,8,6.763
143227,11,7.267
143228,5,7.492
143229,5,8.483
143230,3,8.598
143231,9,6.924
143232,12,9.504
143233,12,8.872
143784,18,6.668
143787,17,6.931
143794,64,6.517
143795,48,6.724
143796,24,5.584
143800,78,6.058
143801,73,6.237
143804,70,6.039
143805,62,5.776
143811,51,4.904
143812,80,5.84
143817,72,7.269
143818,64,6.834
143819,66,7.578
143820,74,7.983
143821,77,7.613
143822,70,7.569
143823,64,7.078
143824,57,6.894
143825,83,6.853
143826,90,4.624
143827,95,6.467
143828,95,5.725
143829,83,4.261
143830,84,6.63
143831,92,6.199
143832,93,7.537
143833,82,7.356
143834,85,7.361
143835,87,7.495
143836,87,7.649
143837,100,6.897
143838,83,6.54
143839,96,6.409
143841,100,7.158
143842,100,7.071
143843,98,6.556
143847,98,7.108
143848,100,4.839
143849,91,5.948
143851,97,6.45
143852,55,6.672
143853,85,6.398
143854,82,5.819
143855,61,5.972
143856,75,5.693
143857,74,6.459
143858,84,5.336
143859,79,5.654
143860,76,5.762
143861,74,5.161
143862,49,5.941
143863,82,4.7
143864,98,6.047
143865,98,5.825
143866,83,6.439
143867,63,6.179
143868,48,6.27
143869,66,5.591
143870,66,6.102
143873,62,6.279
143875,52,6.883
143876,46,6.388
143877,43,5.966
143878,46,5.907
143879,20,6.431
143880,32,5.741
143881,32,5.348
143882,45,5.606
143884,31,6.771
143885,31,6.618
143906,10,7.758
143914,38,7.394
143915,29,7.594
143916,20,7.896
143917,28,7.704
143918,28,7.844
143925,3,9.029
143926,10,7.769
143927,14,7.985
143928,4,9.237
143929,10,9.298
143930,7,7.333
143931,15,7.477
143932,17,6.447
143935,16,7.573
143938,8,6.434
143939,5,6.377
143941,8,7.072
143942,9,8.421
143943,3,7.611
143944,8,7.103
143945,11,7.649
143946,8,7.397
144492,26,6.643
144494,25,6.908
144495,25,8.125
144496,27,8.006
144497,27,8.206
144498,35,7.37
144499,24,7.677
144501,17,7.694
144502,20,6.945
144503,20,7.042
144504,27,6.948
144505,49,6.435
144506,49,7.413
144507,57,6.981
144509,64,8.096
144511,88,5.623
144512,89,6.68
144515,81,5.997
144516,69,6.012
144517,73,5.183
144518,66,5.584
144519,62,8.555
144529,69,5.062
144530,69,6.166
144532,76,6.11
144533,81,7.794
144534,69,7.204
144535,75,7.207
144536,69,7.886
144537,44,7.594
144540,96,6.679
144541,95,5.983
144542,95,6.517
144543,100,6.455
144544,83,6.559
144548,100,6.858
144549,99,7.093
144552,95,6.732
144553,92,6.182
144554,94,6.332
144556,94,6.642
144557,99,6.894
144562,83,6.015
144563,91,6.567
144564,88,4.174
144565,91,6.044
144568,92,6.034
144569,84,5.765
144570,75,6.203
144571,71,5.461
144572,78,6.64
144573,84,5.217
144575,79,5.733
144576,45,5.535
144577,45,4.719
144578,66,5.795
144579,72,5.357
144580,76,5.764
144581,40,5.607
144582,63,5.773
144584,40,5.965
144585,38,4.668
144586,38,4.814
144587,48,5.956
144588,48,6.023
144589,42,6.951
144590,51,5.901
144591,21,5.263
144592,24,5.347
144593,58,6.361
144594,64,5.777
144596,34,5.652
144597,32,6.017
144598,31,5.435
144599,31,6.965
144627,41,7.199
144628,32,8.682
144630,20,9.706
144631,20,7.632
144638,13,6.794
144639,5,9.301
144640,6,10.044
144641,14,9.082
144642,5,8.907
144643,21,8.444
144644,13,8.871
144645,14,12.353
144646,11,7.935
144647,14,7.027
144648,24,9.134
144649,12,8.429
144650,10,7.296
144651,3,6.475
144652,5,7.633
144653,7,6.831
144654,6,5.825
144655,4,6.071
144659,20,8.671
145206,21,7.109
145208,25,7.542
145209,27,8.779
145211,18,8.325
145212,17,7.967
145213,20,14.687
145214,19,11.459
145215,18,8.389
145223,75,8.711
145225,86,9.785
145226,86,6.438
145227,85,7.363
145228,85,7.074
145245,79,6.894
145246,78,7.286
145247,68,7.511
145248,76,7.676
145249,95,7.058
145250,79,7.658
145251,74,6.858
145253,93,6.808
145254,96,6.935
145255,94,6.213
145256,93,6.513
145257,95,7.162
145258,98,7.421
145259,98,6.261
145260,100,6.65
145263,99,6.605
145264,97,5.451
145265,77,5.753
145266,94,6.357
145267,94,6.557
145268,94,6.972
145270,98,5.812
145271,98,6.386
145276,83,7.802
145277,96,8.532
145278,92,6.182
145279,88,7.759
145281,99,6.701
145284,66,6.018
145287,79,5.901
145288,79,6.155
145299,25,4.353
145300,25,6.072
145301,36,4.913
145306,21,5.924
145307,24,6.166
145310,25,5.283
145325,13,6.865
145328,20,9.023
145330,15,8.341
145332,14,8.016
145333,14,9.187
145339,24,7.018
145340,24,7.634
145341,41,9.076
145352,13,8.891
145353,18,9.874
145354,6,9.429
145355,7,9.755
145356,4,8.205
145357,5,9.799
145358,27,7.565
145359,32,10.802
145360,32,8.901
145362,10,8.623
145363,10,7.672
145364,10,7.615
145365,12,6.713
145366,3,6.111
145367,9,7.041
145368,16,7.809
145369,14,7.196
145370,8,8.632
145371,20,6.932
145916,64,6.297
145917,65,7.498
145925,18,7.527
145926,17,7.07
145929,3,8.447
145934,41,5.316
145935,41,7.536
145938,88,7.455
145939,88,7.984
145941,89,7.085
145942,77,6.509
145943,81,5.859
145944,70,6.929
145952,75,5.783
145960,81,7.911
145961,68,7.116
145962,82,6.749
145964,98,7.007
145967,93,7.883
145968,96,7.27
145969,94,7.421
145970,98,7.399
145971,94,7.202
145972,98,7.421
145975,88,6.755
145977,99,5.909
145978,100,6.75
145979,100,6.241
145981,96,6.702
145982,98,7.024
145990,90,8.743
145993,94,8.271
145994,84,7.875
145995,84,5.726
145998,66,8.695
146000,69,6.621
146001,45,6.542
146002,58,6.116
146003,62,5.765
146004,53,5.46
146005,66,5.944
146006,37,6.129
146007,37,7.167
146008,25,6.369
146010,33,4.867
146013,34,5.731
146014,53,5.586
146015,38,4.655
146032,17,5.446
146033,17,6.161
146039,16,7.609
146042,20,6.836
146043,23,7.492
146044,19,7.523
146045,1,8.149
146046,21,7.293
146047,21,7.629
146048,21,8.799
146050,18,7.003
146051,15,6.882
146052,18,6.938
146055,41,7.701
146057,8,7.374
146058,8,6.127
146061,7,7.801
146062,7,8.198
146064,7,8.417
146065,6,9.439
146066,5,9.582
146067,6,9.03
146068,23,9.225
146070,47,7.656
146071,14,8.418
146072,32,7.053
146073,26,7.158
146074,29,7.311
146076,12,7.223
146077,15,8.041
146078,12,6.699
146082,8,8.825
146083,17,7.083
146084,12,8.093
146085,3,6.794
146086,3,7.931
146089,37,9.662
146628,12,6.973
146629,28,7.381
146630,21,6.389
146631,14,8.072
146632,14,6.69
146638,35,7.972
146639,32,9.251
146640,27,8.297
146652,88,6.912
146654,46,7.801
146655,58,6.524
146656,87,6.012
146657,70,6.543
146658,67,6.491
146659,84,6.525
146662,87,6.389
146663,91,4.823
146664,91,6.365
146665,84,6.595
146666,90,6.781
146667,84,7.752
146668,82,6.692
146673,40,4.844
146676,84,6.334
146678,80,5.76
146679,80,5.357
146681,98,7.357
146682,98,6.936
146683,96,7.472
146685,96,7.162
146695,98,6.653
146706,92,7.284
146707,93,5.945
146711,62,7.769
146712,84,8.17
146713,84,6.892
146715,51,6.394
146716,60,6.107
146717,50,5.907
146718,52,5.763
146719,53,6.269
146720,53,7.375
146724,90,6.562
146725,43,6.144
146726,43,6.121
146727,34,6.927
146728,14,6.446
146729,38,6.65
146746,17,5.336
146747,17,5.882
146756,23,7.122
146757,23,6.704
146759,1,7.315
146760,21,8.698
146763,16,8.296
146764,17,7.656
146765,17,7.013
146770,15,4.998
146779,4,8.822
146780,5,8.113
146781,3,7.065
146782,16,8.352
146783,10,9.783
146784,3,7.348
146785,10,8.317
146786,21,8.262
146787,29,6.089
146788,29,7.463
146789,13,6.922
146790,9,7.465
146791,16,6.666
146792,5,8.292
146793,2,6.674
146795,12,7.068
146796,10,6.345
146803,38,9.193
147340,51,8.861
147342,13,7.375
147343,28,5.841
147344,18,8.567
147346,18,5.877
147347,18,6.67
