visit_grid,ses1_fre,ses2_fre,ses3_fre,ses4_fre
78108,36.0,0.0,4.0,0.0
78109,25.0,3.0,3.0,4.0
78110,150.0,26.0,51.0,40.0
78111,63.0,7.0,19.0,5.0
78112,186.0,23.0,27.0,24.0
78113,1.0,17.0,2.0,0.0
78114,67.0,3.0,8.0,1.0
78115,169.0,12.0,15.0,8.0
78116,105.0,22.0,1.0,40.0
78117,35.0,8.0,2.0,0.0
78118,39.0,4.0,1.0,3.0
78119,44.0,13.0,1.0,5.0
78120,29.0,10.0,4.0,1.0
78817,14.0,1.0,2.0,1.0
78818,30.0,13.0,1.0,4.0
78819,15.0,0.0,1.0,1.0
78820,8.0,4.0,6.0,4.0
78821,16.0,7.0,0.0,0.0
78822,38.0,3.0,4.0,1.0
78823,12.0,3.0,12.0,0.0
78824,16.0,4.0,4.0,4.0
78825,92.0,13.0,42.0,7.0
78826,40.0,28.0,2.0,6.0
78827,130.0,9.0,19.0,37.0
78828,18.0,1.0,3.0,1.0
78829,32.0,25.0,3.0,6.0
78830,223.0,15.0,13.0,48.0
78831,23.0,7.0,1.0,0.0
78832,43.0,12.0,6.0,6.0
78833,26.0,8.0,5.0,6.0
78834,34.0,12.0,5.0,1.0
78835,12.0,3.0,3.0,3.0
78836,79.0,28.0,34.0,6.0
78837,211.0,16.0,4.0,10.0
78838,282.0,86.0,34.0,80.0
78839,101.0,23.0,27.0,8.0
78840,111.0,15.0,11.0,6.0
78841,161.0,25.0,68.0,24.0
79516,31.0,7.0,1.0,35.0
79517,25.0,10.0,2.0,2.0
79518,24.0,15.0,2.0,3.0
79519,48.0,21.0,6.0,5.0
79520,64.0,20.0,6.0,2.0
79521,44.0,14.0,7.0,17.0
79522,42.0,5.0,19.0,17.0
79523,52.0,24.0,18.0,24.0
79524,13.0,11.0,21.0,21.0
79525,14.0,7.0,8.0,0.0
79526,18.0,6.0,4.0,7.0
79527,21.0,2.0,0.0,4.0
79528,26.0,21.0,10.0,3.0
79529,9.0,13.0,1.0,1.0
79530,8.0,2.0,3.0,1.0
79531,11.0,1.0,0.0,3.0
79532,1.0,16.0,3.0,3.0
79533,5.0,0.0,2.0,2.0
79534,7.0,1.0,0.0,7.0
79535,17.0,3.0,5.0,7.0
79536,16.0,5.0,22.0,0.0
79537,52.0,3.0,11.0,5.0
79538,68.0,15.0,0.0,2.0
79539,108.0,11.0,16.0,9.0
79540,12.0,17.0,0.0,1.0
79541,13.0,0.0,0.0,0.0
79542,17.0,0.0,2.0,3.0
79543,58.0,9.0,1.0,1.0
79544,114.0,3.0,6.0,4.0
79545,124.0,74.0,18.0,7.0
79546,20.0,10.0,0.0,4.0
79547,36.0,14.0,3.0,1.0
79548,26.0,14.0,3.0,4.0
79549,159.0,5.0,5.0,1.0
79550,68.0,23.0,18.0,22.0
79551,103.0,31.0,8.0,1.0
79552,172.0,20.0,13.0,28.0
79553,149.0,36.0,7.0,3.0
79554,411.0,47.0,59.0,35.0
79555,48.0,10.0,4.0,10.0
79556,115.0,55.0,41.0,11.0
79557,247.0,72.0,22.0,31.0
80203,80.0,8.0,11.0,12.0
80204,75.0,21.0,1.0,3.0
80205,64.0,9.0,6.0,3.0
80206,111.0,3.0,11.0,11.0
80207,223.0,46.0,14.0,5.0
80208,100.0,42.0,7.0,10.0
80209,144.0,9.0,13.0,22.0
80210,46.0,17.0,4.0,7.0
80211,170.0,18.0,17.0,23.0
80212,257.0,76.0,39.0,25.0
80213,134.0,2.0,14.0,6.0
80214,247.0,45.0,23.0,29.0
80215,972.0,69.0,39.0,63.0
80216,475.0,77.0,35.0,76.0
80217,60.0,9.0,6.0,1.0
80218,113.0,6.0,33.0,8.0
80219,206.0,7.0,50.0,28.0
80220,108.0,74.0,40.0,16.0
80221,288.0,80.0,58.0,37.0
80222,141.0,40.0,24.0,8.0
80223,54.0,13.0,25.0,22.0
80224,315.0,46.0,76.0,47.0
80225,353.0,62.0,63.0,38.0
80226,213.0,30.0,34.0,30.0
80227,94.0,9.0,5.0,10.0
80228,89.0,7.0,3.0,9.0
80229,55.0,1.0,15.0,5.0
80230,54.0,2.0,10.0,37.0
80231,39.0,7.0,6.0,3.0
80232,37.0,3.0,2.0,7.0
80233,105.0,14.0,11.0,7.0
80234,109.0,10.0,20.0,6.0
80235,110.0,39.0,31.0,18.0
80236,48.0,9.0,4.0,24.0
80237,74.0,5.0,10.0,21.0
80238,37.0,28.0,5.0,15.0
80239,127.0,18.0,106.0,14.0
80240,155.0,26.0,28.0,28.0
80241,133.0,10.0,26.0,21.0
80242,83.0,0.0,8.0,6.0
80243,6.0,1.0,2.0,2.0
80244,7.0,5.0,1.0,3.0
80245,16.0,1.0,14.0,0.0
80246,7.0,1.0,6.0,3.0
80247,44.0,3.0,23.0,1.0
80248,27.0,8.0,5.0,2.0
80249,39.0,12.0,6.0,2.0
80250,74.0,0.0,0.0,24.0
80251,30.0,8.0,5.0,10.0
80252,67.0,8.0,2.0,6.0
80253,39.0,21.0,2.0,5.0
80254,33.0,3.0,5.0,3.0
80255,2.0,0.0,1.0,1.0
80256,9.0,1.0,1.0,1.0
80257,20.0,3.0,2.0,3.0
80258,16.0,7.0,4.0,1.0
80259,82.0,33.0,16.0,20.0
80260,111.0,17.0,6.0,16.0
80261,197.0,29.0,47.0,12.0
80262,57.0,6.0,4.0,15.0
80263,141.0,24.0,7.0,26.0
80264,164.0,19.0,12.0,9.0
80265,228.0,56.0,19.0,6.0
80266,318.0,10.0,58.0,65.0
80267,449.0,40.0,16.0,58.0
80268,199.0,41.0,41.0,8.0
80269,62.0,5.0,3.0,7.0
80270,75.0,9.0,5.0,5.0
80271,90.0,48.0,11.0,4.0
80272,225.0,43.0,20.0,14.0
80273,478.0,126.0,51.0,57.0
80913,165.0,3.0,5.0,8.0
80914,46.0,8.0,7.0,4.0
80915,86.0,4.0,4.0,4.0
80916,117.0,13.0,9.0,22.0
80917,183.0,18.0,45.0,40.0
80918,60.0,10.0,14.0,9.0
80919,42.0,9.0,14.0,6.0
80920,247.0,14.0,3.0,5.0
80921,438.0,48.0,31.0,28.0
80922,235.0,46.0,9.0,45.0
80923,60.0,23.0,15.0,0.0
80924,70.0,27.0,13.0,9.0
80925,125.0,7.0,42.0,3.0
80926,146.0,24.0,9.0,12.0
80927,212.0,23.0,8.0,18.0
80928,323.0,51.0,47.0,20.0
80929,1411.0,235.0,123.0,100.0
80930,1061.0,81.0,138.0,50.0
80931,123.0,32.0,24.0,8.0
80932,152.0,10.0,5.0,4.0
80933,78.0,16.0,14.0,18.0
80934,105.0,12.0,7.0,20.0
80935,534.0,54.0,116.0,104.0
80936,184.0,19.0,17.0,23.0
80937,85.0,1.0,9.0,6.0
80938,88.0,14.0,12.0,13.0
80939,227.0,15.0,2.0,5.0
80940,268.0,40.0,27.0,7.0
80941,76.0,18.0,19.0,14.0
80942,131.0,40.0,4.0,16.0
80943,46.0,10.0,1.0,0.0
80944,78.0,1.0,13.0,5.0
80945,21.0,6.0,3.0,0.0
80946,55.0,19.0,18.0,2.0
80947,81.0,7.0,0.0,11.0
80948,99.0,6.0,9.0,4.0
80949,47.0,12.0,4.0,5.0
80950,262.0,42.0,18.0,31.0
80951,987.0,198.0,188.0,109.0
80952,93.0,8.0,17.0,5.0
80953,122.0,3.0,34.0,33.0
80954,62.0,36.0,0.0,7.0
80955,216.0,22.0,1.0,12.0
80956,13.0,0.0,16.0,14.0
80957,6.0,0.0,0.0,0.0
80958,17.0,1.0,1.0,1.0
80959,13.0,3.0,2.0,11.0
80960,22.0,0.0,3.0,1.0
80961,43.0,19.0,1.0,0.0
80962,58.0,49.0,15.0,9.0
80963,56.0,58.0,3.0,7.0
80964,58.0,44.0,23.0,6.0
80965,14.0,17.0,2.0,0.0
80966,5.0,1.0,2.0,1.0
80967,36.0,0.0,1.0,0.0
80968,12.0,1.0,1.0,0.0
80969,3.0,0.0,3.0,0.0
80970,7.0,0.0,1.0,0.0
80971,9.0,3.0,1.0,0.0
80972,11.0,2.0,5.0,1.0
80973,20.0,4.0,28.0,5.0
80974,98.0,27.0,3.0,12.0
80975,69.0,18.0,2.0,50.0
80976,133.0,97.0,43.0,18.0
80977,189.0,26.0,20.0,7.0
80978,152.0,62.0,11.0,11.0
80979,125.0,41.0,7.0,52.0
80980,200.0,18.0,21.0,11.0
80981,131.0,48.0,32.0,30.0
80982,78.0,91.0,40.0,44.0
80983,87.0,10.0,3.0,9.0
80984,116.0,7.0,11.0,8.0
80985,129.0,18.0,13.0,12.0
80986,125.0,13.0,13.0,23.0
80987,324.0,47.0,39.0,23.0
80988,521.0,191.0,140.0,199.0
80989,922.0,255.0,93.0,119.0
80990,781.0,151.0,76.0,79.0
80991,249.0,146.0,48.0,87.0
81626,28.0,6.0,5.0,2.0
81627,62.0,2.0,11.0,5.0
81628,98.0,21.0,4.0,10.0
81629,56.0,38.0,4.0,6.0
81630,37.0,6.0,5.0,4.0
81631,41.0,10.0,5.0,8.0
81632,68.0,9.0,8.0,7.0
81633,108.0,13.0,11.0,6.0
81634,72.0,5.0,6.0,3.0
81635,380.0,21.0,44.0,30.0
81636,213.0,10.0,17.0,13.0
81637,93.0,5.0,7.0,2.0
81638,124.0,14.0,13.0,18.0
81639,124.0,20.0,3.0,5.0
81640,143.0,9.0,8.0,15.0
81641,161.0,21.0,12.0,9.0
81642,309.0,33.0,50.0,11.0
81643,1073.0,125.0,39.0,33.0
81644,663.0,43.0,10.0,37.0
81645,362.0,9.0,17.0,18.0
81646,182.0,44.0,26.0,23.0
81647,504.0,44.0,21.0,48.0
81648,5854.0,137.0,55.0,161.0
81649,254.0,49.0,39.0,52.0
81650,240.0,53.0,44.0,46.0
81651,238.0,30.0,34.0,11.0
81652,106.0,5.0,5.0,21.0
81653,38.0,7.0,22.0,4.0
81654,411.0,15.0,73.0,49.0
81655,87.0,7.0,9.0,6.0
81656,43.0,19.0,2.0,56.0
81657,70.0,2.0,2.0,14.0
81658,34.0,3.0,6.0,0.0
81659,7.0,3.0,0.0,1.0
81660,56.0,2.0,2.0,6.0
81661,48.0,33.0,26.0,27.0
81662,86.0,7.0,13.0,19.0
81663,228.0,22.0,26.0,22.0
81664,314.0,20.0,17.0,30.0
81665,75.0,3.0,30.0,27.0
81666,150.0,38.0,9.0,2.0
81667,88.0,8.0,16.0,7.0
81668,179.0,27.0,4.0,16.0
81669,47.0,36.0,32.0,34.0
81670,102.0,22.0,10.0,7.0
81671,24.0,0.0,1.0,0.0
81672,34.0,0.0,4.0,0.0
81673,15.0,1.0,0.0,2.0
81674,17.0,5.0,2.0,1.0
81675,6.0,1.0,1.0,2.0
81676,113.0,6.0,18.0,30.0
81677,98.0,4.0,3.0,3.0
81678,1.0,13.0,1.0,10.0
81679,12.0,1.0,0.0,0.0
81680,6.0,3.0,0.0,0.0
81681,11.0,2.0,3.0,3.0
81682,4.0,9.0,0.0,0.0
81683,45.0,0.0,7.0,1.0
81684,4.0,0.0,2.0,5.0
81685,4.0,6.0,5.0,0.0
81686,8.0,4.0,1.0,1.0
81687,11.0,6.0,1.0,0.0
81688,26.0,16.0,4.0,8.0
81689,232.0,10.0,32.0,20.0
81690,365.0,81.0,55.0,96.0
81691,524.0,49.0,31.0,107.0
81692,241.0,72.0,34.0,77.0
81693,121.0,21.0,9.0,16.0
81694,142.0,26.0,41.0,37.0
81695,82.0,48.0,46.0,12.0
81696,40.0,9.0,5.0,12.0
81697,58.0,24.0,5.0,3.0
81698,90.0,30.0,26.0,10.0
81699,138.0,21.0,10.0,13.0
81700,172.0,63.0,18.0,13.0
81701,426.0,70.0,26.0,14.0
81702,1285.0,225.0,123.0,73.0
81703,2739.0,411.0,167.0,151.0
81704,1558.0,267.0,158.0,118.0
81705,489.0,115.0,73.0,65.0
81706,299.0,65.0,52.0,41.0
81707,99.0,43.0,14.0,33.0
81708,75.0,87.0,32.0,14.0
81709,148.0,29.0,15.0,5.0
81710,81.0,11.0,4.0,2.0
82339,48.0,5.0,2.0,3.0
82340,69.0,15.0,24.0,21.0
82341,45.0,4.0,4.0,49.0
82342,36.0,6.0,7.0,20.0
82343,163.0,5.0,7.0,11.0
82344,40.0,33.0,23.0,31.0
82345,73.0,10.0,8.0,12.0
82346,231.0,15.0,29.0,14.0
82347,96.0,14.0,5.0,3.0
82348,76.0,13.0,8.0,8.0
82349,243.0,38.0,8.0,5.0
82350,304.0,19.0,16.0,12.0
82351,220.0,36.0,24.0,4.0
82352,61.0,5.0,3.0,16.0
82353,144.0,45.0,6.0,7.0
82354,205.0,13.0,5.0,8.0
82355,188.0,16.0,5.0,8.0
82356,562.0,43.0,47.0,31.0
82357,807.0,19.0,86.0,13.0
82358,126.0,10.0,23.0,9.0
82359,137.0,9.0,30.0,1.0
82360,202.0,37.0,1.0,4.0
82361,295.0,17.0,29.0,75.0
82362,131.0,62.0,18.0,35.0
82363,597.0,19.0,32.0,92.0
82364,551.0,76.0,129.0,128.0
82365,174.0,17.0,19.0,13.0
82366,53.0,9.0,3.0,20.0
82367,113.0,4.0,8.0,22.0
82368,170.0,11.0,4.0,32.0
82369,124.0,4.0,17.0,7.0
82370,70.0,6.0,4.0,2.0
82371,46.0,9.0,0.0,18.0
82372,17.0,19.0,12.0,8.0
82373,25.0,4.0,1.0,0.0
82374,43.0,13.0,6.0,2.0
82375,166.0,32.0,11.0,3.0
82376,336.0,107.0,34.0,33.0
82377,57.0,5.0,10.0,10.0
82378,151.0,4.0,8.0,7.0
82379,17.0,4.0,5.0,1.0
82380,64.0,7.0,1.0,8.0
82381,29.0,7.0,3.0,2.0
82382,28.0,26.0,1.0,3.0
82383,93.0,10.0,10.0,21.0
82384,361.0,69.0,14.0,31.0
82385,14.0,6.0,12.0,0.0
82386,11.0,9.0,1.0,0.0
82387,11.0,9.0,0.0,4.0
82388,8.0,1.0,1.0,0.0
82389,50.0,1.0,5.0,0.0
82390,15.0,6.0,25.0,1.0
82391,45.0,7.0,0.0,1.0
82392,5.0,1.0,11.0,5.0
82393,27.0,9.0,0.0,12.0
82394,36.0,3.0,2.0,0.0
82395,19.0,4.0,0.0,2.0
82396,9.0,1.0,2.0,2.0
82397,35.0,10.0,0.0,0.0
82398,38.0,8.0,18.0,7.0
82399,33.0,0.0,0.0,5.0
82400,118.0,13.0,10.0,8.0
82401,9.0,7.0,2.0,0.0
82402,63.0,4.0,2.0,3.0
82403,157.0,7.0,13.0,5.0
82404,1143.0,316.0,219.0,177.0
82405,489.0,108.0,117.0,62.0
82406,205.0,39.0,31.0,63.0
82407,130.0,28.0,34.0,21.0
82408,276.0,62.0,57.0,10.0
82409,100.0,36.0,40.0,15.0
82410,93.0,4.0,2.0,8.0
82411,127.0,22.0,16.0,7.0
82412,70.0,16.0,7.0,5.0
82413,137.0,21.0,15.0,19.0
82414,343.0,51.0,26.0,41.0
82415,511.0,110.0,43.0,39.0
82416,743.0,223.0,68.0,91.0
82417,2346.0,345.0,258.0,155.0
82418,4381.0,736.0,356.0,296.0
82419,1226.0,245.0,89.0,143.0
82420,680.0,148.0,97.0,89.0
82421,95.0,39.0,13.0,13.0
82422,57.0,19.0,2.0,14.0
82423,111.0,22.0,8.0,10.0
82424,145.0,26.0,12.0,3.0
82425,380.0,25.0,8.0,58.0
82426,152.0,14.0,19.0,8.0
82427,127.0,66.0,19.0,10.0
83053,37.0,16.0,2.0,0.0
83054,38.0,4.0,4.0,2.0
83055,53.0,4.0,7.0,10.0
83056,1696.0,159.0,115.0,184.0
83057,106.0,13.0,8.0,25.0
83058,213.0,28.0,14.0,6.0
83059,154.0,11.0,7.0,4.0
83060,118.0,13.0,7.0,4.0
83061,99.0,16.0,10.0,8.0
83062,94.0,12.0,19.0,29.0
83063,341.0,4.0,10.0,16.0
83064,453.0,48.0,21.0,5.0
83065,484.0,27.0,43.0,47.0
83066,528.0,39.0,84.0,9.0
83067,162.0,18.0,8.0,18.0
83068,160.0,11.0,11.0,54.0
83069,235.0,89.0,36.0,27.0
83070,388.0,38.0,29.0,42.0
83071,313.0,31.0,56.0,44.0
83072,253.0,7.0,11.0,21.0
83073,485.0,45.0,28.0,40.0
83074,187.0,5.0,3.0,4.0
83075,186.0,3.0,5.0,15.0
83076,221.0,8.0,17.0,9.0
83077,316.0,40.0,114.0,49.0
83078,1396.0,111.0,181.0,169.0
83079,121.0,20.0,37.0,20.0
83080,130.0,11.0,4.0,28.0
83081,100.0,2.0,38.0,28.0
83082,39.0,28.0,18.0,4.0
83083,123.0,50.0,8.0,9.0
83084,108.0,3.0,6.0,8.0
83085,53.0,18.0,5.0,6.0
83086,125.0,1.0,0.0,31.0
83087,55.0,8.0,4.0,6.0
83088,161.0,13.0,6.0,11.0
83089,99.0,49.0,8.0,10.0
83090,96.0,44.0,28.0,18.0
83091,56.0,2.0,13.0,10.0
83092,74.0,9.0,23.0,3.0
83093,41.0,16.0,10.0,3.0
83094,38.0,7.0,5.0,15.0
83095,24.0,3.0,6.0,17.0
83096,26.0,2.0,3.0,5.0
83097,66.0,7.0,24.0,5.0
83098,15.0,0.0,0.0,11.0
83099,15.0,10.0,7.0,3.0
83100,8.0,1.0,0.0,5.0
83101,21.0,3.0,4.0,0.0
83102,13.0,0.0,6.0,0.0
83103,70.0,22.0,17.0,8.0
83104,19.0,6.0,2.0,1.0
83105,105.0,52.0,9.0,4.0
83106,62.0,1.0,0.0,0.0
83107,7.0,7.0,1.0,3.0
83108,21.0,1.0,1.0,0.0
83109,80.0,6.0,3.0,2.0
83110,17.0,0.0,1.0,0.0
83111,20.0,1.0,2.0,0.0
83112,2.0,1.0,1.0,0.0
83113,42.0,1.0,1.0,1.0
83114,31.0,0.0,0.0,0.0
83115,463.0,89.0,61.0,45.0
83116,37.0,13.0,13.0,5.0
83117,82.0,26.0,7.0,6.0
83118,370.0,86.0,82.0,49.0
83119,253.0,24.0,97.0,27.0
83120,61.0,26.0,15.0,4.0
83121,82.0,43.0,18.0,10.0
83122,83.0,19.0,11.0,19.0
83123,64.0,6.0,5.0,10.0
83124,59.0,2.0,0.0,0.0
83125,29.0,8.0,2.0,11.0
83126,151.0,22.0,12.0,18.0
83127,208.0,42.0,44.0,29.0
83128,507.0,69.0,31.0,20.0
83129,703.0,178.0,44.0,62.0
83130,1610.0,268.0,86.0,96.0
83131,2670.0,591.0,242.0,206.0
83132,1450.0,267.0,125.0,110.0
83133,1224.0,241.0,101.0,123.0
83134,834.0,143.0,85.0,85.0
83135,236.0,27.0,14.0,18.0
83136,154.0,16.0,17.0,17.0
83137,210.0,26.0,18.0,12.0
83138,234.0,13.0,17.0,17.0
83139,106.0,8.0,15.0,1.0
83140,230.0,33.0,21.0,28.0
83141,159.0,13.0,9.0,19.0
83142,123.0,41.0,3.0,15.0
83143,194.0,20.0,11.0,3.0
83144,331.0,39.0,0.0,24.0
83766,28.0,1.0,2.0,6.0
83767,23.0,2.0,3.0,0.0
83768,29.0,2.0,8.0,15.0
83769,508.0,47.0,44.0,51.0
83770,1298.0,112.0,76.0,94.0
83771,1883.0,54.0,12.0,319.0
83772,205.0,12.0,7.0,30.0
83773,157.0,11.0,8.0,12.0
83774,161.0,9.0,8.0,22.0
83775,114.0,16.0,9.0,7.0
83776,102.0,19.0,13.0,20.0
83777,117.0,9.0,3.0,16.0
83778,237.0,13.0,16.0,11.0
83779,789.0,53.0,36.0,20.0
83780,1054.0,146.0,87.0,95.0
83781,195.0,90.0,47.0,4.0
83782,373.0,43.0,40.0,40.0
83783,378.0,35.0,53.0,29.0
83784,889.0,195.0,40.0,35.0
83785,1017.0,115.0,45.0,117.0
83786,322.0,70.0,47.0,41.0
83787,167.0,54.0,12.0,12.0
83788,242.0,16.0,6.0,37.0
83789,202.0,23.0,26.0,16.0
83790,229.0,4.0,5.0,25.0
83791,536.0,154.0,102.0,121.0
83792,411.0,67.0,170.0,145.0
83793,152.0,27.0,81.0,93.0
83794,113.0,5.0,16.0,31.0
83795,80.0,15.0,14.0,35.0
83796,164.0,13.0,25.0,31.0
83797,91.0,7.0,12.0,15.0
83798,79.0,13.0,32.0,19.0
83799,143.0,4.0,7.0,10.0
83800,158.0,6.0,22.0,2.0
83801,191.0,50.0,14.0,18.0
83802,112.0,20.0,23.0,4.0
83803,65.0,10.0,3.0,4.0
83804,25.0,9.0,3.0,1.0
83805,189.0,39.0,6.0,40.0
83806,32.0,7.0,5.0,0.0
83807,40.0,6.0,10.0,49.0
83808,139.0,23.0,17.0,35.0
83809,20.0,6.0,2.0,5.0
83810,17.0,6.0,16.0,2.0
83811,26.0,2.0,0.0,0.0
83812,15.0,2.0,0.0,0.0
83813,17.0,11.0,0.0,1.0
83814,13.0,6.0,4.0,0.0
83815,0.0,2.0,6.0,2.0
83816,7.0,1.0,0.0,1.0
83817,12.0,3.0,0.0,1.0
83818,28.0,25.0,0.0,18.0
83819,36.0,1.0,2.0,3.0
83820,29.0,2.0,0.0,3.0
83821,43.0,3.0,24.0,0.0
83822,52.0,3.0,0.0,4.0
83823,12.0,0.0,0.0,0.0
83824,12.0,0.0,1.0,0.0
83825,17.0,1.0,3.0,1.0
83826,14.0,20.0,2.0,0.0
83827,7.0,2.0,1.0,0.0
83828,32.0,2.0,8.0,1.0
83829,84.0,15.0,22.0,11.0
83830,48.0,16.0,35.0,15.0
83831,61.0,10.0,4.0,9.0
83832,245.0,30.0,14.0,28.0
83833,232.0,12.0,24.0,6.0
83834,60.0,13.0,4.0,0.0
83835,328.0,57.0,65.0,28.0
83836,41.0,8.0,21.0,1.0
83837,90.0,14.0,3.0,0.0
83838,129.0,43.0,4.0,3.0
83839,105.0,3.0,4.0,2.0
83840,436.0,122.0,67.0,62.0
83841,71.0,17.0,3.0,8.0
83842,145.0,31.0,55.0,5.0
83843,492.0,87.0,91.0,40.0
83844,1069.0,189.0,95.0,75.0
83845,1081.0,296.0,85.0,99.0
83846,1328.0,328.0,174.0,81.0
83847,784.0,138.0,129.0,74.0
83848,556.0,80.0,41.0,47.0
83849,147.0,57.0,48.0,23.0
83850,317.0,23.0,14.0,8.0
83851,141.0,28.0,21.0,26.0
83852,735.0,99.0,43.0,22.0
83853,928.0,100.0,76.0,87.0
83854,653.0,110.0,59.0,98.0
83855,87.0,7.0,6.0,15.0
83856,199.0,27.0,4.0,24.0
83857,127.0,29.0,13.0,7.0
83858,165.0,35.0,12.0,15.0
83859,86.0,34.0,13.0,20.0
84480,44.0,2.0,2.0,4.0
84481,19.0,9.0,4.0,1.0
84482,78.0,28.0,24.0,11.0
84483,153.0,25.0,37.0,26.0
84484,332.0,36.0,28.0,51.0
84485,470.0,20.0,11.0,15.0
84486,2167.0,178.0,85.0,131.0
84487,58.0,3.0,5.0,6.0
84488,93.0,5.0,5.0,4.0
84489,75.0,11.0,5.0,6.0
84490,119.0,14.0,15.0,12.0
84491,254.0,24.0,10.0,23.0
84492,688.0,33.0,20.0,15.0
84493,1764.0,129.0,64.0,45.0
84494,1191.0,95.0,43.0,75.0
84495,230.0,34.0,30.0,5.0
84496,252.0,14.0,33.0,33.0
84497,668.0,177.0,107.0,40.0
84498,709.0,60.0,33.0,47.0
84499,1836.0,94.0,102.0,131.0
84500,322.0,122.0,15.0,43.0
84501,500.0,38.0,47.0,29.0
84502,3730.0,77.0,52.0,48.0
84503,164.0,19.0,19.0,14.0
84504,150.0,19.0,9.0,10.0
84505,656.0,151.0,211.0,123.0
84506,695.0,155.0,217.0,352.0
84507,397.0,89.0,108.0,137.0
84508,396.0,33.0,178.0,181.0
84509,119.0,26.0,84.0,41.0
84510,244.0,27.0,37.0,65.0
84511,234.0,52.0,10.0,103.0
84512,605.0,103.0,51.0,130.0
84513,873.0,203.0,277.0,402.0
84514,679.0,121.0,200.0,153.0
84515,184.0,39.0,15.0,32.0
84516,93.0,11.0,18.0,7.0
84517,52.0,1.0,2.0,9.0
84518,226.0,4.0,12.0,8.0
84519,82.0,21.0,11.0,22.0
84520,36.0,23.0,6.0,0.0
84521,57.0,1.0,6.0,14.0
84522,37.0,8.0,9.0,0.0
84523,66.0,9.0,4.0,17.0
84524,27.0,2.0,2.0,1.0
84525,7.0,3.0,0.0,3.0
84526,21.0,4.0,1.0,9.0
84527,11.0,1.0,11.0,0.0
84528,20.0,1.0,5.0,5.0
84529,8.0,1.0,1.0,0.0
84530,14.0,4.0,0.0,7.0
84531,3.0,2.0,5.0,8.0
84532,55.0,15.0,16.0,3.0
84533,32.0,0.0,0.0,3.0
84534,31.0,2.0,0.0,0.0
84535,7.0,1.0,3.0,0.0
84537,16.0,0.0,21.0,15.0
84538,2.0,7.0,1.0,1.0
84539,43.0,3.0,0.0,2.0
84540,11.0,1.0,0.0,1.0
84541,46.0,4.0,6.0,3.0
84542,64.0,17.0,13.0,8.0
84543,60.0,16.0,27.0,10.0
84544,132.0,33.0,35.0,9.0
84545,66.0,11.0,37.0,3.0
84546,105.0,16.0,2.0,10.0
84547,49.0,11.0,1.0,19.0
84548,99.0,25.0,33.0,6.0
84549,70.0,14.0,34.0,18.0
84550,43.0,6.0,0.0,13.0
84551,49.0,4.0,4.0,0.0
84552,92.0,8.0,5.0,3.0
84553,103.0,4.0,0.0,8.0
84554,135.0,49.0,26.0,8.0
84555,102.0,22.0,3.0,8.0
84556,171.0,115.0,70.0,88.0
84557,357.0,203.0,33.0,56.0
84558,716.0,128.0,58.0,81.0
84559,1535.0,482.0,262.0,386.0
84560,1456.0,317.0,148.0,206.0
84561,1173.0,210.0,75.0,121.0
84562,406.0,43.0,16.0,37.0
84563,448.0,64.0,14.0,54.0
84564,344.0,70.0,33.0,20.0
84565,714.0,196.0,120.0,14.0
84566,885.0,112.0,65.0,124.0
84567,556.0,81.0,74.0,44.0
84568,164.0,34.0,50.0,15.0
84569,49.0,16.0,15.0,32.0
84570,127.0,11.0,5.0,7.0
84571,39.0,25.0,2.0,2.0
84572,143.0,21.0,8.0,11.0
84573,90.0,10.0,1.0,1.0
84574,67.0,11.0,3.0,5.0
84575,47.0,18.0,27.0,5.0
85194,23.0,7.0,5.0,5.0
85195,31.0,5.0,2.0,0.0
85196,293.0,11.0,19.0,23.0
85197,499.0,31.0,19.0,24.0
85198,503.0,58.0,47.0,21.0
85199,528.0,56.0,38.0,53.0
85200,260.0,14.0,33.0,71.0
85201,142.0,7.0,6.0,22.0
85202,212.0,9.0,41.0,23.0
85203,92.0,12.0,8.0,5.0
85204,106.0,11.0,9.0,15.0
85205,241.0,13.0,29.0,22.0
85206,761.0,30.0,67.0,14.0
85207,1355.0,147.0,62.0,76.0
85208,1093.0,53.0,33.0,74.0
85209,470.0,11.0,5.0,12.0
85210,254.0,28.0,19.0,20.0
85211,433.0,17.0,23.0,22.0
85212,446.0,70.0,48.0,39.0
85213,447.0,91.0,29.0,39.0
85214,453.0,68.0,57.0,118.0
85215,457.0,59.0,54.0,80.0
85216,1047.0,52.0,53.0,36.0
85217,388.0,42.0,6.0,64.0
85218,428.0,51.0,70.0,54.0
85219,791.0,248.0,272.0,147.0
85220,834.0,104.0,183.0,164.0
85221,289.0,69.0,168.0,155.0
85222,602.0,75.0,153.0,237.0
85223,236.0,21.0,36.0,119.0
85224,240.0,17.0,12.0,18.0
85225,511.0,113.0,55.0,108.0
85226,232.0,54.0,15.0,79.0
85227,245.0,64.0,35.0,12.0
85228,292.0,47.0,27.0,39.0
85229,164.0,17.0,16.0,14.0
85230,188.0,12.0,44.0,14.0
85231,53.0,26.0,13.0,14.0
85232,220.0,24.0,7.0,29.0
85233,14.0,4.0,3.0,2.0
85234,191.0,9.0,4.0,12.0
85235,151.0,15.0,14.0,16.0
85236,179.0,4.0,30.0,34.0
85237,51.0,3.0,0.0,3.0
85238,11.0,0.0,6.0,5.0
85239,17.0,0.0,6.0,16.0
85240,14.0,4.0,2.0,28.0
85241,10.0,1.0,0.0,15.0
