visit_grid,ses1_fre,ses2_fre,ses3_fre,ses4_fre
122494,79.0,35.0,8.0,10.0
122495,37.0,13.0,18.0,14.0
122496,34.0,31.0,8.0,15.0
122497,25.0,14.0,5.0,0.0
122498,55.0,11.0,3.0,5.0
122499,48.0,46.0,12.0,9.0
122500,521.0,426.0,177.0,238.0
122501,228.0,74.0,18.0,66.0
122502,242.0,152.0,49.0,48.0
122503,233.0,117.0,54.0,82.0
122504,379.0,150.0,71.0,122.0
122505,471.0,234.0,124.0,135.0
122506,465.0,113.0,74.0,76.0
122507,107.0,66.0,22.0,23.0
122508,60.0,28.0,18.0,12.0
122509,367.0,118.0,40.0,49.0
122510,735.0,225.0,62.0,138.0
122511,461.0,94.0,94.0,39.0
122512,453.0,52.0,14.0,29.0
122513,235.0,73.0,23.0,16.0
122514,185.0,32.0,29.0,20.0
122515,193.0,86.0,40.0,45.0
122516,389.0,55.0,41.0,30.0
122517,305.0,53.0,26.0,13.0
122518,137.0,47.0,32.0,22.0
122519,177.0,16.0,11.0,3.0
122520,56.0,29.0,33.0,18.0
123043,68.0,49.0,50.0,20.0
123044,181.0,163.0,73.0,77.0
123045,45.0,59.0,11.0,14.0
123046,63.0,55.0,21.0,19.0
123047,195.0,149.0,235.0,87.0
123048,63.0,111.0,173.0,76.0
123049,4.0,5.0,5.0,9.0
123050,17.0,9.0,5.0,1.0
123051,137.0,44.0,22.0,19.0
123052,11.0,19.0,2.0,3.0
123053,7.0,0.0,3.0,4.0
123054,3.0,4.0,1.0,1.0
123055,7.0,4.0,1.0,1.0
123056,22.0,5.0,0.0,0.0
123057,6.0,2.0,1.0,4.0
123058,77.0,10.0,7.0,3.0
123059,61.0,9.0,12.0,4.0
123060,28.0,20.0,17.0,31.0
123061,30.0,31.0,22.0,25.0
123062,288.0,198.0,224.0,273.0
123063,546.0,879.0,228.0,189.0
123064,136.0,68.0,15.0,66.0
123065,52.0,5.0,39.0,18.0
123066,170.0,18.0,12.0,17.0
123067,681.0,187.0,173.0,205.0
123068,572.0,227.0,174.0,138.0
123069,949.0,112.0,135.0,186.0
123070,698.0,230.0,162.0,112.0
123071,762.0,243.0,121.0,178.0
123072,1018.0,523.0,287.0,261.0
123073,902.0,447.0,250.0,250.0
123074,475.0,229.0,178.0,113.0
123075,272.0,258.0,115.0,39.0
123076,115.0,105.0,86.0,25.0
123077,160.0,90.0,54.0,60.0
123078,192.0,102.0,37.0,40.0
123079,104.0,90.0,91.0,48.0
123080,137.0,105.0,48.0,56.0
123081,162.0,81.0,42.0,44.0
123082,772.0,355.0,132.0,81.0
123083,433.0,62.0,54.0,29.0
123084,235.0,52.0,61.0,28.0
123085,430.0,139.0,83.0,142.0
123086,1517.0,456.0,188.0,181.0
123087,1493.0,423.0,313.0,272.0
123088,1769.0,633.0,505.0,219.0
123089,862.0,451.0,383.0,379.0
123090,406.0,213.0,225.0,48.0
123091,330.0,79.0,84.0,73.0
123092,229.0,116.0,70.0,33.0
123093,257.0,86.0,21.0,28.0
123094,248.0,180.0,136.0,73.0
123095,309.0,120.0,57.0,29.0
123096,323.0,66.0,36.0,51.0
123097,293.0,107.0,159.0,80.0
123098,599.0,427.0,309.0,110.0
123099,1074.0,3979.0,356.0,167.0
123100,3100.0,3319.0,1320.0,1108.0
123101,5658.0,6163.0,2478.0,1995.0
123102,2807.0,2518.0,896.0,964.0
123103,2461.0,2269.0,1031.0,639.0
123104,3929.0,3267.0,2008.0,1190.0
123105,2543.0,2200.0,1350.0,864.0
123106,3795.0,2701.0,1237.0,841.0
123107,1901.0,1546.0,879.0,514.0
123108,3436.0,2491.0,1366.0,1068.0
123109,2029.0,1773.0,1071.0,892.0
123110,1498.0,1326.0,752.0,448.0
123111,780.0,970.0,398.0,275.0
123112,1608.0,1581.0,774.0,668.0
123113,2173.0,2803.0,1307.0,1057.0
123114,1170.0,1756.0,750.0,407.0
123115,1354.0,1955.0,939.0,596.0
123116,2461.0,3043.0,1458.0,857.0
123117,712.0,949.0,356.0,236.0
123118,611.0,581.0,371.0,229.0
123119,1224.0,1483.0,905.0,694.0
123120,2143.0,2270.0,1576.0,1398.0
123121,847.0,1011.0,533.0,420.0
123122,533.0,364.0,243.0,254.0
123123,1119.0,976.0,406.0,376.0
123124,2011.0,2186.0,1317.0,1060.0
123125,1039.0,1160.0,776.0,486.0
123126,979.0,889.0,507.0,286.0
123127,915.0,1235.0,646.0,488.0
123128,1110.0,1878.0,748.0,419.0
123129,2543.0,3227.0,1306.0,844.0
123130,3641.0,3725.0,1686.0,1418.0
123131,1509.0,1362.0,627.0,987.0
123132,1514.0,1311.0,777.0,544.0
123133,1838.0,2635.0,995.0,749.0
123134,2065.0,2165.0,986.0,619.0
123135,1174.0,1878.0,648.0,673.0
123136,3356.0,3495.0,1735.0,981.0
123137,3345.0,3106.0,1583.0,1165.0
123138,773.0,755.0,423.0,262.0
123139,521.0,497.0,417.0,222.0
123140,933.0,1280.0,436.0,311.0
123141,993.0,826.0,317.0,331.0
123142,1196.0,512.0,210.0,170.0
123143,769.0,1308.0,230.0,123.0
123144,795.0,855.0,329.0,111.0
123145,621.0,648.0,222.0,128.0
123146,813.0,899.0,389.0,224.0
123147,1237.0,2084.0,823.0,584.0
123148,952.0,1323.0,439.0,264.0
123149,893.0,932.0,255.0,244.0
123150,1167.0,1041.0,555.0,373.0
123151,2458.0,2757.0,1278.0,926.0
123152,1018.0,1030.0,489.0,332.0
123153,936.0,1505.0,664.0,268.0
123154,569.0,764.0,368.0,162.0
123155,1144.0,1348.0,737.0,430.0
123156,1345.0,1741.0,917.0,609.0
123157,1825.0,2167.0,1017.0,1187.0
123158,3093.0,1887.0,914.0,646.0
123159,605.0,707.0,170.0,81.0
123160,227.0,171.0,142.0,108.0
123161,438.0,416.0,164.0,189.0
123162,313.0,371.0,272.0,91.0
123163,210.0,218.0,148.0,58.0
123164,313.0,384.0,238.0,267.0
123165,601.0,541.0,368.0,280.0
123166,522.0,698.0,256.0,169.0
123167,531.0,427.0,146.0,180.0
123168,580.0,658.0,432.0,327.0
123169,94.0,130.0,18.0,19.0
123170,61.0,55.0,20.0,18.0
123171,79.0,69.0,37.0,12.0
123172,137.0,275.0,66.0,59.0
123173,235.0,159.0,67.0,85.0
123174,145.0,268.0,85.0,48.0
123175,231.0,239.0,68.0,80.0
123176,147.0,81.0,62.0,26.0
123177,98.0,51.0,59.0,57.0
123178,111.0,48.0,48.0,10.0
123179,119.0,59.0,36.0,22.0
123180,128.0,102.0,45.0,39.0
123181,149.0,186.0,64.0,71.0
123182,109.0,84.0,28.0,18.0
123183,100.0,20.0,12.0,18.0
123184,151.0,43.0,20.0,16.0
123185,66.0,31.0,14.0,19.0
123186,133.0,192.0,14.0,33.0
123187,63.0,39.0,15.0,17.0
123188,60.0,43.0,33.0,13.0
123189,14.0,15.0,29.0,16.0
123190,78.0,70.0,21.0,19.0
123191,125.0,48.0,37.0,10.0
123192,145.0,178.0,46.0,77.0
123193,544.0,380.0,222.0,152.0
123194,501.0,365.0,198.0,182.0
123195,52.0,22.0,20.0,13.0
123196,117.0,172.0,36.0,13.0
123197,76.0,30.0,17.0,28.0
123198,52.0,76.0,37.0,15.0
123199,105.0,100.0,22.0,15.0
123200,98.0,58.0,8.0,23.0
123201,67.0,25.0,27.0,13.0
123202,50.0,42.0,9.0,10.0
123203,83.0,35.0,6.0,6.0
123204,92.0,33.0,17.0,11.0
123205,196.0,103.0,73.0,19.0
123206,256.0,91.0,116.0,23.0
123207,162.0,44.0,69.0,36.0
123208,51.0,25.0,7.0,8.0
123209,89.0,16.0,35.0,0.0
123210,34.0,33.0,9.0,4.0
123211,45.0,7.0,19.0,6.0
123212,17.0,15.0,11.0,10.0
123213,97.0,24.0,16.0,12.0
123214,617.0,132.0,131.0,61.0
123215,811.0,330.0,197.0,148.0
123216,222.0,56.0,35.0,51.0
123217,1016.0,349.0,222.0,189.0
123218,472.0,226.0,80.0,89.0
123219,522.0,237.0,167.0,85.0
123220,363.0,101.0,51.0,56.0
123221,109.0,23.0,20.0,6.0
123222,89.0,12.0,21.0,12.0
123223,128.0,90.0,14.0,28.0
123224,616.0,312.0,99.0,108.0
123225,423.0,186.0,49.0,73.0
123226,7461.0,1740.0,1307.0,1606.0
123227,171.0,39.0,21.0,62.0
123228,210.0,96.0,51.0,60.0
123229,313.0,62.0,90.0,72.0
123230,218.0,40.0,15.0,28.0
123231,37.0,18.0,8.0,2.0
123232,42.0,31.0,12.0,5.0
123233,118.0,22.0,6.0,38.0
123234,40.0,19.0,5.0,4.0
123235,163.0,22.0,24.0,13.0
123757,108.0,56.0,24.0,63.0
123758,105.0,51.0,28.0,10.0
123759,73.0,37.0,33.0,25.0
123760,62.0,75.0,12.0,17.0
123761,44.0,18.0,17.0,63.0
123762,100.0,34.0,18.0,21.0
123763,52.0,11.0,35.0,3.0
123764,231.0,47.0,51.0,43.0
123765,10.0,15.0,0.0,6.0
123766,6.0,2.0,2.0,1.0
123767,26.0,6.0,1.0,1.0
123768,7.0,3.0,3.0,0.0
123769,2.0,0.0,1.0,6.0
123770,34.0,9.0,2.0,2.0
123771,6.0,1.0,4.0,3.0
123772,15.0,2.0,2.0,5.0
123773,14.0,5.0,10.0,12.0
123774,87.0,93.0,70.0,92.0
123775,99.0,62.0,47.0,55.0
123776,127.0,105.0,108.0,114.0
123777,291.0,266.0,112.0,189.0
123778,72.0,43.0,37.0,13.0
123779,81.0,15.0,15.0,12.0
123780,103.0,59.0,9.0,38.0
123781,371.0,327.0,241.0,282.0
123782,366.0,129.0,120.0,317.0
123783,601.0,304.0,124.0,226.0
123784,749.0,221.0,157.0,207.0
123785,726.0,311.0,270.0,160.0
123786,674.0,285.0,183.0,168.0
123787,1001.0,246.0,184.0,112.0
123788,520.0,162.0,142.0,76.0
123789,441.0,72.0,51.0,33.0
123790,190.0,152.0,46.0,26.0
123791,102.0,189.0,59.0,36.0
123792,254.0,58.0,68.0,28.0
123793,195.0,45.0,31.0,28.0
123794,108.0,57.0,50.0,33.0
123795,185.0,104.0,132.0,42.0
123796,231.0,71.0,32.0,46.0
123797,421.0,87.0,72.0,41.0
123798,475.0,111.0,50.0,103.0
123799,802.0,227.0,123.0,94.0
123800,1223.0,291.0,288.0,162.0
123801,1663.0,657.0,412.0,182.0
123802,1212.0,373.0,271.0,170.0
123803,932.0,310.0,201.0,300.0
123804,325.0,138.0,191.0,80.0
123805,356.0,186.0,88.0,30.0
123806,396.0,227.0,121.0,58.0
123807,242.0,72.0,103.0,29.0
123808,284.0,106.0,113.0,31.0
123809,482.0,268.0,59.0,49.0
123810,661.0,325.0,228.0,106.0
123811,342.0,432.0,167.0,55.0
123812,423.0,299.0,75.0,98.0
123813,1096.0,1574.0,249.0,228.0
123814,1992.0,2457.0,590.0,1017.0
123815,5534.0,5515.0,2703.0,1681.0
123816,6885.0,5708.0,2874.0,1999.0
123817,4306.0,4389.0,2037.0,1050.0
123818,3422.0,3663.0,1655.0,1099.0
123819,2679.0,2761.0,1389.0,1024.0
123820,3612.0,3551.0,1775.0,1357.0
123821,3153.0,3362.0,2013.0,1482.0
123822,3066.0,3083.0,1852.0,1238.0
123823,2847.0,2305.0,1497.0,1069.0
123824,982.0,1330.0,982.0,585.0
123825,1008.0,1094.0,653.0,598.0
123826,740.0,911.0,307.0,302.0
123827,1303.0,1777.0,611.0,604.0
123828,1561.0,1563.0,900.0,660.0
123829,1282.0,1651.0,780.0,420.0
123830,1438.0,1452.0,888.0,474.0
123831,571.0,715.0,319.0,263.0
123832,609.0,703.0,654.0,351.0
123833,1021.0,1877.0,931.0,861.0
123834,669.0,1130.0,646.0,515.0
123835,569.0,685.0,437.0,181.0
123836,528.0,508.0,362.0,363.0
123837,409.0,380.0,381.0,290.0
123838,699.0,838.0,683.0,384.0
123839,1381.0,1320.0,866.0,811.0
123840,811.0,881.0,322.0,214.0
123841,3623.0,3267.0,2726.0,2125.0
123842,2421.0,3698.0,1677.0,1491.0
123843,3159.0,4545.0,1597.0,1762.0
123844,8116.0,10868.0,4113.0,4010.0
123845,4753.0,6267.0,3164.0,2415.0
123846,2131.0,2755.0,1388.0,1175.0
123847,2515.0,3483.0,1711.0,993.0
123848,1442.0,2014.0,877.0,1012.0
123849,1127.0,1564.0,632.0,548.0
123850,1592.0,2757.0,1198.0,908.0
123851,3299.0,4058.0,2127.0,2035.0
123852,433.0,732.0,169.0,140.0
123853,348.0,440.0,66.0,138.0
123854,748.0,1042.0,290.0,233.0
123855,1905.0,1518.0,687.0,336.0
123856,1491.0,1942.0,914.0,353.0
123857,2233.0,4109.0,1687.0,1716.0
123858,1233.0,1225.0,346.0,470.0
123859,737.0,1274.0,369.0,344.0
123860,937.0,1284.0,399.0,534.0
123861,1713.0,2174.0,759.0,524.0
123862,1259.0,1742.0,520.0,292.0
123863,1062.0,1413.0,459.0,383.0
123864,742.0,871.0,495.0,351.0
123865,1527.0,1573.0,816.0,686.0
123866,1197.0,1669.0,847.0,529.0
123867,1199.0,1839.0,1357.0,733.0
123868,507.0,603.0,283.0,129.0
123869,481.0,489.0,270.0,216.0
123870,1659.0,2016.0,734.0,704.0
123871,1637.0,2207.0,962.0,718.0
123872,9333.0,8326.0,4595.0,3305.0
123873,2588.0,1429.0,499.0,273.0
123874,494.0,269.0,108.0,100.0
123875,670.0,483.0,250.0,260.0
123876,503.0,583.0,290.0,155.0
123877,484.0,607.0,312.0,193.0
123878,351.0,648.0,336.0,281.0
123879,795.0,774.0,519.0,489.0
123880,465.0,489.0,210.0,241.0
123881,299.0,390.0,215.0,256.0
123882,200.0,208.0,50.0,61.0
123883,287.0,383.0,67.0,133.0
123884,837.0,1279.0,611.0,543.0
123885,178.0,164.0,45.0,25.0
123886,125.0,269.0,50.0,120.0
123887,296.0,231.0,159.0,41.0
123888,199.0,146.0,54.0,123.0
123889,151.0,146.0,59.0,38.0
123890,115.0,54.0,24.0,36.0
123891,124.0,59.0,71.0,34.0
123892,84.0,48.0,58.0,10.0
123893,51.0,24.0,17.0,15.0
123894,182.0,104.0,60.0,66.0
123895,115.0,80.0,76.0,76.0
123896,241.0,264.0,77.0,78.0
123897,143.0,134.0,35.0,28.0
123898,28.0,14.0,7.0,2.0
123899,185.0,56.0,16.0,27.0
123900,16.0,8.0,8.0,1.0
123901,59.0,22.0,7.0,9.0
123902,61.0,43.0,4.0,2.0
123903,73.0,44.0,5.0,9.0
123904,78.0,15.0,14.0,1.0
123905,45.0,4.0,14.0,14.0
123906,67.0,56.0,23.0,7.0
123907,162.0,76.0,73.0,42.0
123908,94.0,51.0,15.0,13.0
123909,2791.0,1878.0,1032.0,1079.0
123910,637.0,488.0,179.0,256.0
123911,581.0,439.0,265.0,185.0
123912,144.0,77.0,29.0,32.0
123913,135.0,110.0,29.0,33.0
123914,94.0,61.0,18.0,6.0
123915,73.0,23.0,1.0,8.0
123916,48.0,14.0,14.0,1.0
123917,86.0,72.0,5.0,10.0
123918,77.0,56.0,44.0,17.0
123919,175.0,75.0,50.0,41.0
123920,251.0,109.0,144.0,43.0
123921,393.0,242.0,275.0,125.0
123922,238.0,76.0,43.0,11.0
123923,104.0,67.0,39.0,42.0
123924,55.0,25.0,30.0,22.0
123925,39.0,17.0,4.0,2.0
123926,31.0,19.0,27.0,7.0
123927,59.0,54.0,19.0,24.0
123928,229.0,39.0,61.0,44.0
123929,621.0,218.0,132.0,160.0
123930,269.0,112.0,24.0,47.0
123931,2254.0,461.0,126.0,89.0
123932,591.0,259.0,112.0,73.0
123933,431.0,104.0,40.0,66.0
123934,377.0,87.0,7.0,18.0
123935,438.0,48.0,66.0,54.0
123936,481.0,118.0,71.0,30.0
123937,303.0,186.0,49.0,69.0
123938,314.0,76.0,55.0,25.0
123939,550.0,93.0,52.0,55.0
123940,377.0,102.0,72.0,66.0
123941,272.0,36.0,51.0,13.0
123942,102.0,92.0,4.0,19.0
123943,49.0,41.0,41.0,18.0
123944,38.0,27.0,3.0,3.0
123945,71.0,41.0,7.0,3.0
123946,46.0,8.0,5.0,4.0
123947,40.0,4.0,0.0,19.0
123948,22.0,2.0,3.0,1.0
123949,281.0,180.0,70.0,48.0
124471,64.0,14.0,11.0,13.0
124472,101.0,62.0,72.0,31.0
124473,37.0,13.0,8.0,16.0
124474,19.0,11.0,10.0,12.0
124475,16.0,16.0,13.0,9.0
124476,38.0,32.0,12.0,23.0
124477,32.0,9.0,7.0,8.0
124478,73.0,4.0,2.0,0.0
124479,9.0,0.0,1.0,1.0
124480,3.0,1.0,1.0,53.0
124481,3.0,2.0,2.0,0.0
124482,2.0,3.0,2.0,2.0
124483,5.0,1.0,7.0,0.0
124484,4.0,3.0,2.0,0.0
124485,8.0,7.0,1.0,9.0
124486,15.0,3.0,4.0,5.0
124487,42.0,51.0,36.0,51.0
124488,43.0,72.0,66.0,76.0
124489,74.0,108.0,72.0,71.0
124490,67.0,64.0,52.0,38.0
124491,125.0,104.0,60.0,57.0
124492,170.0,52.0,28.0,33.0
124493,99.0,57.0,24.0,20.0
124494,107.0,23.0,23.0,7.0
124495,306.0,240.0,245.0,273.0
124496,170.0,121.0,138.0,44.0
124497,469.0,182.0,83.0,94.0
124498,407.0,217.0,207.0,191.0
124499,691.0,381.0,364.0,392.0
124500,723.0,408.0,321.0,551.0
124501,694.0,207.0,293.0,165.0
124502,897.0,386.0,218.0,128.0
124503,452.0,91.0,37.0,38.0
124504,458.0,85.0,60.0,44.0
124505,121.0,81.0,64.0,37.0
124506,217.0,181.0,81.0,32.0
124507,172.0,106.0,46.0,42.0
124508,265.0,60.0,36.0,37.0
124509,238.0,69.0,37.0,32.0
124510,449.0,241.0,114.0,131.0
124511,456.0,222.0,114.0,205.0
124512,646.0,328.0,115.0,183.0
124513,1427.0,864.0,552.0,459.0
124514,1167.0,319.0,429.0,230.0
124515,1171.0,299.0,120.0,115.0
124516,1076.0,438.0,159.0,123.0
124517,1025.0,553.0,470.0,266.0
124518,842.0,558.0,227.0,173.0
124519,419.0,187.0,53.0,79.0
124520,361.0,181.0,134.0,96.0
124521,206.0,129.0,60.0,58.0
124522,243.0,188.0,47.0,21.0
124523,248.0,108.0,27.0,55.0
124524,741.0,218.0,219.0,179.0
124525,208.0,242.0,163.0,100.0
124526,1673.0,791.0,208.0,1514.0
124527,1087.0,1141.0,354.0,707.0
124528,2036.0,2508.0,1424.0,1356.0
124529,5128.0,5131.0,2846.0,1932.0
124530,3769.0,4108.0,1898.0,962.0
124531,2967.0,3680.0,1446.0,690.0
124532,2719.0,3705.0,1508.0,841.0
124533,6931.0,7295.0,3943.0,2488.0
124534,3199.0,3474.0,1710.0,1063.0
124535,3967.0,4382.0,2410.0,1587.0
124536,3169.0,3868.0,1943.0,1398.0
124537,2420.0,2683.0,1140.0,995.0
124538,970.0,719.0,588.0,274.0
124539,556.0,786.0,362.0,336.0
124540,865.0,1225.0,499.0,517.0
124541,755.0,1151.0,535.0,397.0
124542,850.0,1537.0,507.0,436.0
124543,1030.0,1248.0,653.0,607.0
124544,491.0,879.0,451.0,158.0
124545,321.0,537.0,359.0,121.0
124546,481.0,862.0,393.0,233.0
124547,849.0,1226.0,547.0,586.0
124548,789.0,1106.0,846.0,396.0
124549,901.0,997.0,517.0,470.0
124550,776.0,1144.0,680.0,351.0
124551,520.0,411.0,338.0,306.0
124552,800.0,1043.0,603.0,423.0
124553,2487.0,1778.0,1083.0,650.0
124554,2731.0,1664.0,865.0,670.0
124555,584.0,689.0,387.0,280.0
124556,1793.0,1616.0,1079.0,1455.0
124557,1747.0,2370.0,1063.0,1052.0
124558,2709.0,3391.0,1561.0,1157.0
124559,2002.0,2395.0,1307.0,1300.0
124560,1380.0,2762.0,1003.0,951.0
124561,1231.0,2321.0,995.0,834.0
124562,1006.0,1763.0,738.0,696.0
124563,1720.0,2196.0,1085.0,720.0
124564,1870.0,2769.0,1018.0,1156.0
124565,833.0,854.0,379.0,406.0
124566,532.0,696.0,365.0,145.0
124567,594.0,570.0,332.0,217.0
124568,1510.0,1950.0,726.0,831.0
124569,1026.0,1440.0,470.0,299.0
124570,1323.0,1640.0,749.0,436.0
124571,1386.0,1713.0,611.0,392.0
124572,1538.0,1961.0,449.0,516.0
124573,1257.0,1469.0,588.0,452.0
124574,1277.0,1827.0,682.0,550.0
124575,1670.0,2668.0,813.0,600.0
124576,2286.0,2515.0,1225.0,875.0
124577,1661.0,2151.0,1257.0,597.0
124578,1271.0,1955.0,1230.0,507.0
124579,1588.0,2103.0,936.0,859.0
124580,447.0,492.0,251.0,151.0
124581,290.0,269.0,169.0,46.0
124582,430.0,344.0,207.0,134.0
124583,564.0,580.0,377.0,173.0
124584,2209.0,1867.0,972.0,557.0
124585,2145.0,1899.0,846.0,906.0
124586,1293.0,1124.0,415.0,324.0
124587,3386.0,1422.0,735.0,234.0
124588,3519.0,2040.0,950.0,447.0
124589,721.0,514.0,207.0,254.0
124590,338.0,482.0,276.0,139.0
124591,1244.0,1170.0,423.0,354.0
124592,1560.0,1599.0,702.0,507.0
124593,2358.0,3139.0,1442.0,911.0
124594,1502.0,1725.0,1045.0,535.0
124595,228.0,303.0,152.0,56.0
124596,287.0,291.0,180.0,120.0
124597,358.0,677.0,299.0,177.0
124598,270.0,302.0,181.0,100.0
124599,313.0,286.0,88.0,68.0
124600,448.0,443.0,143.0,125.0
124601,806.0,762.0,290.0,161.0
124602,161.0,234.0,73.0,62.0
124603,401.0,162.0,102.0,92.0
124604,181.0,62.0,69.0,36.0
124605,146.0,129.0,70.0,25.0
124606,410.0,243.0,65.0,95.0
124607,382.0,361.0,314.0,98.0
124608,368.0,231.0,187.0,72.0
124609,204.0,141.0,69.0,68.0
124610,213.0,97.0,42.0,13.0
124611,188.0,133.0,72.0,37.0
124612,324.0,236.0,156.0,49.0
124613,65.0,33.0,9.0,9.0
124614,50.0,26.0,4.0,41.0
124615,82.0,42.0,6.0,4.0
124616,35.0,36.0,12.0,8.0
124617,62.0,25.0,16.0,10.0
124618,43.0,10.0,4.0,2.0
124619,87.0,18.0,8.0,4.0
124620,117.0,70.0,31.0,15.0
124621,111.0,63.0,20.0,18.0
124622,89.0,35.0,23.0,33.0
124623,133.0,85.0,45.0,41.0
124624,680.0,672.0,377.0,255.0
124625,743.0,503.0,402.0,228.0
124626,47.0,48.0,18.0,23.0
124627,42.0,48.0,30.0,12.0
124628,59.0,23.0,12.0,8.0
124629,54.0,45.0,13.0,3.0
124630,100.0,13.0,9.0,12.0
124631,56.0,59.0,43.0,9.0
124632,256.0,58.0,19.0,10.0
124633,239.0,129.0,92.0,57.0
124634,200.0,128.0,56.0,72.0
124635,979.0,598.0,295.0,173.0
124636,246.0,153.0,40.0,61.0
124637,257.0,94.0,40.0,46.0
124638,1024.0,165.0,162.0,114.0
124639,63.0,50.0,9.0,2.0
124640,49.0,12.0,5.0,1.0
124641,63.0,54.0,28.0,1.0
124642,252.0,97.0,87.0,29.0
124643,554.0,110.0,24.0,18.0
124644,936.0,337.0,88.0,112.0
124645,568.0,215.0,123.0,47.0
124646,1871.0,578.0,259.0,292.0
124647,191.0,38.0,19.0,26.0
124648,93.0,25.0,13.0,14.0
124649,342.0,70.0,90.0,90.0
124650,431.0,163.0,80.0,51.0
124651,169.0,48.0,24.0,11.0
124652,129.0,55.0,99.0,39.0
124653,384.0,237.0,153.0,160.0
124654,297.0,91.0,69.0,66.0
124655,156.0,45.0,51.0,14.0
124656,157.0,94.0,6.0,17.0
124657,88.0,29.0,5.0,20.0
124658,43.0,48.0,6.0,13.0
124659,103.0,19.0,21.0,13.0
124660,40.0,3.0,2.0,30.0
124661,38.0,8.0,3.0,7.0
124662,45.0,17.0,8.0,7.0
124663,101.0,19.0,15.0,30.0
124664,100.0,51.0,28.0,30.0
125185,13.0,15.0,32.0,4.0
125186,17.0,8.0,4.0,19.0
125187,47.0,24.0,19.0,22.0
125188,46.0,19.0,10.0,13.0
125189,31.0,12.0,13.0,11.0
125190,33.0,10.0,12.0,13.0
125191,30.0,10.0,8.0,7.0
125192,17.0,1.0,2.0,4.0
125193,8.0,0.0,16.0,2.0
125194,73.0,5.0,2.0,7.0
125195,4.0,2.0,0.0,0.0
125196,7.0,7.0,0.0,3.0
125197,1.0,1.0,1.0,0.0
125198,14.0,1.0,3.0,1.0
125199,99.0,14.0,7.0,1.0
125200,4.0,4.0,6.0,11.0
125201,67.0,76.0,70.0,77.0
125202,36.0,54.0,36.0,44.0
125203,53.0,79.0,59.0,68.0
125204,40.0,51.0,50.0,55.0
125205,57.0,42.0,43.0,22.0
125206,183.0,99.0,62.0,161.0
125207,127.0,53.0,26.0,32.0
125208,177.0,95.0,87.0,35.0
125209,127.0,84.0,44.0,8.0
125210,227.0,119.0,51.0,27.0
125211,380.0,164.0,110.0,130.0
125212,364.0,214.0,149.0,234.0
125213,410.0,222.0,116.0,195.0
125214,655.0,203.0,291.0,379.0
125215,1113.0,513.0,335.0,394.0
125216,1008.0,220.0,242.0,150.0
125217,711.0,181.0,116.0,123.0
125218,593.0,185.0,145.0,61.0
125219,513.0,191.0,76.0,90.0
125220,261.0,70.0,49.0,46.0
125221,301.0,129.0,59.0,62.0
125222,323.0,112.0,54.0,59.0
125223,480.0,191.0,142.0,154.0
125224,468.0,127.0,103.0,143.0
125225,926.0,286.0,135.0,128.0
125226,2664.0,316.0,280.0,230.0
125227,1180.0,551.0,272.0,245.0
125228,1367.0,582.0,185.0,198.0
125229,1497.0,525.0,218.0,238.0
125230,934.0,362.0,205.0,209.0
125231,1588.0,883.0,541.0,178.0
125232,1154.0,798.0,339.0,217.0
125233,281.0,180.0,130.0,83.0
125234,211.0,102.0,127.0,21.0
125235,378.0,151.0,26.0,33.0
125236,217.0,220.0,83.0,37.0
125237,255.0,116.0,30.0,52.0
125238,410.0,231.0,131.0,13.0
125239,259.0,255.0,87.0,45.0
125240,369.0,506.0,142.0,209.0
125241,537.0,813.0,248.0,391.0
125242,1058.0,2287.0,352.0,524.0
125243,2470.0,2717.0,1280.0,749.0
125244,2306.0,2297.0,1056.0,639.0
125245,2447.0,2475.0,990.0,596.0
125246,2265.0,2639.0,921.0,697.0
125247,2361.0,2629.0,983.0,724.0
125248,1663.0,1674.0,810.0,501.0
125249,2335.0,2670.0,1129.0,784.0
125250,1736.0,2589.0,1123.0,944.0
125251,1254.0,1911.0,615.0,408.0
125252,551.0,997.0,494.0,513.0
125253,566.0,793.0,411.0,242.0
125254,1113.0,1825.0,1044.0,900.0
125255,1064.0,1757.0,715.0,725.0
125256,816.0,946.0,628.0,406.0
125257,615.0,913.0,530.0,527.0
125258,463.0,699.0,386.0,187.0
125259,375.0,383.0,325.0,90.0
125260,489.0,550.0,402.0,275.0
125261,635.0,864.0,592.0,275.0
125262,879.0,1412.0,822.0,479.0
125263,1342.0,1085.0,847.0,626.0
125264,1070.0,1390.0,1215.0,575.0
125265,1222.0,1438.0,1170.0,474.0
125266,591.0,1099.0,694.0,348.0
125267,2569.0,2098.0,1184.0,771.0
125268,3434.0,2236.0,1054.0,731.0
125269,1545.0,1204.0,482.0,618.0
125270,1054.0,1438.0,783.0,625.0
125271,1007.0,2420.0,869.0,618.0
125272,1483.0,2233.0,819.0,467.0
125273,2397.0,3127.0,1669.0,1768.0
125274,1258.0,2501.0,1222.0,1126.0
125275,1171.0,2469.0,886.0,742.0
125276,1927.0,3383.0,1252.0,944.0
125277,5709.0,9157.0,4030.0,3107.0
125278,2126.0,3031.0,1395.0,986.0
125279,1675.0,2983.0,1685.0,1989.0
125280,1241.0,1645.0,815.0,632.0
125281,1365.0,1901.0,686.0,545.0
125282,2075.0,1982.0,874.0,561.0
125283,1201.0,832.0,387.0,238.0
125284,2103.0,945.0,311.0,269.0
125285,1069.0,1519.0,364.0,275.0
