visit_grid,isolation_1903,isolation_2403
83089,0.4712113837432358,0.6256711044905813
83092,0.6278294727116742,0.7847808243182175
83093,0.49257823209180274,0.61823084169834
83117,0.5826695962647623,0.8858666666666666
83118,0.42784194902871553,0.6117239649296696
83119,0.5094738747299239,0.4731697396101461
83120,0.4271420609925217,0.9854251879900691
83121,0.46571848945561545,0.5371415027257643
83122,0.3582092851064771,0.8832104487044449
83123,0.7519523222359227,0.8305525027475272
83124,0.9822871692682387,0.9303729202524382
83125,0.5375096674400619,0.8103834956189839
83127,0.5761480072496276,0.7444448179648369
83128,0.755267213927308,0.7162644318797369
83129,0.5450269294717844,0.8239017525259218
83130,0.7163142009180739,0.840230585181558
83134,0.5830570902394105,0.8556725706079464
83143,0.7436676332059955,0.548996014039628
83807,0.5027077311538589,0.5779040851632193
83820,0.8873816227284361,0.8796140678493619
83825,0.834500523223054,0.7592710319983047
83827,0.6001768011618362,1.0
83828,0.6101509608510995,0.548392642255458
83829,0.5990691129512367,0.897989798979898
83830,0.44063637343414497,0.454380664652568
83832,0.6617397399991362,0.7207359050445103
83833,0.733917606643404,0.4766783808408174
83834,0.7470139436990265,0.7014719302476228
83835,0.6031740090579032,0.9459797148316917
83837,0.7928229928010111,0.9512775343662013
83838,0.5826099290780141,0.7621946434377067
83839,0.9439485555235626,0.8231918923776737
83840,0.5327496927441009,0.8074253362823242
83841,0.5933075933075933,0.7361220401351778
83842,0.5548859562132886,0.6777352206494587
83843,0.574410384626722,0.5691456668715428
83846,0.48191127972426795,0.7462707337328573
83847,0.506536273702074,0.5447553556235711
83848,0.7653143728282137,0.7704566503789071
83849,0.3666151056999817,0.835190953976565
83854,0.6948481023461819,0.5992326347413762
84499,0.8032520682259792,0.7617454171703546
84509,0.2649878993965015,0.6206749252456214
84518,0.9051759984820409,0.5970242896836067
84545,0.5441384413624342,0.6449688093300786
84546,0.8526730308035423,0.871988451259242
84547,0.541904507868765,0.6374803731412211
84549,0.323582687786642,0.7130439566485118
84550,0.6284770583787656,0.590937696664569
84551,0.7122583802299975,0.9489232209737827
84552,0.693212836069979,0.7883005883005882
84553,0.9405826777310773,0.4828236451586455
84554,0.49831424614033315,0.28516356862618175
84555,0.7432580535043748,0.3148109089027822
84556,0.1573922597973385,0.3990823927782562
84557,0.40835113209172813,0.5514006556951343
84558,0.6155389615892288,0.7552999703338582
84559,0.358742298024241,0.7969945782264763
84560,0.5443937617576187,0.828477560358797
84561,0.6107483401577061,0.804480515532859
84562,0.7183449827267614,0.8818118943395963
84563,0.722357987496626,0.7890477227196736
84567,0.6393698704113456,0.8189023112352558
84568,0.5350399128958003,0.6018824267951026
85259,0.5259896019884298,0.615996621997022
85262,0.3272863949413546,0.9081205242534792
85266,0.7917522060147668,0.6225312051176111
85267,0.8301169920625964,0.4858038554502525
85268,0.557353829490304,0.4618255489809118
85269,0.7188678990871458,0.5572970546877156
85270,0.48927756254005433,0.7178125795187654
85271,0.42016221718714075,0.7661316310967408
85273,0.5311152488494075,0.8402961662808234
85274,0.6084470365360307,0.872663237450436
85275,0.5150940433191191,0.9117563063518502
85276,0.7508825253353066,0.7331627048618099
85277,0.5407062984938384,0.8119452952067754
85278,0.6459920144087841,0.6733569225108355
85279,0.6301354254565511,0.7812077265248918
85283,0.5592991576895199,0.7192267193667689
85291,0.38111464825359814,0.5172734674886588
85943,0.7415772017107446,0.5489041348088308
85968,0.5063178011155501,0.7621213687583996
85972,0.40990355658902905,0.7352276396512754
85973,0.35980657323170223,0.7004893880732421
85974,0.623818159008223,0.80420363661819
85975,0.3658737441471965,0.7941275734053324
85977,0.5020477815699658,0.9324272117444596
85978,0.4024127960802746,0.6666666666666666
85980,0.8973124749298035,0.7253321391252425
85983,0.3810271144699036,0.7976859021488051
85984,0.39205703354329213,0.7520482776965377
85985,0.3481601577784679,0.650553961996995
85986,0.44484545968551437,0.5534980505662903
85987,0.6749440666327005,0.7544087835766795
85989,0.6485508814672363,0.765117818280159
85990,0.4393480741193576,0.5684935519668052
85991,0.5963614712271545,0.5520802780222027
85992,0.3461274155985275,0.44842160600391345
85993,0.7516197346165463,0.571513951635747
85995,0.4356984775570581,0.7259873155870409
86646,0.37252000526603296,0.4022154900700756
86686,0.2958873795905187,0.7864345381308967
86689,0.5676378060456846,0.5611649076995612
86691,0.7221904216752528,0.6213911560482397
86692,0.568825532233322,0.7807547915431733
86693,0.7868211949602705,0.8988238269887441
86695,0.48496976165065814,0.6918361398659256
86699,0.5492424242424243,0.7905444040351944
86700,0.6135988898076021,0.6017746407141602
86701,0.4725890400981584,0.7080180303237262
86702,0.47489582293411425,0.868201909033807
86703,0.6064700014251103,0.8426644256840432
86708,0.5882407802090981,0.839231758088193
86711,0.6481024531245688,0.6302268334505761
87347,0.6567967365775269,0.8090905375741442
87355,0.6573270925950939,0.6041421191154721
87400,0.7225703813734365,0.8642040297694682
87402,0.20589594307365303,0.3296610545955311
87411,0.3220737803913747,0.8516201202055248
87415,0.7647590304272726,0.8199214765125935
87416,0.7149280790628034,0.9006306311686949
87417,0.6925058359494486,0.8995377440224767
87418,0.6607605784020887,0.7083937544261963
87419,0.38616155036847266,0.7221882276741152
87420,0.5340881604386416,0.7259609758538398
87422,0.4479968980715584,0.730905732883715
87424,0.6212080113748657,0.8719684714372257
87438,0.6792071606381748,0.2480769156095043
88067,0.6073124107505394,0.8828229725056795
88071,0.6796021216731021,0.7487117158240344
88076,0.3835014634674946,0.9075362215410401
88104,0.2968814968814969,0.6545951808365161
88114,0.6381469744982647,0.7179156940084251
88120,0.6696149254511706,0.9049901939420353
88121,0.7815272304196795,0.6952778223434408
88126,0.536843227656354,0.7739023607238643
88127,0.5923722955549209,0.8171337029258355
88129,0.514452036867848,0.8443473805385799
88130,0.48088762326977375,0.7433894048031722
88131,0.6328955749711984,0.8587442372048396
88132,0.40327124754388644,0.8130549824892179
88133,0.49356812149788976,0.7140715174579999
88134,0.5232617213266328,0.8069926842547421
88135,0.6234913732034653,0.7628588603640907
88136,0.7285044591813401,0.6609022597736898
88137,0.6073656442054037,0.6813836868931586
88158,0.22695787831513262,0.6557187957741137
88781,0.5694904146016027,0.9384464881145391
88832,0.536465251241392,0.7680968418997411
88833,0.8981800494507721,0.9508463675301395
88836,0.7747299627385509,0.6611107261614985
88837,0.7329457546064044,0.8104533596376237
88838,0.6243266381020292,0.9462458845258169
88839,0.5374897153819218,0.9889108246558017
88840,0.43111012819872585,0.9629402744771505
88842,0.6389534475057196,0.9073791083560271
88843,0.6670897281924413,0.7880710719238967
88844,0.5590253624477884,0.7215650072589926
88846,0.521918833288223,0.894812751596195
88847,0.6890995404598438,0.8398423108029
88848,0.6597992358810563,0.8198843126777717
88849,0.5298030115439679,0.8748798782937716
88851,0.4375619292466726,0.5144205160150872
88861,0.5054685323483683,0.7367217964232889
88864,0.19748291034376814,0.7730489466857133
88868,0.41748284362715704,0.4357954415563633
88875,0.3463382114853496,0.5431439076544091
89507,0.5446083887928379,0.8046988600508007
89527,0.5210142410559222,0.3140309289987583
89545,0.6934233816225877,0.7667451833061545
89547,0.6220902625499517,0.6734641330655543
89550,0.903524478521035,0.7630713507988356
89553,0.7945901735117135,0.8570284677546023
89556,0.5633399171217226,0.9389600323360435
89557,0.6395113295449809,0.8357631945311328
89558,0.41311648969115905,0.8018322931780804
89559,0.48072697930805336,0.8016584168256996
89560,0.6421630006025367,0.7991742743909912
89561,0.5932275347094524,0.8266540681331274
89562,0.5413551901365938,0.6925201606826159
89563,0.5939781978665944,0.7481804255414574
89564,0.544638478487605,0.680639565038542
89566,0.41532409365865786,0.516124716623935
89574,0.4736228989848561,0.6224368052873267
89576,0.5715532939210257,0.5360649059841833
89592,0.3688215299217264,0.6047452825416096
90253,0.7471921379863617,0.4572425828970331
90261,0.37805074636489666,0.39540458521408717
90263,0.7593335390311632,0.5505439970215816
90267,0.9099178712451168,0.8668098628921351
90270,0.5732424291951714,0.741485351222761
90272,0.5457651509007464,0.8062713018858141
90273,0.5179535796539976,0.7681125069830446
90274,0.49307289130935655,0.6974227267423783
90275,0.6442126418112988,0.8096719214589627
90276,0.5859691528798043,0.7470217087872568
90277,0.7172289493690764,0.8083065323508714
90278,0.5273253709735793,0.7680762463448518
90279,0.34471709338371126,0.6613879358002476
90280,0.6732926638510871,0.6225431461643474
90293,0.4743672474367247,0.3549507341080254
90299,0.44911070132651243,0.2996672490825931
90305,0.19562251705269468,0.49812899920992537
90914,0.7357992967679232,0.7843742075293357
90916,0.6798947603270131,0.8074714630977443
90922,0.7858078664425612,0.9238418571231414
90975,0.26036852601535726,0.30518586274360343
90976,0.7311952487008165,0.6001286324036719
90977,0.6713135068153655,0.6381340291478393
90981,0.7768803267206957,0.5365922073998953
90984,0.5540235653966984,0.8087582754532094
90985,0.5774610779966332,0.8087221483560769
90986,0.5312387192640696,0.7968831299998052
90987,0.5608906610412221,0.7137373326968104
90988,0.6187208285538428,0.7491452493805695
90989,0.5821732069798167,0.7172616447325614
90990,0.6505876058847957,0.8223152690533875
90991,0.5817019289122045,0.8376267922967389
90993,0.7744318340369382,0.7561754591276318
91004,0.38558964255558675,0.42177905470114363
91634,0.7697744637053551,0.8793426151908773
91639,0.7074264399215521,0.9261442745457644
91650,0.39390683488146405,0.7972436322508232
91651,0.4334295404501488,0.7648382240662889
91684,0.5761946085926415,0.6171701655572623
91687,0.6931964368067185,0.6892600653076573
91688,0.3375879135191456,0.7943964203807354
91689,0.3955175397534647,0.8224091867717329
91696,0.5966553251861574,0.5636054357109112
91697,0.722980128487012,0.7336275478276735
91699,0.5702017651603191,0.6137855679523949
91700,0.510572304998302,0.7123028981544
91701,0.6241015265535378,0.6884011674513237
91702,0.5864567466721976,0.7516217647936224
91703,0.5842104973243755,0.7487390607187333
91704,0.7214449907980002,0.8288582326318281
91705,0.5156457807860338,0.8153148403679034
91706,0.4759583893658147,0.7557130521039814
91707,0.6126343279132216,0.7998735516652482
91708,0.4121877824897318,0.7803542935148646
91710,0.36537525607506255,0.8108223153403802
91719,0.7706363284196791,0.5865448663050717
91731,0.6295814185879862,0.6219347532558037
91732,0.5021378392217102,0.3361671768249653
92362,0.5828916695414015,0.704667726821303
92380,0.6405842208497462,0.375902416040625
92400,0.2791517774757998,0.4028076290057121
92401,0.7236889175073334,0.55312335597795
92403,0.9499175733597097,0.7488011547405843
92404,0.8287177845365774,0.6692077482158713
92405,0.8612898612898614,0.6394776684330052
92406,0.8519953748554642,0.6329396744334504
92407,0.7921660791226008,0.5315868105248424
92408,0.7244332829854475,0.5391544822298888
92414,0.48360510510048116,0.7030604563850696
92415,0.5920525061152115,0.5698248194618869
92416,0.6667715545203079,0.7457679411819624
92417,0.6326705508030784,0.8000102801234474
92418,0.6252995669578145,0.8451719157676553
92419,0.6069535287230391,0.8599461776914803
92420,0.6395924348311907,0.7416793914517462
92421,0.6025655581444609,0.7961386722382484
92422,0.5226809110651393,0.6162599781625167
92428,0.22265590572000554,0.45200636795572147
92441,0.3884155492883413,0.44720986026408804
92445,0.22817517943344404,0.3787417132938156
93060,0.6731409370265233,0.721884268470777
93113,0.4426756985605419,0.9389022129237468
93114,0.10886990222848587,0.2796632356385984
93119,0.6879952889711449,0.9397653559571633
93123,0.6720869301130894,0.6738286666750285
93128,0.5918081240239672,0.7025090897187445
93129,0.6596685106030709,0.6591540728466403
93130,0.7309969241058082,0.8627488350678846
93131,0.7447469155686065,0.7624335902984264
93132,0.6144821463925558,0.8071246056994054
93134,0.5122794042373606,0.7169050835873656
93135,0.3701483690725951,0.8199720539087363
93136,0.5783030626780628,0.7014044791497207
93137,0.502841557660351,0.6716542401374604
93142,0.40764796410778104,0.6373284145439657
93150,0.4962972084543367,0.5209099377359415
93157,0.7197814547780832,0.4573588638451212
93161,0.46192666871467347,0.27360863027473314
93786,0.6624362209918147,0.3896468982746213
93823,0.6385001932740626,0.7415458937198067
93840,0.6602971377230138,0.7091229752458533
93841,0.7181515163192169,0.7413618871764796
93842,0.5899938974661396,0.7221428280567992
93843,0.6082862786672512,0.6895538004485426
93844,0.6767101843396586,0.8509114706830815
93845,0.666642870795327,0.7509371020404255
93846,0.59426644838076,0.8075272810123041
93847,0.5191478091133049,0.8448223307591924
93848,0.5596326909672947,0.6271531622211038
93850,0.4798407242043893,0.5532378345455311
93852,0.49366543563585774,0.6324743604596635
93853,0.6451101363969824,0.7170811077887671
93854,0.6521140609636185,0.736071736071736
93855,0.3341027553753982,0.6253418326039089
93856,0.4400939993251898,0.6183548088946882
93857,0.4878847652444964,0.6243994789771499
93876,0.5007487395073431,0.4092261298341415
93901,0.2902606599014479,0.2474811287135128
94533,0.3127263644311228,0.5434784990413586
94540,0.3811468688570626,0.5227557524401726
94542,0.43980755800419025,0.12037134523987639
94543,0.5238892473680845,0.46727248724137205
94546,0.7325345633411124,0.5466666666666666
94553,0.5815409781594651,0.6927962625509723
94554,0.6547296543630182,0.6071793373294013
94556,0.604182452590013,0.7627021296228295
94558,0.6660134307341151,0.7742974652112107
94559,0.6199483760103469,0.7843335712815104
94560,0.5238951551653634,0.7110286506368526
94561,0.5109457303989924,0.6395777230359913
94563,0.5128096124167869,0.7585216662567522
94564,0.5530339385619089,0.7526549059101015
94565,0.6375615879719325,0.7513058625464378
94566,0.5393010580314204,0.783230016538752
94570,0.47347041033625026,0.654204563785038
94574,0.48800373956114085,0.5866276254672036
94580,0.5099893748584765,0.9492178340535289
94589,0.6273485340973843,0.5437314455355104
94591,0.4430674184484267,0.4808024255216391
95205,0.7459307224971511,0.8555195190326879
95254,0.16674873012065433,0.5431562113832957
95256,0.7157999793509309,0.3035990648358523
95263,0.6674039836540573,0.7521634386532221
95264,0.4186490822922753,0.6170694797845819
95265,0.5607811920975048,0.4920895375937622
95266,0.3092098738366296,0.4257792581316895
95267,0.45847487780362994,0.5889827584556904
95268,0.406923725055046,0.5719898683690136
95269,0.3471178576347844,0.43608437352327406
95271,0.47479397973357196,0.7399015922556247
95273,0.5913285958328378,0.741738033988574
95323,0.48648441687724936,0.3294570357084624
95953,0.4563677829792342,0.37308934337997846
95971,0.5617453232189417,0.6492271695269821
95972,0.6451797458185202,0.7013386166780969
95976,0.6389214976816487,0.6063938866318437
95978,0.4316233455540622,0.3815041338667714
95979,0.3504236207113055,0.6549039417698311
95981,0.37903593023210247,0.7463180891348675
95983,0.42970451617010774,0.523089241326058
95984,0.31318586933981296,0.7488485654013642
95985,0.45362840504989344,0.7793266243958408
95991,0.5168654250356866,0.6484503653252753
95996,0.6871426433168686,0.6639911861297048
96003,0.43863937177145235,0.43157329126152544
96634,0.6966637884439503,0.714816822834251
96651,0.5692369141054061,0.6494757750039378
96682,0.35125198365329247,0.15535468031532063
96685,0.301132638301493,0.32484263851602435
96686,0.4608579955292864,0.6688996476852171
96688,0.49754918292770683,0.665415207129527
96690,0.564296459144604,0.7436880956034027
96692,0.5034366629757928,0.7938344689266226
96693,0.4681319908810731,0.8500014470220891
96694,0.2479726480437714,0.8190550792212017
96695,0.38277619512911204,0.7192600139620007
96697,0.3821245364595002,0.6982884407143817
96698,0.5208524231387786,0.7808717567447676
96699,0.4926072713779185,0.7827802482410002
96700,0.5905388418851825,0.7181661704034605
96701,0.5381049750448161,0.8726802162753998
96702,0.5137292116043547,0.8007358164226389
96714,0.4268138134966733,0.6974158653846154
96717,0.47558257345491384,0.4900262117375272
96749,0.45378440296536515,0.25346580165271987
96777,0.38039255288411633,0.6239206439635412
97360,0.6843973835623062,0.6098684410161003
97401,0.44474917449669676,0.44641151372349236
97403,0.5364008446655785,0.6932750624723255
97406,0.4926791173088663,0.743262715058687
97407,0.6251457871936179,0.7280063889131153
97408,0.4788587343766853,0.7413298958374438
97409,0.4528551176090499,0.6913201571487579
97410,0.4725064047843214,0.7185309296897594
97411,0.38860305351035407,0.7969975945757184
97412,0.438061441916996,0.7407418502664405
97413,0.5481978486960167,0.8776291768797863
97414,0.512201689164421,0.846497646755801
97415,0.52939099765765,0.8196278378084882
97416,0.5862397706456357,0.8132268030973271
97417,0.6232295257373388,0.8358126308670004
97438,0.469774845169879,0.6841470067150381
97452,0.401140629571481,0.18804760503164847
98070,0.7166939289530637,0.9023614319195201
98085,0.44284663772066635,0.8433021619709378
98111,0.2667211106574112,0.36367150697805767
98114,0.39978561956369774,0.27766913871773113
98119,0.366522654484736,0.33180523871487605
98120,0.3624517618346242,0.730539644756051
98121,0.5203524245063879,0.5440801558136124
98124,0.33513293032343106,0.6412492451472583
98126,0.3546246228521933,0.7122955370430433
98127,0.4995804511359803,0.6399031135655759
98128,0.58804504520964,0.8219101706067178
98129,0.512016521532132,0.8202172606650244
98132,0.5489281329681746,0.7873744794092091
98138,0.19722687014816215,0.5515089716468565
98141,0.5488060024529254,0.5971042217595979
98163,0.6551129881793247,0.20274583226424894
98166,0.46339082988202335,0.160279197141235
98167,0.4268003247767159,0.17480379084862951
98170,0.3958388247491521,0.26613477951017706
98180,0.32182666412832595,0.4969255603249203
98198,0.4147302707021532,0.5989682131733547
98204,0.5926052792742295,0.3890437403863028
98790,0.7103531456748079,0.7082372933445417
98822,0.42181369226654747,0.39734822407506565
98831,0.3632852824751762,0.39773344841916813
98836,0.520214630859274,0.6317267283476935
98838,0.37714275671780806,0.4811518832014051
98839,0.35182409346412424,0.5800029056250313
98841,0.4390302592793117,0.6275236687656283
98842,0.4722299332549243,0.7272021501718725
98843,0.521965105281208,0.7877247065461159
98845,0.5463108384779025,0.8159476886349847
99497,0.7726660358934737,0.9007544912909806
99532,0.31620138391791935,0.44399910932977066
99545,0.7622144513852693,0.44079780998651563
99546,0.3875345963396377,0.4975708278945339
99548,0.3863617123986572,0.3768115281671343
99549,0.36249624708155403,0.5572475947438663
99550,0.26931676240890373,0.37907818251875114
99554,0.5119847078648858,0.5109969287144961
99555,0.4824190480401104,0.6263995662090314
99557,0.5070330261724558,0.6157035865113489
99558,0.4574469858257173,0.6748108694854703
99559,0.42955220465414273,0.638798996258436
99565,0.4706348980604463,0.6839697843762926
99590,0.51030669875843,0.4118339009589361
99594,0.36539873083673946,0.29159850358252487
99596,0.30058000682360964,0.2771482881312431
99613,0.37776948615222883,0.8301401638425252
99626,0.4783956513654437,0.7198068969843567
100211,0.6293544564229894,0.657460428758781
100225,0.41214499976173974,0.8340415926511142
100243,0.7518586396486739,0.748272098945071
100248,0.5007494281760355,0.6894601542416452
100263,0.3007820769544941,0.29784505118899507
100265,0.16562788550323176,0.47437373514489345
100268,0.46376874884253916,0.5028012040786936
100269,0.5281902671418413,0.6113041770883503
100270,0.5013243860191803,0.6792087916717283
100271,0.41294084520074686,0.5453660417553511
100273,0.4963352368502852,0.5500896555988375
100274,0.5022432184166621,0.6306413289036545
100276,0.4914895265898953,0.4775260345398764
100278,0.5445080634574408,0.3809614288428653
100279,0.5725844998292933,0.6160726939631184
100311,0.43703301610383744,0.26696977231556135
100351,0.738876032828125,0.4784598561611178
100933,0.4635046073730485,0.7663915910280863
100963,0.2898568557483286,0.9468059266456157
100974,0.32294798018838217,0.3491376557846416
100975,0.18778183379858276,0.4603179444427499
100976,0.32170751607895737,0.21703782309974362
100986,0.3100089488966969,0.7115739738065187
100991,0.36859670774739695,0.5188944605449657
100994,0.4280708917353301,0.4771231640974408
100999,0.46453467264664994,0.6538856590113583
101018,0.30572413925977304,0.5910149179657851
101031,0.46000986006295264,0.5435284275434861
101042,0.5299125949128275,0.7044195559059784
101647,0.5668091225901379,0.6751738176512381
101648,0.8060983357351654,0.4886230785660405
101677,0.5796484895363327,0.7612873563218391
101678,0.6939083528364832,0.34549656388736844
101686,0.27199802207961127,0.3459747084425069
101688,0.2709363293575714,0.40045493318168895
101690,0.2802985745503928,0.37662970227121956
101691,0.22335754154176538,0.47971348435309535
101694,0.31595517596462536,0.3381250024005483
101697,0.48697622766149695,0.5137826596230484
101698,0.4210829136487614,0.31020660911168574
101700,0.4108789490419503,0.49505271457241895
101701,0.3268931052007454,0.30195997889121845
101702,0.384115572337455,0.4710806284754468
101703,0.4554908498565049,0.5710389642371414
101706,0.4260493827160494,0.518697490601719
101707,0.36159849099137953,0.5024027217562207
101713,0.5173782120168446,0.554372329568552
101720,0.29864324987144497,0.4353078266058634
101736,0.22836237050572253,0.6825668608025817
101738,0.25079437279880357,0.3924623762740552
101739,0.41268445615255783,0.6054498537090768
102370,0.4900390893706351,0.8365915990436925
102372,0.7630595520237222,0.686858041863988
102390,0.5707707335224894,0.4173809908889967
102398,0.4351780571949933,0.3372424739951235
102404,0.2507140533081691,0.5810170364013636
102405,0.2827119093790841,0.3957034357849368
102411,0.45352232362888556,0.30146314021554155
102414,0.39372515859821117,0.2740468232156007
102428,0.39788020418987,0.3276293408834789
102437,0.5980188011725461,0.5000636083759509
102471,0.37486670788641274,0.8266015900788899
102473,0.35374307303229313,0.4581336749946616
103126,0.4803558668948642,0.3898023430718661
103128,0.4700668547095419,0.3420945770122601
103130,0.46159351903628976,0.35741106487669116
103138,0.27439021214857584,0.42211935346989155
103163,0.4078418990021969,0.5195970642597199
103791,0.5339323361108322,0.7624719557584432
103819,0.5596457917744859,0.524889713858689
103838,0.37981269110311616,0.4250260545171674
103839,0.35382880577395837,0.4254898591940576
103840,0.3492629634176755,0.5017254953447484
103848,0.39724496272358323,0.47144775461894073
103878,0.4302705316671105,0.396919110102555
103879,0.3927970337176978,0.44178386982094453
103883,0.25443607310268923,0.26400508781809373
103900,0.17405269964733217,0.5074585798304516
103909,0.5493576501233163,0.3848538817735516
104530,0.6557205118046006,0.45372746359182853
104551,0.3461870147113242,0.3284758140340887
104553,0.4346168644158901,0.44351532985969677
104558,0.3279156568245061,0.3820559946447033
104561,0.3886981051758629,0.4144251632070118
104565,0.2923928531015387,0.4550832602979842
104591,0.2240103813231425,0.3645242647579515
104617,0.23502390925603295,0.2855257995598518
105246,0.4232033453272391,0.4698576308670498
105265,0.31261727237958103,0.4309613913187336
105966,0.46507387762833874,0.5929771138791315
105976,0.452969871394568,0.5464766993173048
105981,0.5404220304667453,0.5076556138182358
105983,0.3882671302860559,0.3995679283105341
106036,0.6331210669672207,0.3774594482544179
106676,0.16392557184909126,0.6585534027442597
106678,0.4089757043000579,0.7407493335317783
106681,0.37594202352690953,0.756083311023601
106683,0.5055697309046235,0.47645134722797833
106694,0.4568573801360603,0.6233039015923325
106697,0.504154992289481,0.40557808457135086
106701,0.21357879164260343,0.3872827405684398
107394,0.35106902724245936,0.7834691489281971
107406,0.5561903424268962,0.45238346142541436
107407,0.4926421283459287,0.5668460921417211
107471,0.3076883175376737,0.32449495756404956
107473,0.2182186538994635,0.3603506660765876
108107,0.48553591329470613,0.396502509262098
108120,0.43489435963830625,0.5040429642256293
108121,0.5027477166938501,0.5386545520810206
108123,0.3973985734783422,0.5657100372017521
108126,0.3407567707600537,0.49934152745097854
108136,0.6105039693645603,0.2770531934266868
108148,0.351775598785089,0.8609532906676854
108154,0.2532170677454447,0.3855257341003074
108161,0.5479638456217168,0.2992961202045448
108164,0.5144384006107453,0.34496477162293493
108817,0.707519640852974,0.5528573071173968
108822,0.36103960371541544,0.7203491042719339
108830,0.4553487086496025,0.5166208306889499
