visit_grid,avg_ses_2403,avg_ses_1903
93136,25,27
93137,25,23
93138,34,34
93139,19,18
93140,31,34
93141,37,32
93142,28,26
93143,33,44
93144,25,33
93145,23,22
93146,36,28
93147,19,44
93148,23,18
93149,29,27
93150,28,26
93151,34,51
93152,32,31
93153,30,15
93154,28,35
93155,30,29
93156,38,16
93157,20,35
93158,35,24
93159,30,22
93160,30,22
93161,27,35
93162,34,37
93163,28,36
93164,23,29
93165,27,41
93166,40,41
93167,40,47
93168,48,50
93169,38,32
93170,40,43
93171,44,44
93172,51,38
93173,26,34
93174,53,46
93175,32,28
93176,32,55
93177,17,37
93178,36,23
93179,27,33
93180,63,25
93181,34,19
93182,66,53
93183,53,44
93184,43,38
93185,32,79
93186,32,45
93187,33,41
93188,37,35
93189,22,38
93190,21,32
93763,11,21
93764,7,15
93765,7,11
93766,8,11
93767,17,19
93768,19,11
93769,12,10
93770,12,17
93771,15,8
93772,13,25
93773,20,25
93774,24,20
93775,23,15
93776,13,9
93777,14,12
93778,17,15
93779,18,16
93780,23,12
93781,17,13
93782,19,13
93783,14,13
93784,10,30
93785,19,26
93786,21,39
93787,15,19
93788,17,23
93789,18,19
93790,20,27
93791,36,23
93792,36,24
93793,41,20
93794,29,21
93795,30,34
93796,23,30
93797,19,29
93798,20,25
93799,26,29
93800,31,29
93801,36,34
93802,36,25
93803,17,44
93804,24,20
93805,21,22
93806,26,27
93807,51,32
93808,39,51
93809,29,23
93810,28,23
93811,41,36
93812,29,41
93813,21,35
93814,35,39
93815,51,41
93816,26,21
93818,35,27
93819,29,39
93820,59,83
93821,30,77
93822,14,61
93823,20,79
93824,37,60
93825,25,82
93826,17,35
93827,41,47
93828,55,49
93829,17,44
93830,51,37
93831,13,29
93832,20,18
93833,20,19
93834,15,16
93835,31,27
93836,21,34
93837,22,28
93838,18,21
93839,21,18
93840,19,21
93841,20,18
93842,24,23
93843,23,24
93844,23,18
93845,20,19
93846,25,19
93847,27,19
93848,28,27
93849,38,32
93850,32,27
93851,22,22
93852,30,33
93853,20,18
93854,23,21
93855,36,30
93856,32,24
93857,30,26
93858,25,30
93859,25,40
93860,41,19
93861,18,26
93862,23,45
93863,14,24
93864,29,31
93865,30,27
93866,32,33
93867,34,12
93868,34,40
93869,23,47
93870,33,24
93871,17,28
93872,24,30
93873,31,41
93874,24,35
93875,28,27
93876,27,34
93877,23,24
93878,29,39
93879,34,32
93880,34,34
93881,31,41
93882,26,40
93883,34,34
93884,21,31
93885,53,39
93886,28,37
93887,36,41
93888,35,34
93889,36,41
93890,18,34
93891,39,44
93892,43,49
93893,41,39
93894,46,31
93895,53,35
93896,50,54
93897,52,35
93898,34,41
93899,45,55
93900,29,20
93901,35,37
93902,34,36
93903,34,40
93904,26,39
93905,13,27
93906,28,42
93907,29,26
93908,39,31
93909,31,27
94477,63,13
94478,25,25
94479,11,18
94480,11,22
94481,9,16
94482,15,21
94483,14,16
94484,14,16
94485,30,10
94486,10,20
94487,23,15
94488,36,19
94489,13,15
94490,21,15
94491,10,12
94492,15,10
94493,18,15
94494,18,14
94495,11,14
94496,15,18
94497,11,18
94498,16,32
94499,35,27
94500,16,30
94501,12,17
94502,20,21
94503,29,22
94504,30,40
94505,21,19
94506,21,17
94507,27,26
94508,18,23
94509,24,19
94510,19,25
94511,18,26
94512,24,28
94513,43,25
94514,15,24
94515,26,21
94516,30,22
94517,33,20
94518,21,23
94519,22,14
94520,21,25
94521,25,27
94522,63,35
94523,29,12
94524,27,26
94525,43,23
94526,34,55
94527,18,39
94528,52,31
94529,14,36
94530,27,39
94531,39,39
94532,42,27
94533,41,32
94534,50,53
94535,22,40
94536,22,35
94537,31,43
94538,51,33
94539,25,42
94540,42,44
94541,25,51
94542,32,48
94543,29,35
94544,21,38
94545,37,17
94546,18,40
94547,20,15
94548,17,16
94549,27,29
94550,23,29
94551,35,40
94552,28,34
94553,29,22
94554,21,24
94555,19,21
94556,25,19
94557,21,21
94558,22,19
94559,22,18
94560,25,20
94561,28,24
94562,21,19
94563,29,18
94564,24,19
94565,22,20
94566,37,17
94567,15,21
94568,31,17
94569,28,23
94570,30,28
94571,30,27
94572,32,21
94573,22,31
94574,30,31
94575,25,29
94576,33,9
94577,24,24
94578,24,27
94579,31,26
94580,27,13
94581,20,33
94582,24,26
94583,21,28
94584,20,36
94585,30,27
94586,24,36
94587,31,29
94588,26,22
94589,22,28
94590,25,33
94591,33,28
94592,26,40
94593,21,35
94594,35,39
94595,33,47
94596,32,44
94597,30,28
94598,23,42
94599,25,43
94600,32,37
94601,50,35
94602,42,33
94603,40,33
94604,23,38
94605,44,37
94606,44,28
94607,16,69
94608,59,49
94609,23,47
94610,47,41
94611,43,36
94612,40,47
94613,31,42
94614,39,36
94615,27,44
94616,40,54
94617,53,32
94618,44,41
94619,34,28
94620,42,33
94621,44,44
94622,27,28
94623,25,33
94624,34,16
94625,30,22
95191,39,30
95192,7,50
95193,4,25
95194,30,19
95195,8,11
95196,9,3
95197,17,3
95198,13,31
95199,31,9
95200,10,9
95201,13,5
95202,18,19
95203,12,14
95204,16,17
95205,16,12
95206,12,9
95207,15,15
95208,15,25
95209,14,11
95210,13,15
95211,13,22
95212,14,21
95213,26,19
95214,17,33
95215,12,23
95216,23,22
95217,23,25
95218,16,26
95219,17,20
95220,18,15
95221,26,14
95222,28,18
95223,24,18
95224,35,21
95225,29,19
95226,22,38
95227,39,13
95228,14,27
95229,39,24
95230,24,22
95231,24,21
95232,12,28
95233,17,31
95234,16,41
95235,28,13
95236,14,22
95237,22,33
95238,29,14
95239,23,33
95240,32,31
95241,36,34
95242,16,31
95243,37,10
95244,31,27
95245,31,29
95246,22,35
95247,31,25
95248,37,27
95249,19,41
95250,18,58
95251,32,37
95252,42,26
95253,41,36
95254,45,33
95255,38,41
95256,26,57
95257,22,35
95258,20,27
95259,20,24
95260,23,48
95261,14,33
95262,21,17
95263,22,15
95264,32,35
95265,28,33
95266,40,39
95267,29,30
95268,32,25
95269,35,29
95270,32,29
95271,29,22
95272,27,21
95273,24,22
95274,22,21
95275,22,19
95276,26,22
95277,27,22
95278,23,19
95279,19,15
95280,21,21
95281,19,16
95282,36,39
95283,36,25
95284,12,35
95285,25,35
95286,37,25
95287,43,24
95288,25,20
95289,21,32
95290,36,34
95291,33,24
95292,41,18
95293,55,16
95294,42,19
95295,27,26
95296,18,29
95297,25,47
95298,28,35
95299,27,13
95300,36,31
95301,32,26
95302,33,26
95303,27,23
95304,31,45
95305,28,29
95306,28,37
95307,42,46
95308,42,52
95309,22,40
95310,27,37
95311,30,27
95312,29,26
95313,25,43
95314,30,24
95315,45,41
95316,46,39
95317,37,33
95318,34,41
95319,40,40
95320,52,28
95321,30,43
95322,70,57
95323,35,39
95324,56,33
95325,63,49
95326,36,43
95327,38,44
95328,43,28
95329,32,33
95330,36,46
95331,39,42
95332,36,34
95333,34,40
95334,30,37
95335,35,30
95336,34,32
95337,27,27
95338,36,33
95339,51,21
95340,38,49
95341,41,43
95905,30,42
95906,42,12
95907,21,6
95908,12,19
95909,7,33
95910,16,28
95911,13,26
95912,13,13
95913,13,15
95914,19,17
95915,5,12
95916,25,13
95917,16,20
95918,18,24
95919,14,15
95920,14,14
95921,12,14
95922,24,18
95923,29,16
95924,18,18
95925,23,18
95926,15,15
95927,18,20
95928,11,24
95929,18,19
95930,18,26
95931,18,21
95932,24,23
95933,21,24
95934,26,20
95935,24,16
95936,26,16
95937,22,19
95938,29,21
95939,26,24
95940,24,30
95941,24,26
95942,24,36
95943,17,18
95944,29,13
95945,16,26
95946,26,21
95947,21,20
95948,42,14
95949,13,22
95950,43,23
95951,46,41
95952,31,39
95953,36,35
95954,18,30
95955,34,15
95957,53,33
95958,38,17
95959,37,24
95960,31,15
95961,23,39
95962,32,15
95963,30,27
95964,28,43
95965,32,56
95966,31,33
95967,47,28
95968,34,28
95969,27,53
95970,31,44
95971,24,19
95972,22,22
95973,29,17
95974,27,13
95975,26,28
95976,21,24
95977,25,21
95978,33,36
95979,39,30
95980,42,37
95981,34,21
95982,28,24
95983,30,28
95984,36,27
95985,28,23
95986,20,27
95987,23,24
95988,25,22
95989,25,25
95990,31,22
95991,27,20
95992,17,24
95993,30,26
95994,21,19
95995,28,28
95996,21,31
95997,41,35
95998,32,33
95999,32,26
96000,26,24
96001,34,26
96002,36,30
96003,33,34
96004,39,20
96005,26,24
96006,38,16
96007,23,35
96008,19,24
96009,25,27
96010,33,19
96011,20,23
96012,31,32
96013,43,24
96014,33,26
96015,28,23
96016,25,33
96017,35,24
96018,35,49
96019,33,58
96020,39,32
96021,36,38
96022,55,38
96023,34,37
96024,36,33
96025,26,34
96026,25,35
96027,24,30
96028,24,41
96029,40,41
96030,32,60
96031,32,32
96032,46,36
96033,60,41
96034,55,47
96035,37,39
96036,35,49
96037,23,61
96038,54,54
96039,40,54
96040,54,42
96041,42,40
96042,25,34
96043,33,36
96044,36,38
96045,45,33
96046,26,31
96047,31,25
96048,33,33
96049,38,43
96050,27,43
96051,37,28
96052,39,34
96053,24,30
96054,28,40
96055,39,39
96056,50,46
96057,50,27
96058,33,35
96059,30,28
96060,32,25
96061,38,46
96062,32,40
96063,23,32
96620,32,29
96621,6,15
96622,4,24
96623,22,21
96624,11,20
96625,39,36
96626,26,13
96627,11,10
96628,8,6
96629,32,8
96630,22,9
96631,23,43
96632,26,22
96633,18,29
96634,18,24
96635,24,20
96636,21,24
96637,22,21
96638,26,23
96639,24,16
96640,24,20
96641,21,27
96642,15,38
96643,17,23
96644,14,16
96645,23,23
96646,21,32
96647,25,19
96648,28,26
96649,15,21
96650,25,19
96651,22,21
96652,16,16
96653,21,28
96654,27,25
96655,27,28
96656,18,16
96657,42,28
96658,21,18
96659,25,19
96660,21,19
96661,42,23
96662,20,18
96663,31,19
96664,29,21
96665,12,20
96666,23,40
96668,24,27
96670,36,12
96671,28,28
96672,20,30
96674,41,24
96675,20,11
96676,27,34
96677,31,49
96678,29,33
96679,28,46
96680,39,75
96681,38,35
96682,45,48
96683,45,51
96684,46,50
96685,37,41
96686,29,21
96687,33,22
96688,29,17
96689,30,26
96690,25,18
96691,25,25
96692,30,22
96693,34,27
96694,44,24
96695,37,24
96696,32,25
96697,32,30
96698,27,27
96699,28,23
96700,23,29
96701,24,22
96702,26,24
96703,21,22
96704,27,14
96705,17,24
96706,39,26
96707,30,29
96708,28,28
96709,16,17
96710,34,39
96711,30,37
96712,46,18
96713,34,24
96714,37,23
96715,49,47
96716,31,32
96717,30,28
96718,23,28
96719,36,39
96720,29,20
96721,45,23
96722,17,27
96723,28,21
96724,32,25
96725,33,19
96726,20,23
96727,30,37
96728,27,37
96729,31,34
96730,29,31
96731,33,35
96732,15,34
96733,40,39
96734,58,42
96735,21,38
96736,39,37
96737,42,31
96738,33,26
96739,30,28
96740,29,32
96741,37,53
96742,23,41
96743,41,31
96744,28,28
96745,45,45
96746,54,39
96747,42,35
96748,46,39
96749,35,52
96750,30,57
96751,40,47
96752,53,34
96753,40,40
96754,34,39
96755,28,40
96756,31,42
96757,35,40
96758,32,32
96759,31,32
96760,29,44
96761,30,37
96762,23,32
96763,18,41
96764,28,31
96765,46,34
96766,37,30
96767,24,33
96768,33,42
96769,48,36
96770,42,56
96771,41,24
96772,32,43
96773,42,34
96774,40,39
96775,38,41
96776,39,37
96777,33,32
96778,18,26
96779,16,30
97334,8,67
97335,24,37
97336,29,22
97337,10,47
97338,13,23
97339,23,2
97340,12,17
97341,14,47
97342,13,6
97343,6,5
97344,28,24
97345,15,30
97346,26,26
97347,18,17
97348,27,25
97349,16,17
97350,17,31
97351,17,21
97352,13,18
97353,12,10
97354,24,14
97355,22,22
97356,13,29
97357,13,18
97358,11,19
97359,15,19
97360,21,23
97361,22,29
97362,31,24
97363,20,26
97364,26,21
97365,41,18
97366,31,14
97367,34,33
97368,17,28
97369,19,27
97370,24,15
97371,25,15
97372,48,16
97373,32,23
97374,28,20
97375,38,23
97376,25,17
97377,20,23
97378,43,14
97379,26,23
97381,64,32
97383,22,19
97384,75,51
97385,51,32
97387,41,52
97388,21,32
97389,29,35
97390,40,21
97391,21,29
97392,29,26
97393,31,35
97394,26,40
97395,46,39
97396,79,45
97397,39,46
97398,32,46
97399,36,32
97400,33,37
97401,32,28
97402,31,24
97403,29,21
97404,27,15
97405,31,21
97406,31,29
97407,22,24
97408,29,24
97409,31,22
97410,30,22
97411,32,21
97412,32,29
97413,25,20
97414,26,23
97415,28,24
97416,25,23
97417,23,17
97418,24,12
97419,24,20
97420,20,28
97421,21,26
97422,30,21
97423,47,6
97424,35,30
97425,44,41
97426,47,21
97427,42,42
97428,20,31
97429,23,36
97430,31,27
97431,32,8
97432,25,20
97433,30,34
97434,46,23
97435,43,23
97436,22,16
97437,18,33
97438,28,20
97439,33,31
97440,31,29
97441,36,30
97442,29,40
97443,34,44
97444,32,41
97445,39,31
97446,26,27
97447,34,22
97448,27,45
97449,51,30
97450,32,37
97451,31,30
97452,37,47
97453,32,34
97454,25,32
97455,36,37
97456,25,38
97457,47,35
97458,40,30
97459,34,32
97460,42,44
97461,51,30
97462,42,45
97463,48,51
97464,54,47
97465,39,44
97466,50,44
97467,52,40
97468,34,39
97469,36,37
97470,33,40
97471,42,34
97472,40,32
97473,22,22
97474,36,39
97475,21,38
97476,24,43
97477,34,38
97478,25,31
97479,27,28
97480,23,24
97481,33,27
97482,27,34
97483,38,34
97484,37,39
97485,40,37
97486,26,32
97487,31,49
97488,31,42
97489,27,34
97490,35,32
97491,23,29
97492,17,22
97493,29,34
97494,47,33
97495,25,14
98048,9,76
98049,29,35
98050,27,31
98051,25,28
98052,40,65
98053,9,67
98054,6,21
98055,7,14
98056,11,13
98057,16,4
98058,32,5
98059,22,9
98060,34,10
98061,23,14
98062,22,20
98063,29,19
98064,23,17
98065,16,18
98066,15,18
98067,13,14
98068,11,10
98069,15,17
98070,19,12
98071,12,14
98072,17,19
98073,17,18
98074,29,23
98075,23,22
98076,23,22
98077,17,23
98078,22,16
98079,23,27
98080,26,21
98081,21,15
98082,30,17
98083,31,24
98084,30,27
98085,36,18
98086,37,33
98087,35,23
98088,22,19
98089,44,15
98090,28,19
98091,25,26
98092,18,37
98093,41,27
98094,37,19
98095,36,27
98096,46,40
98097,60,33
98098,29,36
98099,14,21
98100,39,21
98101,33,30
98102,14,42
98103,49,26
98104,29,27
98105,28,21
98106,29,48
98107,30,24
98108,29,16
98109,36,28
98110,38,36
98111,40,36
98112,30,41
98113,25,50
98114,34,41
98115,34,39
98116,29,23
98117,32,25
98118,37,26
98119,35,39
98120,34,29
98121,25,28
98122,23,22
98123,32,23
98124,36,24
98125,39,25
98126,35,26
98127,25,25
98128,24,23
98129,26,24
98130,26,24
98131,23,21
98132,27,18
98133,29,23
98134,25,19
98135,42,25
98136,29,21
98137,34,18
98138,43,34
98139,36,39
98140,34,32
98141,26,24
98142,34,32
98143,21,41
98144,53,29
98145,22,22
98146,22,16
98147,22,19
98148,22,22
98149,35,47
98150,25,23
98151,42,25
98152,25,33
98153,27,41
98154,31,20
98155,36,29
98156,33,35
98157,34,24
98158,40,31
98159,32,35
98160,32,72
98161,25,29
98162,28,37
98163,24,43
98164,23,29
98165,18,36
98166,29,45
98167,37,46
98168,32,32
98169,28,31
98170,32,48
98171,39,36
98172,48,37
98173,54,44
98174,53,56
98175,50,41
98176,45,39
98177,43,42
98178,37,44
98179,47,42
98180,46,41
98181,36,36
98182,40,40
98183,33,44
98184,31,41
98185,36,35
98186,36,31
98187,36,33
98188,33,36
98189,30,41
98190,26,32
98191,30,30
98192,23,21
98193,29,33
98194,27,35
98195,25,30
98196,35,31
98197,27,35
98198,30,30
98199,31,30
98200,32,32
98201,33,28
98202,32,29
98203,30,40
98204,18,32
98205,26,38
98206,29,39
98207,23,28
98208,9,26
98209,33,36
98210,44,50
98211,38,38
98762,25,48
98763,7,20
98764,11,10
98765,15,11
98766,21,32
98767,14,20
98768,10,30
98769,13,10
98770,21,5
98771,15,12
98772,24,8
98773,14,6
98774,11,19
98775,24,5
98776,20,16
98777,25,12
98778,18,16
98779,20,13
98780,16,14
98781,20,16
98782,14,13
98783,19,12
98784,21,13
98785,13,14
98786,17,23
98787,29,26
98788,21,12
98789,21,15
98790,21,19
98791,20,23
98792,19,14
98793,25,10
98794,29,15
98795,17,17
98796,29,27
98797,46,27
98798,33,24
98799,24,26
98800,27,41
98801,27,27
98802,29,23
98803,37,25
98804,17,19
98805,17,26
98806,13,17
98807,16,53
98808,36,21
98811,45,6
98812,24,23
98815,26,19
98816,21,29
98817,22,55
98818,34,29
98819,43,18
98820,34,29
98821,32,42
98822,31,32
98823,34,33
98824,46,55
98825,34,76
98826,44,45
98827,34,31
98828,32,30
98829,46,39
98830,24,40
98831,37,35
98832,33,22
98833,33,43
98834,36,32
98835,35,29
98836,27,21
98837,30,26
98838,35,29
98839,31,23
98840,35,33
98841,28,29
98842,29,28
98843,26,28
98844,25,22
98845,26,17
98846,26,19
98847,33,20
98848,27,26
98849,40,30
98850,27,25
98851,30,20
98852,33,23
98853,35,28
98854,31,14
98855,37,22
98856,46,21
98857,28,22
98858,31,31
98859,18,18
98860,24,9
98861,28,16
98862,17,16
98863,45,17
98864,36,33
98865,28,50
98866,54,34
98867,30,13
98868,32,27
98869,23,26
98870,32,19
98871,27,45
98872,35,38
98873,35,40
98874,34,48
98875,52,35
98876,35,49
98877,39,42
98878,47,37
98879,48,36
98880,43,48
98881,36,41
98882,32,34
98883,32,38
98884,38,41
98885,37,32
98886,44,29
98887,34,29
98888,47,51
98889,45,44
98890,35,40
98891,48,39
98892,52,46
98893,48,43
98894,36,42
98895,33,39
98896,38,39
98897,53,40
98898,42,35
98899,39,31
98900,49,41
98901,46,37
98902,35,44
98903,41,35
98904,41,42
98905,25,22
98906,30,26
98907,27,27
98908,17,26
98909,28,32
98910,37,30
98911,33,15
98912,36,16
98913,32,30
98914,40,34
98915,29,26
98916,35,24
98917,33,24
98918,33,25
98919,33,33
98920,25,37
98921,48,28
98922,27,34
98923,35,50
98924,22,22
98925,39,44
98926,26,29
98927,10,59
98928,42,28
99476,13,23
99477,27,24
99478,22,13
99479,35,33
99480,11,21
99481,19,31
99482,14,26
99483,31,12
99484,10,11
99485,14,16
99486,19,49
99487,24,13
99488,24,19
99489,16,17
99490,4,26
99491,13,23
99492,19,26
99493,17,15
99494,28,18
99495,19,19
99496,14,14
99497,15,11
99498,21,18
99499,18,18
99500,26,24
99501,23,23
99502,38,18
99503,15,22
99504,39,31
99505,27,22
99506,25,15
99507,32,12
99508,20,15
99509,38,15
99510,30,22
99511,36,25
99512,30,26
99513,29,25
99514,29,31
99515,29,30
99516,26,23
99517,30,34
99518,42,68
99519,15,35
99520,19,27
99521,25,37
99522,26,42
99523,39,38
99524,29,18
99525,21,33
99526,42,32
99527,20,8
99528,35,49
99529,34,43
99530,27,21
99531,25,38
99532,37,34
99533,26,25
99534,37,29
99535,40,36
99536,41,29
99537,26,25
99538,68,67
99539,39,77
99540,30,25
99541,26,28
99542,29,36
99543,22,34
99544,35,45
99545,39,32
99546,34,28
99547,29,30
99548,34,33
99549,33,25
99550,36,37
99551,33,26
99552,30,33
99553,33,33
99554,28,31
99555,31,27
99556,25,33
99557,29,30
99558,31,25
99559,28,23
99560,28,21
99561,26,20
99562,30,30
99563,32,36
99564,20,28
99565,26,19
99566,32,16
99567,19,17
99568,19,25
99569,36,36
99570,15,49
99571,25,21
99572,46,24
99573,18,36
99574,55,13
99575,31,15
99576,37,22
99577,29,26
99578,32,23
99579,26,40
99580,31,19
99581,39,24
99582,34,25
99583,39,16
99584,30,23
99585,37,26
99586,25,34
99587,42,46
99588,31,42
99589,32,39
99590,31,39
99591,33,43
99592,40,40
99593,31,29
99594,34,39
99595,37,34
99596,39,39
99597,22,44
99598,33,42
99599,34,49
99600,36,41
99601,30,26
99602,32,46
99603,41,57
99604,36,42
99605,54,38
99606,37,43
99607,40,49
99608,39,43
99609,42,37
99610,43,37
99611,36,37
99612,35,41
99613,37,38
99614,35,38
99615,37,40
99616,25,28
99617,40,35
99618,29,42
99619,30,30
99620,25,27
99621,30,35
99622,36,36
99623,33,33
99624,40,31
99625,33,30
99626,27,15
99627,41,33
99628,41,34
99629,38,37
99630,33,19
99631,40,35
99632,34,29
99633,36,39
99634,31,38
99635,37,41
99636,38,33
99637,25,36
99638,44,31
99639,44,43
99640,33,34
99641,32,40
99642,38,41
99643,29,18
99644,44,56
99645,33,31
99646,26,54
99647,41,39
100190,9,35
100191,20,27
100192,42,17
100193,14,11
100194,11,11
