home_grid,age,gender,is_local,ses,avg_dis
83846,a5,2,Y,4,9.21
83846,a6,1,Y,4,6.202
83846,a6,2,Y,4,8.882
83846,a7,1,Y,4,3.279
83846,a7,2,Y,4,15.302
83847,a1,2,Y,2,4.941
83847,a2,1,N,2,22.595
83847,a2,1,Y,2,10.865
83847,a2,2,Y,2,12.903
83847,a3,1,N,2,24.636
83847,a3,1,Y,2,10.668
83847,a3,2,N,2,9.729
83847,a3,2,Y,2,9.522
83847,a4,1,N,2,6.739
83847,a4,1,Y,2,11.774
83847,a4,2,Y,2,10.346
83847,a5,1,N,2,9.42
83847,a5,1,Y,2,10.979
83847,a5,2,Y,2,17.501
83847,a6,1,Y,2,11.328
83847,a6,2,Y,2,13.584
83847,a7,1,Y,2,17.151
84560,a1,1,Y,11,15.099
84560,a1,2,Y,11,11.891
84560,a2,1,N,11,21.295
84560,a2,1,Y,11,15.176
84560,a2,2,N,11,17.992
84560,a2,2,Y,11,15.241
84560,a3,1,N,11,12.355
84560,a3,1,Y,11,13.315
84560,a3,2,N,11,7.113
84560,a3,2,Y,11,15.131
84560,a4,1,N,11,7.136
84560,a4,1,Y,11,12.114
84560,a4,2,N,11,9.733
84560,a4,2,Y,11,13.583
84560,a5,1,Y,11,11.327
84560,a5,2,Y,11,14.676
84560,a6,1,N,11,13.101
84560,a6,1,Y,11,13.791
84560,a6,2,Y,11,14.709
84560,a7,1,Y,11,19.624
84560,a7,2,Y,11,2.938
84561,a1,1,Y,11,16.157
84561,a2,1,N,11,15.87
84561,a2,1,Y,11,12.007
84561,a2,2,Y,11,18.443
84561,a3,1,N,11,8.22
84561,a3,1,Y,11,9.454
84561,a3,2,N,11,16.423
84561,a3,2,Y,11,8.97
84561,a4,1,N,11,14.868
84561,a4,1,Y,11,10.344
84561,a4,2,N,11,8.164
84561,a4,2,Y,11,6.565
84561,a5,1,N,11,12.237
84561,a5,1,Y,11,9.982
84561,a5,2,Y,11,10.322
84561,a6,1,N,11,2.397
84561,a6,1,Y,11,10.681
84561,a6,2,N,11,19.707
84561,a6,2,Y,11,8.473
84561,a7,1,N,11,2.77
84561,a7,1,Y,11,14.122
84561,a7,2,N,11,18.684
84561,a7,2,Y,11,13.356
85269,a2,1,N,9,5.028
85269,a2,1,Y,9,8.284
85269,a2,2,N,9,26.559
85269,a2,2,Y,9,9.654
85269,a3,1,N,9,10.27
85269,a3,1,Y,9,9.484
85269,a3,2,Y,9,15.237
85269,a4,1,N,9,10.423
85269,a4,1,Y,9,11.924
85269,a4,2,Y,9,26.037
85269,a5,1,Y,9,5.122
85269,a6,1,Y,9,8.698
85271,a1,1,Y,1,10.694
85271,a2,1,N,1,10.864
85271,a2,1,Y,1,12.371
85271,a2,2,N,1,18.212
85271,a2,2,Y,1,15.749
85271,a3,1,N,1,4.368
85271,a3,1,Y,1,10.472
85271,a3,2,N,1,2.715
85271,a3,2,Y,1,13.33
85271,a4,1,N,1,21.749
85271,a4,1,Y,1,16.194
85271,a4,2,Y,1,13.375
85271,a5,1,N,1,14.697
85271,a5,1,Y,1,23.018
85271,a5,2,Y,1,6.145
85271,a6,2,Y,1,4.223
85271,a7,1,Y,1,3.068
85273,a1,1,N,3,9.974
85273,a1,1,Y,3,9.224
85273,a1,2,Y,3,21.439
85273,a2,1,N,3,11.617
85273,a2,1,Y,3,15.456
85273,a2,2,N,3,26.547
85273,a2,2,Y,3,13.628
85273,a3,1,N,3,7.014
85273,a3,1,Y,3,11.859
85273,a3,2,Y,3,12.947
85273,a4,1,N,3,2.028
85273,a4,1,Y,3,8.511
85273,a4,2,Y,3,11.793
85273,a5,1,N,3,7.61
85273,a5,1,Y,3,7.719
85273,a5,2,Y,3,12.668
85273,a6,1,N,3,3.542
85273,a6,1,Y,3,12.576
85273,a6,2,N,3,15.056
85273,a6,2,Y,3,17.873
85273,a7,1,Y,3,15.561
85279,a1,1,N,2,6.187
85279,a1,1,Y,2,3.135
85279,a2,1,N,2,15.43
85279,a2,1,Y,2,12.588
85279,a2,2,N,2,16.361
85279,a2,2,Y,2,11.309
85279,a3,1,N,2,21.42
85279,a3,1,Y,2,11.337
85279,a3,2,Y,2,10.981
85279,a4,1,N,2,15.112
85279,a4,1,Y,2,10.792
85279,a4,2,N,2,14.742
85279,a4,2,Y,2,7.816
85279,a5,1,N,2,8.393
85279,a5,1,Y,2,7.088
85279,a5,2,Y,2,12.098
85279,a6,1,N,2,19.184
85279,a6,1,Y,2,6.051
85279,a6,2,Y,2,4.644
85279,a7,1,Y,2,16.46
85279,a7,2,Y,2,4.562
85280,a1,1,N,2,32.0
85280,a1,1,Y,2,6.33
85280,a1,2,N,2,4.322
85280,a1,2,Y,2,5.366
85280,a2,1,N,2,13.195
85280,a2,1,Y,2,10.701
85280,a2,2,N,2,8.37
85280,a2,2,Y,2,8.187
85280,a3,1,N,2,9.252
85280,a3,1,Y,2,11.99
85280,a3,2,N,2,5.382
85280,a3,2,Y,2,8.849
85280,a4,1,N,2,14.929
85280,a4,1,Y,2,12.089
85280,a4,2,N,2,10.041
85280,a4,2,Y,2,9.927
85280,a5,1,N,2,11.908
85280,a5,1,Y,2,9.428
85280,a5,2,N,2,9.955
85280,a5,2,Y,2,9.195
85280,a6,1,N,2,5.717
85280,a6,1,Y,2,7.869
85280,a6,2,Y,2,7.369
85280,a7,1,Y,2,6.385
85983,a1,1,Y,9,15.982
85983,a2,1,N,9,5.134
85983,a2,1,Y,9,22.599
85983,a2,2,N,9,3.452
85983,a2,2,Y,9,2.835
85983,a3,1,N,9,27.221
85983,a3,1,Y,9,12.774
85983,a3,2,Y,9,15.644
85983,a4,1,N,9,19.066
85983,a4,1,Y,9,16.286
85983,a4,2,Y,9,8.305
85983,a5,1,Y,9,7.75
85983,a6,1,Y,9,4.199
85984,a1,1,N,9,1.91
85984,a1,1,Y,9,10.648
85984,a1,2,Y,9,17.822
85984,a2,1,N,9,12.691
85984,a2,1,Y,9,19.017
85984,a2,2,N,9,13.982
85984,a2,2,Y,9,17.482
85984,a3,1,N,9,12.19
85984,a3,1,Y,9,15.417
85984,a3,2,N,9,22.301
85984,a3,2,Y,9,11.66
85984,a4,1,N,9,18.169
85984,a4,1,Y,9,10.702
85984,a4,2,N,9,18.38
85984,a4,2,Y,9,14.227
85984,a5,1,N,9,16.725
85984,a5,1,Y,9,11.323
85984,a5,2,N,9,15.415
85984,a5,2,Y,9,13.125
85984,a6,1,N,9,22.497
85984,a6,1,Y,9,9.21
85984,a6,2,N,9,11.264
85984,a6,2,Y,9,6.507
85984,a7,2,Y,9,4.889
85987,a1,1,N,6,13.356
85987,a1,1,Y,6,8.779
85987,a2,1,Y,6,15.118
85987,a2,2,Y,6,15.11
85987,a3,1,N,6,18.625
85987,a3,1,Y,6,10.594
85987,a3,2,Y,6,9.963
85987,a4,1,Y,6,9.345
85987,a4,2,Y,6,5.588
85987,a5,1,N,6,2.049
85987,a5,1,Y,6,7.966
85987,a5,2,N,6,2.028
85987,a5,2,Y,6,16.347
85987,a6,1,Y,6,4.548
85987,a6,2,Y,6,2.126
85987,a7,1,Y,6,3.637
85988,a1,1,Y,3,16.505
85988,a1,2,Y,3,19.325
85988,a2,1,N,3,6.456
85988,a2,1,Y,3,16.461
85988,a2,2,N,3,23.683
85988,a2,2,Y,3,13.717
85988,a3,1,N,3,1.251
85988,a3,1,Y,3,14.234
85988,a3,2,N,3,1.692
85988,a3,2,Y,3,13.964
85988,a4,1,N,3,22.317
85988,a4,1,Y,3,7.064
85988,a4,2,Y,3,11.771
85988,a5,1,N,3,22.341
85988,a5,1,Y,3,8.798
85988,a5,2,N,3,18.698
85988,a5,2,Y,3,15.888
85988,a6,1,Y,3,4.843
85988,a6,2,Y,3,9.394
85988,a7,1,Y,3,3.84
85993,a1,1,Y,2,5.864
85993,a1,2,Y,2,6.023
85993,a2,1,N,2,12.241
85993,a2,1,Y,2,12.063
85993,a2,2,Y,2,10.512
85993,a3,1,N,2,10.939
85993,a3,1,Y,2,9.856
85993,a3,2,N,2,10.168
85993,a3,2,Y,2,7.3
85993,a4,1,N,2,7.141
85993,a4,1,Y,2,5.374
85993,a4,2,N,2,10.289
85993,a4,2,Y,2,6.475
85993,a5,1,Y,2,4.171
85993,a5,2,Y,2,14.871
85993,a6,1,Y,2,10.187
85993,a6,2,Y,2,7.57
85994,a1,1,Y,2,17.588
85994,a2,1,N,2,10.74
85994,a2,1,Y,2,12.987
85994,a2,2,Y,2,7.461
85994,a3,1,N,2,10.622
85994,a3,1,Y,2,11.418
85994,a3,2,N,2,16.068
85994,a3,2,Y,2,8.186
85994,a4,1,N,2,21.121
85994,a4,1,Y,2,11.543
85994,a4,2,Y,2,9.37
85994,a5,1,N,2,4.185
85994,a5,1,Y,2,9.582
85994,a5,2,N,2,18.597
85994,a5,2,Y,2,6.844
85994,a6,1,N,2,11.694
85994,a6,1,Y,2,6.739
85994,a6,2,Y,2,10.694
85994,a7,1,Y,2,15.567
86643,a1,1,Y,8,1.404
86643,a1,2,Y,8,3.561
86643,a2,1,N,8,0.905
86643,a2,1,Y,8,3.61
86643,a2,2,Y,8,7.14
86643,a3,1,N,8,28.556
86643,a3,1,Y,8,6.457
86643,a3,2,Y,8,2.302
86643,a4,1,Y,8,9.974
86643,a4,2,Y,8,9.592
86643,a5,1,Y,8,4.081
86643,a5,2,Y,8,0.562
86643,a6,1,Y,8,24.994
86643,a6,2,Y,8,7.001
86654,a1,2,N,3,18.303
86654,a1,2,Y,3,9.078
86654,a2,1,N,3,4.591
86654,a2,1,Y,3,17.534
86654,a2,2,Y,3,5.907
86654,a3,1,N,3,1.101
86654,a3,1,Y,3,9.285
86654,a3,2,N,3,9.189
86654,a3,2,Y,3,10.996
86654,a4,1,N,3,12.19
86654,a4,1,Y,3,3.126
86654,a4,2,Y,3,10.794
86654,a5,1,Y,3,17.506
86654,a5,2,Y,3,23.202
86655,a2,1,N,3,13.458
86655,a2,1,Y,3,5.394
86655,a3,1,N,3,5.92
86655,a3,1,Y,3,13.302
86655,a3,2,N,3,11.217
86655,a3,2,Y,3,5.444
86655,a4,1,N,3,19.469
86655,a4,1,Y,3,13.658
86655,a4,2,Y,3,10.227
86655,a5,1,Y,3,9.979
86655,a5,2,Y,3,4.963
86655,a6,1,Y,3,12.974
86656,a2,1,N,20,9.555
86656,a2,1,Y,20,10.673
86656,a2,2,Y,20,5.421
86656,a3,1,Y,20,11.454
86656,a3,2,Y,20,4.752
86656,a4,1,N,20,7.887
86656,a4,1,Y,20,15.812
86656,a4,2,Y,20,6.535
86656,a5,1,Y,20,12.169
86656,a5,2,Y,20,17.01
86656,a6,1,Y,20,4.066
86656,a6,2,Y,20,34.974
86656,a7,1,Y,20,12.133
86701,a1,1,Y,6,1.25
86701,a1,2,N,6,25.611
86701,a1,2,Y,6,20.051
86701,a2,1,Y,6,8.601
86701,a2,2,N,6,22.115
86701,a2,2,Y,6,16.121
86701,a3,1,N,6,26.491
86701,a3,1,Y,6,9.204
86701,a3,2,Y,6,9.118
86701,a4,1,N,6,16.174
86701,a4,1,Y,6,6.885
86701,a4,2,N,6,7.389
86701,a4,2,Y,6,5.738
86701,a5,1,Y,6,4.003
86701,a5,2,Y,6,4.348
86701,a6,1,N,6,19.602
86701,a6,1,Y,6,15.036
86701,a7,2,Y,6,9.124
86702,a1,1,Y,3,20.95
86702,a2,1,Y,3,10.172
86702,a2,2,Y,3,22.775
86702,a3,1,N,3,3.83
86702,a3,1,Y,3,13.603
86702,a3,2,Y,3,11.991
86702,a4,1,N,3,19.802
86702,a4,1,Y,3,2.751
86702,a4,2,Y,3,7.265
86702,a5,1,Y,3,6.841
86702,a5,2,Y,3,7.75
86702,a6,1,Y,3,2.298
86702,a6,2,Y,3,5.743
86702,a7,1,Y,3,7.202
86702,a7,2,Y,3,4.722
86707,a1,1,Y,2,7.893
86707,a1,2,Y,2,16.116
86707,a2,1,N,2,12.178
86707,a2,1,Y,2,12.783
86707,a2,2,Y,2,13.216
86707,a3,1,N,2,13.033
86707,a3,1,Y,2,12.449
86707,a3,2,N,2,32.725
86707,a3,2,Y,2,7.453
86707,a4,1,N,2,18.382
86707,a4,1,Y,2,11.705
86707,a4,2,Y,2,10.242
86707,a5,1,N,2,9.735
86707,a5,1,Y,2,18.214
86707,a5,2,Y,2,5.564
86707,a6,1,Y,2,11.471
86707,a6,2,Y,2,5.252
86707,a7,1,N,2,18.592
86707,a7,1,Y,2,8.151
86707,a7,2,Y,2,12.145
86708,a1,1,Y,2,7.446
86708,a1,2,Y,2,10.55
86708,a2,1,N,2,13.264
86708,a2,1,Y,2,16.283
86708,a2,2,N,2,7.191
86708,a2,2,Y,2,9.377
86708,a3,1,N,2,15.121
86708,a3,1,Y,2,11.809
86708,a3,2,N,2,9.719
86708,a3,2,Y,2,10.381
86708,a4,1,N,2,24.834
86708,a4,1,Y,2,10.204
86708,a4,2,Y,2,9.259
86708,a5,1,N,2,16.251
86708,a5,1,Y,2,8.956
86708,a5,2,Y,2,7.509
86708,a6,1,Y,2,13.84
86708,a6,2,Y,2,5.91
86708,a7,1,N,2,30.689
86708,a7,1,Y,2,6.987
86708,a7,2,Y,2,10.0
86710,a1,1,Y,2,9.104
86710,a1,2,N,2,4.644
86710,a1,2,Y,2,10.449
86710,a2,1,N,2,13.783
86710,a2,1,Y,2,11.764
86710,a2,2,Y,2,13.004
86710,a3,1,N,2,22.546
86710,a3,1,Y,2,13.408
86710,a3,2,N,2,14.012
86710,a3,2,Y,2,10.976
86710,a4,1,N,2,6.005
86710,a4,1,Y,2,10.705
86710,a4,2,N,2,12.669
86710,a4,2,Y,2,9.777
86710,a5,1,N,2,21.316
86710,a5,1,Y,2,13.304
86710,a5,2,Y,2,7.613
86710,a6,1,Y,2,10.298
86710,a6,2,Y,2,6.766
86710,a7,1,Y,2,20.748
86710,a7,2,Y,2,12.878
86711,a1,1,Y,2,8.395
86711,a1,2,Y,2,8.117
86711,a2,1,Y,2,9.938
86711,a2,2,Y,2,12.893
86711,a3,1,N,2,16.696
86711,a3,1,Y,2,11.747
86711,a3,2,N,2,24.473
86711,a3,2,Y,2,9.293
86711,a4,1,N,2,12.188
86711,a4,1,Y,2,9.679
86711,a4,2,N,2,14.173
86711,a4,2,Y,2,5.065
86711,a5,1,Y,2,12.653
86711,a5,2,Y,2,6.965
86711,a6,1,N,2,9.859
86711,a6,1,Y,2,6.063
86711,a6,2,Y,2,9.174
86711,a7,1,Y,2,6.882
86711,a7,2,Y,2,5.822
87350,a1,1,Y,2,6.08
87350,a1,2,N,2,10.286
87350,a1,2,Y,2,3.155
87350,a2,1,N,2,35.8
87350,a2,1,Y,2,8.272
87350,a2,2,N,2,5.585
87350,a2,2,Y,2,13.574
87350,a3,1,N,2,3.581
87350,a3,1,Y,2,9.016
87350,a3,2,N,2,29.206
87350,a3,2,Y,2,13.63
87350,a4,1,N,2,30.625
87350,a4,1,Y,2,11.991
87350,a4,2,N,2,2.152
87350,a4,2,Y,2,11.286
87350,a5,1,Y,2,9.914
87350,a5,2,N,2,8.727
87350,a5,2,Y,2,7.213
87350,a6,1,Y,2,26.63
87350,a6,2,N,2,3.106
87350,a6,2,Y,2,1.432
87350,a7,2,Y,2,3.962
87351,a1,1,Y,2,19.757
87351,a1,2,N,2,10.345
87351,a1,2,Y,2,13.57
87351,a2,1,N,2,15.643
87351,a2,1,Y,2,10.701
87351,a2,2,N,2,9.859
87351,a2,2,Y,2,14.627
87351,a3,1,Y,2,13.416
87351,a3,2,N,2,26.647
87351,a3,2,Y,2,10.262
87351,a4,1,N,2,8.851
87351,a4,1,Y,2,11.793
87351,a4,2,N,2,18.869
87351,a4,2,Y,2,6.101
87351,a5,1,N,2,5.967
87351,a5,1,Y,2,11.005
87351,a5,2,Y,2,29.953
87351,a6,1,Y,2,3.133
87351,a7,1,Y,2,1.956
87354,a1,1,Y,3,12.024
87354,a1,2,Y,3,17.943
87354,a2,1,Y,3,10.65
87354,a2,2,N,3,5.563
87354,a2,2,Y,3,12.299
87354,a3,1,N,3,41.222
87354,a3,1,Y,3,14.061
87354,a3,2,N,3,34.78
87354,a3,2,Y,3,11.077
87354,a4,1,N,3,23.327
87354,a4,1,Y,3,7.123
87354,a4,2,Y,3,12.4
87354,a5,1,Y,3,15.69
87354,a5,2,Y,3,10.735
87354,a6,1,Y,3,7.392
87354,a6,2,Y,3,15.579
87354,a7,1,Y,3,0.99
87354,a7,2,Y,3,1.587
87365,a2,1,Y,12,24.898
87365,a2,2,Y,12,9.37
87365,a3,1,N,12,33.821
87365,a3,1,Y,12,12.7
87365,a3,2,Y,12,12.953
87365,a4,1,N,12,2.344
87365,a4,1,Y,12,6.538
87365,a4,2,Y,12,5.224
87365,a5,1,Y,12,7.19
87365,a5,2,Y,12,12.01
87365,a6,1,Y,12,2.678
87365,a6,2,Y,12,2.681
87365,a7,1,Y,12,1.527
87368,a2,1,Y,3,18.621
87368,a2,2,Y,3,2.95
87368,a3,1,Y,3,15.839
87368,a3,2,Y,3,8.399
87368,a4,1,Y,3,26.396
87368,a4,2,Y,3,5.153
87368,a5,2,Y,3,12.379
87368,a6,1,Y,3,3.839
87368,a7,2,Y,3,24.347
87369,a2,1,Y,10,3.738
87369,a2,2,Y,10,10.212
87369,a3,1,N,10,5.974
87369,a3,1,Y,10,8.788
87369,a3,2,Y,10,7.267
87369,a4,1,N,10,18.772
87369,a4,1,Y,10,13.997
87369,a4,2,N,10,1.808
87369,a4,2,Y,10,16.99
87369,a5,1,N,10,23.276
87369,a5,1,Y,10,7.001
87369,a5,2,Y,10,9.655
87369,a6,1,N,10,12.338
87369,a6,1,Y,10,11.881
87369,a6,2,Y,10,11.222
87370,a2,1,Y,20,6.185
87370,a2,2,Y,20,5.396
87370,a3,1,Y,20,13.821
87370,a3,2,N,20,14.883
87370,a3,2,Y,20,13.203
87370,a4,2,Y,20,4.887
87370,a5,1,Y,20,4.133
87417,a1,1,Y,5,5.155
87417,a2,1,N,5,20.306
87417,a2,1,Y,5,9.261
87417,a2,2,Y,5,15.516
87417,a3,1,N,5,9.966
87417,a3,1,Y,5,9.154
87417,a3,2,N,5,19.313
87417,a3,2,Y,5,7.734
87417,a4,1,Y,5,16.066
87417,a4,2,Y,5,5.407
87417,a5,1,N,5,12.348
87417,a5,1,Y,5,9.435
87417,a5,2,N,5,24.453
87417,a5,2,Y,5,6.122
87417,a6,1,Y,5,3.381
87417,a6,2,Y,5,12.401
87417,a7,1,Y,5,6.263
87417,a7,2,Y,5,15.166
87418,a2,1,N,5,15.775
87418,a2,1,Y,5,13.885
87418,a2,2,N,5,23.331
87418,a2,2,Y,5,9.06
87418,a3,1,N,5,14.724
87418,a3,1,Y,5,11.413
87418,a3,2,Y,5,9.987
87418,a4,1,N,5,30.541
87418,a4,1,Y,5,9.44
87418,a4,2,Y,5,11.57
87418,a5,1,Y,5,7.353
87418,a5,2,N,5,5.723
87418,a5,2,Y,5,5.418
87418,a6,1,Y,5,20.16
87418,a6,2,N,5,8.014
87418,a6,2,Y,5,3.754
87418,a7,1,Y,5,1.328
87418,a7,2,Y,5,6.397
87420,a1,1,N,3,27.622
87420,a1,1,Y,3,9.262
87420,a2,1,Y,3,11.908
87420,a2,2,N,3,11.358
87420,a2,2,Y,3,19.373
87420,a3,1,N,3,14.793
87420,a3,1,Y,3,14.126
87420,a3,2,Y,3,10.463
87420,a4,1,N,3,19.265
87420,a4,1,Y,3,16.135
87420,a4,2,N,3,9.04
87420,a4,2,Y,3,10.933
87420,a5,1,N,3,11.304
87420,a5,1,Y,3,10.386
87420,a5,2,Y,3,5.278
87420,a6,1,Y,3,2.233
87420,a6,2,Y,3,9.896
87420,a7,1,Y,3,8.005
87420,a7,2,Y,3,8.585
87421,a1,1,Y,3,9.107
87421,a1,2,Y,3,5.233
87421,a2,1,N,3,17.26
87421,a2,1,Y,3,12.422
87421,a2,2,N,3,12.521
87421,a2,2,Y,3,12.247
87421,a3,1,N,3,5.842
87421,a3,1,Y,3,11.148
87421,a3,2,N,3,4.447
87421,a3,2,Y,3,11.274
87421,a4,1,N,3,22.902
87421,a4,1,Y,3,10.27
87421,a4,2,N,3,13.127
87421,a4,2,Y,3,9.498
87421,a5,1,N,3,15.621
87421,a5,1,Y,3,13.765
87421,a5,2,N,3,15.564
87421,a5,2,Y,3,12.992
87421,a6,1,N,3,9.485
87421,a6,1,Y,3,4.499
87421,a6,2,Y,3,9.38
87421,a7,1,Y,3,5.968
87421,a7,2,Y,3,5.333
87422,a1,1,Y,3,11.28
87422,a1,2,Y,3,11.318
87422,a2,1,N,3,18.868
87422,a2,1,Y,3,12.944
87422,a2,2,N,3,11.198
87422,a2,2,Y,3,11.579
87422,a3,1,N,3,25.406
87422,a3,1,Y,3,12.566
87422,a3,2,N,3,21.845
87422,a3,2,Y,3,10.623
87422,a4,1,Y,3,9.628
87422,a4,2,N,3,17.938
87422,a4,2,Y,3,5.883
87422,a5,1,N,3,6.95
87422,a5,1,Y,3,9.076
87422,a5,2,Y,3,8.128
87422,a6,1,N,3,4.938
87422,a6,1,Y,3,7.014
87422,a6,2,N,3,34.39
87422,a6,2,Y,3,8.163
87422,a7,1,Y,3,6.294
87422,a7,2,Y,3,9.906
87423,a1,1,Y,3,4.659
87423,a1,2,Y,3,2.078
87423,a2,1,N,3,20.223
87423,a2,1,Y,3,9.547
87423,a2,2,N,3,17.983
87423,a2,2,Y,3,10.663
87423,a3,1,N,3,12.921
87423,a3,1,Y,3,13.489
87423,a3,2,N,3,12.256
87423,a3,2,Y,3,7.36
87423,a4,1,N,3,26.938
87423,a4,1,Y,3,8.584
87423,a4,2,N,3,10.188
87423,a4,2,Y,3,8.747
87423,a5,1,N,3,10.339
87423,a5,1,Y,3,5.998
87423,a5,2,Y,3,8.161
87423,a6,1,Y,3,14.502
87423,a6,2,N,3,3.865
87423,a6,2,Y,3,5.246
87423,a7,1,Y,3,12.021
87423,a7,2,Y,3,5.401
88059,a1,1,Y,2,5.24
88059,a2,1,N,2,16.504
88059,a2,1,Y,2,9.782
88059,a2,2,N,2,13.072
88059,a2,2,Y,2,13.543
88059,a3,1,N,2,24.178
88059,a3,1,Y,2,14.026
88059,a3,2,Y,2,12.044
88059,a4,1,N,2,21.767
88059,a4,1,Y,2,11.95
88059,a4,2,N,2,35.812
88059,a4,2,Y,2,8.444
88059,a5,1,N,2,12.961
88059,a5,1,Y,2,8.828
88059,a5,2,N,2,6.212
88059,a5,2,Y,2,8.312
88059,a6,1,Y,2,7.551
88059,a6,2,Y,2,10.259
88059,a7,1,Y,2,5.118
88059,a7,2,Y,2,4.27
88064,a1,1,Y,2,19.03
88064,a1,2,Y,2,1.775
88064,a2,1,N,2,17.635
88064,a2,1,Y,2,13.495
88064,a2,2,N,2,4.191
88064,a2,2,Y,2,6.059
88064,a3,1,N,2,14.209
88064,a3,1,Y,2,14.778
88064,a3,2,N,2,33.072
88064,a3,2,Y,2,6.956
88064,a4,1,N,2,14.044
88064,a4,1,Y,2,7.203
88064,a4,2,N,2,34.67
88064,a4,2,Y,2,18.374
88064,a5,1,Y,2,9.217
88064,a5,2,Y,2,4.822
88064,a6,1,Y,2,4.397
88064,a6,2,Y,2,3.667
88065,a1,1,N,1,11.88
88065,a1,1,Y,1,17.167
88065,a1,2,Y,1,20.385
88065,a2,1,N,1,29.882
88065,a2,1,Y,1,16.515
88065,a2,2,Y,1,18.541
88065,a3,1,N,1,17.039
88065,a3,1,Y,1,8.793
88065,a3,2,Y,1,9.309
88065,a4,1,N,1,5.432
88065,a4,1,Y,1,12.422
88065,a4,2,N,1,7.572
88065,a4,2,Y,1,12.083
88065,a5,1,N,1,3.046
88065,a5,1,Y,1,12.152
88065,a5,2,Y,1,9.016
88065,a6,2,N,1,30.372
88065,a7,1,Y,1,3.588
88069,a1,1,Y,2,4.996
88069,a2,1,N,2,24.793
88069,a2,1,Y,2,14.601
88069,a2,2,Y,2,25.225
88069,a3,1,Y,2,10.449
88069,a3,2,N,2,7.984
88069,a3,2,Y,2,10.735
88069,a4,1,N,2,19.198
88069,a4,1,Y,2,6.741
88069,a4,2,Y,2,7.969
88069,a5,1,N,2,1.679
88069,a5,1,Y,2,7.761
88069,a5,2,Y,2,12.156
88069,a6,1,N,2,24.408
88069,a6,1,Y,2,10.811
88069,a6,2,Y,2,4.13
88069,a7,1,Y,2,5.557
88069,a7,2,Y,2,2.617
88070,a1,1,Y,2,1.781
88070,a2,1,N,2,16.134
88070,a2,1,Y,2,17.828
88070,a2,2,N,2,22.789
88070,a2,2,Y,2,30.161
88070,a3,1,Y,2,12.76
