home_grid,avg_time,ses
80264,18.0021519448052,3
80977,19.644748105484123,3
80978,13.059158604766278,3
80979,10.714279209460825,3
81692,14.910681629332686,3
83133,14.268372702513968,4
83846,14.24235538144328,4
83847,11.625829105899776,2
84560,16.893499361452648,11
84561,14.31932618913741,11
85269,23.966188779315488,9
85271,15.749605558698358,1
85273,11.565222110021612,3
85279,9.766529380316808,2
85280,9.71113554791877,2
85983,16.94760937809652,9
85984,11.072727627096631,9
85987,12.876265237086097,6
85988,12.130075983045264,3
85993,9.371342533061705,2
85994,11.620670940519386,2
86643,15.394061377542007,8
86654,21.162679270171868,3
86655,17.701419710580748,3
86656,15.00128113366565,20
86701,10.193087055919614,6
86702,8.122580562550452,3
86707,10.473521892222989,2
86708,11.168318982288474,2
86710,12.519049478079577,2
86711,9.702506013864728,2
87350,11.266964873616578,2
87351,11.54075798488314,2
87354,10.770786468041411,3
87365,15.985045526631383,12
87368,19.352932784897405,3
87369,16.833899787561563,10
87370,19.669129654225053,20
87417,9.483049047050573,5
87418,11.524913838102815,5
87420,8.980260596796839,3
87421,10.624756628286226,3
87422,10.479870051698343,3
87423,11.75251316868238,3
88059,12.804537965183213,2
88064,12.142946259565582,2
88065,11.021326511527892,1
88069,11.201593558149286,2
88070,11.235143908387023,2
88071,12.185527527860568,3
88079,14.202565835214711,12
88083,17.45210577093465,19
88132,9.211904769620823,12
88133,9.514148337003805,8
88134,8.808172806596385,8
88135,9.206233533837175,3
88136,12.007012901777884,10
88137,13.036575213678073,3
88772,8.143898231944426,2
88773,9.725558436714406,2
88775,14.9018255699015,5
88776,13.098328704606743,5
88779,9.586499484962921,2
88780,10.248009031229358,1
88781,12.263682055506377,2
88782,12.80020362184802,2
88783,13.61921059250476,1
88785,10.914335295635658,1
88789,11.82276030291895,13
88790,9.894500869906537,13
88793,11.366289626349179,14
88837,21.03813614025424,6
88838,13.430225270906213,6
88839,14.326614279428757,6
88840,11.745030739437109,6
88843,11.582968403842472,19
88844,10.008052939846934,19
88845,9.539082426056176,10
88846,8.809088949706657,12
88847,9.778856674148935,8
88848,9.891392360272592,8
89485,10.40929605281097,6
89486,9.210081504689574,6
89487,10.211021995536152,2
89489,10.77816214878746,2
89491,10.257562849747567,3
89492,10.317161400094491,1
89493,8.395817958211058,2
89494,9.678470723920077,2
89495,9.298985623653392,2
89499,9.760652967482212,1
89552,27.89101443742556,6
89553,13.490266083230404,6
89554,12.463908331873757,6
89557,10.338565561003847,19
89558,8.794781599078252,19
89559,9.542025846132002,15
89562,7.489086620717032,2
89563,9.079715379322073,3
89564,8.242404558598805,3
90199,11.983346054142514,1
90200,10.82866211618134,1
90201,9.89057649857522,1
90202,12.479434191801118,2
90203,10.717425305547142,2
90204,7.797619252513938,1
90205,8.341855512912408,2
90206,8.852040826897012,1
90208,8.928540335358951,2
90209,8.795782854377228,3
90210,11.348716380007208,8
90214,10.31817481274377,4
90221,13.657970122709628,1
90270,11.623162637226407,5
90271,10.965589407840445,23
90272,9.218342849980282,16
90273,8.626305718046865,6
90274,7.65905100806126,6
90277,9.961386115980678,4
90913,17.90660122403812,1
90914,13.759979069187835,1
90915,11.128856930919367,1
90916,8.09203589980434,1
90917,9.178726381749833,4
90918,9.353065236577422,1
90919,8.938706629782518,2
90920,7.602731092927874,2
90921,8.747502288743249,2
90922,8.744104126784197,2
90923,8.668469189540968,1
90924,11.574880911593777,1
90925,8.579045547128885,1
90928,9.880150214276366,2
90937,9.401627961150105,18
90938,10.565576589192125,18
90939,12.3161589216788,24
90984,9.80666818219813,13
90985,9.739886338559414,15
90986,10.370287614499512,17
90989,8.919609695772296,3
90990,9.104497732554,3
90992,10.249084924280956,5
91627,14.544649611660809,1
91628,17.227516958369712,1
91629,12.280685195291957,1
91630,9.77280337063389,10
91631,11.154477876076854,2
91632,7.638385611343011,3
91633,8.348196135885914,2
91634,7.516957089865299,2
91635,9.958498465434666,2
91636,7.766038800983317,1
91637,10.404657184869029,1
91638,9.925495229429234,1
91639,10.272590628255998,1
91642,9.984426414278156,2
91649,13.272804386215192,12
91650,11.464117418876395,12
91651,9.740350011024995,13
91652,11.16604527655376,13
91653,9.907728014158298,23
91654,10.343156263311549,23
91698,10.79239999016384,7
91699,9.992073120141002,19
91700,9.588633767505705,17
91703,8.349973481631025,11
91704,10.507903305974931,9
91706,9.333259651229675,4
91714,9.162411732753938,12
92343,10.076680723875413,1
92345,10.519192754340754,1
92347,9.433219017833617,1
92348,9.278036877046777,2
92349,8.83275444502462,2
92350,7.773335810865156,2
92351,8.394457924548467,2
92352,8.518397661977,1
92357,8.363937200654282,17
92358,9.74914837265227,17
92364,8.85798755306399,12
92365,9.217153971043835,11
92366,10.640077076224127,11
92367,10.837071945133237,27
92411,10.77305615337487,10
92412,10.557961461367043,7
92413,12.395278551276519,29
92414,9.167245802989271,27
92415,9.064791845603706,7
92416,9.514449677816948,7
92418,9.451919100421271,14
92419,8.333495212884758,3
92420,9.623231436606847,9
92421,10.83849377064138,9
92422,10.806056061537943,5
92428,9.875034271839402,13
92429,13.596594848758231,12
93057,9.48504244414693,2
93059,10.041856082847048,1
93063,9.367085423754093,2
93064,9.038664349864563,2
93065,8.586527709455988,1
93066,9.394612744639028,2
93067,10.314328294801097,1
93071,11.80796883297908,17
93072,11.29671667435981,17
93079,10.958398655135838,9
93080,10.845967533718296,20
93081,10.943721185234715,24
93127,14.691551965519528,21
93128,10.067473780434465,21
93129,10.550807171650742,5
93130,12.2836153190715,5
93133,9.403694761928397,2
93134,10.046747727328075,6
93773,9.615044921088183,1
93774,8.821931312577098,1
93776,11.332380928690634,1
93777,8.20620150146624,2
93778,8.457179864700647,1
93779,9.347651387040685,2
93780,6.697914278952627,1
93781,11.910789354655243,1
93782,10.115652264514113,1
93784,13.343910115531829,2
93785,11.788309491658588,2
93793,11.45535345831614,4
93794,12.435627890473288,4
93843,14.42415421682588,5
93844,14.44549385514396,5
93845,14.450165549129986,4
93846,12.76396785675601,13
93847,10.33849007577831,2
93848,8.832671990344721,3
93850,8.918766667715541,3
93851,17.09325523761461,3
93856,13.39311186225148,4
94488,9.766327759513521,1
94493,9.424506932816543,1
94494,9.243168952906217,1
94498,9.805797173520784,2
94499,11.190175345745077,2
94504,12.089355948284416,4
94505,11.314938985949123,1
94507,12.241671052757894,4
94508,9.90894570312933,4
94558,12.768277656288099,12
94562,10.370539051534431,8
94570,19.146682174388673,5
95204,10.129315470276309,2
95205,13.872808909763211,6
95206,12.838008191796416,6
95207,11.220211665158152,1
95218,12.1883564259253,4
95264,16.70537221349165,28
95265,15.242467268686196,15
95266,14.528327093255516,4
95272,9.254822488890808,12
95274,15.77840165272687,3
95275,15.732324166212534,3
95276,10.180400518976299,45
95282,12.159253545070847,13
95283,13.615562703003556,13
95917,10.133820027500109,1
95918,8.618464278163573,1
95919,8.9275499855715,1
95921,12.858332960020638,1
95923,11.452074369429024,1
95924,9.678703298822667,1
95925,11.862372600269325,1
95928,8.389911432194816,16
95929,13.42442110058788,16
95933,13.555939519112318,6
95978,16.295439006511828,12
95979,12.609171031961736,4
95980,13.553904487205365,4
95981,13.853287349512849,18
95986,10.459879693179591,12
95988,9.660063985407765,4
96036,16.403902154483585,79
96037,11.34657874417421,79
96054,13.601698527814218,12
96055,13.565330765911826,12
96056,9.938413989610742,13
96062,12.062888509106996,2
96632,9.979041346164115,1
96633,10.240111314606475,1
96636,10.473221564549808,1
96637,9.206005449006046,1
