visit_grid,isolation_1903,isolation_2403,isolation_diff,newtype
133878,0.2155287394284911,0.4820299727823264,0.2665012333538353,Resident
142391,0.0402709322933608,0.1154143486874328,0.075143416394072,Transport
107409,0.4164819520282569,0.6814684420145745,0.2649864899863176,Resident
170937,0.3031977851195438,0.4675557161016562,0.16435793098211238,Outdoors
108890,0.3332121895549155,0.6604921596420197,0.3272799700871042,Outdoors
87348,0.6407666201967366,0.6722880351287195,0.031521414931982905,Business
93778,0.6877838159755825,0.8130187352278182,0.12523491925223573,Resident
167378,0.3965221142113666,0.7058171409640632,0.3092950267526966,School
96700,0.5863874358867395,0.5440183679916849,-0.04236906789505457,Resident
90916,0.6483675260437642,0.8092991097388752,0.16093158369511096,Resident
106692,0.5471933522300555,0.5503065574555731,0.0031132052255176124,Outdoors
92416,0.5720261808998707,0.6712875231395117,0.099261342239641,Resident
138077,0.2580463661616933,0.1744356548064084,-0.08361071135528489,Resident
202459,0.0975394519866481,0.1073060359568202,0.009766583970172105,Transport
202461,0.1541231591439472,0.2902369754055909,0.1361138162616437,Transport
98129,0.5084897645369555,0.6588475800675502,0.15035781553059469,Resident
142417,0.0869071680953362,0.1619161149228253,0.07500894682748908,Shopping
87421,0.5244311785064005,0.7955360317704618,0.2711048532640613,Resident
88051,0.759481773766215,0.6246904952076677,-0.13479127855854722,Health
111652,0.3368383617486571,0.6288076624073407,0.29196930065868354,Resident
114558,0.2840563501333275,0.1584666193089495,-0.12558973082437797,Resident
145239,0.2520304269404989,0.2025155446819229,-0.049514882258575976,Resident
150334,0.2053957477750936,0.5711827971603445,0.36578704938525086,Resident
118848,0.2901522616678778,0.3880960260656162,0.09794376439773844,Outdoors
93077,0.2823122647708943,0.6516118220975409,0.3692995573266466,School
108833,0.4532820138259,0.5329983710391557,0.0797163572132557,Resident
148841,0.3380541915279583,0.4769200831515557,0.13886589162359742,Museums
96698,0.4482516593623406,0.6045604722625493,0.15630881290020865,Resident
133817,0.2589386114065031,0.2719360686376023,0.012997457231099185,Resident
132429,0.1382182545867429,0.4537439546487591,0.3155257000620162,Resident
178163,0.1393282828282828,0.1664287253528714,0.027100442524588597,Outdoors
93064,0.7610068853927612,0.8824814518702123,0.12147456647745114,Resident
103068,0.3454277612409036,0.5766632527928632,0.23123549155195966,Resident
95255,0.3288215123623895,0.2166229412622067,-0.1121985711001828,School
121696,0.3397249879881451,0.5493664571083432,0.2096414691201981,Resident
150242,0.0877161383285302,0.385468026388856,0.2977518880603258,Outdoors
174586,0.2434062126318078,0.1319475317270806,-0.11145868090472721,Business
150936,0.2149293142157435,0.3596319548803423,0.1447026406645988,Resident
162352,0.1501515698358587,0.2159457772955085,0.06579420745964981,Resident
92419,0.5387713898736529,0.81862127082222,0.2798498809485671,Resident
109549,0.3020666912846531,0.4059738100381405,0.1039071187534874,Shopping
100991,0.3652418780093519,0.447557364414457,0.08231548640510511,Business
120987,0.3304211849701974,0.3483416277493348,0.017920442779137402,Outdoors
111694,0.3837313102245944,0.6923440890532584,0.308612778828664,Resident
185966,0.271288064101358,0.3274772408963586,0.05618917679500063,Outdoors
117351,0.2289963600249224,0.5922915072685541,0.36329514724363166,Resident
97415,0.4828760284713013,0.6401976577425561,0.15732162927125481,Resident
128119,0.249367148543626,0.1671827502163405,-0.0821843983272855,Shopping
107474,0.4164940181847801,0.3059545477335081,-0.11053947045127199,Business
140378,0.5357222916066224,0.4894355701713666,-0.04628672143525586,Resident
111692,0.386321324036023,0.7347317432440088,0.3484104192079858,Outdoors
125222,0.5037823106051696,0.4776764991349115,-0.026105811470258145,Outdoors
88060,0.4986651430335737,0.8494586665764169,0.3507935235428432,Business
87430,0.605841892600475,0.4907838402947179,-0.11505805230575716,Business
89562,0.4593824077779745,0.674011106901635,0.2146286991236605,Resident
110321,0.2932151029330725,0.6448125563016263,0.35159745336855375,Resident
97471,0.4407238494744287,0.5440964437180907,0.10337259424366202,Business
100324,0.2347836718890628,0.7799202955751922,0.5451366236861294,Resident
158098,0.4213459758215153,0.4884029944160302,0.0670570185945149,Resident
154595,0.2130330694209282,0.3477386924758403,0.13470562305491213,Resident
173079,0.1338589685090465,0.4453467981168448,0.3114878296077983,Outdoors
189471,0.2195422808002943,0.2303465002361657,0.010804219435871398,Resident
138111,0.1745226718361364,0.5428432080851744,0.368320536249038,Resident
102359,0.7378844516391202,0.7299851686524994,-0.007899282986620793,Resident
143859,0.1343764907464198,0.3343730322988594,0.1999965415524396,Resident
110981,0.2549464519458008,0.5921075057090242,0.33716105376322336,Resident
139580,0.1534062078861651,0.4581179089295901,0.304711701043425,Resident
111778,0.5715956025785999,0.7058609247923218,0.1342653222137219,Resident
138155,0.1477437922936827,0.4518753768032779,0.3041315845095952,Resident
157397,0.1546281755660017,0.2967933084806757,0.142165132914674,Resident
113121,0.3509457055114013,0.6325677045043614,0.2816219989929601,Shopping
102451,0.368010637138256,0.4731703570446217,0.10515971990636569,Business
101685,0.1825901087362977,0.3236242869174174,0.1410341781811197,School
114576,0.3894369752207572,0.3512347070769978,-0.03820226814375943,Resident
110979,0.3152612730606756,0.6617551182835758,0.3464938452229002,Resident
109550,0.3898318305809524,0.4131988555671367,0.023367024986184315,Resident
114560,0.263247732580567,0.4466529238444539,0.18340519126388688,Resident
164603,0.1709190405447821,0.281995304845087,0.1110762643003049,School
105267,0.4822725273932431,0.4566299944942582,-0.025642532898984938,Resident
177398,0.2162740928215453,0.5658258299551667,0.3495517371336214,School
132345,0.2934840327622329,0.1671360260559289,-0.126348006706304,Resident
116686,0.3479612980010898,0.3539343179893496,0.005973019988259776,Resident
92420,0.6110616413462238,0.6998978528027295,0.08883621145650578,Resident
114574,0.2715621046614747,0.3724498763158239,0.1008877716543492,Resident
108823,0.240832485960574,0.7200923288565155,0.47925984289594153,School
131760,0.525313796761555,0.4084811445643035,-0.11683265219725147,Shopping
149532,0.2500694190037731,0.3599395091842234,0.1098700901804503,Outdoors
196025,0.1973613668679051,0.5083798303134334,0.3110184634455283,Resident
113835,0.5947865357376911,0.7119572534992771,0.11717071776158594,Shopping
117405,0.6314343403065971,0.5629320758760858,-0.06850226443051122,Resident
115289,0.3331800698668788,0.3498685552852547,0.016688485418375865,Resident
150995,0.1679342357390853,0.4968345945242709,0.32890035878518564,Resident
121033,0.1664526134683888,0.2833541532252529,0.11690153975686413,Resident
184517,0.2650364251834938,0.2689074551651416,0.003871029981647789,School
116030,0.386811055128394,0.3437821435918536,-0.04302891153654037,Outdoors
141072,0.4242386603299291,0.8857958965923489,0.46155723626241985,Resident
107441,0.3426278076856742,0.5901995660913123,0.2475717584056381,Outdoors
138145,0.1259657752210764,0.2965276924610395,0.17056191723996308,Outdoors
180973,0.1610910344347086,0.3214293352724784,0.16033830083776981,Outdoors
113771,0.4503862403987499,0.2884738407275494,-0.16191239967120052,Resident
113162,0.3726076526212853,0.4006117211517974,0.028004068530512072,Resident
88159,0.2712062907813284,0.5672067056953685,0.29600041491404006,Business
113767,0.4186887540830611,0.3687114937369946,-0.04997726034606653,Resident
130304,0.4114533243327015,0.2941766423089634,-0.11727668202373809,Shopping
131685,0.2146285988259232,0.2199439125689744,0.005315313743051192,Service
133192,0.2422215678619402,0.6956297942257026,0.4534082263637624,Resident
125279,0.1573749088852649,0.6381485938801129,0.480773684994848,Resident
141712,0.0398812691002596,0.5531985828736142,0.5133173137733547,Resident
134660,0.529197279061911,0.7363233320032789,0.20712605294136788,Resident
173143,0.1814288245266427,0.5788380587994453,0.3974092342728026,Resident
110264,0.3131687888814715,0.6226835054903366,0.3095147166088651,Resident
126020,0.2326037947894403,0.5028597592420623,0.270255964452622,Resident
140298,0.1407662221650898,0.2816190102244805,0.1408527880593907,Resident
150244,0.1880070767551925,0.4701898091663485,0.282182732411156,Outdoors
136678,0.1824061113866585,0.4364362525600954,0.2540301411734369,Resident
125274,0.1773814562722144,0.5472645658528702,0.3698831095806558,Resident
136725,0.1178912960538834,0.5507891556780741,0.4328978596241907,Resident
149601,0.2741971354967355,0.3240296839846826,0.049832548487947104,Resident
149651,0.4654889405729272,0.2829026920384395,-0.18258624853448774,Outdoors
167382,0.2754827300920707,0.4923364753866615,0.21685374529459078,Resident
105321,0.3056112358947283,0.4019651017755006,0.09635386588077233,Resident
118837,0.2729476954160037,0.4433521508836436,0.17040445546763988,Shopping
134514,0.3390134683088519,0.3773301968668386,0.038316728557986734,Resident
143159,0.1830237096003764,0.2853270647451031,0.10230335514472672,Resident
108840,0.2545918698802866,0.4529104822342057,0.19831861235391912,Resident
121716,0.3842966649544884,0.2575077399380804,-0.12678892501640798,Outdoors
136808,0.5031046109288683,0.5878634797516603,0.08475886882279204,Resident
152456,0.1593036228933245,0.1599063719003726,0.0006027490070480979,Resident
148161,0.2565300073915134,0.2817878604099005,0.025257853018387122,Resident
125281,0.2373303814979769,0.538524939799036,0.3011945583010591,Resident
133861,0.2454030255884958,0.3796591578601918,0.13425613227169597,Resident
143105,0.0402582336195523,0.1292041946050509,0.08894596098549859,Transport
127483,0.2030279682031458,0.6084489489820676,0.40542098077892175,Resident
109548,0.3202737630660018,0.4091740882352867,0.08890032516928492,Shopping
161022,0.2167155782781991,0.2333401229713982,0.0166245446931991,Service
146072,0.5800709750065747,0.6604727911709443,0.08040181616436959,Resident
136726,0.1601026977318309,0.4586988104378096,0.2985961127059787,Resident
132388,0.1842823904686811,0.5861375952466642,0.4018552047779831,Resident
126005,0.2343509472038478,0.2169064677451685,-0.0174444794586793,Resident
128053,0.1324750398969032,0.1822232753305789,0.04974823543367568,Business
134533,0.1234671737186665,0.1238806297737847,0.0004134560551181943,School
124558,0.2540118575462781,0.3500412588803709,0.09602940133409282,Resident
162366,0.158430522889424,0.3857450754121058,0.2273145525226818,Resident
129557,0.2235980606170071,0.5084710030354809,0.2848729424184738,Resident
176011,0.3200257720421306,0.2351571164216057,-0.08486865562052492,Service
135257,0.1983392563422218,0.3213011799330784,0.12296192359085659,Resident
121726,0.2540186145954905,0.4567911714770797,0.20277255688158918,Outdoors
185947,0.2462137460693021,0.4190439224613834,0.1728301763920813,Resident
145368,0.5365986368683683,0.7740115331003683,0.23741289623200001,Resident
155306,0.2081938276990456,0.4341430071952517,0.22594917949620608,Resident
193871,0.2830337516840389,0.3185716919488582,0.03553794026481932,Resident
144589,0.167595878932325,0.243298268020291,0.075702389087966,Resident
149529,0.1116139851167463,0.345802393329252,0.2341884082125057,Outdoors
113206,0.5613462696590417,0.8043892705086829,0.24304300084964126,Resident
138101,0.1129827712690268,0.2959060730655163,0.18292330179648952,Transport
113106,0.3851034562539807,0.4496428979079361,0.06453944165395542,Resident
127379,0.2791143171156099,0.4299094084704016,0.1507950913547917,Business
145354,0.4585560052078192,0.5883027749568105,0.1297467697489913,Resident
128851,0.2546262744362109,0.3878807678968803,0.13325449346066942,Resident
135986,0.2426690294791033,0.270558443912488,0.027889414433384718,Outdoors
126666,0.4341661500847482,0.3344354340561002,-0.09973071602864797,Business
145220,0.186636643727882,0.3025722347536461,0.11593559102576409,Resident
122453,0.2851997152539023,0.2835339773243227,-0.001665737929579636,Museums
120290,0.339562579099172,0.4418483895838041,0.10228581048463214,Business
121680,0.2179961203220986,0.2067573149779393,-0.011238805344159303,Business
121701,0.2708736035121056,0.4816199176977578,0.2107463141856522,Outdoors
119537,0.2868791936570785,0.3542660456217618,0.0673868519646833,Business
142436,0.1050083344441611,0.1926181867433549,0.0876098522991938,Resident
147416,0.1210209756199015,0.1616709462753083,0.04064997065540682,Outdoors
188161,0.1562964444952555,0.1669767450827668,0.010680300587511293,Resident
163874,0.2353249786226918,0.2625956852409051,0.027270706618213292,Resident
134609,0.2184534516587028,0.225015117757417,0.006561666098714197,Shopping
128100,0.2267397816624508,0.4189659147814212,0.1922261331189704,Resident
126694,0.1784300093535638,0.6120444442006968,0.433614434847133,Resident
130223,0.4231189457925761,0.4315276384494688,0.008408692656892702,Business
133143,0.1922161906389243,0.5057639110573349,0.31354772041841056,Resident
155271,0.172945626635189,0.3022403046958111,0.1292946780606221,Outdoors
142364,0.2387638916868117,0.3167282885949439,0.0779643969081322,Business
168872,0.1325143967066046,0.2727506587050404,0.1402362619984358,Resident
125964,0.2590218039227635,0.3706131953408126,0.11159139141804908,Resident
138861,0.1397952321276898,0.2286548184579632,0.08885958633027341,Resident
178867,0.1086067928292209,0.3490439818595243,0.2404371890303034,Government
165280,0.5043450644751503,0.5418060842318672,0.037461019756716896,Resident
141014,0.1819587576561191,0.3962480210090152,0.21428926335289608,Resident
191666,0.2505492701017798,0.194425627082154,-0.0561236430196258,Outdoors
125225,0.3783108699318982,0.3089888858181739,-0.06932198411372431,Resident
130245,0.4279718933962311,0.4175899447231364,-0.01038194867309472,Resident
133081,0.1970535431946385,0.3773747238113288,0.1803211806166903,Resident
127370,0.2728371715339147,0.4239440477730699,0.1511068762391552,Business
121004,0.3215310954702604,0.387449639380345,0.06591854391008461,Resident
113173,0.3505087837189211,0.4105590791637303,0.06005029544480922,Resident
131001,0.2363559489996659,0.5717718090921231,0.3354158600924572,Resident
98783,0.6678568878150017,0.8336866370862828,0.16582974927128102,Resident
178852,0.193198120657588,0.2625096174382,0.06931149678061199,Resident
146737,0.2504975931225992,0.2425102582864294,-0.00798733483616984,Business
114590,0.3046933766556128,0.5390790325681647,0.2343856559125519,Resident
173098,0.0946265129302539,0.5484491983919471,0.45382268546169313,Resident
138138,0.1522131237074698,0.3251565015203005,0.1729433778128307,Outdoors
133843,0.1099019101217997,0.169057796903198,0.0591558867813983,Transport
159540,0.2439063580300875,0.5318683580006857,0.2879619999705981,Resident
135275,0.1488102208912608,0.2611196568197647,0.11230943592850387,Resident
132422,0.1801720783390352,0.3411306685859169,0.1609585902468817,Resident
146040,0.4394621037340853,0.5730322426427841,0.1335701389086988,Resident
135948,0.3776400113879996,0.4231275346482082,0.04548752326020861,Golf
134534,0.2155024773287112,0.3366847943239698,0.12118231699525861,Service
135253,0.1948828892470032,0.3243487910454975,0.12946590179849432,Business
133816,0.2629752108378541,0.4544682687290571,0.19149305789120302,Resident
135301,0.1815528947261486,0.361147945456733,0.1795950507305844,Resident
173803,0.3609404966441487,0.468390279250501,0.1074497826063523,School
130997,0.1999801657370363,0.3184306981123457,0.11845053237530939,Resident
136017,0.1750203582609545,0.2557607848307032,0.0807404265697487,Resident
118826,0.2501746240142153,0.270167312666672,0.01999268865245668,Resident
141661,0.188375069388762,0.2907482649361665,0.10237319554740451,Business
96642,0.7088953232663833,0.299063346605369,-0.4098319766610143,Resident
176713,0.1774467555737377,0.3383799077041338,0.16093315213039608,Resident
129519,0.1738066111675987,0.4043460950483732,0.2305394838807745,Resident
152474,0.359833750815557,0.4220392686210876,0.062205517805530575,Resident
147414,0.1172890774196303,0.1709862761866424,0.053697198767012094,Museums
150271,0.1068191613816883,0.1539731443724244,0.0471539829907361,Museums
136687,0.2534568057845998,0.2739894783103095,0.020532672525709728,Resident
144642,0.5418323609312444,0.6907761499291067,0.14894378899786231,Resident
180266,0.2241217654536846,0.3806205837398612,0.1564988182861766,Golf
141643,0.336273432463886,0.2022067773201714,-0.13406665514371463,Resident
135985,0.177534687867325,0.2192100969635574,0.04167540909623241,Outdoors
131698,0.1622782221187582,0.4162669024851021,0.2539886803663439,Resident
136029,0.1465250063275537,0.1395718821579905,-0.006953124169563202,Business
128103,0.3182141994367906,0.3890490743201346,0.070834874883344,Transport
173129,0.279148608819741,0.2639750057034224,-0.015173603116318601,School
148116,0.2269154500910915,0.2107834757669666,-0.016131974324124887,Business
138159,0.1897750853504627,0.3418572842888677,0.152082198938405,Resident
217342,0.2383729083449065,0.8086890883166988,0.5703161799717924,School
133091,0.1894246593760088,0.337839504435678,0.1484148450596692,Resident
173792,0.2459587541827167,0.3716251196445879,0.12566636546187118,Outdoors
198897,0.1105736884779271,0.2310883646477592,0.1205146761698321,Transport
116703,0.3632213234241799,0.5540533725388299,0.19083204911465002,Shopping
132365,0.3994761485239502,0.2464839139311577,-0.1529922345927925,Resident
137398,0.092445349407804,0.4811567531140068,0.38871140370620283,Resident
182401,0.166978141488745,0.3246701037471701,0.15769196225842508,Outdoors
150340,0.2338589944414451,0.6121920759957293,0.37833308155428425,Resident
96056,0.072853209890858,0.7055768087191204,0.6327235988282625,Resident
159495,0.2558075512809999,0.1329195108464097,-0.1228880404345902,Resident
157385,0.3343193490740219,0.5590390437352805,0.22471969466125857,Resident
80989,0.5658608338434609,0.7430757257806744,0.17721489193721351,Outdoors
153837,0.3965456034091442,0.369898916391509,-0.026646687017635173,Outdoors
173762,0.0681842881864618,0.0649464535914796,-0.0032378345949821974,Outdoors
207359,0.2183518863481607,0.2553589554817838,0.03700706913362309,Resident
153223,0.5617716740319896,0.5132582014450813,-0.0485134725869083,Resident
143783,0.1987735736055472,0.4012553896543346,0.2024818160487874,Resident
202384,0.2251629005347926,0.5964409238159478,0.3712780232811552,Resident
140253,0.1708923024959808,0.5021583972234587,0.33126609472747787,Resident
151049,0.2759063264101479,0.4703706156248257,0.1944642892146778,Resident
152425,0.0945618393332566,0.2082245450666955,0.1136627057334389,Business
195179,0.1172644052918678,0.163128458468705,0.0458640531768372,Business
141756,0.4957444143377967,0.3031342788552656,-0.1926101354825311,Business
139531,0.1240088327066493,0.1621240836435197,0.03811525093687042,Resident
141728,0.2567174290505292,0.362446142862543,0.10572871381201382,Resident
128141,0.3238377902311119,0.3806038455568764,0.05676605532576445,Resident
101653,0.2748837393647941,0.7958689197891635,0.5209851804243695,Resident
115934,0.2055598689567671,0.3108902760560544,0.10533040709928732,Shopping
138894,0.5486071523581499,0.1529450918772642,-0.3956620604808857,Outdoors
178803,0.2784018294346558,0.1497216795075018,-0.12868014992715401,Outdoors
107473,0.2320791525147089,0.3293728752627253,0.0972937227480164,Business
217337,0.3914294726619954,0.509752520836074,0.11832304817407863,Business
161701,0.2501468486727661,0.4328951882372445,0.1827483395644784,Outdoors
145943,0.1323877805379077,0.4600664438037221,0.3276786632658144,Resident
156699,0.1515529026449495,0.3664668729587876,0.2149139703138381,Outdoors
145310,0.2254836352901931,0.245975892752463,0.020492257462269903,Business
126774,0.4500700551030437,0.3715909090909091,-0.07847914601213463,Outdoors
203063,0.1192569380975177,0.2424417015681668,0.1231847634706491,Resident
113903,0.3847183030305404,0.3495987673107684,-0.035119535719772,Shopping
142396,0.2222118215701959,0.5191422463332281,0.2969304247630322,Resident
130246,0.3318594411692775,0.466762673602201,0.13490323243292346,Resident
205200,0.0790851447551896,0.1505947717117264,0.07150962695653679,School
138849,0.0952280919380137,0.3229252194783047,0.22769712754029103,Outdoors
138139,0.1196715589167615,0.2900454633080581,0.17037390439129657,Outdoors
133845,0.1051967831119261,0.2965314090218109,0.19133462590988481,Business
149586,0.2709428593037423,0.3490847141660083,0.07814185486226599,Resident
165314,0.2759556190067504,0.7313921213740828,0.4554365023673324,Resident
102490,0.3616574629958951,0.3362136451889136,-0.02544381780698146,Service
148144,0.0678050601764895,0.1688089042430663,0.1010038440665768,Service
138937,0.7923199674601353,0.8224497770873653,0.030129809627229998,Resident
147390,0.0940202970796389,0.2327227763504458,0.13870247927080692,Museums
127388,0.2139711644239944,0.4592465480608374,0.24527538363684304,Resident
135265,0.1189001731326558,0.347401968842652,0.2285017957099962,Resident
135241,0.2003912128643888,0.2649792823496431,0.06458806948525428,Business
197453,0.10413019251653,0.3319321393857464,0.2278019468692164,Business
132416,0.2063706537198191,0.2953100094556261,0.08893935573580697,Resident
153820,0.2809692385515328,0.6084166158337535,0.32744737728222073,Resident
121673,0.2117915702797871,0.4018823510928314,0.19009078081304429,Business
144505,0.1659757844692377,0.3425284247696344,0.17655264030039672,Resident
160963,0.4684459828634514,0.6910938515831576,0.2226478687197062,School
195974,0.2384676996246705,0.2927194331165041,0.054251733491833626,Resident
103187,0.239845322066477,0.4844019901223755,0.2445566680558985,School
141703,0.1357972417443042,0.1228026306659423,-0.01299461107836189,Shopping
141063,0.5234823903197459,0.4567000032682943,-0.06678238705145156,Business
148215,0.6540372584312593,0.7226036924829213,0.06856643405166207,Resident
105316,0.3514371777427671,0.3287272620927647,-0.02270991565000241,Outdoors
134596,0.0720866551545846,0.1395792695873194,0.0674926144327348,Outdoors
139656,0.5355016331750593,0.7524444703256512,0.21694283715059193,Resident
103166,0.4407367548464974,0.3753361967231112,-0.06540055812338619,Business
101056,0.1780429398440553,0.501335901578228,0.32329296173417277,Resident
143797,0.1913591818380944,0.3763184746508743,0.18495929281277992,Resident
145937,0.1690036898706923,0.140563352483007,-0.02844033738768531,Outdoors
134529,0.1652968846819363,0.3746094396045003,0.20931255492256404,Resident
170948,0.0690574352772911,0.1446945123742848,0.0756370770969937,Business
137408,0.2506888845743641,0.4326864341996594,0.1819975496252953,Resident
132432,0.1984242295116539,0.4451602758662873,0.24673604635463342,Resident
145267,0.3383023317940389,0.4859612244548416,0.14765889266080268,Resident
140295,0.109359447732863,0.5602779446981525,0.4509184969652895,Resident
143158,0.1742315344768649,0.2987413553494491,0.12450982087258422,Resident
151025,0.1819551918118135,0.3308187917282733,0.14886359991645978,Resident
184569,0.1992691201204765,0.2521186951344732,0.0528495750139967,Resident
141792,0.6468591839864641,0.7070000561748246,0.060140872188360506,Outdoors
148232,0.5316912541408276,0.8351338986574335,0.30344264451660585,School
143229,0.6002771248606388,0.8469996946601993,0.24672256979956053,Resident
134656,0.703010449144687,0.6577965536308887,-0.045213895513798286,Resident
147374,0.1106295149638803,0.1186608950715623,0.008031380107682007,Shopping
