fnid,shopping_mall_count,library_count,museum_count,hospital_count,gym_count,university_count,park_count,outdoor_count,bus_station_count,subway_station_count,train_station_count,geometry
86655,0,0,0,0,0,0,0,0,2,0,0,POINT (430263.0792530559 4396615.97983095)
86656,0,0,0,0,0,0,0,0,2,0,0,POINT (430514.1221210835 4396613.7058492)
86701,3,0,0,0,0,0,0,0,9,6,1,POINT (441811.0171962557 4396519.865598128)
86702,4,0,0,0,0,2,0,0,10,3,1,POINT (442062.0585966986 4396517.968896979)
86707,10,0,0,3,0,2,0,0,26,0,0,POINT (443317.2653510698 4396508.608411068)
86708,10,0,0,3,0,2,0,0,25,0,0,POINT (443568.3065418058 4396506.760918593)
86710,9,0,0,3,0,0,0,0,20,0,0,POINT (444070.3890555321 4396503.090536109)
86711,9,0,0,2,0,0,0,0,14,0,0,POINT (444321.4302073441 4396501.26764733)
87350,7,0,0,1,1,0,2,0,15,5,0,POINT (425495.6835309425 4396910.860368393)
87351,11,1,0,0,1,0,1,1,14,5,0,POINT (425746.7188903093 4396908.430508416)
87354,11,0,0,1,1,0,1,0,11,6,0,POINT (426499.8247957162 4396901.19014295)
87365,1,0,0,0,0,1,1,0,8,1,0,POINT (429261.2100247222 4396875.273724524)
87368,0,0,0,0,0,0,0,0,3,0,0,POINT (430014.3142041533 4396868.377860316)
87369,0,0,0,0,0,0,0,0,3,0,0,POINT (430265.348976871 4396866.095642329)
87370,0,0,0,0,0,0,0,0,2,0,0,POINT (430516.3836729169 4396863.821626942)
87417,5,0,0,0,0,2,0,0,18,3,1,POINT (442314.9774967969 4396766.194730343)
87418,6,0,0,1,0,2,0,0,21,3,1,POINT (442566.0107126737 4396764.314403889)
87420,12,0,0,3,0,2,0,1,22,3,1,POINT (443068.0771038348 4396760.578355216)
87421,11,0,0,3,0,2,0,1,21,0,0,POINT (443319.1101508003 4396758.722633927)
87422,11,0,0,3,0,2,0,1,24,0,0,POINT (443570.1431702746 4396756.875114116)
87423,11,0,0,3,0,2,0,1,20,0,0,POINT (443821.1762480877 4396755.035795146)
88059,9,0,0,3,0,1,1,0,22,2,0,POINT (424242.9722492065 4397173.249455538)
88064,9,1,0,1,0,0,2,1,22,5,0,POINT (425498.1086410952 4397160.976937094)
88065,9,1,0,2,1,0,2,1,19,5,0,POINT (425749.135827791 4397158.54704119)
88069,12,0,0,1,1,1,1,0,12,6,0,POINT (426753.2442158931 4397148.909483522)
88070,14,0,0,1,1,2,0,0,10,1,0,POINT (427004.2711810012 4397146.520600923)
88071,12,0,0,1,1,5,0,0,12,1,0,POINT (427255.2981535818 4397144.139920447)
88079,0,0,0,0,0,1,1,0,6,2,0,POINT (429263.5125464979 4397125.389767033)
88083,0,0,0,0,0,0,0,0,1,0,0,POINT (430267.6188090122 4397116.211549125)
88132,6,0,0,3,0,2,1,0,22,3,1,POINT (442567.8801154912 4397014.428805524)
88133,7,0,0,1,0,2,1,1,25,3,1,POINT (442818.9051746735 4397012.556652587)
88134,12,0,0,3,0,2,1,1,24,3,1,POINT (443069.9301632803 4397010.692701598)
88135,14,0,0,3,0,2,1,1,25,1,0,POINT (443320.9550385816 4397008.836952861)
88136,11,0,0,3,0,2,0,1,24,0,0,POINT (443571.9798864045 4397006.989405726)
88137,11,0,0,3,0,2,0,1,21,0,0,POINT (443823.0047925754 4397005.150059553)
88772,13,0,0,4,0,1,1,0,22,2,0,POINT (423994.4191525559 4397425.845559885)
88773,12,0,0,4,0,1,2,0,25,2,0,POINT (424245.4383417301 4397423.366411749)
88775,13,0,0,5,0,2,1,0,27,2,0,POINT (424747.4767386564 4397418.43272269)
88776,17,0,0,5,0,2,1,0,29,7,0,POINT (424998.4958609392 4397415.978182577)
88779,10,1,0,2,1,0,2,1,27,5,0,POINT (425751.5528816861 4397408.66378011)
88780,10,1,0,3,1,0,2,1,26,5,0,POINT (426002.571859345 4397406.242051023)
88781,12,1,0,3,1,0,1,1,23,6,0,POINT (426253.5908011519 4397403.828524657)
88782,13,1,0,2,1,0,1,1,21,6,0,POINT (426504.6097500789 4397401.423200578)
88783,13,1,0,2,1,1,1,1,14,6,0,POINT (426755.6285776924 4397399.026080005)
88785,12,0,0,1,0,4,0,0,10,1,0,POINT (427257.6661694311 4397394.256446435)
88789,6,0,0,1,0,8,0,0,12,1,0,POINT (428261.7408880959 4397384.815611188)
88790,5,0,0,0,0,8,0,0,13,1,0,POINT (428512.7595127045 4397382.475908544)
88793,0,0,0,0,0,1,0,0,7,2,0,POINT (429265.8151791776 4397375.506015893)
88837,0,0,0,0,0,0,1,0,3,0,0,POINT (440310.5969574267 4397281.762116154)
88838,0,0,0,0,0,0,3,0,4,0,0,POINT (440561.6140565265 4397279.816119519)
88839,0,0,0,0,0,0,3,0,4,0,0,POINT (440812.631126822 4397277.878324753)
88840,0,0,0,0,0,0,3,0,5,0,0,POINT (441063.6481255835 4397275.948732167)
88843,4,0,0,1,0,0,3,0,18,4,1,POINT (441816.6989509945 4397270.2091654)
88844,6,0,0,2,0,1,4,0,25,4,1,POINT (442067.7158362493 4397268.312380096)
88845,7,2,0,3,0,1,2,0,26,4,1,POINT (442318.7327362821 4397266.423796257)
88846,8,2,0,4,0,2,1,0,31,4,1,POINT (442569.7496083565 4397264.543414196)
88847,8,2,0,4,0,2,1,1,34,4,1,POINT (442820.766495452 4397262.671233581)
88848,13,2,0,6,0,2,1,1,34,3,0,POINT (443071.7833119862 4397260.807255039)
89485,11,0,0,4,1,1,1,1,23,2,0,POINT (423745.8824844286 4397678.450091014)
89486,12,0,0,4,1,1,1,1,26,2,0,POINT (423996.8935368563 4397675.962703286)
89487,14,0,0,4,1,2,2,1,26,2,0,POINT (424247.9045524773 4397673.483518527)
89489,17,0,0,5,0,2,2,0,32,2,0,POINT (424749.9266023425 4397668.549756579)
89491,17,1,0,5,0,1,2,1,35,7,0,POINT (425251.9484207258 4397663.648807153)
89492,13,1,0,2,0,1,2,1,30,5,0,POINT (425502.9592112787 4397661.210637402)
89493,12,1,0,2,0,0,2,1,28,5,0,POINT (425753.9700514544 4397658.780669687)
89494,13,1,0,3,1,0,2,1,28,5,0,POINT (426004.9808556737 4397656.358904825)
89495,12,1,0,3,1,0,1,1,25,6,0,POINT (426255.9916240567 4397653.9453428)
89499,11,0,0,1,0,2,1,0,10,1,0,POINT (427260.034298804 4397644.373123168)
89552,0,0,0,0,0,0,3,0,3,0,0,POINT (440563.5490192874 4397529.931105414)
89553,0,0,0,0,0,0,4,0,4,0,0,POINT (440814.5579170036 4397527.993282015)
89554,0,0,0,0,0,0,4,0,7,0,0,POINT (441065.5667432006 4397526.063660917)
89557,5,0,0,3,0,1,3,0,22,4,1,POINT (441818.593050995 4397520.324009338)
89558,7,2,0,3,0,2,4,0,26,4,1,POINT (442069.6017637364 4397518.427196007)
89559,9,2,0,3,0,2,2,0,27,4,1,POINT (442320.6104912668 4397516.53858426)
89562,13,2,0,6,0,2,1,1,35,4,0,POINT (443073.6365495388 4397510.921960049)
89563,11,2,0,5,0,2,1,1,27,0,0,POINT (443324.6450803334 4397509.066156455)
89564,9,2,0,3,0,1,1,1,24,0,0,POINT (443575.6535836741 4397507.218554707)
90199,11,0,0,4,1,0,1,1,23,1,0,POINT (423748.3651602002 4397928.567310708)
90200,12,0,0,4,1,2,2,1,26,2,0,POINT (423999.3680386698 4397926.07988625)
90201,15,0,0,4,1,2,3,1,25,2,0,POINT (424250.3708803498 4397923.600664883)
90202,18,0,0,5,1,2,3,1,31,2,0,POINT (424501.3737710631 4397921.129645743)
90203,19,0,0,5,0,2,3,0,33,2,0,POINT (424752.3765823781 4397918.666830083)
90204,16,1,0,5,0,1,2,1,35,2,0,POINT (425003.3793572627 4397916.212217466)
90205,16,1,0,6,0,1,2,1,38,5,0,POINT (425254.3820529927 4397913.765808286)
90206,15,1,0,4,0,1,2,1,37,5,0,POINT (425505.3846696881 4397911.327602532)
90208,14,1,0,4,0,0,1,1,35,5,0,POINT (426007.3899664114 4397906.475798311)
90209,10,1,0,4,0,0,2,1,32,5,0,POINT (426258.392560983 4397904.062200647)
90210,13,1,0,2,0,0,2,1,27,6,0,POINT (426509.3951627043 4397901.656805516)
90214,9,0,0,1,0,4,1,0,12,1,0,POINT (427513.4048722399 4397892.117257356)
90221,0,0,0,0,0,3,0,1,11,2,0,POINT (429270.420774682 4397875.738855211)
90270,7,0,0,2,0,1,4,0,20,2,0,POINT (441569.4866729522 4397772.343937198)
90271,6,1,0,3,0,1,4,0,23,4,0,POINT (441820.4872409572 4397770.438893804)
90272,9,3,0,4,0,1,4,0,30,4,0,POINT (442071.4877807972 4397768.542052457)
90273,11,3,0,6,0,2,4,0,29,4,0,POINT (442322.4883354375 4397766.653412816)
90274,11,2,0,6,0,2,1,0,35,4,0,POINT (442573.488862145 4397764.772975196)
90277,11,2,0,6,0,1,1,1,29,0,0,POINT (443326.4902330701 4397759.180874641)
90913,9,0,0,4,1,0,2,1,22,0,0,POINT (423750.8479538693 4398178.684569948)
90914,12,0,0,4,1,1,2,1,24,0,0,POINT (424001.8426579931 4398176.197108776)
90915,14,0,0,4,1,1,3,1,23,2,0,POINT (424252.8373253437 4398173.717850816)
90916,16,0,0,5,2,1,3,1,25,2,0,POINT (424503.8320417417 4398171.246795204)
90917,19,0,0,5,2,1,3,0,30,2,0,POINT (424754.826678759 4398168.783943194)
90918,15,0,0,6,1,1,2,0,34,0,0,POINT (425005.8212793628 4398166.329294345)
90919,16,1,0,4,1,1,3,1,41,0,0,POINT (425256.8158008292 4398163.882849058)
90920,18,1,0,5,0,1,3,1,37,5,0,POINT (425507.8102432793 4398161.444607315)
90921,16,1,0,4,0,1,2,1,34,5,0,POINT (425758.8047353789 4398159.014567849)
90922,15,1,0,4,0,0,1,1,33,5,0,POINT (426009.7991915545 4398156.592731479)
90923,12,1,0,5,0,0,2,1,31,2,0,POINT (426260.7936119264 4398154.179098188)
90924,10,1,0,3,0,0,2,1,25,0,0,POINT (426511.7880394628 4398151.773667553)
90925,12,1,0,2,0,0,1,1,20,0,0,POINT (426762.7823457425 4398149.376440784)
90928,8,0,0,1,0,5,1,0,12,1,0,POINT (427515.7650524304 4398142.233978586)
90937,3,0,0,0,0,1,0,1,9,1,0,POINT (429774.711462911 4398121.249549685)
90938,3,0,0,0,0,0,0,1,7,1,0,POINT (430025.705317939 4398118.95896106)
90939,3,0,0,0,0,0,0,0,6,1,0,POINT (430276.699224802 4398116.676574482)
90984,6,1,0,2,0,1,5,0,22,1,0,POINT (441571.3891261758 4398022.458890312)
90985,8,3,0,4,0,1,4,0,24,1,0,POINT (441822.3815208783 4398020.553818794)
90986,11,3,0,6,0,1,4,0,25,2,0,POINT (442073.3738874289 4398018.656949443)
90989,16,3,0,7,2,1,1,1,33,1,0,POINT (442826.3509907288 4398013.01555296)
90990,12,2,0,7,2,1,1,1,29,1,0,POINT (443077.3432887056 4398011.151491823)
90992,13,2,0,3,0,0,1,1,18,0,0,POINT (443579.3276307404 4398007.447977103)
91627,12,0,0,1,1,0,2,1,14,0,0,POINT (423753.3308659826 4398428.801924228)
91628,12,0,0,4,1,1,2,1,18,0,0,POINT (424004.317395371 4398426.314426359)
91629,15,0,0,4,2,1,2,1,16,0,0,POINT (424255.3038880025 4398423.835131822)
91630,18,0,0,4,2,1,3,1,22,0,0,POINT (424506.2904296953 4398421.364039754)
91631,16,0,0,5,2,1,4,1,25,0,0,POINT (424757.2768920254 4398418.901151407)
91632,14,0,0,4,1,1,3,0,32,0,0,POINT (425008.263317958 4398416.446466343)
91633,17,1,0,5,2,1,3,1,36,0,0,POINT (425259.2496647717 4398413.999984961)
91634,19,1,0,5,2,1,2,1,35,0,0,POINT (425510.2359325863 4398411.561707244)
91635,16,1,0,4,2,1,1,1,34,0,0,POINT (425761.2222500638 4398409.131631927)
91636,17,1,0,4,0,0,2,1,35,0,0,POINT (426012.208531634 4398406.709759825)
91637,16,1,0,3,0,0,1,1,30,0,0,POINT (426263.1947774164 4398404.296090925)
91638,13,1,0,4,0,0,1,1,19,0,0,POINT (426514.181030378 4398401.890624798)
91639,10,1,0,2,0,0,1,1,19,0,0,POINT (426765.1671621017 4398399.49336266)
91642,8,0,1,1,2,2,1,0,8,0,0,POINT (427518.1253452179 4398392.350795082)
91649,2,0,0,1,0,3,0,2,11,1,0,POINT (429275.0268081415 4398375.971909519)
91650,3,0,0,0,0,1,0,2,8,1,0,POINT (429526.01251403 4398373.664881555)
91651,3,0,0,0,0,1,0,1,8,1,0,POINT (429776.9981858279 4398371.366056565)
91652,3,0,0,0,0,1,0,1,7,1,0,POINT (430027.9838665043 4398369.075434145)
91653,3,0,0,0,0,0,0,0,6,1,0,POINT (430278.9695990273 4398366.793013889)
91654,3,0,0,0,0,0,0,0,4,0,0,POINT (430529.9552549787 4398364.518796955)
91698,7,1,0,3,0,1,5,1,20,1,0,POINT (441573.2916701655 4398272.573939435)
91699,7,3,0,4,0,1,5,0,22,1,0,POINT (441824.2758911761 4398270.668839804)
91700,10,3,0,7,2,1,4,0,26,2,0,POINT (442075.2600840471 4398268.771942459)
91703,13,3,0,8,2,1,2,0,33,1,0,POINT (442828.2126663791 4398263.130462725)
91704,13,2,0,8,2,1,1,1,29,1,0,POINT (443079.1967907252 4398261.266374077)
91706,12,2,0,2,1,0,1,1,20,0,0,POINT (443581.1647855422 4398257.562804703)
91714,4,0,0,1,1,0,0,0,3,1,0,POINT (445589.036239705 4398243.076610025)
92343,10,0,0,2,2,1,2,1,13,0,0,POINT (424257.7705683229 4398673.9525079)
92345,14,0,0,3,2,1,3,0,24,0,0,POINT (424759.7272221732 4398669.018454723)
92347,16,0,0,5,2,1,2,0,36,0,0,POINT (425261.6836448161 4398664.117215999)
92348,14,1,0,4,2,1,2,1,37,0,0,POINT (425512.6617376053 4398661.678902323)
92349,15,1,0,4,2,0,1,1,38,0,0,POINT (425763.6398800716 4398659.248791169)
92350,14,1,0,5,1,0,1,1,36,0,0,POINT (426014.6179866458 4398656.82688335)
92351,13,1,0,4,1,0,2,1,35,0,0,POINT (426265.5960574492 4398654.413178856)
92352,11,1,0,4,0,0,1,1,26,0,0,POINT (426516.5741354465 4398652.007677254)
92357,6,0,1,1,2,2,1,1,9,0,0,POINT (427771.4635664742 4398640.103222342)
92358,6,0,1,1,2,3,0,1,8,0,0,POINT (428022.4413902714 4398637.746940641)
92364,3,0,0,0,0,1,0,2,9,1,0,POINT (429528.307520788 4398623.781517738)
92365,3,0,0,0,0,1,0,1,8,1,0,POINT (429779.2850178303 4398621.482658844)
92366,3,0,0,0,0,1,0,1,8,1,0,POINT (430030.2625237647 4398619.19200264)
92367,3,0,0,0,0,1,0,0,6,0,0,POINT (430281.2400815588 4398616.909548723)
92411,6,1,0,0,0,1,5,1,14,0,0,POINT (441324.2181868908 4398524.602415046)
92412,6,1,0,1,0,9,5,1,20,2,0,POINT (441575.1943049187 4398522.689084569)
92413,6,1,1,4,1,14,6,0,27,3,0,POINT (441826.1703518471 4398520.783956835)
92414,10,3,1,8,2,14,1,0,27,3,0,POINT (442077.1463706488 4398518.887031509)
92415,11,3,1,9,2,8,2,0,28,3,0,POINT (442328.122404285 4398516.998308252)
92416,12,3,1,12,2,4,2,0,34,3,0,POINT (442579.0984100258 4398515.11778738)
92418,10,2,0,13,2,3,2,0,27,1,0,POINT (443081.0503811692 4398511.381352413)
92419,13,2,0,7,2,2,1,0,22,0,0,POINT (443332.0262182812 4398509.525439245)
92420,13,2,0,4,2,2,0,0,20,0,0,POINT (443583.0020279884 4398507.677728405)
92421,11,0,0,2,0,0,0,0,15,0,0,POINT (443833.9778961014 4398505.838219254)
92422,8,0,0,1,0,0,0,0,15,0,0,POINT (444084.9537798974 4398504.006912098)
92428,4,0,0,1,1,0,0,0,4,0,0,POINT (445590.8080906314 4398493.191320035)
92429,4,0,0,1,1,0,0,0,4,0,0,POINT (445841.7837020021 4398491.417429305)
93057,7,0,0,1,2,1,2,1,10,0,0,POINT (424260.2373663005 4398924.06997906)
93059,13,0,0,1,3,1,2,0,19,0,0,POINT (424762.1776691993 4398919.135853152)
93063,15,0,0,3,2,0,1,0,38,0,0,POINT (425766.0576253977 4398909.366045584)
93064,14,0,0,4,1,0,1,0,33,0,0,POINT (426017.0275565872 4398906.944102064)
93065,12,0,0,4,1,0,2,0,29,0,0,POINT (426267.9974520213 4398904.530361989)
93066,11,0,0,4,1,0,1,0,25,0,0,POINT (426518.9673546642 4398902.124824927)
93067,9,0,0,4,1,0,1,0,18,0,0,POINT (426769.9371361067 4398899.727492095)
93071,5,0,1,1,2,2,1,1,7,0,0,POINT (427773.8159091742 4398890.220194527)
93072,4,0,1,1,2,2,0,1,8,0,0,POINT (428024.7855577137 4398887.863878091)
93079,3,0,0,0,0,1,0,1,8,1,0,POINT (429781.5719589146 4398871.599356528)
93080,3,0,0,0,0,1,0,1,7,0,0,POINT (430032.5412897177 4398869.308666555)
93081,3,0,0,0,0,1,0,0,4,0,0,POINT (430283.5106723925 4398867.02617899)
93127,6,2,1,3,1,23,3,0,26,3,0,POINT (441828.0649028887 4398770.899169892)
93128,9,4,1,9,2,20,1,0,29,3,0,POINT (442079.0327472319 4398769.002216598)
93129,11,4,1,15,2,19,1,0,26,3,0,POINT (442330.0006064196 4398767.113465492)
93130,11,3,1,15,2,17,1,0,30,3,0,POINT (442580.9684377257 4398765.232916893)
93133,12,2,0,14,2,3,1,0,23,0,0,POINT (443333.8717227515 4398759.640486299)
93134,11,0,0,9,2,3,0,0,20,0,0,POINT (443584.8393580764 4398757.792748216)
93773,7,0,0,0,2,1,2,0,10,0,0,POINT (424764.6282336435 4399169.253402181)
93774,12,0,0,2,2,1,2,0,15,0,0,POINT (425015.5901332228 4399166.798608565)
93776,12,0,0,2,2,0,1,0,26,0,0,POINT (425517.5136953044 4399161.913633444)
93777,15,0,0,3,2,0,1,0,30,0,0,POINT (425768.4754865759 4399159.48345066)
93778,14,0,0,4,1,1,1,0,31,0,0,POINT (426019.4372419883 4399157.061471454)
93779,14,0,0,5,1,1,1,0,26,0,0,POINT (426270.3989616619 4399154.647695811)
93780,10,0,0,5,1,1,1,0,23,0,0,POINT (426521.3606885588 4399152.242123306)
93781,10,0,0,4,2,0,1,0,22,0,0,POINT (426772.3222942742 4399149.844755149)
93782,7,0,1,2,2,0,1,0,7,0,0,POINT (427023.283864614 4399147.455590507)
93784,5,0,1,1,2,0,1,0,4,0,0,POINT (427525.2068996532 4399142.701871691)
93785,3,0,1,1,2,1,0,1,4,0,0,POINT (427776.168364593 4399140.33731749)
93793,3,0,0,0,0,1,0,1,5,3,0,POINT (429783.8590095852 4399121.716205107)
93794,3,0,0,0,0,1,0,0,5,3,0,POINT (430034.8201648647 4399119.42548138)
93843,10,2,1,13,2,25,1,0,24,3,0,POINT (442331.8788985597 4399017.228774272)
93844,8,4,1,13,2,22,1,0,24,2,0,POINT (442582.8385550384 4399015.348197956)
93845,7,3,1,13,2,13,1,0,21,2,0,POINT (442833.7982266164 4399013.475823932)
93846,8,2,1,12,2,6,1,0,20,2,0,POINT (443084.7578277302 4399011.611652826)
93847,11,0,0,13,2,3,1,0,20,0,0,POINT (443335.7173156606 4399009.75568494)
93848,10,0,0,12,2,3,0,0,16,0,0,POINT (443586.6767762114 4399007.907919625)
93850,5,0,0,1,0,2,0,0,8,0,0,POINT (444088.5958298668 4399004.236995089)
93851,6,0,0,1,0,0,0,0,7,0,0,POINT (444339.5552518482 4399002.413837099)
93856,6,0,0,1,1,0,0,0,6,0,0,POINT (445594.3520464435 4398993.421084141)
94488,9,0,0,1,2,0,2,0,15,0,0,POINT (425018.0326388477 4399416.916272043)
94493,15,0,0,5,1,1,1,0,28,0,0,POINT (426272.8005863672 4399404.765180329)
94494,13,2,0,5,1,1,0,0,26,0,0,POINT (426523.7541371269 4399402.359572393)
94498,3,2,1,2,2,0,0,0,5,0,0,POINT (427527.5676438426 4399392.819180265)
94499,1,2,1,0,2,0,0,0,4,0,0,POINT (427778.5209327273 4399390.454591237)
94504,1,0,0,1,0,3,0,2,7,3,0,POINT (429033.2871134981 4399378.754696927)
94505,1,0,0,1,0,3,0,2,9,3,0,POINT (429284.2401949477 4399376.439329081)
94507,2,0,0,1,0,1,0,0,10,3,0,POINT (429786.1461698383 4399371.833204584)
94508,2,0,0,0,0,1,0,0,5,3,0,POINT (430037.0991492031 4399369.542447116)
94558,9,2,1,13,2,23,1,0,20,2,0,POINT (442584.708761962 4399265.463630578)
94562,8,0,0,12,2,3,0,0,13,0,0,POINT (443588.51428239 4399258.023242635)
94570,6,0,0,1,1,0,1,0,6,0,0,POINT (445596.1241517174 4399243.536193727)
95204,13,0,0,2,3,1,1,1,19,0,0,POINT (425522.3661158087 4399662.148745184)
95205,13,0,0,5,2,1,1,1,24,0,0,POINT (425773.3115543266 4399659.71849083)
95206,14,0,0,5,2,1,1,1,26,0,0,POINT (426024.2569570178 4399657.296440294)
95207,14,0,0,4,2,1,0,0,24,0,0,POINT (426275.2023240026 4399654.882593567)
95218,1,0,0,1,0,3,0,1,10,3,0,POINT (429035.5989102874 4399628.871727231)
95264,9,1,0,0,0,5,2,1,19,0,0,POINT (440579.032039482 4399530.853725791)
95265,10,1,0,0,0,17,2,1,26,0,0,POINT (440829.9755425556 4399528.915673756)
95266,13,2,0,0,0,29,1,1,29,0,0,POINT (441080.9189742242 4399526.985824989)
95272,9,1,1,13,2,28,3,0,22,2,0,POINT (442586.5790568332 4399515.57899278)
95274,6,0,1,12,2,6,2,0,14,2,0,POINT (443088.4656279548 4399511.842337579)
95275,5,0,0,11,2,3,1,0,14,0,0,POINT (443339.4087651445 4399509.986315021)
95276,5,0,0,11,0,3,0,0,11,0,0,POINT (443590.3518749792 4399508.138495274)
95282,7,0,0,2,0,0,0,0,5,0,0,POINT (445096.0104375462 4399497.223831739)
95283,6,0,0,1,0,0,1,0,5,0,0,POINT (445346.9534449708 4399495.433430722)
95917,8,0,0,0,3,0,1,1,17,0,0,POINT (425273.8552869812 4399914.704853789)
95918,12,0,0,2,2,1,1,1,19,0,0,POINT (425524.7924987963 4399912.266360548)
95919,12,0,0,3,2,1,1,1,21,0,0,POINT (425775.7297603553 4399909.836070432)
95921,11,2,0,3,2,1,0,1,22,0,0,POINT (426277.6041761626 4399905.000102006)
95923,9,2,0,3,0,1,0,0,15,0,0,POINT (426779.4784496896 4399900.196949213)
95924,9,2,0,3,2,1,0,0,9,0,0,POINT (427030.4154905632 4399897.807679049)
95925,7,2,0,3,2,1,0,0,8,0,0,POINT (427281.3525390694 4399895.426612336)
95928,4,2,1,0,2,0,0,0,5,0,0,POINT (428034.1633460405 4399888.332636404)
95929,5,0,1,0,2,2,0,0,4,0,0,POINT (428285.1002549342 4399885.984384971)
95933,1,0,0,1,0,3,0,0,9,3,0,POINT (429288.8475456833 4399876.673416888)
95978,11,1,0,0,0,8,1,1,24,0,0,POINT (440580.9678318331 4399780.969408884)
95979,12,1,0,0,0,15,1,1,28,0,0,POINT (440831.9031588245 4399779.031328321)
95980,12,2,0,0,0,27,1,1,28,0,0,POINT (441082.8384144256 4399777.101451151)
95981,12,2,1,0,0,34,1,0,29,0,0,POINT (441333.7735987585 4399775.179777357)
95986,10,1,1,10,2,29,3,0,22,3,0,POINT (442588.4494408945 4399765.694451043)
95988,8,0,1,10,1,6,3,0,16,2,0,POINT (443090.3196600671 4399761.957740844)
96036,2,0,0,0,1,0,0,0,1,0,0,POINT (455135.1720921662 4399682.120031117)
96037,0,0,0,0,2,0,1,0,2,0,0,POINT (455386.1059203374 4399680.657708731)
96054,3,0,1,0,0,0,0,0,7,0,0,POINT (459651.9782320097 4399657.053185397)
96055,3,0,2,0,0,0,0,0,9,0,0,POINT (459902.9116911298 4399655.738504782)
96056,3,0,2,0,0,0,1,0,10,0,0,POINT (460153.8451308917 4399654.432026406)
96062,5,0,0,0,0,0,0,0,6,0,0,POINT (461659.4455411859 4399646.765401684)
96632,7,0,0,1,2,1,0,1,18,0,0,POINT (425527.2189985509 4400162.384182062)
96633,8,0,0,2,2,1,0,1,20,0,0,POINT (425778.148082758 4400159.9538562)
96636,9,2,0,3,1,1,1,0,18,0,0,POINT (426530.9351639306 4400152.712102503)
96637,8,2,0,3,0,2,1,0,15,0,0,POINT (426781.8640628457 4400150.314593197)
96638,11,2,0,3,0,2,0,0,11,0,0,POINT (427032.7929264492 4400147.925287888)
96639,8,2,0,2,2,2,0,0,12,0,0,POINT (427283.7217976997 4400145.544186151)
96645,1,0,0,1,0,2,0,0,7,3,0,POINT (428789.2941644643 4400131.429859633)
96646,1,0,0,1,0,2,0,0,10,3,0,POINT (429040.2228356007 4400129.106184919)
96647,1,0,0,1,0,2,0,0,10,3,0,POINT (429291.1513868418 4400126.790714851)
96692,12,1,0,0,0,9,1,0,29,0,0,POINT (440582.9037173485 4400031.085298935)
96693,13,1,0,0,0,17,1,0,32,0,0,POINT (440833.8308678646 4400029.14718986)
96694,12,2,0,0,0,22,2,0,34,0,0,POINT (441084.7579470047 4400027.217284297)
96695,13,2,0,0,0,32,1,0,36,0,0,POINT (441335.6849548904 4400025.29558223)
96698,13,2,1,6,0,33,3,0,31,3,0,POINT (442088.4659805954 4400019.579693601)
96699,11,1,1,9,0,32,4,0,25,3,0,POINT (442339.3929616938 4400017.690803427)
96700,10,1,1,9,0,27,5,0,23,3,0,POINT (442590.3199149726 4400015.810116365)
96701,11,1,1,9,0,14,5,0,24,3,0,POINT (442841.2468833954 4400013.937632075)
