home_grid,isolation,ses,ses2
84560,0.47201075936455894,11,1
85273,0.5087719362451347,3,1
86711,0.4938891380223183,2,1
87421,0.5181075693826318,3,1
88059,0.6431908737218026,2,1
88070,0.6325779830622296,2,1
88132,0.27587419936490903,12,1
88133,0.34245019596407933,8,1
88134,0.4220543414391509,8,1
88135,0.4871457574317576,3,1
88773,0.616974820499254,2,1
88779,0.5678945265717881,2,1
88780,0.5269570547059541,1,1
88781,0.6603935259508409,2,1
88845,0.32606595075965095,10,1
88847,0.4230192549573924,8,1
89492,0.7057090347743423,1,1
89493,0.5157447226326115,2,1
90200,0.6727309762757907,1,1
90201,0.5960689912860841,1,1
90206,0.5348943800666162,1,1
90209,0.5113110167518109,3,1
90272,0.3988349642442557,16,1
90273,0.3893892915778368,6,1
90274,0.3155185607149039,6,1
90277,0.48011532265738366,4,1
90914,0.7385471480153363,1,1
90920,0.5951262089593415,2,1
90922,0.6722622484355671,2,1
90924,0.7368767791665032,1,1
90925,0.7422188134127864,1,1
90986,0.4363950420346797,17,1
90989,0.4319090565883592,3,1
90990,0.4893427204486203,3,1
91630,0.7073041987753363,10,1
91631,0.5864667258018474,2,1
91632,0.5964684134558751,3,1
91633,0.5071518684561155,2,1
91634,0.5650500210392159,2,1
91636,0.6194788476851643,1,1
91637,0.6664705766559493,1,1
91651,0.3480592740335343,13,1
91652,0.4242360316904913,13,1
91700,0.46265658926961534,17,1
91703,0.36052574299792894,11,1
91706,0.5454353926667833,4,1
92347,0.6652966161656777,1,1
92357,0.6027805664038935,17,1
92413,0.542172122865715,29,2
92414,0.4213328139712478,27,2
92418,0.4084950420088678,14,1
93071,0.636480867270593,17,1
93128,0.47446659794482665,21,1
93133,0.47210818678583166,2,1
93134,0.44627884851624255,6,1
93774,0.665338018527685,1,1
93778,0.6242167814355268,1,1
93781,0.5534295927445886,1,1
93846,0.5307270875848806,13,1
93847,0.5124197701507313,2,1
93850,0.5000227349921877,3,1
93856,0.6179365625106314,4,1
94498,0.7723000401324223,2,1
95205,0.8123961527360921,6,1
95274,0.5960888169495661,3,1
95921,0.7543898624367678,1,1
95933,0.5137156874924963,6,1
95981,0.39983489537827355,18,1
96062,0.5067331873798817,2,1
96632,0.6248214852534686,1,1
96633,0.6245301526885594,1,1
96645,0.25428085187252086,3,1
96647,0.31598409762645563,1,1
96694,0.3755686572449009,18,1
96695,0.4186780044272609,18,1
96700,0.28856510253275974,22,1
96701,0.3548257927751003,6,1
96776,0.48340045336561877,2,1
97407,0.4592515992146087,10,1
97408,0.4089214724289774,18,1
97409,0.3899591277063209,18,1
97411,0.3241501692451298,9,1
97412,0.2564588135879387,23,1
97413,0.3266571317217718,23,1
97414,0.29722130244997125,22,1
97416,0.3591416097778133,7,1
98120,0.5135908612602225,9,1
98121,0.4931549162460332,11,1
98122,0.5373863934159624,29,2
98123,0.3876819418787803,29,2
98124,0.3495899652039709,25,1
98127,0.3562236708916947,23,1
98138,0.34977198007021315,7,1
98201,0.41284477948634646,4,1
98783,0.5622692918090091,4,1
98800,0.381970378169204,25,1
98834,0.4139980318429347,9,1
98836,0.425385229714389,29,2
98848,0.4875737263956384,3,1
98915,0.3637839304539171,4,1
99513,0.32478218235699285,18,1
99548,0.3859449875115619,42,2
99549,0.3937965530221795,18,1
99607,0.3183442671908694,59,3
99628,0.3210505446584571,2,1
100219,0.3087998996765796,22,1
100229,0.408023772611836,22,1
100262,0.30839590493890234,52,3
100264,0.3446542438220769,39,2
100271,0.34646880985839235,10,1
100321,0.38516561125196114,37,2
100324,0.3403638127923627,28,2
100326,0.35701546838829384,32,2
100343,0.3115773380026839,4,1
100943,0.3476592018644616,16,1
100997,0.35387435650811666,5,1
101035,0.3234777544402639,30,2
101040,0.4141411941843991,27,2
101057,0.4105324792581502,4,1
101645,0.5268458839528645,14,1
101654,0.2671425875150975,8,1
101691,0.26887708141544026,44,2
101737,0.43077491036638893,6,1
101738,0.4076950438347365,14,1
101739,0.3233075716674674,27,2
101756,0.4183283562203173,27,2
102412,0.2949816690320741,59,3
102428,0.3210436015486391,4,1
103084,0.25723661383420093,15,1
103125,0.2979925215339302,25,1
103784,0.5151212665583416,1,1
103786,0.47170391301804787,2,1
103834,0.215296912707781,32,2
103836,0.16665283660606023,22,1
103838,0.1776294250272287,27,2
104550,0.269011951007282,12,1
104551,0.14884702479737427,42,2
104552,0.14163036003313662,42,2
104553,0.25741949090575855,15,1
105304,0.268870771822451,48,2
105335,0.10784121448199613,28,2
105943,0.4257871503386631,7,1
105967,0.34429422070943355,5,1
106680,0.2865964453340405,6,1
106729,0.33157242720240765,6,1
107395,0.342582871456668,4,1
107440,0.2985159228134615,13,1
107460,0.26528825400422584,44,2
108108,0.297228250317495,3,1
108110,0.29089753514376454,5,1
108152,0.28038700286044793,20,1
108172,0.4021984681821814,77,4
108174,0.26912652060075526,53,3
108825,0.2691385003334569,5,1
108836,0.2200632423985006,13,1
109539,0.3457556811239928,2,1
109561,0.28499070841921426,11,1
110263,0.3860598786707341,37,2
110264,0.29763882573895994,19,1
110265,0.2406925006742695,19,1
110266,0.20632727791693806,21,1
110268,0.16456364568257154,14,1
110270,0.37089186290309206,10,1
110271,0.2656376774940932,16,1
110273,0.15526057989667325,8,1
110274,0.20949157703658572,5,1
110320,0.25748121783920197,47,2
110979,0.3156080187316105,15,1
111034,0.20695623647047648,47,2
111693,0.12044742510172701,12,1
111694,0.17241992630155137,12,1
111695,0.21533264641697097,10,1
111696,0.34648541966660207,10,1
111704,0.21508775096369326,17,1
111722,0.4788808122800543,28,2
111723,0.3658715015413517,38,2
111748,0.14918481046060494,14,1
111775,0.4412446312436105,48,2
112436,0.43139332258954444,28,2
112438,0.2800390044421458,15,1
112457,0.23015761519447714,29,2
112461,0.2677208657884949,41,2
113082,0.4830730470032317,9,1
113124,0.2436752802332737,8,1
113154,0.32020446536340147,17,1
113172,0.15973127240652296,33,2
113174,0.2976022601581284,32,2
113176,0.21390148440732584,45,2
113208,0.32183748556746805,4,1
113775,0.35681524630683414,4,1
113848,0.16855061160628684,10,1
113866,0.3242291655155617,9,1
113874,0.2162522759950012,8,1
113891,0.25065462274936157,32,2
113921,0.31332982042402535,5,1
113922,0.31291845958450254,4,1
114509,0.3200745768506768,2,1
114579,0.29708026307399804,16,1
114580,0.25761791475390194,9,1
114586,0.26667920491696745,8,1
114587,0.26602565407744355,11,1
114589,0.3198537695502273,5,1
114590,0.27865272031020577,51,3
115203,0.35425960532049855,18,1
115264,0.37489854055425154,19,1
115273,0.17095658312401762,69,3
115286,0.21969499404761486,10,1
115293,0.3021938533944939,16,1
115295,0.26812112829934265,9,1
115299,0.2939928460247335,8,1
115300,0.34905231622826577,9,1
115304,0.29229634897110196,10,1
115346,0.612570856719798,6,1
115912,0.32693227861120744,17,1
115990,0.15086666044262415,36,2
116036,0.2846363113679183,21,1
116702,0.07023783553887492,22,1
116704,0.19796196302746677,36,2
116705,0.12176483520544082,32,2
116733,0.48807438508395584,19,1
117349,0.292153362349739,19,1
117427,0.11561275561353548,19,1
117428,0.2050769217201406,17,1
117443,0.15974025086705448,15,1
118065,0.4235115286175448,12,1
118105,0.19869551820018586,24,1
118142,0.1987035423776017,17,1
118144,0.2472624480022249,21,1
118153,0.24947598122937498,15,1
118154,0.32956285741409275,10,1
118204,0.3172794560096035,61,3
118206,0.3165528679657638,31,2
118821,0.04409777633765564,42,2
118868,0.3221671845928687,12,1
119572,0.19723497076749388,25,1
119612,0.37674582453853855,14,1
120253,0.2557855480422755,35,2
120981,0.2555421974264833,20,1
120982,0.23182578727625391,25,1
121022,0.28158740579958796,34,2
121025,0.2101987972439771,15,1
123072,0.3239726591851807,2,1
123073,0.35849911128550505,2,1
123087,0.281464559803001,11,1
123128,0.18361191910095026,54,3
123144,0.3258989316416581,46,2
123781,0.21031606667900477,11,1
123783,0.2603398941865722,10,1
123813,0.4054561577584139,28,2
123817,0.14708949370879443,22,1
123818,0.07766500526646937,22,1
123819,0.04783086290701212,14,1
123833,0.1825134974249527,23,1
123843,0.17265022590866277,58,3
123845,0.14135964779869964,45,2
123847,0.21852372662581582,24,1
123850,0.22865385523436893,54,3
124495,0.12971369324312015,4,1
124501,0.25239288310953756,8,1
124513,0.3889323319000395,9,1
124533,0.15503068863436462,86,4
124535,0.1593385318534536,42,2
124537,0.23319137117345767,45,2
124556,0.13227237955088172,53,3
124557,0.13357888419904607,54,3
124560,0.19920115783727632,31,2
124564,0.10573306121360727,54,3
124569,0.2501332438795561,59,3
124576,0.16795659258938328,51,3
124577,0.20739442229321914,28,2
124579,0.1608715371143199,30,2
125227,0.22760777170942773,8,1
125242,0.26129547806478015,40,2
125243,0.14394847980947578,24,1
125250,0.17039938229940343,17,1
125251,0.29257343674478653,18,1
125255,0.08860963836547349,52,3
125272,0.17370320808318188,55,3
125275,0.19369685240933265,31,2
125277,0.10907388912934443,34,2
125278,0.21059272678929514,51,3
125286,0.1364319569680531,43,2
125287,0.1761922235063589,41,2
125290,0.20185182891031578,20,1
125299,0.1493007538514176,44,2
125300,0.15779657348030462,46,2
125959,0.16015714209606213,18,1
125963,0.24756475955048424,46,2
125965,0.18209819300968225,29,2
125969,0.11252948523565494,52,3
125970,0.16953015203366276,39,2
125981,0.05851964054209641,50,2
125990,0.15488901283127265,31,2
125992,0.2022341738455224,49,2
125993,0.16970703020429223,29,2
125995,0.12456251984915598,27,2
126005,0.14629585973871306,47,2
126006,0.1755064856925124,89,4
126007,0.17937795072160156,45,2
126012,0.2470222523660195,55,3
126655,0.32148307291087014,8,1
126669,0.22492614556404822,10,1
126672,0.14329316243338272,27,2
126673,0.12510690980745473,28,2
126674,0.15294624940226836,21,1
126676,0.17887430088152279,23,1
126694,0.09503017059900638,48,2
126698,0.11313321723009764,47,2
126699,0.11998979804929961,44,2
126700,0.15574104693050927,26,2
126703,0.09013081049073225,22,1
126704,0.10086564063601008,59,3
126708,0.1365569085646182,20,1
126711,0.18546988296076364,36,2
126713,0.1753873842428721,27,2
126714,0.14531507896859092,33,2
126715,0.21663260933583023,22,1
126716,0.20350923920683484,23,1
126719,0.18213577887201043,50,2
126747,0.21550891251810778,9,1
127368,0.20136770188378775,12,1
127393,0.1846643714020812,64,3
127396,0.07479806437079975,53,3
127408,0.124364704648775,48,2
127419,0.13684984214464635,31,2
127420,0.17526158503754297,31,2
127427,0.3045377838125753,33,2
127429,0.13646442032242437,22,1
127430,0.1744357874879668,22,1
127432,0.12347726536495912,39,2
127433,0.17925582965769685,38,2
127435,0.10906412336004868,25,1
127437,0.19551014022960214,34,2
127438,0.17693482194265503,55,3
127439,0.16929116405036315,20,1
127447,0.2658913377218906,15,1
128098,0.2299360445143174,56,3
128099,0.22356336646453995,44,2
128100,0.19126437170466698,54,3
128111,0.14367321918181622,26,2
128115,0.15679379087249015,32,2
128122,0.19394919692014337,39,2
128124,0.14141527674376886,34,2
128131,0.17566230716075515,25,1
128132,0.13196511475069284,33,2
128135,0.08488071350769717,40,2
128147,0.14076823357800933,36,2
128795,0.1041406443351617,16,1
128805,0.17050480660986006,17,1
128807,0.1492667551198945,30,2
128811,0.30533285279062966,60,3
128813,0.14359681317721296,52,3
128814,0.17204169015116794,54,3
128821,0.09869082563421795,38,2
128823,0.1063846291990529,48,2
128830,0.11088766873139816,32,2
128838,0.1159206899996752,31,2
128840,0.16855810155137818,41,2
