home_grid,ses,avg_dis
90989,3,11.294
90990,3,10.72
90992,5,10.644
91627,1,8.692
91628,1,8.335
91629,1,11.568
91630,10,11.41
91631,2,12.873
91632,3,12.915
91633,2,13.552
91634,2,13.81
91635,2,9.647
91636,1,12.339
91637,1,9.129
91638,1,11.41
91639,1,9.317
91642,2,13.457
91649,12,15.568
91650,12,16.708
91651,13,14.957
91652,13,13.677
91653,23,13.65
91654,23,13.826
91698,7,9.961
91699,19,10.785
91700,17,11.331
91703,11,12.55
91704,9,9.743
91706,4,9.3
91714,12,12.622
92343,1,10.628
92345,1,13.83
92347,1,11.257
92348,2,12.805
92349,2,10.373
92350,2,13.164
92351,2,13.838
92352,1,13.014
92357,17,10.891
92358,17,11.26
92364,12,17.664
92365,11,13.484
92366,11,11.483
92367,27,11.919
92411,10,10.292
92412,7,9.023
92413,29,9.83
92414,27,10.947
92415,7,12.885
92416,7,11.663
92418,14,11.69
92419,3,11.706
92420,9,9.666
92421,9,10.622
92422,5,10.242
92428,13,9.737
92429,12,7.616
93057,2,12.148
93059,1,11.038
93063,2,10.215
93064,2,12.668
93065,1,12.712
93066,2,11.224
93067,1,9.955
93071,17,9.109
93072,17,9.136
93079,9,13.18
93080,20,12.377
93081,24,12.825
93127,21,9.704
93128,21,10.283
93129,5,9.969
93130,5,8.321
93133,2,11.282
93134,6,10.043
93773,1,11.547
93774,1,12.409
93776,1,8.966
93777,2,11.709
93778,1,13.181
93779,2,14.174
93780,1,15.908
93781,1,12.058
93782,1,6.815
93784,2,7.188
93785,2,8.962
93793,4,14.346
93794,4,12.553
93843,5,6.828
93844,5,9.641
93845,4,9.829
93846,13,10.787
93847,2,10.116
93848,3,11.015
93850,3,9.237
93851,3,8.157
93856,4,7.734
94488,1,11.605
94493,1,13.392
94494,1,11.692
94498,2,11.635
94499,2,10.622
94504,4,14.564
94505,1,13.002
94507,4,13.57
94508,4,13.859
94558,12,8.432
94562,8,11.241
94570,5,9.579
95204,2,11.389
95205,6,7.375
95206,6,9.595
95207,1,10.524
95218,4,10.668
95264,28,8.259
95265,15,9.103
95266,4,13.186
95272,12,12.317
95274,3,11.602
95275,3,11.641
95276,45,6.731
95282,13,8.674
95283,13,9.433
95917,1,9.274
95918,1,12.223
95919,1,11.19
95921,1,8.833
95923,1,10.682
95924,1,11.12
95925,1,8.248
95928,16,9.332
95929,16,7.91
95933,6,12.813
95978,12,6.918
95979,4,10.112
95980,4,12.96
95981,18,10.686
95986,12,10.403
95988,4,9.973
96036,79,6.742
96037,79,8.504
96054,12,6.925
96055,12,14.824
96056,13,15.543
96062,2,12.355
96632,1,12.965
96633,1,13.247
96636,1,12.459
96637,1,14.103
96638,1,12.617
96639,1,9.755
96645,3,15.528
96646,3,10.7
96647,1,14.47
96692,6,7.616
96693,6,8.661
96694,18,11.216
96695,18,9.738
96698,12,10.652
96699,22,9.852
96700,22,11.44
96701,6,11.274
96702,4,9.862
96710,4,8.291
96711,4,11.069
96770,13,14.517
96771,8,12.858
96773,18,9.827
96774,18,12.853
96776,2,12.361
97347,1,13.323
97348,1,13.099
97349,1,11.0
97351,1,9.397
97360,1,12.357
97407,10,8.254
97408,18,8.89
97409,18,10.987
97410,6,11.614
97411,9,12.881
97412,23,11.665
97413,23,11.209
97414,22,12.528
97415,6,10.199
97416,7,9.959
97424,4,10.787
97425,4,10.422
97464,72,11.533
97465,72,12.567
97466,66,12.256
97484,3,14.478
97487,18,8.09
97488,18,11.277
98062,3,12.79
98063,4,13.359
98064,1,12.586
98069,3,11.479
98070,3,11.675
98083,4,8.714
98086,25,15.143
98119,5,10.081
98120,9,9.353
98121,11,9.528
98122,29,9.677
98123,29,10.868
98124,25,11.774
98125,17,12.504
98126,30,11.724
98127,23,11.342
98128,8,10.765
98129,6,11.943
98130,7,8.497
98138,7,11.41
98178,63,10.13
98180,59,12.672
98198,3,13.409
98199,10,13.529
98200,4,14.25
98201,4,9.739
98778,1,10.767
98779,1,12.566
98783,4,11.698
98784,10,12.769
98797,4,16.004
98799,20,12.37
98800,25,13.41
98802,12,12.789
98833,12,9.833
98834,9,12.067
98835,11,12.007
98836,29,9.253
98837,29,10.114
98838,46,9.817
98839,14,10.946
98841,20,10.792
98842,20,11.711
98848,3,10.089
98849,3,12.32
98892,63,11.135
98896,29,13.405
98897,41,10.44
98898,41,10.072
98914,4,14.665
98915,4,13.955
99493,1,11.411
99498,1,13.161
99511,16,13.416
99512,20,14.418
99513,18,15.227
99514,18,13.819
99515,15,12.333
99516,12,10.914
99547,42,9.471
99548,42,11.65
99549,18,11.027
99550,18,9.632
99553,34,10.933
99555,20,9.13
99556,20,10.485
99557,18,9.105
99606,59,11.881
99607,59,10.939
99610,29,11.681
99612,32,11.689
99628,2,14.277
100208,5,14.279
100209,5,10.813
100211,1,13.031
100212,3,13.159
100213,2,12.189
100219,22,14.379
100225,16,15.637
100226,19,15.475
100229,22,12.637
100230,18,12.49
100262,52,10.996
100264,39,10.153
100268,7,11.433
100269,4,10.07
100270,10,10.404
100271,10,9.473
100282,5,6.196
100283,5,10.582
100304,12,6.992
100305,14,7.955
100320,37,11.252
100321,37,11.753
100323,31,11.441
100324,28,11.287
100326,32,12.001
100327,27,9.538
100341,12,14.074
100342,12,14.987
100343,4,12.208
100926,3,11.437
100927,3,12.527
100930,14,10.981
100932,24,11.415
100939,12,13.848
100940,16,15.553
100943,16,13.542
100976,19,9.559
100977,18,9.645
100982,7,8.898
100983,4,10.717
100988,3,9.993
100996,5,10.076
100997,5,11.05
101018,11,7.342
101019,11,7.453
101020,12,8.002
101024,11,12.757
101034,30,9.702
101035,30,12.02
101036,28,11.532
101037,28,12.042
101038,32,12.246
101039,32,11.698
101040,27,11.135
101041,27,8.851
101042,27,11.064
101056,4,12.362
101057,4,12.307
101638,2,12.792
101642,4,8.589
101644,14,11.869
101645,14,9.795
101647,1,10.818
101654,8,13.276
101655,1,15.723
101656,1,14.66
101690,35,9.577
101691,44,11.337
101694,26,10.682
101695,26,11.151
101696,43,9.097
101698,33,9.462
101699,33,9.677
101713,3,11.606
101732,11,7.457
101734,31,8.216
101737,6,9.898
101738,14,9.918
101739,27,10.462
101753,28,10.288
101754,28,10.893
101755,30,11.594
101756,27,10.944
102353,2,14.273
102356,4,12.306
102361,1,12.758
102368,8,10.789
102369,3,11.741
102370,15,12.211
102371,11,10.755
102372,11,9.47
102405,35,10.959
102410,43,10.696
102412,59,8.833
102413,59,8.438
102427,3,11.534
102428,4,10.274
102448,31,10.046
102468,28,9.994
102469,33,9.69
102470,49,10.282
102471,55,10.021
103067,2,13.592
103070,1,15.595
103074,20,9.882
103075,21,11.456
103076,15,9.607
103082,8,13.351
103083,16,13.272
103084,15,11.209
103085,12,12.719
103086,11,13.873
103125,25,11.333
103126,59,9.862
103127,59,8.363
103133,1,10.1
103134,1,8.611
103211,7,14.093
103212,7,13.198
103213,11,12.09
103784,1,14.106
103785,2,14.046
103786,2,14.725
103789,12,11.217
103790,10,12.537
103791,9,7.043
103833,40,7.215
103834,32,9.232
103835,32,9.444
103836,22,12.166
103837,12,11.279
103838,27,10.37
103840,18,11.07
103841,18,11.35
103926,2,13.794
103927,4,14.142
104498,2,10.944
104499,2,11.222
104502,11,15.006
104503,11,13.514
104515,2,13.528
104548,23,7.928
104550,12,10.336
104551,42,10.375
104552,42,10.402
104553,15,9.435
104555,14,8.876
104556,32,9.372
104583,3,10.118
104591,48,8.484
104641,3,12.355
105229,7,14.064
105262,23,7.796
105264,46,9.09
105265,42,9.316
105266,42,10.499
105297,3,6.765
105303,9,7.755
105304,48,9.599
105305,48,11.807
105335,28,15.328
105943,7,10.148
105967,5,12.695
106017,9,9.442
106035,24,8.987
106057,47,9.614
106680,6,11.105
106681,5,11.758
106729,6,9.857
106730,8,9.794
106731,8,9.234
106773,41,12.786
107394,6,9.198
107395,4,9.735
107408,12,9.044
107409,12,9.52
107410,14,7.989
107411,14,8.196
107412,13,8.82
107440,13,9.864
107443,6,9.997
107444,8,8.518
107445,8,8.16
107458,51,11.603
107459,10,11.64
107460,44,11.724
107461,47,11.927
107462,22,11.752
108107,3,8.494
108108,3,9.404
108110,5,7.241
108111,5,8.895
108122,13,10.919
108123,13,8.173
108124,24,8.472
108126,25,8.471
108147,3,7.182
108152,20,10.733
108154,11,9.66
108155,11,8.524
108171,56,10.408
108172,77,7.634
108173,17,8.83
108174,53,12.195
108175,22,11.745
108176,22,12.228
108211,8,9.669
108776,10,8.911
108824,5,8.855
108825,5,11.068
108836,13,9.494
108838,24,8.387
108840,55,9.207
108841,12,9.894
108868,15,7.75
108886,57,6.177
108887,45,7.762
108888,7,9.93
108889,55,11.029
108891,29,8.861
108892,29,7.949
108924,9,11.019
108925,8,9.675
109490,10,9.526
109539,2,10.335
109550,15,10.035
109554,55,9.833
109555,6,9.741
109556,10,9.602
109561,11,10.833
109562,11,8.11
109563,41,8.327
109564,41,11.104
109604,45,10.108
109605,41,10.097
109607,50,11.185
109608,50,12.473
109611,52,10.572
110263,37,7.503
110264,19,8.775
110265,19,9.077
110266,21,9.429
110268,14,10.285
110269,12,10.031
110270,10,9.258
110271,16,8.047
110273,8,10.403
110274,5,10.946
110275,11,9.997
110276,11,9.506
110278,15,9.912
110279,15,8.942
110297,6,11.43
110315,25,6.853
110316,32,8.097
110317,32,10.183
110319,41,9.543
110320,47,10.43
110321,47,11.734
110322,50,10.735
110323,50,11.309
110979,15,7.56
110980,14,9.793
110982,37,9.848
110983,17,9.686
110984,12,9.589
110988,7,10.637
110990,17,10.422
110992,18,9.983
111010,18,6.316
111011,6,11.518
111012,6,9.539
111028,40,9.627
111029,40,9.978
111030,30,10.025
111034,47,10.477
111035,47,11.935
111036,50,11.419
111037,50,11.324
111654,7,10.184
111684,31,8.05
111685,23,8.55
111693,12,10.539
111694,12,9.935
111695,10,8.606
111696,10,7.258
111697,18,8.923
111698,13,6.14
111703,10,8.503
111704,17,9.358
111722,28,9.803
111723,38,9.613
111724,15,10.412
111735,16,9.707
111737,25,9.225
111741,30,10.071
111742,35,9.442
111743,27,9.211
111744,33,8.938
111745,30,11.286
111746,37,11.579
111747,14,10.238
111748,14,10.459
111772,15,11.051
111773,15,11.248
111775,48,9.804
111776,48,6.449
111777,5,8.44
112350,22,13.375
112351,22,8.906
112368,11,8.365
112409,14,7.855
112411,13,9.07
112417,10,8.942
112418,10,10.812
112423,6,8.17
112436,28,7.793
112438,15,10.086
112449,16,8.911
112450,17,10.349
112451,25,11.094
112452,25,10.266
112455,30,9.564
112456,31,9.912
112457,29,10.39
112458,42,9.471
112459,42,10.029
112460,37,10.614
112461,41,11.322
112462,33,11.685
112464,44,12.324
112465,18,11.69
112486,16,10.157
112490,4,7.274
112491,4,7.094
113065,18,13.209
113082,9,8.089
113083,26,8.285
113123,10,7.618
113124,8,9.243
113125,11,9.377
113136,5,9.391
113137,8,7.885
113150,25,8.699
113151,25,10.39
113153,17,10.032
113154,17,10.441
113160,12,10.762
113161,12,9.205
113162,15,8.786
113164,17,10.173
113165,25,9.891
113166,25,9.99
113170,31,8.718
113172,33,10.703
113173,14,9.968
113174,32,10.622
113175,30,12.631
113176,45,12.014
113177,29,11.883
113178,44,12.047
113179,27,11.963
113200,15,10.317
113201,15,9.849
113204,5,8.751
113205,5,7.145
113208,4,11.061
113774,4,9.075
113775,4,7.545
113776,15,9.405
113777,3,11.195
113778,3,10.606
113794,15,8.305
113795,15,9.898
113820,62,5.57
113839,6,6.299
113846,63,9.906
113847,21,8.929
113848,10,9.254
113849,10,8.931
113850,11,8.805
113864,25,8.241
113866,9,8.908
113867,13,8.588
113869,6,9.887
113870,6,9.255
113872,10,8.634
113874,8,10.776
113876,20,9.776
113877,42,9.802
113878,51,9.968
113886,38,9.988
113887,66,9.067
113888,66,12.003
113889,56,11.779
113890,36,12.946
113891,32,12.558
113892,33,12.69
113917,3,7.021
113918,3,6.971
113921,5,9.983
113922,4,11.472
114489,18,8.134
114490,15,7.858
114491,13,10.893
114492,13,10.424
114508,7,10.44
114509,2,7.878
114534,62,6.921
114559,69,7.602
114561,27,9.314
114571,11,8.926
114572,11,8.61
114576,12,9.599
114577,12,9.11
114579,16,8.637
114580,9,9.974
114581,8,9.752
114583,7,9.839
114584,8,9.037
114585,8,9.237
114586,8,9.813
114587,11,9.602
114588,6,10.876
114589,5,9.761
114590,51,10.69
114591,49,10.862
114592,59,10.965
114631,3,7.561
114632,3,7.009
114635,5,10.625
115203,18,10.402
115214,14,10.386
115222,2,9.53
115223,2,9.817
115264,19,6.229
115265,19,6.242
115273,69,10.17
115275,27,8.672
115277,30,7.889
115283,9,8.15
115284,9,6.639
115285,11,8.845
115286,10,9.525
115291,15,7.311
115293,16,7.989
115295,9,9.048
115298,17,8.67
115299,8,7.535
115300,9,8.737
115301,9,9.566
115303,6,8.17
115304,10,9.098
115305,10,11.033
115322,21,8.474
115345,6,6.917
115346,6,6.185
115347,6,9.267
115910,15,11.034
115911,18,11.201
115912,17,13.704
115916,15,8.632
115921,23,8.975
115936,9,10.348
115937,4,10.199
115986,32,10.206
115987,32,9.587
115988,22,8.487
115990,36,9.117
115991,30,7.648
115999,11,8.088
116000,11,9.958
116005,15,8.088
116017,23,10.106
116018,23,10.826
116019,19,10.237
116036,21,10.006
116635,19,9.114
116650,8,7.58
116651,4,7.631
116677,78,9.438
116679,49,9.788
116680,49,7.331
116681,50,7.596
116702,22,9.471
116704,36,8.309
116705,32,10.083
116713,14,9.09
116716,12,9.719
116729,31,9.347
116730,31,7.352
116731,23,10.702
116732,23,9.585
116733,19,9.154
116734,18,9.391
117349,19,11.58
117388,24,9.988
117389,24,10.502
117390,33,10.481
117391,24,9.246
117392,59,6.609
117393,54,9.212
117394,49,10.744
117426,19,8.799
117427,19,9.259
117428,17,8.592
117429,13,9.219
117430,16,7.501
117431,14,8.248
117439,15,9.4
117443,15,9.448
117444,15,8.404
117490,39,9.893
117492,49,10.768
118065,12,11.405
118066,12,9.675
118102,20,9.873
118103,31,10.997
118104,31,8.827
118105,24,8.822
118106,61,7.999
118107,54,9.062
118108,61,10.683
118119,19,7.97
118120,19,7.885
118140,16,9.074
118141,22,8.462
118142,17,8.644
118143,14,8.612
118144,21,8.061
118145,21,7.903
118152,41,9.887
118153,15,9.402
118154,10,7.965
118157,23,8.233
118182,25,11.611
118183,25,10.564
118184,38,9.875
118204,61,11.207
118205,54,12.325
118206,31,13.793
118780,5,9.778
118815,56,10.593
118816,56,9.599
118817,29,9.563
118818,29,8.515
118821,42,10.264
118858,21,8.128
118859,20,7.706
118866,41,9.25
118867,13,9.093
118868,12,8.407
118896,15,9.857
118897,8,10.149
118898,38,10.049
118918,61,13.437
118919,20,7.69
118920,2,5.685
119505,1,9.461
119540,41,7.537
119541,70,7.558
119542,41,6.099
119547,18,7.881
119572,25,7.603
119573,25,6.483
119579,47,10.421
119581,15,5.887
119610,35,10.669
119611,8,10.568
119612,14,10.034
119613,14,10.299
119614,45,10.232
120219,1,10.137
120220,3,10.828
120253,35,8.199
120254,28,7.191
120255,33,8.252
120261,18,7.182
120262,39,8.684
120267,20,7.007
120268,20,7.167
120324,35,10.404
120325,35,11.97
120326,37,11.442
120327,38,9.017
120337,21,9.274
120933,3,10.321
120976,39,7.886
120981,20,7.309
120982,25,7.259
121004,7,6.579
121022,34,8.24
121023,31,9.344
121025,15,9.009
121041,38,10.597
121042,30,10.117
121050,49,6.742
121051,21,9.463
121647,4,8.6
121648,3,11.027
121690,19,7.882
121691,18,6.947
121695,25,7.976
121696,25,6.605
121738,13,9.324
121763,49,7.84
121765,48,9.252
122354,2,8.461
122355,2,10.28
122356,3,11.647
122358,1,8.887
122359,1,9.469
122389,8,10.336
123068,1,10.241
123070,2,7.951
123071,2,8.744
123072,2,8.739
123073,2,9.49
123085,7,8.249
123086,11,8.735
123087,11,8.408
123099,10,6.918
123102,40,8.317
123103,21,9.521
123104,33,10.998
123105,14,9.789
123106,38,7.201
123107,37,8.435
123128,54,9.865
123129,54,9.094
123130,48,8.646
123131,48,9.592
123133,39,9.379
123135,43,8.951
123144,46,6.581
123777,11,12.058
123778,10,7.771
123781,11,13.233
123782,10,11.592
123783,10,11.43
123786,1,10.553
123787,2,9.423
123799,10,6.513
123800,10,8.18
123801,11,6.929
123813,28,7.255
123816,29,9.447
123817,22,10.701
123818,22,9.821
123819,14,8.891
123820,44,8.058
123821,42,7.208
123822,45,7.644
123823,45,6.641
123833,23,8.473
123834,53,7.561
123842,59,10.274
123843,58,9.815
123844,48,9.685
123845,45,10.109
123846,49,9.406
123847,24,9.841
123848,40,9.886
123849,54,9.002
123850,54,9.096
123855,28,8.587
123856,25,8.675
123858,46,8.592
123860,54,9.888
123862,51,8.117
123864,30,8.718
123865,30,8.8
124495,4,13.238
124496,4,12.984
124501,8,9.376
124513,9,6.443
124514,9,6.238
124517,9,8.435
124518,7,8.292
124528,21,9.367
124529,18,9.327
124530,26,8.995
124531,29,8.919
124532,24,8.389
124533,86,8.697
124534,86,7.999
124535,42,8.469
124536,37,8.438
124537,45,8.193
124547,23,7.216
124548,53,7.694
124556,53,9.374
124557,54,9.485
124558,54,8.923
124559,38,9.754
124560,31,9.565
124561,22,9.434
124562,38,9.207
124563,38,9.83
124564,54,9.483
124567,24,8.579
124568,45,7.241
124569,59,8.343
124570,25,7.078
124572,48,8.424
124573,48,8.986
124574,48,9.421
124575,43,9.173
124576,51,7.993
124577,28,10.166
124578,37,9.359
124579,30,8.975
124582,61,6.357
124584,25,9.184
124651,4,12.096
124652,4,11.998
125209,3,12.102
125215,9,11.094
125227,8,7.138
125231,9,8.641
125241,25,8.814
125242,40,7.711
125243,24,8.908
125244,28,9.216
125245,27,9.51
125246,24,8.502
125247,86,6.917
125248,40,8.164
125249,30,8.336
125250,17,9.059
125251,18,10.449
125255,52,9.802
125256,52,9.9
125270,53,8.241
125271,53,9.28
125272,55,8.14
125273,32,9.505
125274,22,9.329
125275,31,8.745
125276,30,9.235
125277,34,10.022
125278,51,9.454
125279,29,9.37
125280,27,9.398
125281,27,9.378
125284,56,5.394
125286,43,9.174
125287,41,9.031
125288,41,9.289
125289,43,8.802
125290,20,8.563
125291,20,8.521
125292,37,9.669
125293,25,8.449
125297,18,8.723
125298,31,9.317
125299,44,9.894
125300,46,9.239
125305,24,8.89
125306,24,8.678
125940,8,6.584
125941,8,8.34
125955,16,8.378
125956,18,9.182
125957,33,7.035
125958,25,9.461
125959,18,9.885
125960,25,8.498
125961,15,9.616
125962,33,9.584
125963,46,7.255
125964,17,8.838
125965,29,8.323
125969,52,11.757
125970,39,11.763
125979,54,8.075
125980,62,9.743
125981,50,10.278
125982,56,9.725
125983,65,8.785
125984,24,8.556
125986,38,9.263
125987,41,9.603
125988,23,9.303
125989,39,9.975
125990,31,9.708
125992,49,9.607
125993,29,9.705
125994,29,9.207
125995,27,9.4
125996,48,9.005
125999,25,8.355
126001,22,9.206
126005,47,9.359
126006,89,9.757
126007,45,9.58
126012,55,8.825
126013,55,9.369
126018,18,9.222
126019,18,9.393
126654,10,9.057
126655,8,6.58
126669,10,8.272
126670,10,8.225
126671,30,6.967
126672,27,7.871
126673,28,9.242
126674,21,8.528
126676,23,8.071
126679,40,7.972
126680,68,8.439
126683,54,10.161
126688,31,8.201
126693,61,9.096
126694,48,9.319
126695,53,9.014
126696,58,8.789
126697,56,9.686
126698,47,9.536
126699,44,9.232
126700,26,9.0
126701,38,9.548
126702,35,10.412
126703,22,10.652
126704,59,11.083
126707,38,8.773
126708,20,9.21
126709,32,8.461
126710,36,9.052
126711,36,7.419
126712,24,6.071
126713,27,7.586
126714,33,9.399
126715,22,8.687
126716,23,8.869
126717,46,9.383
126718,54,9.939
126719,50,8.611
126720,27,9.258
126721,27,9.422
126724,21,8.087
126725,18,8.811
126726,55,8.806
126727,55,9.683
126746,13,9.264
126747,9,9.899
127367,20,9.851
127368,12,9.8
127383,47,7.898
127387,23,8.996
127388,21,8.703
127391,39,8.5
127393,64,9.739
127395,51,9.634
127396,53,9.817
127397,29,9.054
127398,22,8.911
127402,31,7.349
127407,57,7.924
127408,48,8.865
127409,56,8.706
127410,43,9.484
127411,57,9.128
127412,51,9.561
127413,44,9.418
127414,37,9.024
127415,41,8.8
127416,36,9.559
127417,23,8.382
127418,27,8.596
127419,31,8.876
127420,31,9.297
127421,40,8.734
127422,20,8.76
127423,32,5.772
127424,36,5.183
127425,36,5.577
127426,18,5.671
127427,33,6.77
127428,40,8.056
127429,22,9.346
127430,22,8.67
127432,39,9.609
127433,38,8.413
127434,62,9.125
127435,25,9.056
127437,34,8.975
127438,55,8.303
127439,20,8.704
127440,18,9.133
127447,15,8.49
127448,15,7.803
127478,37,9.084
127479,28,10.082
127480,25,10.395
127481,25,8.482
128081,13,8.984
128096,45,8.094
128097,54,8.458
128098,56,8.744
128099,44,8.08
128100,54,8.761
128107,43,10.736
128108,25,9.783
128109,46,9.105
128111,26,8.756
128112,29,7.677
128113,96,7.726
128115,32,7.56
128116,32,8.075
128117,31,7.618
128118,25,7.038
128121,55,8.609
128122,39,7.198
128123,39,7.814
128124,34,9.377
128125,31,8.602
128126,60,8.238
128127,32,8.307
128128,44,8.26
128129,39,9.391
128130,39,9.198
128131,25,9.249
128132,33,9.271
128134,33,8.977
128135,40,8.474
128143,30,9.247
128146,38,8.963
128147,36,8.284
128148,34,9.102
128149,26,9.441
128151,34,7.409
128152,52,8.328
128153,47,9.404
128192,37,9.15
128193,28,7.245
128194,25,9.504
128195,25,9.251
128781,3,11.668
128794,16,8.65
128795,16,10.378
128803,20,8.933
128804,20,8.626
128805,17,9.352
128806,13,8.927
128807,30,8.802
128810,52,8.043
128811,60,8.177
128812,51,9.247
128813,52,8.392
128814,54,8.854
128815,54,8.067
128820,40,9.966
128821,38,9.017
128822,40,9.92
128823,48,9.051
128824,31,8.928
128825,29,7.556
128827,96,7.354
128828,38,7.866
128829,38,7.791
128830,32,7.736
128831,31,7.398
128832,25,7.211
128836,39,5.953
128837,39,7.546
128838,31,7.527
128839,38,8.662
128840,41,8.086
128842,43,9.356
128843,39,9.349
128844,35,8.874
128845,19,8.803
128846,40,9.093
128847,22,9.038
128848,30,8.948
128850,49,8.958
128851,35,8.277
128857,50,8.263
128858,49,8.606
128860,20,8.909
128861,37,9.238
128862,15,9.228
128863,51,8.959
128864,29,9.092
128865,45,8.446
128866,28,8.125
128867,35,8.019
128909,17,10.686
128910,40,10.744
129517,20,9.24
129518,20,9.175
129519,13,8.818
129520,25,8.919
129524,47,8.119
129525,54,8.349
129526,49,7.993
129527,44,8.467
129530,46,8.704
129531,26,9.128
129537,52,8.442
129538,44,7.847
129554,42,7.467
129555,38,8.795
129556,40,8.723
129558,27,8.794
129560,36,8.899
129561,39,8.333
129563,26,8.705
129564,28,8.795
129565,41,7.715
129569,35,9.194
129571,36,8.327
129572,20,9.232
129573,24,7.869
129574,34,8.772
129575,33,8.88
129576,29,9.108
129577,30,9.354
129578,33,8.909
129579,45,9.176
129580,24,8.628
129581,30,8.054
129603,13,8.41
129611,13,10.314
129612,13,8.389
129622,13,10.111
129623,17,10.665
129624,40,11.161
130232,10,9.761
130233,7,9.733
130238,47,9.54
130239,50,8.109
130240,48,9.201
130241,37,9.066
130243,35,9.75
130244,39,9.329
130245,29,9.484
130246,29,8.976
130247,41,8.994
130256,51,6.33
130263,52,5.699
130264,52,6.353
130265,51,6.243
130269,38,7.488
130270,49,7.666
130271,30,9.235
130272,30,8.861
130273,39,9.042
130274,22,8.34
130275,28,8.933
130276,28,8.404
130277,29,8.9
130278,45,8.18
130280,24,8.16
130281,22,8.42
130282,20,8.368
130283,20,8.179
130284,30,8.69
130285,28,9.199
130286,24,9.163
130287,24,8.209
130288,20,9.172
130289,25,8.234
130290,20,7.987
130291,44,9.793
130292,30,9.51
130293,39,8.935
130294,36,8.75
130316,14,9.071
130317,17,9.951
130323,15,14.94
130332,24,8.861
130333,24,6.301
130336,10,10.297
130337,10,10.122
130338,21,11.087
130920,34,13.395
130943,14,8.55
130945,9,8.947
130954,37,8.884
130955,38,9.154
130956,44,8.861
130957,35,8.853
130958,41,8.791
130959,41,9.008
130960,45,8.502
130961,46,9.307
130963,45,8.702
130964,45,8.46
130973,54,6.463
130983,36,8.174
130986,30,8.292
130987,30,8.689
130988,32,8.679
130989,35,7.708
130990,31,7.782
130991,30,8.606
130992,29,8.707
130994,26,7.716
130995,26,8.12
130996,20,7.89
130997,29,8.566
130998,24,8.056
130999,35,9.008
131000,33,9.112
131001,28,9.432
131002,28,9.315
131003,24,8.798
131004,25,7.776
131005,36,8.967
131006,28,9.432
131007,27,8.643
131008,31,9.211
131009,31,8.991
131021,27,6.635
131022,27,7.39
131030,14,8.097
131031,17,8.986
131032,23,9.662
131050,10,9.508
131051,10,10.594
131633,25,10.53
131634,29,10.628
131661,12,8.341
131662,16,8.845
131668,29,9.878
131669,29,9.236
131670,45,8.661
131671,36,9.427
131672,40,9.026
131674,47,8.267
131675,46,8.912
131677,46,8.45
131678,45,8.684
131687,41,7.149
131688,41,5.838
131691,97,10.251
131693,91,7.89
131694,62,7.552
131695,62,6.831
131696,59,7.205
131697,31,7.149
131698,31,7.35
131702,32,8.951
131703,27,8.244
131704,31,8.427
131705,36,8.567
