visit_grid,ses1_fre,ses2_fre,ses3_fre,ses4_fre
85217,449.0,7.0,16.0,12.0
85218,650.0,106.0,68.0,176.0
85219,1747.0,195.0,251.0,82.0
85220,9603.0,370.0,436.0,498.0
85221,3497.0,69.0,50.0,95.0
85222,1913.0,812.0,768.0,926.0
85223,286.0,30.0,141.0,89.0
85224,128.0,12.0,8.0,4.0
85225,172.0,2.0,59.0,10.0
85226,280.0,3.0,303.0,182.0
85227,547.0,27.0,145.0,46.0
85228,850.0,43.0,124.0,111.0
85229,505.0,36.0,114.0,41.0
85230,197.0,9.0,31.0,53.0
85231,220.0,9.0,4.0,4.0
85232,43.0,9.0,3.0,1.0
85233,17.0,4.0,1.0,2.0
85234,32.0,14.0,18.0,0.0
85235,86.0,14.0,4.0,8.0
85236,46.0,12.0,9.0,1.0
85237,26.0,3.0,0.0,2.0
85238,14.0,2.0,1.0,5.0
85241,8.0,1.0,0.0,3.0
85242,0.0,1.0,4.0,0.0
85243,1.0,0.0,2.0,1.0
85244,2.0,1.0,0.0,0.0
85247,5.0,2.0,0.0,2.0
85248,5.0,0.0,1.0,1.0
85250,9.0,1.0,1.0,0.0
85254,54.0,7.0,0.0,0.0
85256,15.0,3.0,1.0,0.0
85258,37.0,0.0,1.0,9.0
85259,91.0,25.0,2.0,7.0
85260,96.0,33.0,6.0,7.0
85261,82.0,15.0,0.0,5.0
85262,36.0,5.0,0.0,0.0
