visit_grid,ses1_fre,ses2_fre,ses3_fre,ses4_fre
113182,1450.0,2020.0,543.0,399.0
113183,861.0,1212.0,395.0,340.0
113184,569.0,799.0,228.0,166.0
113185,795.0,677.0,86.0,140.0
113186,431.0,578.0,91.0,120.0
113187,566.0,382.0,108.0,113.0
113188,903.0,603.0,248.0,139.0
113189,2661.0,2312.0,643.0,537.0
113190,2037.0,1530.0,518.0,504.0
113191,1314.0,1536.0,553.0,374.0
113192,1278.0,1192.0,424.0,487.0
113193,3019.0,1193.0,500.0,373.0
113194,876.0,466.0,110.0,39.0
113195,1834.0,591.0,165.0,91.0
113196,777.0,496.0,125.0,155.0
113197,552.0,375.0,58.0,51.0
113198,224.0,114.0,6.0,34.0
113199,393.0,142.0,32.0,30.0
113200,1457.0,284.0,174.0,171.0
113201,3262.0,820.0,268.0,300.0
113202,3255.0,502.0,307.0,354.0
113203,3488.0,446.0,212.0,295.0
113204,6430.0,711.0,232.0,186.0
113205,9261.0,1088.0,564.0,327.0
113206,6952.0,895.0,285.0,309.0
113207,3089.0,621.0,95.0,333.0
113208,1739.0,225.0,109.0,229.0
113209,857.0,137.0,75.0,128.0
113210,787.0,91.0,45.0,22.0
113211,636.0,101.0,132.0,70.0
113212,429.0,180.0,63.0,47.0
113213,159.0,23.0,1.0,23.0
113214,153.0,13.0,50.0,12.0
113215,36.0,56.0,5.0,6.0
113216,15.0,10.0,0.0,10.0
113217,58.0,18.0,5.0,1.0
113218,20.0,15.0,15.0,2.0
113219,197.0,30.0,11.0,57.0
113220,160.0,27.0,12.0,42.0
113221,164.0,35.0,3.0,1.0
113222,66.0,6.0,31.0,30.0
113223,25.0,10.0,8.0,10.0
113224,80.0,15.0,5.0,4.0
113225,52.0,13.0,4.0,4.0
113762,118.0,19.0,35.0,62.0
113763,151.0,13.0,23.0,23.0
113764,142.0,32.0,92.0,56.0
113765,163.0,34.0,22.0,30.0
113766,121.0,103.0,103.0,104.0
113767,394.0,104.0,96.0,62.0
113768,272.0,184.0,101.0,117.0
113769,209.0,43.0,53.0,56.0
113770,316.0,39.0,88.0,96.0
113771,368.0,78.0,140.0,92.0
113772,566.0,68.0,84.0,112.0
113773,685.0,143.0,73.0,107.0
113774,1163.0,138.0,85.0,74.0
113775,2342.0,380.0,262.0,202.0
113776,1115.0,127.0,121.0,191.0
113777,1154.0,137.0,166.0,113.0
113778,2549.0,315.0,349.0,386.0
113779,4241.0,587.0,742.0,572.0
113780,1858.0,237.0,248.0,326.0
113781,423.0,74.0,107.0,79.0
113782,458.0,57.0,51.0,24.0
113783,163.0,10.0,30.0,8.0
113784,84.0,5.0,7.0,6.0
113785,97.0,48.0,41.0,9.0
113786,428.0,404.0,134.0,95.0
113787,333.0,283.0,41.0,48.0
113788,500.0,261.0,94.0,100.0
113789,202.0,115.0,16.0,29.0
113790,231.0,181.0,36.0,41.0
113791,486.0,69.0,100.0,128.0
113792,102.0,13.0,20.0,18.0
113793,262.0,15.0,24.0,31.0
113794,1157.0,110.0,32.0,42.0
113795,1218.0,125.0,171.0,209.0
113796,2196.0,535.0,324.0,460.0
113797,1256.0,656.0,102.0,376.0
113798,443.0,352.0,35.0,48.0
113799,155.0,34.0,10.0,13.0
113800,81.0,4.0,1.0,2.0
113801,32.0,10.0,3.0,2.0
113802,23.0,9.0,1.0,1.0
113803,30.0,6.0,3.0,1.0
113804,11.0,5.0,3.0,3.0
113805,10.0,5.0,2.0,3.0
113806,12.0,2.0,2.0,3.0
113807,16.0,5.0,2.0,2.0
113808,19.0,7.0,6.0,5.0
113809,129.0,38.0,16.0,20.0
113810,39.0,21.0,20.0,1.0
113811,28.0,8.0,9.0,14.0
113812,75.0,30.0,25.0,6.0
113813,77.0,21.0,19.0,8.0
113814,219.0,102.0,42.0,11.0
113815,133.0,9.0,22.0,12.0
113816,74.0,17.0,34.0,52.0
113817,144.0,41.0,58.0,41.0
113818,803.0,465.0,385.0,471.0
113819,2144.0,806.0,835.0,717.0
113820,534.0,137.0,419.0,175.0
113821,384.0,249.0,202.0,41.0
113822,463.0,337.0,281.0,119.0
113823,797.0,471.0,476.0,196.0
113824,389.0,624.0,99.0,206.0
113825,380.0,405.0,63.0,140.0
113826,445.0,336.0,69.0,111.0
113827,454.0,340.0,60.0,65.0
113828,809.0,297.0,62.0,138.0
113829,385.0,297.0,104.0,213.0
113830,564.0,199.0,58.0,72.0
113831,430.0,252.0,51.0,67.0
113832,182.0,54.0,24.0,19.0
113833,1006.0,184.0,144.0,74.0
113834,1630.0,427.0,105.0,43.0
113835,3253.0,809.0,162.0,52.0
113836,2283.0,670.0,155.0,192.0
113837,2184.0,609.0,221.0,175.0
113838,3716.0,271.0,162.0,290.0
113839,4757.0,880.0,681.0,881.0
113840,4017.0,643.0,196.0,336.0
113841,2478.0,379.0,235.0,237.0
113842,272.0,238.0,35.0,33.0
113843,278.0,153.0,128.0,61.0
113844,196.0,125.0,82.0,187.0
113845,932.0,564.0,541.0,219.0
113846,2495.0,784.0,403.0,206.0
113847,3684.0,3127.0,1091.0,487.0
113848,3423.0,1946.0,1041.0,1014.0
113849,1644.0,382.0,282.0,335.0
113850,1716.0,757.0,368.0,578.0
113851,1714.0,268.0,66.0,125.0
113852,1024.0,252.0,161.0,80.0
113853,802.0,121.0,121.0,69.0
113854,513.0,186.0,129.0,35.0
113855,407.0,143.0,243.0,28.0
113856,646.0,147.0,211.0,87.0
113857,659.0,114.0,49.0,23.0
113858,895.0,245.0,69.0,67.0
113859,1368.0,261.0,143.0,200.0
113860,5307.0,3187.0,704.0,1286.0
113861,4147.0,1077.0,527.0,1015.0
113862,4353.0,1560.0,996.0,1623.0
113863,5156.0,1808.0,1103.0,1560.0
113864,7106.0,2855.0,1223.0,1504.0
113865,16919.0,5583.0,1700.0,2134.0
113866,11937.0,4120.0,1240.0,1394.0
113867,5553.0,1997.0,308.0,367.0
113868,2227.0,547.0,76.0,92.0
113869,1954.0,300.0,231.0,136.0
113870,2430.0,683.0,197.0,292.0
113871,2717.0,430.0,207.0,193.0
113872,2537.0,526.0,160.0,167.0
113873,3035.0,413.0,239.0,85.0
113874,2454.0,424.0,317.0,274.0
113875,4045.0,853.0,822.0,314.0
113876,3098.0,1248.0,984.0,227.0
113877,5773.0,1284.0,1287.0,547.0
113878,9920.0,2989.0,1415.0,753.0
113879,4299.0,1342.0,621.0,356.0
113880,2059.0,441.0,188.0,228.0
113881,868.0,418.0,129.0,130.0
113882,418.0,369.0,83.0,69.0
113883,153.0,380.0,55.0,61.0
113884,244.0,541.0,112.0,92.0
113885,699.0,985.0,258.0,172.0
113886,965.0,1687.0,620.0,268.0
113887,883.0,2071.0,384.0,163.0
113888,910.0,2428.0,955.0,204.0
113889,3822.0,9546.0,1788.0,934.0
113890,2201.0,8388.0,4617.0,474.0
113891,3071.0,14682.0,1668.0,910.0
113892,7798.0,19566.0,4039.0,1837.0
113893,8066.0,14870.0,3370.0,1613.0
113894,4057.0,5358.0,1272.0,1149.0
113895,2144.0,2882.0,834.0,728.0
113896,1489.0,1453.0,484.0,357.0
113897,1550.0,1840.0,568.0,435.0
113898,1303.0,1228.0,349.0,330.0
113899,946.0,624.0,336.0,247.0
113900,446.0,487.0,81.0,95.0
113901,808.0,616.0,333.0,199.0
113902,2832.0,1403.0,713.0,614.0
113903,2715.0,2141.0,609.0,653.0
113904,1533.0,1503.0,444.0,276.0
113905,5879.0,3909.0,1717.0,1334.0
113906,3933.0,3015.0,1109.0,705.0
113907,3123.0,2126.0,2535.0,694.0
113908,3194.0,1757.0,898.0,443.0
113909,1726.0,1005.0,269.0,304.0
113910,888.0,560.0,160.0,307.0
113911,627.0,414.0,207.0,237.0
113912,1217.0,1182.0,409.0,353.0
113913,507.0,210.0,94.0,73.0
113914,996.0,178.0,72.0,87.0
113915,1351.0,452.0,108.0,122.0
113916,2038.0,477.0,230.0,213.0
113917,3282.0,645.0,250.0,209.0
113918,4419.0,567.0,312.0,276.0
113919,7322.0,1137.0,531.0,325.0
113920,5815.0,1139.0,388.0,480.0
113921,3307.0,357.0,240.0,229.0
113922,1426.0,192.0,147.0,113.0
113923,999.0,220.0,364.0,112.0
113924,742.0,125.0,117.0,47.0
113925,455.0,66.0,104.0,68.0
113926,134.0,61.0,18.0,18.0
113927,108.0,12.0,11.0,5.0
113928,109.0,26.0,3.0,3.0
113929,42.0,19.0,20.0,3.0
113930,46.0,21.0,14.0,14.0
113931,69.0,37.0,5.0,20.0
113932,39.0,66.0,4.0,8.0
113933,19.0,20.0,8.0,3.0
113934,60.0,23.0,11.0,6.0
113935,185.0,15.0,9.0,5.0
113936,97.0,33.0,5.0,5.0
113937,184.0,41.0,7.0,13.0
113938,83.0,10.0,1.0,14.0
113939,41.0,10.0,3.0,8.0
113940,32.0,6.0,4.0,3.0
114476,77.0,43.0,40.0,33.0
114477,60.0,9.0,13.0,23.0
114478,59.0,12.0,6.0,57.0
114479,81.0,17.0,23.0,41.0
114480,146.0,30.0,24.0,42.0
114481,248.0,62.0,51.0,27.0
114482,271.0,32.0,64.0,83.0
114483,303.0,34.0,92.0,36.0
114484,470.0,19.0,13.0,53.0
114485,395.0,53.0,61.0,79.0
114486,434.0,48.0,84.0,138.0
114487,690.0,109.0,115.0,73.0
114488,1794.0,156.0,132.0,162.0
114489,3702.0,433.0,583.0,370.0
114490,4264.0,315.0,319.0,338.0
114491,4138.0,279.0,309.0,409.0
114492,3523.0,369.0,497.0,389.0
114493,2597.0,528.0,515.0,643.0
114494,1281.0,199.0,393.0,232.0
114495,609.0,79.0,87.0,135.0
114496,445.0,73.0,56.0,38.0
114497,322.0,27.0,20.0,26.0
114498,245.0,98.0,16.0,42.0
114499,234.0,51.0,27.0,25.0
114500,579.0,406.0,94.0,166.0
114501,423.0,448.0,149.0,63.0
114502,443.0,291.0,84.0,90.0
114503,366.0,282.0,62.0,65.0
114504,208.0,104.0,85.0,160.0
114505,330.0,163.0,50.0,80.0
114506,310.0,54.0,61.0,56.0
114507,662.0,64.0,74.0,57.0
114508,2247.0,67.0,123.0,69.0
114509,2018.0,150.0,87.0,89.0
114510,1366.0,191.0,75.0,85.0
114511,911.0,95.0,220.0,186.0
114512,524.0,39.0,73.0,61.0
114513,429.0,67.0,42.0,115.0
114514,189.0,27.0,35.0,63.0
114515,31.0,8.0,4.0,2.0
114516,23.0,6.0,2.0,1.0
114517,24.0,4.0,1.0,4.0
114518,11.0,2.0,0.0,3.0
114519,14.0,4.0,2.0,2.0
114520,14.0,2.0,0.0,2.0
114521,11.0,5.0,2.0,6.0
114522,12.0,3.0,3.0,2.0
114523,17.0,15.0,1.0,1.0
114524,26.0,3.0,2.0,4.0
114525,83.0,45.0,13.0,11.0
114526,159.0,21.0,20.0,22.0
114527,196.0,113.0,22.0,27.0
114528,122.0,46.0,10.0,19.0
114529,67.0,22.0,16.0,5.0
114530,37.0,9.0,11.0,7.0
114531,69.0,15.0,28.0,9.0
114532,87.0,34.0,78.0,23.0
114533,2211.0,893.0,673.0,488.0
114534,1650.0,830.0,775.0,556.0
114535,685.0,474.0,793.0,236.0
114536,394.0,301.0,388.0,122.0
114537,876.0,443.0,274.0,175.0
114538,291.0,378.0,117.0,113.0
114539,335.0,465.0,53.0,55.0
114540,303.0,382.0,57.0,66.0
114541,446.0,245.0,242.0,79.0
114542,692.0,193.0,101.0,113.0
114543,347.0,131.0,64.0,125.0
114544,237.0,80.0,81.0,27.0
114545,289.0,80.0,53.0,32.0
114546,692.0,452.0,200.0,102.0
114547,374.0,68.0,24.0,32.0
114548,625.0,120.0,45.0,120.0
114549,1535.0,528.0,47.0,63.0
114550,2540.0,369.0,294.0,149.0
114551,2472.0,461.0,400.0,149.0
114552,2633.0,241.0,110.0,186.0
114553,2130.0,272.0,302.0,157.0
114554,1072.0,171.0,144.0,115.0
114555,2285.0,512.0,308.0,234.0
114556,409.0,377.0,132.0,114.0
114557,169.0,184.0,111.0,51.0
114558,600.0,1377.0,869.0,898.0
114559,1677.0,1320.0,1600.0,1349.0
114560,2625.0,2321.0,3560.0,750.0
114561,8098.0,5070.0,2070.0,1292.0
114562,7346.0,3910.0,1433.0,1539.0
114563,4575.0,1388.0,704.0,506.0
114564,2101.0,704.0,96.0,158.0
114565,868.0,300.0,58.0,47.0
114566,616.0,171.0,36.0,44.0
114567,876.0,140.0,75.0,15.0
114568,832.0,234.0,32.0,58.0
114569,1163.0,212.0,100.0,144.0
114570,1059.0,465.0,101.0,169.0
114571,1694.0,949.0,225.0,233.0
114572,8654.0,3470.0,1052.0,1147.0
114573,5545.0,1441.0,483.0,416.0
114574,4235.0,1516.0,853.0,635.0
114575,4728.0,1008.0,592.0,685.0
114576,5629.0,1534.0,1296.0,1912.0
114577,5214.0,1825.0,972.0,1502.0
114578,11918.0,3270.0,1362.0,1675.0
114579,9997.0,2546.0,994.0,1023.0
114580,10246.0,2142.0,1188.0,1080.0
114581,6492.0,1534.0,913.0,979.0
114582,4172.0,1607.0,405.0,487.0
114583,3834.0,742.0,531.0,343.0
114584,3574.0,638.0,186.0,278.0
114585,3261.0,525.0,263.0,159.0
114586,4581.0,726.0,552.0,400.0
114587,5291.0,885.0,812.0,282.0
114588,4957.0,724.0,468.0,246.0
114589,5273.0,1098.0,797.0,507.0
114590,6627.0,2221.0,672.0,959.0
114591,11978.0,5590.0,2914.0,1189.0
114592,24030.0,11138.0,3372.0,1766.0
114593,8040.0,3204.0,1503.0,744.0
114594,2466.0,1222.0,889.0,906.0
114595,941.0,845.0,368.0,187.0
114596,1032.0,453.0,138.0,101.0
114597,230.0,301.0,129.0,120.0
114598,200.0,400.0,128.0,85.0
114599,265.0,362.0,159.0,105.0
114600,400.0,519.0,130.0,116.0
114601,425.0,900.0,210.0,145.0
114602,1071.0,2219.0,1266.0,299.0
114603,4657.0,7694.0,5559.0,1234.0
114604,4758.0,10264.0,3598.0,1414.0
114605,3505.0,10506.0,2309.0,1210.0
114606,3324.0,9463.0,1674.0,1128.0
114607,14510.0,18287.0,5179.0,2605.0
114608,1242.0,1415.0,688.0,292.0
114609,697.0,823.0,288.0,275.0
114610,495.0,714.0,299.0,163.0
114611,1221.0,1635.0,453.0,387.0
114612,2511.0,2657.0,851.0,689.0
114613,1260.0,913.0,252.0,385.0
114614,342.0,297.0,71.0,132.0
114615,735.0,503.0,266.0,169.0
114616,2277.0,1388.0,548.0,498.0
114617,1313.0,1287.0,465.0,343.0
114618,4911.0,3317.0,1544.0,924.0
114619,921.0,816.0,350.0,128.0
114620,1238.0,939.0,254.0,124.0
114621,759.0,190.0,1057.0,118.0
114622,2343.0,1710.0,959.0,576.0
114623,1027.0,752.0,206.0,238.0
114624,400.0,264.0,203.0,68.0
114625,386.0,262.0,117.0,166.0
114626,723.0,210.0,186.0,71.0
114627,723.0,262.0,150.0,49.0
114628,576.0,120.0,160.0,55.0
114629,895.0,207.0,164.0,39.0
114630,1418.0,357.0,119.0,85.0
114631,1682.0,241.0,154.0,82.0
114632,3055.0,521.0,217.0,193.0
114633,3824.0,589.0,402.0,198.0
114634,4517.0,700.0,281.0,157.0
114635,3251.0,729.0,235.0,173.0
114636,2654.0,207.0,216.0,121.0
114637,509.0,148.0,75.0,114.0
114638,836.0,130.0,105.0,72.0
114639,311.0,40.0,33.0,40.0
114640,205.0,26.0,31.0,17.0
114641,29.0,37.0,7.0,12.0
114642,87.0,23.0,10.0,8.0
114643,110.0,50.0,29.0,28.0
114644,91.0,23.0,120.0,30.0
114645,75.0,28.0,50.0,25.0
114646,32.0,15.0,12.0,35.0
114647,49.0,48.0,12.0,63.0
114648,58.0,3.0,5.0,7.0
114649,141.0,5.0,7.0,15.0
114650,47.0,9.0,6.0,5.0
114651,19.0,9.0,3.0,5.0
114652,24.0,12.0,0.0,14.0
114653,22.0,4.0,14.0,2.0
114654,42.0,6.0,2.0,5.0
114655,37.0,17.0,7.0,2.0
115190,26.0,4.0,8.0,15.0
115191,30.0,9.0,10.0,19.0
115192,26.0,3.0,17.0,29.0
115193,161.0,28.0,32.0,126.0
115194,325.0,66.0,72.0,248.0
115195,125.0,79.0,35.0,301.0
115196,449.0,43.0,143.0,132.0
115197,325.0,48.0,65.0,109.0
115198,606.0,81.0,47.0,36.0
115199,337.0,92.0,39.0,61.0
115200,468.0,44.0,55.0,172.0
115201,622.0,89.0,129.0,146.0
115202,2825.0,295.0,342.0,385.0
115203,3726.0,384.0,482.0,256.0
115204,6637.0,465.0,662.0,792.0
115205,4928.0,525.0,545.0,586.0
115206,5527.0,469.0,504.0,453.0
115207,6520.0,782.0,876.0,1052.0
115208,3046.0,436.0,580.0,541.0
115209,364.0,80.0,107.0,64.0
115210,381.0,136.0,25.0,28.0
115211,487.0,61.0,81.0,50.0
115212,525.0,129.0,117.0,135.0
115213,533.0,98.0,53.0,58.0
115214,597.0,122.0,105.0,183.0
115215,876.0,278.0,348.0,315.0
115216,728.0,276.0,197.0,288.0
115217,393.0,94.0,88.0,185.0
115218,417.0,207.0,115.0,161.0
115219,323.0,146.0,157.0,115.0
115220,469.0,18.0,86.0,48.0
115221,763.0,76.0,177.0,28.0
115222,1352.0,72.0,178.0,265.0
115223,2321.0,301.0,183.0,310.0
115224,1643.0,217.0,88.0,223.0
115225,1034.0,97.0,52.0,104.0
115226,189.0,22.0,3.0,19.0
115227,185.0,91.0,80.0,102.0
115228,224.0,132.0,192.0,117.0
115229,85.0,161.0,18.0,72.0
115230,8.0,0.0,2.0,2.0
115231,28.0,2.0,1.0,1.0
115232,28.0,3.0,2.0,1.0
115233,5.0,6.0,0.0,6.0
115234,7.0,3.0,9.0,2.0
115235,8.0,2.0,3.0,3.0
115236,5.0,6.0,1.0,1.0
115237,15.0,4.0,0.0,1.0
115238,32.0,8.0,2.0,2.0
115239,80.0,20.0,15.0,25.0
115240,56.0,8.0,17.0,4.0
115241,264.0,92.0,92.0,19.0
115242,201.0,148.0,43.0,6.0
115243,130.0,15.0,12.0,13.0
115244,23.0,5.0,5.0,2.0
115245,50.0,8.0,11.0,4.0
115246,59.0,43.0,35.0,13.0
115247,558.0,169.0,106.0,96.0
115248,749.0,487.0,588.0,186.0
115249,932.0,294.0,420.0,167.0
115250,694.0,764.0,530.0,254.0
115251,1085.0,536.0,321.0,146.0
115252,766.0,785.0,230.0,212.0
115253,268.0,559.0,101.0,298.0
115254,309.0,311.0,73.0,99.0
115255,394.0,164.0,62.0,104.0
115256,187.0,80.0,113.0,100.0
115257,249.0,146.0,103.0,78.0
115258,131.0,59.0,40.0,16.0
115259,104.0,94.0,29.0,23.0
115260,1118.0,509.0,257.0,97.0
115261,528.0,184.0,50.0,52.0
115262,656.0,59.0,22.0,25.0
115263,1167.0,147.0,47.0,28.0
115264,3517.0,502.0,156.0,214.0
115265,3668.0,623.0,241.0,158.0
115266,2034.0,264.0,90.0,108.0
115267,800.0,193.0,49.0,44.0
115268,166.0,146.0,108.0,91.0
115269,347.0,192.0,53.0,37.0
115270,352.0,280.0,65.0,90.0
115271,268.0,324.0,139.0,88.0
115272,1204.0,2288.0,1036.0,547.0
115273,1265.0,2429.0,710.0,409.0
115274,2556.0,2371.0,2201.0,604.0
115275,6796.0,6144.0,1944.0,1660.0
115276,3816.0,5290.0,912.0,758.0
115277,2072.0,1926.0,374.0,469.0
115278,1042.0,1213.0,107.0,131.0
115279,664.0,444.0,119.0,67.0
115280,625.0,139.0,27.0,30.0
115281,537.0,166.0,60.0,23.0
115282,600.0,238.0,77.0,34.0
115283,1210.0,326.0,74.0,110.0
115284,1817.0,722.0,809.0,306.0
115285,4580.0,923.0,309.0,439.0
115286,7855.0,2237.0,771.0,920.0
115287,3177.0,490.0,432.0,195.0
115288,1355.0,434.0,121.0,162.0
115289,804.0,384.0,186.0,199.0
115290,3654.0,1488.0,907.0,1705.0
115291,2915.0,911.0,603.0,780.0
115292,2533.0,549.0,285.0,432.0
115293,2529.0,766.0,310.0,329.0
115294,3652.0,700.0,215.0,320.0
115295,2892.0,559.0,132.0,225.0
115296,2671.0,739.0,140.0,110.0
115297,4977.0,1435.0,712.0,524.0
115298,3907.0,718.0,247.0,359.0
115299,4647.0,595.0,328.0,343.0
115300,4680.0,534.0,316.0,150.0
115301,4757.0,728.0,265.0,270.0
115302,5997.0,521.0,370.0,213.0
115303,4454.0,811.0,337.0,288.0
115304,7434.0,1570.0,1736.0,257.0
115305,10766.0,4039.0,1651.0,982.0
115306,12298.0,4419.0,2125.0,651.0
115307,4182.0,2000.0,1060.0,377.0
115308,1318.0,545.0,421.0,112.0
115309,1003.0,494.0,197.0,142.0
115310,787.0,451.0,201.0,105.0
115311,634.0,473.0,205.0,101.0
115312,293.0,140.0,94.0,81.0
115313,215.0,167.0,82.0,58.0
115314,158.0,146.0,84.0,42.0
115315,76.0,202.0,59.0,43.0
115316,184.0,440.0,98.0,146.0
115317,413.0,1345.0,321.0,105.0
115318,1356.0,2515.0,781.0,665.0
115319,1834.0,2671.0,1186.0,484.0
115320,990.0,1929.0,525.0,338.0
115321,1358.0,1886.0,364.0,361.0
115322,1177.0,1297.0,586.0,443.0
115323,1790.0,1681.0,684.0,571.0
115324,890.0,1215.0,466.0,351.0
115325,514.0,526.0,225.0,146.0
115326,296.0,321.0,100.0,93.0
115327,489.0,494.0,242.0,195.0
115328,218.0,319.0,104.0,38.0
115329,288.0,185.0,72.0,96.0
115330,1482.0,1144.0,458.0,211.0
115331,889.0,950.0,265.0,153.0
115332,2066.0,1443.0,341.0,415.0
115333,1721.0,1434.0,799.0,605.0
115334,3397.0,2527.0,1042.0,631.0
115335,474.0,226.0,353.0,158.0
115336,463.0,196.0,140.0,41.0
115337,381.0,228.0,127.0,71.0
115338,467.0,368.0,118.0,169.0
115339,687.0,116.0,152.0,103.0
115340,426.0,197.0,174.0,73.0
115341,522.0,200.0,135.0,40.0
115342,422.0,114.0,36.0,35.0
115343,612.0,244.0,36.0,49.0
115344,972.0,232.0,111.0,298.0
115345,1188.0,188.0,88.0,27.0
115346,2251.0,439.0,162.0,108.0
115347,2613.0,565.0,200.0,228.0
115348,3749.0,615.0,274.0,179.0
115349,2335.0,275.0,167.0,86.0
115350,2408.0,343.0,166.0,122.0
115351,1366.0,470.0,173.0,113.0
115352,566.0,106.0,139.0,152.0
115353,163.0,34.0,30.0,19.0
115354,205.0,52.0,21.0,2.0
115355,179.0,44.0,93.0,61.0
115356,105.0,11.0,11.0,8.0
115357,144.0,17.0,3.0,8.0
115358,15.0,20.0,7.0,5.0
115359,46.0,7.0,7.0,5.0
115360,11.0,1.0,1.0,2.0
115361,1.0,5.0,2.0,1.0
115362,6.0,4.0,0.0,2.0
115363,8.0,0.0,1.0,2.0
115364,15.0,4.0,0.0,0.0
115365,20.0,15.0,1.0,4.0
115366,6.0,7.0,2.0,3.0
115367,20.0,2.0,3.0,4.0
115368,37.0,1.0,0.0,0.0
115369,11.0,2.0,4.0,9.0
115370,18.0,3.0,2.0,5.0
115904,12.0,6.0,14.0,10.0
115905,18.0,5.0,15.0,12.0
115906,21.0,1.0,12.0,2.0
115907,16.0,23.0,11.0,16.0
115908,301.0,46.0,34.0,325.0
115909,528.0,156.0,123.0,528.0
115910,430.0,167.0,88.0,179.0
115911,1105.0,25.0,84.0,99.0
115912,779.0,81.0,118.0,185.0
115913,1098.0,99.0,81.0,176.0
115914,710.0,91.0,83.0,149.0
115915,1619.0,248.0,305.0,383.0
115916,2499.0,438.0,363.0,505.0
115917,3466.0,276.0,312.0,500.0
115918,4439.0,1004.0,563.0,912.0
115919,5840.0,806.0,861.0,1404.0
115920,5930.0,746.0,607.0,788.0
115921,6660.0,540.0,775.0,813.0
115922,1622.0,243.0,135.0,207.0
115923,661.0,138.0,132.0,188.0
115924,401.0,50.0,61.0,79.0
115925,225.0,98.0,65.0,27.0
115926,305.0,56.0,21.0,25.0
115927,295.0,33.0,94.0,46.0
115928,454.0,55.0,111.0,121.0
115929,731.0,89.0,95.0,715.0
115930,893.0,263.0,219.0,245.0
115931,526.0,273.0,269.0,332.0
115932,328.0,151.0,127.0,161.0
115933,353.0,148.0,86.0,80.0
115934,357.0,97.0,117.0,71.0
115935,667.0,80.0,63.0,84.0
115936,1322.0,141.0,185.0,181.0
115937,1623.0,204.0,218.0,239.0
115938,1283.0,137.0,165.0,229.0
115939,2210.0,274.0,282.0,227.0
115940,349.0,36.0,13.0,65.0
115941,162.0,49.0,33.0,32.0
115942,373.0,127.0,158.0,102.0
115943,227.0,92.0,68.0,153.0
115944,27.0,6.0,3.0,9.0
115945,35.0,9.0,3.0,3.0
115946,14.0,6.0,3.0,3.0
115947,23.0,3.0,2.0,5.0
115948,19.0,5.0,2.0,4.0
115949,19.0,6.0,3.0,5.0
115950,17.0,6.0,3.0,1.0
115951,13.0,7.0,4.0,2.0
115952,56.0,64.0,14.0,57.0
115953,96.0,27.0,15.0,12.0
115954,81.0,16.0,7.0,7.0
115955,72.0,21.0,31.0,13.0
115956,227.0,90.0,100.0,13.0
115957,90.0,21.0,34.0,6.0
115958,124.0,59.0,33.0,14.0
115959,176.0,31.0,82.0,58.0
115960,313.0,357.0,109.0,119.0
115961,200.0,129.0,100.0,62.0
115962,601.0,517.0,348.0,208.0
115963,1470.0,724.0,724.0,307.0
115964,2093.0,1077.0,783.0,553.0
115965,778.0,785.0,287.0,148.0
115966,609.0,1509.0,308.0,289.0
115967,586.0,1622.0,352.0,182.0
115968,640.0,777.0,198.0,315.0
115969,661.0,357.0,378.0,163.0
115970,330.0,190.0,98.0,66.0
115971,595.0,387.0,293.0,553.0
115972,133.0,88.0,44.0,26.0
115973,147.0,104.0,58.0,9.0
115974,279.0,141.0,153.0,27.0
115975,1205.0,548.0,298.0,164.0
115976,1375.0,192.0,165.0,119.0
115977,1530.0,346.0,187.0,130.0
115978,4574.0,594.0,419.0,473.0
115979,7982.0,1499.0,697.0,482.0
115980,6208.0,1116.0,917.0,821.0
115981,1555.0,332.0,153.0,134.0
115982,498.0,233.0,79.0,66.0
115983,859.0,401.0,215.0,91.0
115984,406.0,179.0,57.0,32.0
115985,616.0,679.0,129.0,317.0
115986,971.0,1898.0,420.0,485.0
115987,2519.0,4021.0,2359.0,621.0
115988,7341.0,5695.0,2078.0,1378.0
115989,5340.0,5190.0,1237.0,698.0
115990,1429.0,2866.0,353.0,490.0
115991,1219.0,2449.0,432.0,356.0
115992,1043.0,1755.0,182.0,152.0
115993,1144.0,652.0,350.0,123.0
115994,705.0,447.0,66.0,126.0
115995,667.0,276.0,74.0,44.0
115996,448.0,285.0,60.0,49.0
115997,812.0,312.0,41.0,97.0
115998,2840.0,686.0,236.0,341.0
115999,4046.0,833.0,316.0,470.0
116000,6181.0,818.0,473.0,476.0
116001,3305.0,473.0,116.0,267.0
116002,1245.0,220.0,48.0,61.0
116003,701.0,268.0,62.0,255.0
116004,2378.0,530.0,540.0,503.0
116005,817.0,318.0,151.0,275.0
116006,968.0,238.0,92.0,196.0
116007,1355.0,531.0,178.0,132.0
116008,1435.0,658.0,189.0,261.0
116009,2855.0,581.0,390.0,187.0
116010,1437.0,376.0,127.0,125.0
116011,890.0,237.0,50.0,73.0
116012,1724.0,726.0,243.0,166.0
116013,1944.0,551.0,216.0,101.0
116014,3374.0,713.0,249.0,135.0
116015,4270.0,1338.0,525.0,427.0
116016,5526.0,1348.0,352.0,275.0
116017,8168.0,1628.0,759.0,473.0
116018,10059.0,2470.0,937.0,1130.0
116019,11629.0,4045.0,1983.0,1648.0
116020,5693.0,2283.0,1057.0,522.0
116021,4294.0,2191.0,1133.0,558.0
116022,919.0,369.0,176.0,51.0
116023,639.0,461.0,210.0,93.0
116024,1162.0,1115.0,376.0,257.0
116025,673.0,855.0,290.0,247.0
116026,176.0,294.0,89.0,40.0
116027,231.0,107.0,29.0,27.0
