visit_grid,isolation
8880,0.4687709155120118
12445,0.17547352007661804
13162,0.2007327419976861
14587,0.18046755132874998
14590,0.21740292126825794
15304,0.15275718065227967
16015,0.13192911526194198
16731,0.04802145137794488
16732,0.049400216133324834
17433,0.19285304483239077
17436,0.215396105813489
18860,0.22022935905266325
18861,0.14638383623605825
19574,0.20898281041388517
20284,0.4625540001416396
20290,0.14649676427244185
21010,0.3294882067434771
21011,0.4240783375238556
21012,0.6195856088714722
21014,0.21683120689810195
21017,0.2655168000431116
21719,0.4450914222604001
21720,0.2966785798843253
22434,0.12019801733762865
22435,0.2480170382079096
22437,0.2599749558145315
22438,0.3464617179950039
22442,0.15904068410794192
23152,0.3315372544571116
23860,0.26775150566429307
23862,0.3997221281596718
23866,0.5146692571977254
24575,0.3170474373528423
24579,0.47364481619247917
24580,0.3972798895202735
25290,0.4150233468576432
26005,0.3809591855650991
26720,0.4130814238260203
26761,0.20934325867728765
27434,0.5287179364776272
30994,0.3568041822013293
32256,0.3441992644600469
32422,0.5605216228265715
33870,0.651902078196548
35278,0.5508354819516066
36045,0.3090959284721975
36046,0.4892386246122027
36063,0.3090454818711851
36706,0.6225523295070899
36718,0.6687803729907099
36720,0.3705231089314906
36759,0.4631886935947271
36760,0.46406882591093124
36776,0.21881360408930597
37435,0.23406333162430723
37482,0.4172903988468243
37483,0.5934761955030086
37492,0.26608537946428573
38195,0.49548977109711223
38204,0.1616284201235657
38847,0.4257829730921924
38916,0.3023929937091403
39554,0.5105466087590548
39566,0.2454839579401456
39626,0.48764817859306053
40271,0.6801886792452829
40351,0.2819615836638754
41694,0.5456252346977093
41774,0.478519255970824
41775,0.2735265583313121
41778,0.3595821626440089
42363,0.4999169356369851
42494,0.35902356238468797
43208,0.30611766952852154
43854,0.2683547695605573
44501,0.5589184010016645
44561,0.5562751784930796
45136,0.26488163203166626
45261,0.5518349420609912
45263,0.8282657657657657
45264,0.6498810467882632
45829,0.4768813768979656
45910,0.14761234761423622
45973,0.6614836692147325
45976,0.4183365259011044
45978,0.48898777671379484
46690,0.2672546247925758
46698,0.7925988068605517
47409,0.2874749498997996
48072,0.5807698900973315
48101,0.5862732785828775
48118,0.5164353760687469
48143,0.6228994192512048
48787,0.6851764890036784
48857,0.3482510288065843
48898,0.5280178422079733
48901,0.6143753452766159
49525,0.3022469904101204
49615,0.45493013285878947
