fnid,shopping_mall_count,library_count,museum_count,hospital_count,gym_count,university_count,park_count,outdoor_count,bus_station_count,subway_station_count,train_station_count
78108,4,0,0,0,0,0,0,0,6,0,0
78109,4,0,0,0,0,0,0,0,7,0,0
78110,4,0,0,0,0,0,0,0,11,0,0
78111,6,0,0,1,0,0,0,0,14,0,0
78112,11,0,0,1,0,0,0,0,16,0,0
78113,13,0,0,1,0,0,0,0,18,0,0
78114,13,0,0,1,0,0,0,0,19,0,0
78115,14,0,0,1,0,0,0,0,20,0,0
78116,14,0,0,1,0,0,0,0,19,0,0
78117,15,0,0,1,0,0,0,0,18,0,0
78118,15,0,0,1,0,0,0,0,18,0,0
78119,15,0,0,1,0,0,1,0,19,0,0
78120,15,0,0,1,0,0,1,0,19,0,0
78817,4,0,0,0,0,0,0,0,8,0,0
78818,4,0,0,0,0,0,0,0,9,0,0
78819,3,0,0,0,0,0,0,0,6,0,0
78820,4,0,0,0,0,0,0,0,5,0,0
78821,4,0,0,0,0,0,0,0,7,0,0
78822,4,0,0,0,0,0,0,0,7,0,0
78823,4,0,0,0,0,0,0,0,9,0,0
78824,4,0,0,1,0,0,0,0,14,0,0
78825,10,0,0,1,0,0,0,0,17,0,0
78826,17,0,0,1,0,0,0,0,20,0,0
78827,18,0,0,1,0,0,0,0,21,0,0
78828,19,0,0,1,0,2,0,0,21,0,0
78829,20,0,0,1,0,3,0,0,22,0,0
78830,21,0,0,1,0,5,0,0,23,0,0
78831,18,0,0,1,0,7,0,0,21,0,0
78832,15,0,0,1,0,6,1,0,20,0,0
78833,15,0,0,1,0,6,1,0,20,0,0
78834,15,0,0,1,0,3,1,0,19,0,0
78835,15,0,0,1,0,0,2,0,24,0,0
78836,15,0,0,1,0,0,2,0,24,2,0
78837,14,0,0,1,0,0,2,0,25,3,0
78838,14,0,0,1,0,0,2,0,26,3,0
78839,16,0,0,1,0,0,2,0,27,3,0
78840,16,0,0,1,0,0,2,0,26,3,0
78841,17,0,0,1,0,0,2,0,27,3,0
79516,4,0,0,0,0,3,1,1,13,0,0
79517,4,0,0,0,0,1,1,1,13,0,0
79518,3,0,0,0,0,1,0,1,11,0,0
79519,3,0,0,0,0,1,0,1,11,0,0
79520,3,0,0,0,0,0,0,1,10,0,0
79521,3,0,0,0,0,0,0,1,10,0,0
79522,3,0,0,0,0,0,0,1,9,0,0
79523,3,0,0,0,0,0,0,1,8,0,0
79524,3,0,0,0,0,0,0,1,7,0,0
79525,3,0,0,0,0,0,0,0,7,0,0
79526,3,0,0,0,0,0,0,0,7,0,0
79527,4,0,0,0,0,0,0,0,8,0,0
79528,4,0,0,0,0,0,0,0,8,0,0
79529,4,0,0,0,0,0,0,0,8,0,0
79530,4,0,0,0,0,0,0,0,8,0,0
79531,4,0,0,0,0,0,0,0,8,0,0
79532,4,0,0,0,0,0,0,0,9,0,0
79533,3,0,0,0,0,0,0,0,10,0,0
79534,4,0,0,0,0,0,0,0,7,0,0
79535,4,0,0,0,0,0,0,0,7,0,0
79536,5,0,0,0,0,0,0,0,8,0,0
79537,7,0,0,0,0,0,0,0,11,0,0
79538,10,0,0,1,0,0,0,0,17,0,0
79539,16,0,0,1,0,0,0,0,22,0,0
79540,18,0,0,1,0,4,0,0,22,0,0
79541,23,0,0,1,0,7,0,0,23,0,0
79542,24,0,0,1,0,7,0,0,23,0,0
79543,24,0,0,1,0,7,0,0,24,0,0
79544,26,0,0,1,0,7,0,0,25,0,0
79545,26,0,0,1,0,7,0,0,24,0,0
79546,26,0,0,1,0,7,1,0,24,0,0
79547,25,0,0,1,0,7,1,0,25,0,0
79548,18,0,0,1,0,7,2,0,25,0,0
79549,15,0,0,1,0,7,2,0,24,2,0
79550,15,0,0,1,0,6,2,0,25,3,0
79551,14,0,0,1,0,1,2,0,25,3,0
79552,15,0,0,1,0,0,2,0,26,3,0
79553,16,0,0,1,0,0,2,0,27,3,0
79554,17,0,0,1,0,0,2,0,28,3,0
79555,17,0,0,1,0,0,2,0,30,3,0
79556,17,0,0,1,0,1,2,0,30,3,0
79557,16,0,0,1,0,1,2,0,28,3,0
80203,6,0,0,0,0,1,0,0,19,2,1
80204,6,0,0,0,0,1,1,0,23,2,1
80205,7,0,0,0,0,1,1,0,23,2,1
80206,9,0,0,0,0,1,1,0,23,2,0
80207,10,0,0,0,1,1,1,1,24,2,0
80208,11,0,0,0,1,1,1,1,24,7,0
80209,12,0,0,0,1,1,1,1,24,7,0
80210,12,0,0,0,1,1,1,1,24,5,0
80211,11,0,0,0,1,1,1,1,25,5,0
80212,13,0,0,1,1,3,1,1,25,5,0
80213,16,0,0,1,1,4,1,1,26,6,0
80214,17,0,0,1,1,6,1,1,28,6,0
80215,14,0,0,1,1,8,2,2,31,4,0
80216,14,0,0,1,1,8,2,2,30,1,0
80217,13,0,0,1,1,8,2,2,27,1,0
80218,13,0,0,0,1,8,2,2,26,1,0
80219,12,0,0,0,1,8,2,2,25,1,0
80220,12,0,0,0,1,8,2,2,26,2,0
80221,11,0,0,0,1,8,2,2,24,1,0
80222,8,0,0,0,0,8,2,2,24,1,0
80223,8,0,0,0,0,7,2,2,22,1,0
80224,6,0,0,0,0,7,2,2,22,1,0
80225,7,0,0,0,0,7,1,2,21,1,0
80226,7,0,0,0,0,7,1,2,21,1,0
80227,4,0,0,0,0,5,1,2,19,1,0
80228,4,0,0,0,0,4,1,2,18,0,0
80229,4,0,0,0,0,4,1,2,16,0,0
80230,4,0,0,0,0,4,1,1,13,0,0
80231,4,0,0,0,0,3,1,1,13,0,0
80232,4,0,0,0,0,1,1,1,13,0,0
80233,3,0,0,0,0,1,0,1,11,0,0
80234,3,0,0,0,0,1,0,1,13,0,0
80235,3,0,0,0,0,0,0,1,12,0,0
80236,3,0,0,0,0,0,0,1,12,0,0
80237,3,0,0,0,0,0,0,1,11,0,0
80238,3,0,0,0,0,0,0,1,10,0,0
80239,3,0,0,0,0,0,0,0,10,0,0
80240,3,0,0,0,0,0,0,0,9,0,0
80241,4,0,0,0,0,0,0,0,9,0,0
80242,4,0,0,0,0,0,0,0,10,0,0
80243,4,0,0,0,0,0,0,0,8,0,0
80244,4,0,0,0,0,0,0,0,9,0,0
80245,4,0,0,0,0,0,0,0,8,0,0
80246,4,0,0,0,0,0,0,0,10,0,0
80247,4,0,0,0,0,0,0,0,10,0,0
80248,5,0,0,0,0,0,0,0,9,0,0
80249,6,0,0,0,0,0,0,0,9,0,0
80250,9,0,0,0,0,0,0,0,10,0,0
80251,10,0,0,0,0,0,0,0,13,0,0
80252,15,0,0,1,0,3,0,0,20,0,0
80253,21,0,0,1,0,6,0,0,23,0,0
80254,23,0,0,1,0,7,0,0,23,0,0
80255,26,0,0,1,0,7,0,0,23,0,0
80256,26,0,0,1,0,7,0,0,23,0,0
80257,26,0,0,1,0,7,0,0,25,0,0
80258,27,0,0,1,0,7,0,0,29,0,0
80259,27,0,0,1,0,7,1,0,29,0,0
80260,27,0,0,1,0,7,1,0,28,0,0
80261,27,0,0,1,0,7,2,0,29,0,0
80262,27,0,0,1,0,7,2,0,34,0,0
80263,26,0,0,1,0,7,2,0,37,3,0
80264,21,0,0,1,0,7,2,0,34,3,0
80265,15,0,0,1,0,7,2,0,32,3,0
80266,17,0,0,1,0,4,2,0,29,3,0
80267,17,0,0,1,0,0,2,0,29,3,0
80268,17,0,0,1,0,0,2,0,30,3,0
80269,17,0,0,1,0,0,2,0,32,3,0
80270,17,0,0,1,0,1,2,0,31,3,1
80271,16,0,0,1,0,1,2,0,31,3,1
80272,15,0,0,1,0,1,2,0,36,4,1
80273,19,0,0,1,0,2,2,0,38,6,1
80913,4,0,0,1,0,1,0,0,16,0,1
80914,4,0,0,1,0,1,0,0,17,1,1
80915,4,0,0,1,0,1,0,0,20,2,1
80916,5,0,0,1,0,1,0,0,21,2,1
80917,9,0,0,3,0,1,0,0,24,2,1
80918,11,0,0,2,0,1,1,0,29,2,1
80919,13,0,0,2,0,1,1,0,31,2,1
80920,13,0,0,2,1,1,2,0,33,7,1
80921,14,0,0,2,1,1,2,1,34,7,0
80922,12,0,0,2,1,1,3,1,33,7,0
80923,15,0,0,0,1,1,3,1,33,7,0
80924,15,0,0,1,1,1,3,1,33,7,0
80925,19,0,0,1,1,4,2,1,32,8,0
80926,21,0,0,1,1,7,2,1,33,7,0
80927,20,0,0,1,1,7,2,1,34,6,0
80928,19,0,0,1,1,8,3,1,36,6,0
80929,19,0,0,1,1,8,3,2,37,6,0
80930,17,0,0,1,1,8,3,2,36,6,0
80931,16,0,0,1,1,8,2,2,36,6,0
80932,14,0,0,1,1,9,2,2,33,2,0
80933,14,0,0,1,1,10,2,2,28,2,0
80934,14,0,0,1,1,10,2,2,28,2,0
80935,12,0,0,0,1,10,2,2,27,2,0
80936,11,0,0,0,1,10,2,2,28,2,0
80937,10,0,0,0,0,9,2,2,26,1,0
80938,7,0,0,0,0,9,2,2,25,1,0
80939,7,0,0,0,0,8,2,2,26,1,0
80940,8,0,0,0,0,7,1,2,23,1,0
80941,6,0,0,0,0,7,1,2,21,1,0
80942,4,0,0,0,0,5,1,2,21,1,0
80943,4,0,0,0,0,4,1,2,19,1,0
80944,4,0,0,0,0,4,1,1,17,0,0
80945,4,0,0,0,0,3,1,1,14,0,0
80946,4,0,0,0,0,2,1,1,15,0,0
80947,4,0,0,0,0,1,1,1,14,0,0
80948,3,0,0,0,0,1,0,1,13,0,0
80949,3,0,0,0,0,0,0,1,13,0,0
80950,3,0,0,0,0,0,0,1,13,0,0
80951,3,0,0,0,0,0,0,1,12,0,0
80952,3,0,0,0,0,0,0,1,12,0,0
80953,3,0,0,0,0,0,0,0,11,0,0
80954,3,0,0,0,0,0,0,0,11,0,0
80955,4,0,0,0,0,0,0,0,10,0,0
80956,4,0,0,0,0,0,0,0,10,0,0
80957,4,0,0,0,0,0,0,0,10,0,0
80958,4,0,0,0,0,0,0,0,10,0,0
80959,4,0,0,0,0,0,0,0,9,0,0
80960,4,0,0,0,0,0,0,0,10,0,0
80961,4,0,0,0,0,0,0,0,11,0,0
80962,8,0,0,0,0,0,0,0,11,0,0
80963,10,0,0,0,0,0,0,0,10,0,0
80964,10,0,0,0,0,0,0,0,11,0,0
80965,14,0,0,0,0,4,0,0,17,0,0
80966,17,0,0,1,0,7,0,0,22,0,0
80967,24,0,0,1,0,7,0,0,23,0,0
80968,25,0,0,1,0,7,0,0,23,0,0
80969,26,0,0,1,0,7,0,0,24,0,0
80970,26,0,0,1,0,7,0,0,27,0,0
80971,26,0,0,1,0,7,0,0,28,0,0
80972,27,0,0,1,0,7,0,0,29,0,0
80973,27,0,0,1,0,7,1,0,30,0,0
80974,29,0,0,1,0,7,2,0,31,0,0
80975,29,0,0,1,0,7,2,0,31,0,0
80976,29,0,0,1,0,7,2,0,36,3,0
80977,29,0,0,1,0,7,2,0,37,3,0
80978,27,0,0,1,0,7,2,0,37,3,0
80979,22,0,0,1,0,7,2,0,36,3,0
80980,19,0,0,1,0,7,2,0,35,3,0
80981,19,0,0,1,0,7,2,0,39,3,0
80982,19,0,0,1,0,1,2,0,34,3,0
80983,18,0,0,1,0,0,2,0,36,3,1
80984,18,0,0,1,0,1,2,0,35,4,1
80985,16,0,0,1,0,1,2,0,35,6,1
80986,20,0,0,1,0,2,2,0,45,6,1
80987,21,0,0,1,0,3,2,0,44,6,1
80988,21,0,0,1,0,3,2,0,44,6,1
80989,19,0,0,1,0,3,2,0,43,6,1
80990,20,0,0,3,0,3,2,0,49,6,1
80991,19,0,0,3,0,3,2,0,49,6,1
81626,4,0,0,1,0,1,0,0,19,1,1
81627,4,0,0,1,0,1,0,0,21,2,1
81628,6,0,0,3,0,1,0,0,23,2,1
81629,8,0,0,3,0,1,0,0,27,2,1
81630,10,0,0,3,0,1,0,0,29,2,1
81631,11,0,0,3,0,1,2,0,31,2,1
81632,13,0,0,3,0,1,2,0,33,7,1
81633,18,0,0,2,1,1,2,0,38,7,1
81634,18,0,0,3,1,1,3,0,42,7,1
81635,20,0,0,3,1,1,3,1,41,7,1
81636,22,0,0,4,1,1,3,1,40,7,0
81637,22,0,0,3,1,1,3,1,39,7,0
81638,24,1,0,4,1,2,3,1,42,8,0
81639,22,1,0,1,1,7,3,2,42,8,0
81640,23,1,0,1,1,8,3,2,39,8,0
81641,24,1,0,1,1,8,3,2,42,8,0
81642,22,1,0,1,1,8,3,1,42,6,0
81643,21,0,0,1,1,8,3,2,42,6,0
81644,21,0,0,1,1,10,3,2,40,6,0
81645,20,0,0,1,1,10,3,2,39,7,0
81646,16,0,0,1,1,10,3,2,37,7,0
81647,15,0,0,1,1,11,2,2,30,2,0
81648,15,0,0,1,1,11,2,2,29,2,0
81649,14,0,0,1,1,11,2,2,29,2,0
81650,14,0,0,0,1,11,2,2,29,2,0
81651,11,0,0,0,1,11,2,2,28,2,0
81652,11,0,0,0,0,11,2,2,28,2,0
81653,7,0,0,0,0,10,2,2,30,1,0
81654,8,0,0,0,0,8,1,2,26,1,0
81655,7,0,0,0,0,8,1,2,24,1,0
81656,6,0,0,0,0,7,1,2,21,1,0
81657,4,0,0,0,0,5,1,2,21,1,0
81658,4,0,0,0,0,4,1,2,20,1,0
81659,4,0,0,0,0,4,1,1,18,1,0
81660,4,0,0,0,0,3,1,1,16,0,0
81661,4,0,0,0,0,1,1,1,16,0,0
81662,3,0,0,0,0,1,0,1,15,0,0
81663,3,0,0,0,0,1,0,1,15,0,0
81664,3,0,0,0,0,0,0,1,14,0,0
81665,3,0,0,0,0,0,0,1,14,0,0
81666,4,0,0,0,0,0,0,1,13,0,0
81667,4,0,0,0,0,0,0,0,12,0,0
81668,4,0,0,0,0,0,0,0,12,0,0
81669,4,0,0,0,0,0,0,0,11,0,0
81670,5,0,0,0,0,0,0,0,12,0,0
81671,5,0,0,0,0,0,0,0,12,0,0
81672,5,0,0,0,0,0,0,0,11,0,0
81673,5,0,0,0,0,0,0,0,11,0,0
81674,4,0,0,0,0,0,0,0,10,0,0
81675,6,0,0,0,0,0,0,0,12,0,0
81676,10,0,0,0,0,0,0,0,14,0,0
81677,11,0,0,0,0,0,0,0,10,0,0
81678,14,0,0,0,0,3,0,0,12,0,0
81679,15,0,0,0,0,7,0,0,17,0,0
81680,19,0,0,1,0,7,0,0,22,0,0
81681,24,0,0,1,0,7,0,0,22,0,0
81682,25,0,0,1,0,7,0,0,27,0,0
81683,26,0,0,1,0,7,0,0,27,0,0
81684,26,0,0,1,0,7,0,0,27,0,0
81685,26,0,0,1,0,7,0,0,28,0,0
81686,29,0,0,1,0,7,0,0,30,0,0
81687,29,0,0,1,0,7,2,0,31,0,0
81688,29,0,0,1,0,7,2,0,32,0,0
81689,29,0,0,1,0,7,2,0,31,0,0
81690,29,0,0,1,0,7,2,0,36,3,0
81691,29,0,0,1,0,7,2,0,38,3,0
81692,28,0,0,1,0,7,2,0,39,3,0
81693,29,0,0,1,0,7,2,0,41,3,0
81694,26,0,0,1,0,7,2,0,39,3,0
81695,20,0,0,1,0,7,2,0,40,3,0
81696,19,0,0,1,0,6,2,0,39,3,1
81697,19,0,0,1,0,0,2,0,37,4,1
81698,19,0,0,1,0,1,2,0,39,6,1
81699,20,0,0,1,0,2,3,0,42,6,1
81700,22,0,0,1,0,3,3,0,51,6,1
81701,23,0,0,1,0,3,3,0,52,6,1
81702,25,0,0,1,0,3,3,0,53,6,1
81703,24,0,0,4,0,3,3,0,54,6,1
81704,23,0,0,3,0,3,2,0,58,6,1
81705,20,0,0,3,0,3,2,0,56,6,1
81706,20,0,0,3,0,3,2,1,56,6,1
81707,20,0,0,3,0,3,3,1,55,6,1
81708,21,0,0,3,0,3,1,1,55,6,1
81709,21,0,0,5,0,3,1,1,52,6,1
81710,19,0,0,5,0,3,2,1,50,6,1
82339,3,0,0,1,0,1,0,0,18,1,1
82340,6,0,0,1,0,1,0,0,22,3,1
82341,8,0,0,3,0,1,0,0,26,3,1
82342,9,0,0,3,0,1,0,0,29,3,1
82343,11,0,0,3,0,1,0,0,32,3,1
82344,12,0,0,4,0,1,1,0,32,3,1
82345,14,0,0,4,0,1,2,0,36,7,1
82346,18,0,0,4,1,1,2,0,44,7,1
82347,22,0,0,6,1,1,3,0,48,7,1
82348,22,0,0,5,1,1,3,0,48,7,1
82349,24,1,0,6,1,1,3,2,50,7,1
82350,24,1,0,5,1,1,3,2,51,7,0
82351,26,1,0,5,1,1,3,2,55,8,0
82352,27,1,0,5,1,4,3,2,55,8,0
82353,27,1,0,5,1,8,3,2,52,8,0
82354,27,1,0,4,1,8,3,2,56,8,0
82355,24,1,0,2,1,8,4,2,51,8,0
82356,25,1,0,2,1,10,4,2,51,8,0
82357,24,1,0,1,1,10,3,3,48,7,0
82358,25,1,0,1,1,11,3,3,45,7,0
82359,23,1,0,1,1,11,3,3,46,7,0
82360,22,0,0,1,1,11,3,2,40,7,0
82361,20,0,0,1,1,11,3,2,38,7,0
82362,17,0,0,1,1,11,2,2,34,3,0
82363,16,0,0,1,1,12,2,2,32,2,0
82364,16,0,0,1,1,12,2,2,32,2,0
82365,16,0,0,1,1,11,2,2,31,3,0
82366,13,0,0,0,0,11,2,2,29,3,0
82367,11,0,0,0,0,11,2,2,35,3,0
82368,8,0,0,0,0,11,1,2,29,2,0
82369,7,0,0,0,0,9,1,2,27,2,0
82370,7,0,0,0,0,8,1,2,26,2,0
82371,6,0,0,0,0,8,1,2,23,2,0
82372,4,0,0,0,0,5,1,2,23,1,0
82373,4,0,0,0,0,4,1,1,23,1,0
82374,4,0,0,0,0,3,1,1,20,1,0
82375,4,0,0,0,0,2,1,1,18,0,0
82376,4,0,0,0,0,1,1,1,17,0,0
82377,3,0,0,0,0,1,0,1,15,0,0
82378,4,0,0,0,0,0,0,1,14,0,0
82379,4,0,0,0,0,0,0,1,15,0,0
82380,4,0,0,0,0,0,0,1,14,0,0
82381,4,0,0,0,0,0,0,0,12,0,0
82382,4,0,0,0,0,0,0,0,12,0,0
82383,4,0,0,0,0,0,0,0,11,0,0
82384,5,0,0,0,0,0,0,0,12,0,0
82385,5,0,0,0,0,0,0,0,12,0,0
82386,5,0,0,0,0,0,0,0,13,0,0
82387,5,0,0,0,0,0,0,0,12,0,0
82388,6,0,0,0,0,0,0,0,13,0,0
82389,10,0,0,0,0,0,0,0,13,0,0
82390,10,0,0,0,0,0,0,0,15,0,0
82391,15,0,0,0,0,1,0,0,11,0,0
82392,14,0,0,0,0,6,0,0,12,0,0
82393,17,0,0,0,0,7,0,0,18,0,0
82394,19,0,0,1,0,7,0,0,22,0,0
82395,24,0,0,1,0,7,0,0,26,0,0
82396,25,0,0,1,0,7,0,0,27,0,0
82397,26,0,0,1,0,7,0,0,27,0,0
82398,27,0,0,1,0,7,0,0,27,0,0
82399,28,0,0,1,0,7,0,0,30,0,0
82400,28,0,0,1,0,7,0,0,32,0,0
82401,29,0,0,1,0,7,2,0,32,0,0
82402,29,0,0,1,0,7,2,0,32,0,0
82403,29,0,0,1,0,7,2,0,33,2,0
82404,29,0,0,1,0,8,2,0,38,3,0
82405,29,0,0,1,0,8,2,0,40,3,0
82406,28,0,0,1,0,9,2,0,41,3,0
82407,30,0,0,1,0,9,2,0,44,3,0
82408,30,0,0,1,0,8,2,0,44,3,0
82409,26,0,0,1,0,8,2,0,42,3,1
82410,20,0,0,1,0,8,2,0,41,4,1
82411,19,0,0,1,0,4,5,0,43,6,1
82412,21,0,0,1,0,2,5,0,46,6,1
82413,25,0,0,1,0,3,5,0,52,6,1
82414,24,0,0,1,0,3,5,0,58,6,1
82415,24,0,0,1,0,3,5,0,59,6,1
82416,26,0,0,4,0,3,5,0,63,6,1
82417,27,0,0,4,0,3,6,0,59,6,1
82418,23,0,0,4,0,3,6,1,60,6,1
82419,22,0,0,4,0,3,6,1,60,6,1
82420,22,0,0,5,0,3,4,1,59,6,1
82421,23,0,0,4,0,3,3,1,58,6,1
82422,23,0,0,5,0,3,2,1,59,6,1
82423,23,0,0,5,0,3,3,1,59,6,1
82424,22,0,0,5,0,3,3,1,56,7,1
82425,22,0,0,5,0,3,2,1,53,7,1
82426,23,0,0,5,0,3,1,1,50,4,1
82427,21,0,0,5,0,3,1,1,48,4,1
83053,6,0,0,1,0,1,0,0,24,3,1
83054,9,0,0,3,0,1,0,0,27,3,1
83055,9,0,0,3,0,1,0,0,30,3,1
83056,11,0,0,4,0,1,2,0,32,3,1
83057,12,0,0,4,0,1,2,0,36,3,1
83058,16,0,0,5,0,1,2,0,38,8,1
83059,19,0,0,6,0,1,3,0,50,8,1
83060,26,0,0,6,1,1,4,0,55,8,1
83061,27,1,0,6,1,2,4,0,58,7,1
83062,27,1,0,7,1,2,4,1,61,7,1
83063,28,1,0,6,1,2,4,2,62,7,1
83064,29,1,0,6,1,2,4,2,67,8,1
83065,34,1,0,6,1,4,3,2,67,8,0
83066,33,1,0,7,1,8,3,2,68,8,0
83067,32,1,0,6,1,8,3,2,64,8,0
83068,35,1,0,6,1,8,3,2,66,8,0
83069,32,1,0,6,1,10,4,2,69,8,0
83070,30,1,0,3,1,11,4,2,65,8,0
83071,30,1,0,3,1,12,4,3,60,9,0
83072,27,1,0,3,1,11,5,3,56,7,0
83073,27,1,0,2,1,12,3,3,55,7,0
83074,24,1,0,1,1,12,3,3,49,7,0
83075,24,0,0,1,1,12,3,2,44,7,0
83076,20,0,0,2,1,12,3,2,39,8,0
83077,17,0,0,2,1,12,2,2,36,3,0
83078,17,0,0,2,1,12,2,2,36,3,0
83079,16,0,0,1,1,12,2,2,37,3,0
83080,17,0,0,1,1,12,2,2,35,3,0
83081,14,0,0,0,0,12,2,2,38,3,0
83082,9,0,0,0,0,12,2,2,35,3,0
83083,7,0,0,0,0,11,1,2,28,2,0
83084,7,0,0,0,0,10,1,2,28,2,0
83085,7,0,0,0,0,8,1,2,29,2,0
83086,4,0,0,0,0,8,1,2,27,2,0
83087,4,0,0,0,0,5,1,1,27,2,0
83088,4,0,0,0,0,4,1,1,22,1,0
83089,4,0,0,0,0,3,1,1,19,0,0
83090,4,0,0,0,0,1,1,1,18,0,0
83091,4,0,0,0,0,1,0,1,16,0,0
83092,4,0,0,0,0,1,0,1,15,0,0
83093,4,0,0,0,0,0,0,1,16,0,0
83094,5,0,0,0,0,0,0,1,15,0,0
83095,5,0,0,0,0,0,0,0,13,0,0
83096,4,0,0,0,0,0,0,0,13,0,0
83097,4,0,0,0,0,0,0,0,13,0,0
83098,4,0,0,0,0,0,0,0,12,0,0
83099,5,0,0,0,0,0,0,0,12,0,0
83100,5,0,0,0,0,0,0,0,13,0,0
83101,5,0,0,0,0,0,0,0,13,0,0
83102,10,0,0,0,0,0,0,0,15,0,0
83103,11,0,0,0,0,0,0,0,15,0,0
83104,13,0,0,0,0,0,0,0,15,0,0
83105,15,0,0,0,0,5,0,0,11,0,0
83106,16,0,0,0,0,7,0,0,12,0,0
83107,17,0,0,0,0,7,0,0,17,0,0
83108,21,0,0,1,0,7,0,0,24,0,0
83109,24,0,0,1,0,7,0,0,26,0,0
83110,25,0,0,1,0,7,0,0,27,0,0
83111,26,0,0,1,0,7,0,0,27,0,0
83112,28,0,0,1,0,7,0,0,28,0,0
83113,28,0,0,1,0,7,0,0,31,0,0
83114,28,0,0,1,0,7,1,0,32,0,0
83115,29,0,0,1,0,8,2,0,32,0,0
83116,29,0,0,1,0,9,2,0,32,0,0
83117,29,0,0,1,0,9,2,0,34,3,0
83118,29,0,0,1,0,9,2,0,39,3,0
83119,28,0,0,1,0,9,2,0,41,3,0
83120,28,0,0,1,0,9,2,0,41,3,0
83121,30,0,0,1,0,9,2,0,45,3,0
83122,31,0,0,1,0,9,2,0,45,3,0
83123,28,0,0,1,0,9,5,0,44,4,1
83124,24,0,0,1,0,9,5,0,46,6,1
83125,23,0,0,1,0,9,5,0,48,6,1
83126,23,0,0,1,0,6,5,0,46,6,1
83127,26,0,0,1,0,3,5,0,58,6,1
83128,27,0,0,1,0,3,5,0,63,6,1
83129,28,0,0,4,0,3,6,0,69,7,1
83130,29,0,0,6,0,3,6,0,76,7,1
83131,29,1,0,7,0,3,6,1,71,7,1
83132,27,2,0,6,0,3,6,1,71,7,1
83133,26,2,0,6,0,3,6,1,73,7,1
83134,26,2,0,6,0,3,6,1,74,7,1
83135,26,2,0,8,0,3,6,1,76,7,1
83136,26,2,0,8,0,3,4,1,74,7,1
83137,24,2,0,8,0,3,3,1,70,8,1
83138,25,2,0,7,0,3,3,1,66,7,1
83139,26,0,0,5,0,3,2,1,63,7,1
83140,27,0,0,5,0,3,2,1,60,4,1
83141,25,0,0,5,0,3,2,1,56,4,1
83142,23,0,0,5,0,3,1,1,48,4,1
83143,21,0,0,5,0,3,1,1,41,1,0
83144,20,0,0,5,0,3,1,1,38,1,0
83766,6,0,0,1,0,1,0,0,22,3,1
83767,9,0,0,3,0,1,0,0,27,3,1
83768,9,0,0,3,0,1,1,0,29,3,1
83769,12,0,0,4,0,1,1,0,34,3,1
83770,15,0,0,5,0,1,2,1,39,3,1
83771,16,0,0,5,1,1,2,1,43,3,1
83772,19,0,0,6,1,2,2,1,48,8,1
83773,25,0,0,6,2,2,4,1,56,8,1
83774,28,1,0,6,2,2,4,2,63,8,1
83775,30,1,0,7,2,2,4,2,67,8,1
83776,32,1,0,7,2,2,4,2,71,7,1
83777,34,1,0,7,1,2,4,3,74,8,1
83778,37,1,0,7,1,2,4,2,72,8,1
83779,38,1,0,7,1,6,4,2,74,8,0
83780,38,1,0,7,1,9,4,2,76,8,0
83781,39,1,0,7,1,9,3,2,78,8,0
83782,42,1,0,7,1,10,5,2,77,8,0
83783,41,1,0,6,1,12,5,2,73,8,0
83784,38,1,0,6,1,12,5,2,74,9,0
83785,34,1,0,3,1,13,5,3,70,9,0
83786,30,1,0,3,1,12,5,3,67,8,0
83787,29,1,0,4,1,12,5,3,60,7,0
83788,28,1,0,3,1,12,4,3,57,7,0
83789,25,1,0,3,1,13,4,3,49,8,0
83790,24,0,0,2,1,13,4,2,42,8,0
83791,22,0,0,2,1,13,3,2,40,8,0
83792,19,0,0,2,1,13,2,3,40,3,0
83793,18,0,0,2,1,13,2,3,37,3,0
83794,18,0,0,2,1,12,2,3,36,3,0
83795,16,0,0,1,0,12,2,3,38,3,0
83796,14,0,0,1,0,12,2,3,38,3,0
83797,11,0,0,0,0,12,1,3,31,2,0
83798,10,0,0,0,0,12,1,2,32,2,0
83799,9,0,0,0,0,10,1,2,31,2,0
83800,8,0,0,0,0,8,1,2,32,2,0
83801,6,0,0,0,0,6,1,1,28,2,0
83802,5,0,0,0,0,4,1,1,25,2,0
83803,6,0,0,0,0,3,1,1,22,2,0
83804,6,0,0,0,0,1,1,1,20,0,0
83805,5,0,0,0,0,1,1,1,17,0,0
83806,6,0,0,0,0,1,0,1,15,0,0
83807,6,0,0,0,0,0,1,1,16,0,0
83808,6,0,0,0,0,0,1,1,15,0,0
83809,6,0,0,0,0,0,1,0,13,0,0
83810,6,0,0,0,0,0,1,0,13,0,0
83811,6,0,0,0,0,0,1,0,13,0,0
83812,6,0,0,0,0,0,1,0,12,0,0
83813,6,0,0,0,0,0,1,0,13,0,0
83814,5,0,0,0,0,0,0,0,14,0,0
83815,6,0,0,0,0,0,0,0,15,0,0
83816,10,0,0,0,0,0,0,0,16,0,0
83817,11,0,0,0,0,0,0,0,17,0,0
83818,13,0,0,0,0,1,0,0,15,0,0
83819,16,0,0,0,0,6,0,0,11,0,0
83820,16,0,0,0,0,7,0,0,11,0,0
83821,17,0,0,0,0,7,0,0,18,0,0
83822,20,0,0,1,0,7,0,0,23,0,0
83823,22,0,0,1,0,7,0,0,26,0,0
83824,25,0,0,1,0,7,0,0,26,0,0
83825,27,0,0,1,0,7,0,0,29,0,0
83826,28,0,0,1,0,7,0,0,30,0,0
