fnid,shopping_mall_count,library_count,museum_count,hospital_count,gym_count,university_count,park_count,outdoor_count,bus_station_count,subway_station_count,train_station_count,geometry
80264,4,0,0,1,0,0,0,0,9,0,0,POINT (439031.7105667636 4394290.24184781)
80977,5,0,0,1,0,0,0,0,10,0,0,POINT (438782.5862380336 4394542.350740885)
80978,5,0,0,1,0,0,0,0,9,0,0,POINT (439033.6934289864 4394540.355857538)
80979,5,0,0,1,0,0,0,0,8,0,0,POINT (439284.800461655 4394538.369175817)
81692,5,0,0,1,0,0,0,0,10,0,0,POINT (439035.6763854759 4394790.46990764)
83133,4,0,0,1,0,0,0,0,9,0,0,POINT (442303.7139282576 4395265.50972644)
83846,5,0,0,1,0,0,0,0,18,1,0,POINT (442054.5168692993 4395517.512078837)
83847,4,0,0,1,0,0,0,0,11,0,0,POINT (442305.5909659054 4395515.623690671)
84560,5,0,0,1,0,0,0,0,15,2,0,POINT (442056.4021667614 4395767.626222582)
84561,5,0,0,1,0,0,0,0,10,0,0,POINT (442307.4680935951 4395765.737806428)
85269,9,0,0,0,0,0,1,0,12,2,0,POINT (440802.9985598405 4396027.30558838)
85271,12,0,0,1,0,0,0,0,17,2,0,POINT (441305.1141997902 4396023.454890252)
85273,8,0,0,1,0,0,0,0,17,2,2,POINT (441807.2298114456 4396019.636996352)
85279,1,0,0,0,0,1,0,0,16,0,0,POINT (443313.576014955 4396008.380142618)
85280,1,0,0,2,0,0,0,0,16,0,0,POINT (443564.6335470479 4396006.53270485)
85983,9,0,0,0,0,0,0,0,16,2,0,POINT (440804.9248889884 4396277.41989933)
85984,9,0,0,0,0,0,0,0,17,2,0,POINT (441055.9745740949 4396275.490420914)
85987,9,0,0,1,0,0,0,0,17,4,2,POINT (441809.1234582322 4396269.751193742)
85988,8,0,0,1,0,0,0,0,19,3,2,POINT (442060.1730296274 4396267.854520666)
85993,1,0,0,4,1,2,0,0,22,0,0,POINT (443315.4206385747 4396258.49417331)
85994,1,0,0,4,1,1,0,0,21,0,0,POINT (443566.4700001862 4396256.646708182)
86643,7,0,0,3,1,5,2,0,11,2,0,POINT (427250.5624629922 4396643.907376181)
86654,2,0,0,0,0,0,1,0,7,0,0,POINT (430012.0363083399 4396618.262015174)
86655,1,0,0,0,0,0,1,0,6,0,0,POINT (430263.0792530559 4396615.97983095)
86656,1,0,0,0,0,0,1,0,4,0,0,POINT (430514.1221210835 4396613.7058492)
86701,9,0,0,1,0,0,0,0,22,4,2,POINT (441811.0171962557 4396519.865598128)
86702,7,0,0,1,1,2,0,0,20,2,2,POINT (442062.0585966986 4396517.968896979)
86707,3,0,0,4,2,2,0,0,30,0,0,POINT (443317.2653510698 4396508.608411068)
86708,1,0,0,4,2,2,0,0,27,0,0,POINT (443568.3065418058 4396506.760918593)
86710,1,0,0,4,0,0,0,0,17,0,0,POINT (444070.3890555321 4396503.090536109)
86711,1,0,0,2,0,0,0,0,13,0,0,POINT (444321.4302073441 4396501.26764733)
87350,5,0,0,2,1,0,1,0,20,2,0,POINT (425495.6835309425 4396910.860368393)
87351,6,1,0,3,2,0,0,1,18,2,0,POINT (425746.7188903093 4396908.430508416)
87354,9,0,0,5,1,1,2,0,11,4,0,POINT (426499.8247957162 4396901.19014295)
87365,8,0,0,0,0,6,3,0,10,1,0,POINT (429261.2100247222 4396875.273724524)
87368,4,0,0,0,0,0,2,0,7,0,0,POINT (430014.3142041533 4396868.377860316)
87369,1,0,0,0,0,0,1,0,7,0,0,POINT (430265.348976871 4396866.095642329)
87370,1,0,0,0,0,0,1,0,3,0,0,POINT (430516.3836729169 4396863.821626942)
87417,5,0,0,0,1,2,0,0,26,2,2,POINT (442314.9774967969 4396766.194730343)
87418,5,1,1,2,1,2,0,0,27,2,2,POINT (442566.0107126737 4396764.314403889)
87420,4,1,1,4,2,2,0,0,29,2,1,POINT (443068.0771038348 4396760.578355216)
87421,3,1,1,4,2,2,0,0,29,0,0,POINT (443319.1101508003 4396758.722633927)
87422,2,1,1,4,2,2,0,0,28,0,0,POINT (443570.1431702746 4396756.875114116)
87423,2,0,0,4,2,2,0,0,19,0,0,POINT (443821.1762480877 4396755.035795146)
88059,7,0,0,3,2,0,3,0,19,1,0,POINT (424242.9722492065 4397173.249455538)
88064,10,1,0,3,2,0,1,1,19,3,0,POINT (425498.1086410952 4397160.976937094)
88065,9,1,0,5,3,0,1,1,17,2,0,POINT (425749.135827791 4397158.54704119)
88069,10,0,0,3,1,1,2,0,14,4,0,POINT (426753.2442158931 4397148.909483522)
88070,10,0,0,3,1,2,2,0,12,2,0,POINT (427004.2711810012 4397146.520600923)
88071,11,0,0,3,1,5,2,0,15,2,0,POINT (427255.2981535818 4397144.139920447)
88079,8,0,0,0,0,2,4,0,10,3,0,POINT (429263.5125464979 4397125.389767033)
88083,2,0,0,0,0,0,1,0,4,0,0,POINT (430267.6188090122 4397116.211549125)
88132,12,1,1,9,2,2,1,0,29,2,2,POINT (442567.8801154912 4397014.428805524)
88133,12,1,1,8,2,2,1,0,32,2,2,POINT (442818.9051746735 4397012.556652587)
88134,11,1,1,4,2,2,1,0,31,2,1,POINT (443069.9301632803 4397010.692701598)
88135,12,1,1,4,2,2,1,0,31,1,0,POINT (443320.9550385816 4397008.836952861)
88136,9,1,1,4,2,2,0,0,28,0,0,POINT (443571.9798864045 4397006.989405726)
88137,2,1,1,4,2,2,0,0,23,0,0,POINT (443823.0047925754 4397005.150059553)
88772,11,0,0,4,3,0,3,0,21,1,0,POINT (423994.4191525559 4397425.845559885)
88773,10,0,0,4,3,0,4,0,22,1,0,POINT (424245.4383417301 4397423.366411749)
88775,11,0,0,7,3,0,2,0,24,1,0,POINT (424747.4767386564 4397418.43272269)
88776,11,0,0,5,3,0,1,0,24,3,0,POINT (424998.4958609392 4397415.978182577)
88779,12,1,0,4,1,0,2,1,19,2,0,POINT (425751.5528816861 4397408.66378011)
88780,12,1,0,10,2,0,1,1,21,2,0,POINT (426002.571859345 4397406.242051023)
88781,11,1,0,10,2,0,0,1,21,4,0,POINT (426253.5908011519 4397403.828524657)
88782,13,1,0,11,1,0,1,1,17,4,0,POINT (426504.6097500789 4397401.423200578)
88783,12,1,0,9,1,1,1,1,16,4,0,POINT (426755.6285776924 4397399.026080005)
88785,13,0,0,3,0,5,2,0,15,2,0,POINT (427257.6661694311 4397394.256446435)
88789,15,0,0,2,0,18,2,0,11,1,0,POINT (428261.7408880959 4397384.815611188)
88790,12,0,0,0,0,17,2,0,12,1,0,POINT (428512.7595127045 4397382.475908544)
88793,10,1,0,0,0,2,3,0,9,3,0,POINT (429265.8151791776 4397375.506015893)
88837,0,0,0,0,0,0,0,0,12,0,0,POINT (440310.5969574267 4397281.762116154)
88838,0,0,0,0,0,0,0,0,14,0,0,POINT (440561.6140565265 4397279.816119519)
88839,0,0,0,0,0,0,0,0,15,0,0,POINT (440812.631126822 4397277.878324753)
88840,3,0,0,0,0,0,0,0,18,0,0,POINT (441063.6481255835 4397275.948732167)
88843,9,0,0,8,0,0,0,0,26,4,2,POINT (441816.6989509945 4397270.2091654)
88844,9,1,0,12,1,2,1,0,32,4,2,POINT (442067.7158362493 4397268.312380096)
88845,12,2,1,13,1,2,1,0,30,4,2,POINT (442318.7327362821 4397266.423796257)
88846,17,2,1,15,2,2,1,0,35,4,2,POINT (442569.7496083565 4397264.543414196)
88847,19,2,1,15,2,2,1,0,38,4,2,POINT (442820.766495452 4397262.671233581)
88848,17,2,1,18,2,2,1,0,39,2,0,POINT (443071.7833119862 4397260.807255039)
89485,10,0,0,4,2,0,3,1,21,1,0,POINT (423745.8824844286 4397678.450091014)
89486,11,0,0,4,2,0,3,1,23,1,0,POINT (423996.8935368563 4397675.962703286)
89487,11,0,0,4,3,0,4,1,22,1,0,POINT (424247.9045524773 4397673.483518527)
89489,15,0,0,5,3,0,2,0,28,1,0,POINT (424749.9266023425 4397668.549756579)
89491,18,1,0,4,3,0,2,1,26,3,0,POINT (425251.9484207258 4397663.648807153)
89492,20,1,0,3,2,0,2,1,24,2,0,POINT (425502.9592112787 4397661.210637402)
89493,19,1,0,9,1,0,2,1,19,2,0,POINT (425753.9700514544 4397658.780669687)
89494,18,1,0,10,2,0,2,1,19,2,0,POINT (426004.9808556737 4397656.358904825)
89495,13,1,0,11,3,0,1,1,18,4,0,POINT (426255.9916240567 4397653.9453428)
89499,14,0,0,2,0,4,1,0,15,2,0,POINT (427260.034298804 4397644.373123168)
89552,0,0,0,0,0,0,1,0,13,0,0,POINT (440563.5490192874 4397529.931105414)
89553,1,0,0,0,0,0,1,0,17,0,0,POINT (440814.5579170036 4397527.993282015)
89554,4,0,0,0,0,0,1,0,20,0,0,POINT (441065.5667432006 4397526.063660917)
89557,9,0,0,14,0,2,0,0,27,4,2,POINT (441818.593050995 4397520.324009338)
89558,11,2,0,14,0,3,1,0,30,4,2,POINT (442069.6017637364 4397518.427196007)
89559,19,2,1,14,1,4,1,0,29,4,2,POINT (442320.6104912668 4397516.53858426)
89562,19,3,1,21,3,2,1,0,41,4,0,POINT (443073.6365495388 4397510.921960049)
89563,17,3,1,17,3,2,1,0,34,0,0,POINT (443324.6450803334 4397509.066156455)
89564,15,3,1,8,3,2,1,0,27,0,0,POINT (443575.6535836741 4397507.218554707)
90199,11,0,0,4,2,0,3,1,23,0,0,POINT (423748.3651602002 4397928.567310708)
90200,12,0,0,4,2,0,4,1,23,1,0,POINT (423999.3680386698 4397926.07988625)
90201,14,0,0,4,2,0,5,1,21,1,0,POINT (424250.3708803498 4397923.600664883)
90202,18,0,0,5,4,0,3,1,23,1,0,POINT (424501.3737710631 4397921.129645743)
90203,18,0,0,5,3,0,3,0,28,1,0,POINT (424752.3765823781 4397918.666830083)
90204,21,1,0,6,3,0,3,1,28,1,0,POINT (425003.3793572627 4397916.212217466)
90205,24,1,0,6,2,0,2,1,26,3,0,POINT (425254.3820529927 4397913.765808286)
90206,24,1,0,14,3,0,2,1,27,2,0,POINT (425505.3846696881 4397911.327602532)
90208,20,1,0,15,4,0,1,1,22,2,0,POINT (426007.3899664114 4397906.475798311)
90209,19,1,0,14,3,0,2,1,17,2,0,POINT (426258.392560983 4397904.062200647)
90210,18,1,0,7,2,0,2,1,17,4,0,POINT (426509.3951627043 4397901.656805516)
90214,14,0,0,2,0,8,1,0,16,2,0,POINT (427513.4048722399 4397892.117257356)
90221,17,1,0,0,0,4,3,1,11,3,0,POINT (429270.420774682 4397875.738855211)
90270,10,0,0,9,0,2,1,0,25,3,0,POINT (441569.4866729522 4397772.343937198)
90271,9,1,0,14,0,2,1,0,27,4,1,POINT (441820.4872409572 4397770.438893804)
90272,15,3,0,14,0,2,1,0,33,4,2,POINT (442071.4877807972 4397768.542052457)
90273,21,3,1,15,0,3,1,0,32,4,1,POINT (442322.4883354375 4397766.653412816)
90274,21,2,1,17,3,4,1,0,38,4,0,POINT (442573.488862145 4397764.772975196)
90277,18,3,1,22,3,2,1,0,34,0,0,POINT (443326.4902330701 4397759.180874641)
90913,10,0,0,3,2,0,3,1,19,0,0,POINT (423750.8479538693 4398178.684569948)
90914,12,0,0,4,2,0,3,1,20,0,0,POINT (424001.8426579931 4398176.197108776)
90915,14,0,0,4,2,0,3,1,19,1,0,POINT (424252.8373253437 4398173.717850816)
90916,17,0,0,4,4,0,3,1,19,1,0,POINT (424503.8320417417 4398171.246795204)
90917,18,0,0,4,4,0,4,0,22,1,0,POINT (424754.826678759 4398168.783943194)
90918,26,0,0,6,5,0,3,0,23,0,0,POINT (425005.8212793628 4398166.329294345)
90919,27,1,0,9,4,0,3,1,26,0,0,POINT (425256.8158008292 4398163.882849058)
90920,25,1,0,14,3,0,2,1,24,2,0,POINT (425507.8102432793 4398161.444607315)
90921,22,1,0,14,4,0,2,1,22,2,0,POINT (425758.8047353789 4398159.014567849)
90922,23,1,0,14,4,0,1,1,18,2,0,POINT (426009.7991915545 4398156.592731479)
90923,18,1,0,13,4,0,2,1,16,1,0,POINT (426260.7936119264 4398154.179098188)
90924,19,1,0,12,2,0,2,1,16,0,0,POINT (426511.7880394628 4398151.773667553)
90925,18,1,0,7,2,0,1,1,16,2,0,POINT (426762.7823457425 4398149.376440784)
90928,15,0,1,2,0,7,1,0,17,2,0,POINT (427515.7650524304 4398142.233978586)
90937,18,1,0,0,0,2,4,1,10,2,0,POINT (429774.711462911 4398121.249549685)
90938,16,1,0,0,0,0,4,1,10,2,0,POINT (430025.705317939 4398118.95896106)
90939,12,1,0,0,0,0,3,0,7,2,0,POINT (430276.699224802 4398116.676574482)
90984,10,1,0,11,0,2,2,0,25,2,0,POINT (441571.3891261758 4398022.458890312)
90985,13,2,0,14,0,2,1,0,26,2,0,POINT (441822.3815208783 4398020.553818794)
90986,18,2,0,16,0,2,1,0,26,3,0,POINT (442073.3738874289 4398018.656949443)
90989,23,4,1,20,6,2,1,0,36,2,0,POINT (442826.3509907288 4398013.01555296)
90990,22,3,1,21,6,2,1,0,33,2,0,POINT (443077.3432887056 4398011.151491823)
90992,18,4,1,9,2,0,1,0,23,0,0,POINT (443579.3276307404 4398007.447977103)
91627,11,0,0,3,1,0,2,1,17,0,0,POINT (423753.3308659826 4398428.801924228)
91628,12,0,0,3,2,0,2,1,16,0,0,POINT (424004.317395371 4398426.314426359)
91629,15,0,0,3,4,0,2,1,13,0,0,POINT (424255.3038880025 4398423.835131822)
91630,17,0,0,3,3,0,3,1,16,0,0,POINT (424506.2904296953 4398421.364039754)
91631,20,0,0,4,4,0,4,1,17,0,0,POINT (424757.2768920254 4398418.901151407)
91632,27,0,0,9,4,0,4,0,17,0,0,POINT (425008.263317958 4398416.446466343)
91633,28,1,0,7,6,0,4,1,19,0,0,POINT (425259.2496647717 4398413.999984961)
91634,22,1,0,12,7,0,3,1,18,0,0,POINT (425510.2359325863 4398411.561707244)
91635,21,1,0,12,5,0,2,1,17,0,0,POINT (425761.2222500638 4398409.131631927)
91636,23,1,0,12,4,0,2,1,17,0,0,POINT (426012.208531634 4398406.709759825)
91637,21,1,0,11,4,0,2,1,16,0,0,POINT (426263.1947774164 4398404.296090925)
91638,21,1,0,12,3,0,2,1,14,0,0,POINT (426514.181030378 4398401.890624798)
91639,20,1,0,10,2,0,1,1,16,0,0,POINT (426765.1671621017 4398399.49336266)
91642,11,0,1,1,6,3,1,0,15,0,1,POINT (427518.1253452179 4398392.350795082)
91649,17,1,0,1,4,7,3,2,10,2,0,POINT (429275.0268081415 4398375.971909519)
91650,18,1,0,0,3,4,3,2,8,2,0,POINT (429526.01251403 4398373.664881555)
91651,18,1,0,0,3,3,4,1,9,2,0,POINT (429776.9981858279 4398371.366056565)
91652,18,1,0,0,1,2,3,1,9,2,0,POINT (430027.9838665043 4398369.075434145)
91653,17,1,0,0,0,1,2,0,7,2,0,POINT (430278.9695990273 4398366.793013889)
91654,11,1,0,0,0,0,2,0,6,0,0,POINT (430529.9552549787 4398364.518796955)
91698,11,1,0,10,0,2,2,0,21,2,0,POINT (441573.2916701655 4398272.573939435)
91699,12,1,0,14,0,2,2,0,24,2,0,POINT (441824.2758911761 4398270.668839804)
91700,14,2,0,16,4,2,1,0,28,2,0,POINT (442075.2600840471 4398268.771942459)
91703,24,4,1,30,5,2,2,0,32,2,0,POINT (442828.2126663791 4398263.130462725)
91704,23,3,1,27,6,2,1,0,30,2,0,POINT (443079.1967907252 4398261.266374077)
91706,19,4,1,7,2,0,1,0,23,0,0,POINT (443581.1647855422 4398257.562804703)
91714,4,0,0,1,0,0,0,0,14,2,0,POINT (445589.036239705 4398243.076610025)
92343,12,0,0,3,3,0,2,1,13,0,0,POINT (424257.7705683229 4398673.9525079)
92345,20,0,0,4,7,0,3,0,18,0,0,POINT (424759.7272221732 4398669.018454723)
92347,24,0,0,7,9,0,3,0,19,0,0,POINT (425261.6836448161 4398664.117215999)
92348,21,1,0,12,9,0,3,1,17,0,0,POINT (425512.6617376053 4398661.678902323)
92349,22,1,0,12,10,0,2,1,20,0,0,POINT (425763.6398800716 4398659.248791169)
92350,23,1,0,13,7,0,2,1,17,0,0,POINT (426014.6179866458 4398656.82688335)
92351,18,1,0,12,3,0,3,1,18,0,0,POINT (426265.5960574492 4398654.413178856)
92352,18,1,0,12,3,0,2,1,17,0,1,POINT (426516.5741354465 4398652.007677254)
92357,10,0,1,1,5,4,1,1,16,0,1,POINT (427771.4635664742 4398640.103222342)
92358,8,0,1,1,5,6,0,1,13,0,1,POINT (428022.4413902714 4398637.746940641)
92364,20,1,0,0,3,4,3,2,10,2,0,POINT (429528.307520788 4398623.781517738)
92365,20,1,0,0,3,3,2,1,9,2,0,POINT (429779.2850178303 4398621.482658844)
92366,18,1,0,0,3,3,3,1,8,2,0,POINT (430030.2625237647 4398619.19200264)
92367,17,1,0,0,1,2,3,0,7,0,0,POINT (430281.2400815588 4398616.909548723)
92411,7,1,0,1,1,2,2,0,17,0,0,POINT (441324.2181868908 4398524.602415046)
92412,12,1,0,1,1,10,2,0,23,2,0,POINT (441575.1943049187 4398522.689084569)
92413,12,1,1,14,3,15,3,0,30,4,0,POINT (441826.1703518471 4398520.783956835)
92414,15,2,1,22,5,14,1,0,31,4,0,POINT (442077.1463706488 4398518.887031509)
92415,24,2,1,27,6,6,2,0,35,4,0,POINT (442328.122404285 4398516.998308252)
92416,25,2,1,32,5,4,2,0,34,4,0,POINT (442579.0984100258 4398515.11778738)
92418,22,3,1,34,5,3,2,0,32,2,0,POINT (443081.0503811692 4398511.381352413)
92419,22,3,0,22,5,1,1,0,26,0,0,POINT (443332.0262182812 4398509.525439245)
92420,19,3,0,9,5,1,0,0,26,0,0,POINT (443583.0020279884 4398507.677728405)
92421,15,2,0,5,2,0,0,0,23,0,0,POINT (443833.9778961014 4398505.838219254)
92422,7,2,0,5,2,0,0,0,18,1,0,POINT (444084.9537798974 4398504.006912098)
92428,4,0,0,1,0,0,0,0,17,2,0,POINT (445590.8080906314 4398493.191320035)
92429,4,0,0,1,0,0,0,0,16,2,0,POINT (445841.7837020021 4398491.417429305)
93057,7,0,0,3,2,0,2,1,11,0,0,POINT (424260.2373663005 4398924.06997906)
93059,12,0,0,1,7,0,2,0,15,0,0,POINT (424762.1776691993 4398919.135853152)
93063,23,1,0,12,14,0,2,0,19,0,0,POINT (425766.0576253977 4398909.366045584)
93064,22,1,0,12,8,0,2,0,17,0,0,POINT (426017.0275565872 4398906.944102064)
93065,20,1,0,12,7,0,3,0,17,0,0,POINT (426267.9974520213 4398904.530361989)
93066,17,0,0,12,3,0,2,0,18,0,1,POINT (426518.9673546642 4398902.124824927)
93067,12,0,0,12,3,0,1,0,14,0,1,POINT (426769.9371361067 4398899.727492095)
93071,8,0,1,1,5,3,1,1,15,0,1,POINT (427773.8159091742 4398890.220194527)
93072,6,0,1,1,5,4,1,1,15,0,1,POINT (428024.7855577137 4398887.863878091)
93079,20,1,0,0,3,3,2,1,8,2,0,POINT (429781.5719589146 4398871.599356528)
93080,20,1,0,0,3,3,3,1,7,0,0,POINT (430032.5412897177 4398869.308666555)
93081,16,1,0,0,1,2,3,0,6,0,0,POINT (430283.5106723925 4398867.02617899)
93127,12,1,1,7,7,17,3,0,30,4,0,POINT (441828.0649028887 4398770.899169892)
93128,14,2,1,27,7,17,1,0,32,4,0,POINT (442079.0327472319 4398769.002216598)
93129,18,2,1,34,7,16,1,0,30,4,0,POINT (442330.0006064196 4398767.113465492)
93130,19,2,1,34,7,15,1,0,34,4,0,POINT (442580.9684377257 4398765.232916893)
93133,20,3,0,27,7,2,1,0,31,0,0,POINT (443333.8717227515 4398759.640486299)
93134,13,2,0,22,6,2,0,0,30,0,0,POINT (443584.8393580764 4398757.792748216)
93773,9,0,0,1,10,0,2,0,10,0,0,POINT (424764.6282336435 4399169.253402181)
93774,15,0,0,4,11,0,2,0,11,0,0,POINT (425015.5901332228 4399166.798608565)
93776,19,1,0,6,12,0,2,0,17,0,0,POINT (425517.5136953044 4399161.913633444)
93777,20,1,0,7,13,0,2,0,18,0,0,POINT (425768.4754865759 4399159.48345066)
93778,18,1,0,11,11,0,2,0,18,0,0,POINT (426019.4372419883 4399157.061471454)
93779,19,1,0,14,7,0,2,0,19,0,0,POINT (426270.3989616619 4399154.647695811)
93780,15,1,0,14,4,0,1,0,18,0,1,POINT (426521.3606885588 4399152.242123306)
93781,9,0,0,9,5,0,1,0,17,0,1,POINT (426772.3222942742 4399149.844755149)
93782,5,0,1,3,6,0,1,0,11,0,1,POINT (427023.283864614 4399147.455590507)
93784,6,0,1,1,5,0,1,0,12,0,1,POINT (427525.2068996532 4399142.701871691)
93785,6,0,1,1,5,2,1,1,11,0,1,POINT (427776.168364593 4399140.33731749)
93793,20,1,0,0,3,3,2,1,6,2,0,POINT (429783.8590095852 4399121.716205107)
93794,18,1,0,0,3,3,2,0,7,2,0,POINT (430034.8201648647 4399119.42548138)
93843,15,1,1,27,7,18,1,0,31,4,0,POINT (442331.8788985597 4399017.228774272)
93844,13,2,1,26,8,17,1,0,32,4,0,POINT (442582.8385550384 4399015.348197956)
93845,14,2,1,25,8,10,1,0,31,2,0,POINT (442833.7982266164 4399013.475823932)
93846,14,1,1,24,6,2,1,0,29,2,0,POINT (443084.7578277302 4399011.611652826)
93847,14,2,0,25,7,2,1,0,28,0,0,POINT (443335.7173156606 4399009.75568494)
93848,9,2,0,25,7,2,0,0,28,0,0,POINT (443586.6767762114 4399007.907919625)
93850,4,1,0,4,1,1,0,0,16,0,0,POINT (444088.5958298668 4399004.236995089)
93851,2,1,0,1,1,0,0,0,20,2,0,POINT (444339.5552518482 4399002.413837099)
93856,5,0,0,1,0,0,0,0,17,2,0,POINT (445594.3520464435 4398993.421084141)
94488,10,1,0,1,12,0,2,0,13,0,0,POINT (425018.0326388477 4399416.916272043)
94493,15,1,0,10,11,0,1,0,20,0,0,POINT (426272.8005863672 4399404.765180329)
94494,10,2,0,9,3,0,0,0,18,0,1,POINT (426523.7541371269 4399402.359572393)
94498,3,1,1,3,4,0,0,0,12,0,1,POINT (427527.5676438426 4399392.819180265)
94499,2,1,1,0,5,0,1,0,11,0,1,POINT (427778.5209327273 4399390.454591237)
94504,8,0,0,1,5,5,2,2,7,2,0,POINT (429033.2871134981 4399378.754696927)
94505,11,0,0,1,4,4,3,2,7,2,0,POINT (429284.2401949477 4399376.439329081)
94507,12,0,0,0,4,3,2,0,8,2,0,POINT (429786.1461698383 4399371.833204584)
94508,11,0,0,0,3,3,2,0,7,2,0,POINT (430037.0991492031 4399369.542447116)
94558,14,2,1,21,7,17,1,0,29,2,0,POINT (442584.708761962 4399265.463630578)
94562,8,1,0,20,6,2,0,0,25,0,0,POINT (443588.51428239 4399258.023242635)
94570,5,0,0,1,0,0,0,0,17,2,0,POINT (445596.1241517174 4399243.536193727)
95204,8,1,0,3,12,0,1,1,14,0,0,POINT (425522.3661158087 4399662.148745184)
95205,12,1,0,10,11,0,1,1,16,0,0,POINT (425773.3115543266 4399659.71849083)
95206,12,1,0,9,10,0,1,1,18,0,0,POINT (426024.2569570178 4399657.296440294)
95207,11,2,0,8,8,0,1,0,19,0,0,POINT (426275.2023240026 4399654.882593567)
95218,7,0,0,1,4,4,2,1,7,2,0,POINT (429035.5989102874 4399628.871727231)
95264,10,1,0,1,3,6,2,0,19,0,0,POINT (440579.032039482 4399530.853725791)
95265,11,1,0,1,3,15,3,0,25,0,0,POINT (440829.9755425556 4399528.915673756)
95266,13,1,0,0,3,26,2,0,30,0,0,POINT (441080.9189742242 4399526.985824989)
95272,17,1,1,21,8,20,3,0,30,2,0,POINT (442586.5790568332 4399515.57899278)
95274,11,0,1,21,8,3,2,0,25,2,0,POINT (443088.4656279548 4399511.842337579)
95275,9,0,0,21,6,2,1,0,24,0,0,POINT (443339.4087651445 4399509.986315021)
95276,8,0,0,20,2,2,0,0,24,0,0,POINT (443590.3518749792 4399508.138495274)
95282,4,0,0,2,1,0,0,0,17,1,0,POINT (445096.0104375462 4399497.223831739)
95283,4,0,0,1,0,0,0,0,15,1,0,POINT (445346.9534449708 4399495.433430722)
95917,5,1,0,1,12,0,1,1,12,0,0,POINT (425273.8552869812 4399914.704853789)
95918,10,1,0,2,10,0,2,1,12,0,0,POINT (425524.7924987963 4399912.266360548)
95919,12,1,0,4,10,0,2,1,13,0,0,POINT (425775.7297603553 4399909.836070432)
95921,10,2,0,5,7,0,1,1,16,0,0,POINT (426277.6041761626 4399905.000102006)
95923,7,2,0,4,1,0,0,0,14,0,1,POINT (426779.4784496896 4399900.196949213)
95924,4,1,0,4,3,0,0,0,10,0,1,POINT (427030.4154905632 4399897.807679049)
95925,5,1,0,4,5,0,0,0,11,0,1,POINT (427281.3525390694 4399895.426612336)
95928,4,1,1,0,7,0,1,0,7,0,1,POINT (428034.1633460405 4399888.332636404)
95929,4,0,1,1,6,0,1,0,6,0,0,POINT (428285.1002549342 4399885.984384971)
95933,7,0,0,1,4,4,3,0,6,2,0,POINT (429288.8475456833 4399876.673416888)
95978,10,1,0,1,3,10,2,0,24,0,0,POINT (440580.9678318331 4399780.969408884)
95979,11,1,0,1,3,15,2,0,28,0,0,POINT (440831.9031588245 4399779.031328321)
95980,11,1,0,1,3,26,2,0,29,0,0,POINT (441082.8384144256 4399777.101451151)
95981,12,2,1,0,5,29,1,0,30,0,0,POINT (441333.7735987585 4399775.179777357)
95986,13,1,1,19,10,20,3,0,25,4,0,POINT (442588.4494408945 4399765.694451043)
95988,10,1,1,19,7,2,3,0,26,2,0,POINT (443090.3196600671 4399761.957740844)
96036,3,0,0,0,1,0,2,0,9,0,0,POINT (455135.1720921662 4399682.120031117)
96037,4,0,0,0,1,0,3,0,15,0,0,POINT (455386.1059203374 4399680.657708731)
96054,1,1,0,0,0,0,0,0,8,0,0,POINT (459651.9782320097 4399657.053185397)
96055,4,1,1,0,0,0,0,0,9,0,0,POINT (459902.9116911298 4399655.738504782)
96056,5,1,1,0,0,0,0,0,8,0,0,POINT (460153.8451308917 4399654.432026406)
96062,1,0,0,0,0,0,0,0,7,0,0,POINT (461659.4455411859 4399646.765401684)
96632,10,1,0,2,10,0,2,1,13,0,0,POINT (425527.2189985509 4400162.384182062)
96633,10,1,0,4,10,0,1,1,14,0,0,POINT (425778.148082758 4400159.9538562)
96636,10,2,0,4,1,0,1,0,15,0,0,POINT (426530.9351639306 4400152.712102503)
96637,8,1,0,4,0,1,1,0,15,0,0,POINT (426781.8640628457 4400150.314593197)
96638,4,1,0,4,1,1,0,0,13,0,1,POINT (427032.7929264492 4400147.925287888)
96639,4,1,0,3,4,1,0,0,14,0,1,POINT (427283.7217976997 4400145.544186151)
96645,4,0,0,1,2,1,1,0,7,2,0,POINT (428789.2941644643 4400131.429859633)
96646,4,0,0,1,3,1,3,0,7,2,0,POINT (429040.2228356007 4400129.106184919)
96647,4,0,0,1,3,1,4,0,6,2,0,POINT (429291.1513868418 4400126.790714851)
96692,14,2,0,1,2,10,2,0,29,0,0,POINT (440582.9037173485 4400031.085298935)
96693,15,2,0,1,3,16,2,0,33,0,0,POINT (440833.8308678646 4400029.14718986)
96694,16,2,0,1,3,19,3,0,35,0,0,POINT (441084.7579470047 4400027.217284297)
96695,18,3,0,1,4,28,1,0,37,0,0,POINT (441335.6849548904 4400025.29558223)
96698,11,2,1,6,5,26,3,0,33,4,0,POINT (442088.4659805954 4400019.579693601)
96699,13,1,1,18,7,24,3,0,28,4,0,POINT (442339.3929616938 4400017.690803427)
96700,13,1,1,19,6,18,4,0,26,4,0,POINT (442590.3199149726 4400015.810116365)
96701,13,1,1,19,6,8,4,0,28,4,0,POINT (442841.2468833954 4400013.937632075)
96702,10,1,0,19,4,2,2,0,30,2,0,POINT (443092.1737814096 4400012.073351188)
96710,2,0,0,0,0,0,0,0,11,0,0,POINT (445099.5877732733 4399997.454415089)
