home_grid,avg_time,ses
80264,13.817545365805664,3
80977,8.731271921976523,3
80978,11.44835835478532,3
80979,13.327445418191381,3
81692,15.257374120442927,3
83133,34.80288333895602,4
83846,14.318385632663292,4
83847,19.417445818764346,2
84560,20.191289519257158,11
84561,15.412371492311323,11
85269,16.03136297009413,9
85271,18.717468327182118,1
85273,13.801572357995859,3
85279,16.790279175913867,2
85280,18.133720891583405,2
85983,15.082290319175213,9
85984,18.022147172090992,9
85987,14.904274426705419,6
85988,16.205122092516547,3
85993,14.47962110556355,2
85994,19.469961279393377,2
86643,15.850589020253658,8
86654,22.74027242890478,3
86655,17.989171892473614,3
86656,18.289186630079133,20
86701,12.77708178177993,6
86702,13.988855990888025,3
86707,18.34167604569091,2
86708,16.034779979986872,2
86710,18.806431995538137,2
86711,17.581873061574477,2
87350,18.38702556064208,2
87351,15.37890448202759,2
87354,14.073703838866466,3
87365,35.53166660696239,12
87368,24.946174215794496,3
87369,16.56855013742259,10
87370,18.67830655427822,20
87417,19.979625880783832,5
87418,16.126084655635893,5
87420,16.14082598480277,3
87421,16.26615518696143,3
87422,18.369676641127867,3
87423,17.573847157473942,3
88059,12.168727016902519,2
88064,19.00082821959982,2
88065,18.07706127314027,1
88069,16.142128299124106,2
88070,16.828480972531544,2
88071,18.108208620671714,3
88079,24.363255626519713,12
88083,16.681447004201456,19
88132,19.29748921693513,12
88133,16.75696986506497,8
88134,16.995985910917955,8
88135,18.866316573455727,3
88136,19.27865508605971,10
88137,24.46965144049823,3
88772,12.908244690874628,2
88773,14.895816716817153,2
88775,14.561399523442894,5
88776,17.173903978041842,5
88779,17.934619420181306,2
88780,19.324667844304173,1
88781,21.069376954234993,2
88782,17.534206424279567,2
88783,17.641786621563714,1
88785,21.419529578146506,1
88789,14.8224697808849,13
88790,15.3950840917639,13
88793,17.56539369130494,14
88837,21.79269724874873,6
88838,24.925668295487206,6
88839,18.312623471142473,6
88840,24.165150023723363,6
88843,17.977066998061474,19
88844,16.166637524013666,19
88845,16.673562988260514,10
88846,16.006096801304608,12
88847,15.138980201474986,8
88848,16.57337343684877,8
89485,20.48832199525444,6
89486,16.396510032523835,6
89487,14.322887239238161,2
89489,15.038919152545137,2
89491,14.002037313381752,3
89492,12.428671894995693,1
89493,15.960483804416608,2
89494,18.28341871601265,2
89495,21.066871052792937,2
89499,17.41771824540774,1
89552,18.23484966509828,6
89553,17.007502646560496,6
89554,18.298119904774953,6
89557,16.445888137161138,19
89558,14.282731621213134,19
89559,15.709573448958439,15
89562,14.816640507747113,2
89563,14.91355802782751,3
89564,18.44640002737509,3
90199,13.024938840984172,1
90200,12.621514927214408,1
90201,15.876090250384358,1
90202,13.198306928397855,2
90203,14.677973652424333,2
90204,13.19932082360473,1
90205,12.328444679245147,2
90206,14.445780950686697,1
90208,16.5966144687831,2
90209,17.17943112174944,3
90210,22.166984716155497,8
90214,19.89972192467658,4
90221,16.559097065949395,1
90270,19.534783019912936,5
90271,17.090067178991873,23
90272,16.172819899469822,16
90273,13.548718616682853,6
90274,13.263174661302848,6
90277,15.017596346582362,4
90913,15.202822679364198,1
90914,15.438106429267162,1
90915,13.876219812648893,1
90916,15.124643100424656,1
90917,14.016918865454967,4
90918,13.265115090667443,1
90919,12.686473751713281,2
90920,14.707938660389791,2
90921,14.57974064880937,2
90922,14.769190095101493,2
90923,16.462953357997364,1
90924,21.212744889622293,1
90925,21.862680408926902,1
90928,19.308618839144355,2
90937,17.76440999469685,18
90938,14.83844630446563,18
90939,15.533317733949376,24
90984,16.70440429876775,13
90985,16.855751122831936,15
90986,15.464080438364192,17
90989,13.84257311219467,3
90990,13.655832942743668,3
90992,15.152204808943917,5
91627,8.896223755014418,1
91628,14.221906175000512,1
91629,13.930938547991117,1
91630,15.495461569025966,10
91631,13.44680727862847,2
91632,14.351778783955751,3
91633,12.424878113622091,2
91634,16.293223011603175,2
91635,16.636760144760338,2
91636,14.42833052406507,1
91637,14.748046858618983,1
91638,22.97885305370296,1
91639,20.14591395956614,1
91642,16.356886601409542,2
91649,15.044684814192118,12
91650,15.261342661867284,12
91651,15.072366710235421,13
91652,12.749553031492264,13
91653,13.543025648216306,23
91654,13.097566348465836,23
91698,15.967025370241988,7
91699,15.28501579872808,19
91700,15.272863121888006,17
91703,15.167388059078183,11
91704,13.320527309261184,9
91706,14.519661163914583,4
91714,15.920101620724225,12
92343,13.691679596526196,1
92345,15.762357878262373,1
92347,12.239502442153205,1
92348,16.01816137426223,2
92349,15.46642563965887,2
92350,14.184126843500506,2
92351,14.578676559460593,2
92352,14.688979254083781,1
92357,18.336697355409683,17
92358,17.847051041084146,17
92364,16.303638189067815,12
92365,15.519206524092422,11
92366,14.673041148044558,11
92367,14.96383355050395,27
92411,20.381407959916906,10
92412,18.11453850009037,7
92413,15.47483818089678,29
92414,12.303568964024107,27
92415,15.619244575973854,7
92416,19.36326894184783,7
92418,15.183835868958687,14
92419,15.730533776009114,3
92420,16.178712015532767,9
92421,16.04087598981303,9
92422,16.62498171689196,5
92428,14.53729335888219,13
92429,14.555841303253558,12
93057,15.625115215868451,2
93059,12.468219332108351,1
93063,14.557084744025161,2
93064,13.117587420444432,2
93065,12.6319628234704,1
93066,13.02922075534261,2
93067,12.844203814484484,1
93071,19.164865277096652,17
93072,20.152966016186788,17
93079,16.649122492256417,9
93080,15.903492626185455,20
93081,14.961131433630792,24
93127,18.404723371909107,21
93128,15.05473811577838,21
93129,13.781439002976805,5
93130,15.910363093407204,5
93133,15.51192521947152,2
93134,16.927882986769287,6
93773,15.213753009061627,1
93774,14.538934462684102,1
93776,15.683436006977441,1
93777,16.135270175023926,2
93778,11.654441473100267,1
93779,13.095663367651902,2
93780,11.738064906460986,1
93781,12.103995386571821,1
93782,15.019718558295276,1
93784,16.614992304591365,2
93785,16.25474975010856,2
93793,21.459983722347793,4
93794,19.161005076409193,4
93843,16.7617787260993,5
93844,14.36846465328603,5
93845,15.989283546983579,4
93846,16.215023320607635,13
93847,16.006702886333645,2
93848,15.45524358157084,3
93850,16.07494252296248,3
93851,16.48891322012365,3
93856,13.072911942213647,4
94488,13.71616949870354,1
94493,13.631399644958876,1
94494,13.46251750984526,1
94498,16.05150489757418,2
94499,14.460067424891754,2
94504,13.34151923233486,4
94505,15.193467368034524,1
94507,19.22278851309201,4
94508,20.965571403762965,4
94558,16.40890617851193,12
94562,18.669112451321375,8
94570,15.874076382008937,5
95204,14.40579994031097,2
95205,17.146529498537223,6
95206,15.031409778956215,6
95207,10.512940391838075,1
95218,18.904709730551264,4
95264,19.227456017893566,28
95265,17.74158778080819,15
95266,16.451283086027217,4
95272,16.233660936189313,12
95274,20.65013454958722,3
95275,20.579551283360935,3
95276,16.162281807543778,45
95282,15.595571189615805,13
95283,16.40564204549097,13
95917,14.677084609363177,1
95918,13.59528094591085,1
95919,20.274276640970065,1
95921,11.171446975481972,1
95923,15.209926267758375,1
95924,15.010908604389442,1
95925,17.254169959127946,1
95928,18.086956521739133,16
95929,21.056532903241163,16
95933,15.272207098749258,6
95978,21.723573420108806,12
95979,18.98645899512337,4
95980,17.371866849242636,4
95981,20.63858093126386,18
95986,14.291745460023547,12
95988,18.74313646449157,4
96036,12.051763523205112,79
96037,20.52243182410009,79
96054,16.41464982963587,12
96055,16.06428971026477,12
96056,14.81847697787856,13
96062,17.913084795048867,2
96632,14.344895392234127,1
96633,13.706121076113748,1
96636,14.257748177195273,1
96637,17.388599788744898,1
96638,15.02650139675219,1
96639,17.52550413164185,1
96645,16.76772385588888,3
96646,13.895363191084947,3
96647,13.997795593841552,1
96692,18.36871940850702,6
96693,16.503717278240167,6
96694,17.661481807016063,18
96695,17.67384082967486,18
96698,13.621803640132384,12
96699,14.327330643792763,22
96700,13.873529761945095,22
96701,15.390196922431294,6
96702,17.173347366712182,4
96710,16.921652281874145,4
96711,20.226219731447628,4
96770,15.36262193082669,13
96771,13.041996090075253,8
96773,15.655319968327799,18
96774,16.89018574935049,18
96776,16.588763273133175,2
97347,17.894227952218365,1
97348,15.299241422625725,1
97349,15.64421104165839,1
97351,15.261272466943076,1
97360,16.92947849105486,1
97407,15.67488569068316,10
97408,18.00786481966754,18
97409,18.92881490836628,18
97410,15.800502139417175,6
97411,16.97766243370371,9
97412,15.404795023690848,23
97413,13.56239457010421,23
97414,14.663311651036453,22
97415,15.308644362927062,6
97416,14.835501197710773,7
97424,18.065732455017784,4
97425,17.180708673343894,4
97464,14.990107305661441,72
97465,16.83774780992455,72
97466,14.543548698080444,66
97484,14.838988200604497,3
97487,13.501844403533545,18
97488,16.668796658792594,18
98062,15.930107252498763,3
98063,14.786032088631526,4
98064,14.078511213743663,1
98069,14.989088327773938,3
98070,18.88706238448867,3
98083,14.696520828591112,4
98086,18.016609109436015,25
98119,28.813311853766926,5
98120,17.73016521784271,9
98121,15.231194385562437,11
98122,18.62108359328346,29
98123,18.902031538408583,29
98124,17.703139724214978,25
98125,19.816051709032536,17
98126,17.2126284125931,30
98127,15.184971055737673,23
98128,14.356429370658946,8
98129,14.288072526535395,6
98130,16.55313093924515,7
98138,16.56507677990803,7
98178,18.596647299833087,63
98180,15.486081849223737,59
98198,15.825118507135382,3
98199,12.670002281966546,10
