home_grid,ses,entropy
101691,44,8.75184922077646
101694,26,7.293112604823817
101695,26,7.977393525345565
101696,43,7.156012606502964
101698,33,7.774177346493486
101699,33,8.201143754047106
101713,3,7.256845066087475
101732,11,6.950328908069729
101734,31,6.082759284412519
101737,6,6.578643558977533
101738,14,6.506986315259033
101739,27,8.004839562056505
101753,28,7.7600734499981225
101754,28,8.131590666638221
101755,30,8.113006896826992
101756,27,7.634931082814585
102353,2,7.353925343804531
102356,4,7.7771352145330646
102361,1,7.950777059256832
102368,8,6.732627851774085
102369,3,7.157953132411274
102370,15,7.551077600727199
102371,11,8.062561972699072
102372,11,6.5900245901222805
102405,35,8.224852214221517
102410,43,7.485796569044376
102412,59,7.871337716470503
102413,59,7.135310319460192
102427,3,7.573332472090227
102428,4,7.774644735306302
102448,31,6.375337793790406
102468,28,7.019221109009869
102469,33,7.590418183199329
102470,49,7.5249278914293996
102471,55,7.165372538743205
103067,2,7.472643405028522
103070,1,7.373999438132465
103074,20,7.495411540255514
103075,21,6.832635287962278
103076,15,6.888940174124441
103082,8,7.510304602558928
103083,16,7.471368572332807
103084,15,7.824149346080527
103085,12,7.515964372671249
103086,11,6.478915494792988
103125,25,8.093704554904463
103126,59,7.470127318611352
103127,59,6.607409194850146
103133,1,4.885004328090982
103134,1,5.529928231692642
103211,7,7.725028719199106
103212,7,7.064938358235334
103213,11,6.412040103066015
103784,1,7.697749853535953
103785,2,7.0233534416255745
103786,2,7.504886002040452
103789,12,7.135162906939161
103790,10,6.28354395593629
103791,9,4.838400086410889
103833,40,6.067274069832327
103834,32,6.79098067344345
103835,32,6.927416117896804
103836,22,7.770913929260125
103837,12,8.4679927766338
103838,27,8.435216612902304
103840,18,8.10226185662371
103841,18,7.305143266687033
103926,2,6.0733208516848745
103927,4,6.2550130776264155
104498,2,6.659215909177657
104499,2,5.44156015657973
104502,11,8.101162053695191
104503,11,6.10789744455207
104515,2,6.565601963712012
104548,23,6.112698771397223
104550,12,7.6334032082322
104551,42,8.457840513538056
104552,42,8.718047785077546
104553,15,8.622119336873231
104555,14,6.280483613627668
104556,32,5.63560491965636
104583,3,6.804403273335743
104591,48,6.167386674482794
104641,3,5.307672139243216
105229,7,7.973743658540325
105262,23,6.002136804805765
105264,46,6.906033154042533
105265,42,7.890367608203967
105266,42,8.836163814869348
105297,3,5.045586966923629
105303,9,5.781808835777691
105304,48,7.118694408177719
105305,48,6.712947088595219
105335,28,4.634597914622276
105943,7,6.547183929621412
105967,5,8.507249720482776
106017,9,6.8000573564451585
106035,24,5.9503628835597695
106057,47,6.778967320539534
106680,6,8.921362949430407
106681,5,8.67786153496315
106729,6,7.8263483953073685
106730,8,8.383400351739677
106731,8,6.0532850232269135
106773,41,7.083390579118114
107394,6,8.743584475763413
107395,4,7.748470348918281
107408,12,7.49798988935915
107409,12,7.485679066963174
107410,14,7.615707809256373
107411,14,7.750705393144541
107412,13,7.979842561920691
107440,13,8.325795585280147
107443,6,6.125302162867705
107444,8,7.940936289762104
107445,8,5.603014861104844
107458,51,6.499830293985686
107459,10,7.544190566393216
107460,44,8.304390483952204
107461,47,8.38754488376069
107462,22,7.287763961769876
108107,3,7.538037436227201
108108,3,7.828339911371562
108110,5,6.635114109735672
108111,5,6.788826408795851
108122,13,7.685012616679243
108123,13,7.214512040008744
108124,24,8.00370340537095
108126,25,7.9043420128172475
108147,3,4.903127492110906
108152,20,7.9702384805487885
108154,11,8.092497081186854
108155,11,7.6305109288394295
108171,56,5.23115594107862
108172,77,6.767170283357835
108173,17,7.241157030745452
108174,53,8.35023892027349
108175,22,9.082242327102099
108176,22,7.604092141157773
108211,8,7.176858826059256
108776,10,5.9885865676200805
108824,5,6.537006661703147
108825,5,8.566347790977412
108836,13,7.549946231841846
108838,24,7.4850339776716135
108840,55,7.99096398179341
108841,12,8.168107842373441
108868,15,6.005209599113628
108886,57,5.921895941382838
108887,45,6.533356603046796
108888,7,7.371318880909409
108889,55,8.227049773136514
108891,29,6.429130161791171
108892,29,6.3517519881686555
108924,9,7.210032207031286
108925,8,7.3145852384479
109490,10,6.171243824473969
109539,2,7.3694237786874925
109550,15,7.756844091227766
109554,55,7.621621129613661
109555,6,8.143897493500203
109556,10,8.396099109828842
109561,11,7.682584679406849
109562,11,6.700305308452565
109563,41,7.1992775459709994
109564,41,8.067732084668652
109604,45,7.036095316299571
109605,41,6.611132113400954
109607,50,8.552109766788403
109608,50,7.479352297874825
109611,52,5.982570944129192
110263,37,7.969898261445359
110264,19,7.793106938628547
110265,19,7.7027430321611
110266,21,7.584565751807059
110268,14,8.152164179887018
110269,12,7.9796326183594335
110270,10,7.762434220214408
110271,16,6.793763886794871
110273,8,6.5880698433198255
110274,5,7.955473786567178
110275,11,7.84882936964149
110276,11,7.49925631339122
110278,15,8.158496514418685
110279,15,7.810780680947954
110297,6,6.677375090882195
110315,25,5.878754558515844
110316,32,7.258464139550323
110317,32,8.141586175859699
110319,41,7.008700023702502
110320,47,7.047302792175498
110321,47,7.463222005790258
110322,50,7.285635303439617
110323,50,7.284066350954323
110979,15,7.584754240253879
110980,14,7.620350806760419
110982,37,8.171111033230243
110983,17,8.102403695213127
110984,12,7.2107030935141125
110988,7,8.354107570139899
110990,17,8.207481487511782
110992,18,8.526289659710685
111010,18,6.10935417017359
111011,6,7.317055917944622
111012,6,6.298831481664055
111028,40,6.768159306987416
111029,40,7.49224521100407
111030,30,6.921481071000782
111034,47,7.389361092070875
111035,47,7.0098005781842065
111036,50,7.4688117003279855
111037,50,6.836299337086195
111654,7,6.736188948114072
111684,31,5.324284195320658
111685,23,5.302880582999114
111693,12,7.829355895560444
111694,12,7.727094568172054
111695,10,7.69741697862275
111696,10,7.696360353929992
111697,18,7.4408840693207345
111698,13,5.021238186508789
111703,10,6.927868159987609
111704,17,7.959789451093298
111722,28,7.026495780883664
111723,38,7.666484393892111
111724,15,7.924614091812851
111735,16,8.284758914314452
111737,25,7.724944281512022
111741,30,7.80727353914818
111742,35,7.289988594192868
111743,27,7.849836438903045
111744,33,6.963453618804405
111745,30,7.4470150678375155
111746,37,7.741207914710655
111747,14,7.646388964395825
111748,14,7.200810002121746
111772,15,6.327048390546486
111773,15,7.7967575447962645
111775,48,7.382616148754747
111776,48,6.538583792003365
111777,5,7.2220150265343985
112350,22,5.405898919036606
112351,22,4.585100958714552
112368,11,6.486467359838664
112409,14,7.622698311690573
112411,13,8.251801538149682
112417,10,6.602557678311077
112418,10,8.45830618153713
112423,6,7.595889849664046
112436,28,6.714632604190884
112438,15,7.730630452715797
112449,16,8.125399372466678
112450,17,8.11096892999111
112451,25,7.440073845104735
112452,25,7.429521848028162
112455,30,7.481372613279554
112456,31,7.719166972471208
112457,29,8.215235106382472
112458,42,7.667115929052725
112459,42,7.325813907704337
112460,37,8.045204007341727
112461,41,8.411596775142065
112462,33,7.860226455286334
112464,44,7.549211661247899
112465,18,7.192059185525774
112486,16,7.286063824276038
112490,4,6.7317864719116525
112491,4,6.860347237859706
113065,18,6.143262884583024
113082,9,6.674043404982728
113083,26,6.849388100138473
113123,10,7.315265786939564
113124,8,8.384358257153414
113125,11,8.420727334653387
113136,5,9.126846629314601
113137,8,7.366737216332576
113150,25,7.188417862257699
113151,25,7.690672141481418
113153,17,8.079652732243881
113154,17,8.14451342847739
113160,12,8.38583249695161
113161,12,7.304892295072751
113162,15,8.052529637218662
113164,17,7.265385633759039
113165,25,6.404645057038361
113166,25,6.56303534421097
113170,31,6.360711907959791
113172,33,7.978784135943886
113173,14,7.305086096066224
113174,32,7.719959571561125
113175,30,8.043670884841259
113176,45,8.20731002671555
113177,29,8.11070489990652
113178,44,8.342815269867042
113179,27,7.621239831895389
113200,15,6.888477548556606
113201,15,7.4033666661488455
113204,5,6.890258699799955
113205,5,6.9447944085979785
113208,4,8.942304607210005
113774,4,6.658223272156512
113775,4,6.704887918582848
113776,15,7.962808874195543
113777,3,7.73979846532607
113778,3,6.94449445563853
113794,15,6.518294064893828
113795,15,6.810001174229314
113820,62,6.288223954142064
113839,6,7.497049126404045
113846,63,7.542309418470042
113847,21,8.186832671686332
113848,10,8.435811762842903
113849,10,8.314839058437016
113850,11,8.101943835582684
113864,25,7.478552133527764
113866,9,7.8861569775915825
113867,13,7.29049086220847
113869,6,8.003998766407062
113870,6,7.425522421293838
113872,10,7.745748967520756
113874,8,8.330524012787276
113876,20,8.017714428128373
113877,42,8.183786576012949
113878,51,7.347309555891266
113886,38,7.203827843189966
113887,66,6.9433377152694264
113888,66,7.64284257958464
113889,56,8.276140942144686
113890,36,8.800813937830998
113891,32,8.935083113861996
113892,33,8.661727094574626
113917,3,6.245584863024009
113918,3,7.663157212994777
113921,5,8.481599387389522
113922,4,8.336733815244486
114489,18,7.315966114494488
114490,15,7.024852148830751
114491,13,7.5053030356497334
114492,13,7.627749082069195
114508,7,7.155768856297571
114509,2,7.1273701101659075
114534,62,6.124383049207418
114559,69,7.250463816292799
114561,27,7.838787447887951
114571,11,8.215378049638208
114572,11,7.354565794811935
114576,12,7.231840674746621
114577,12,7.590868718440078
114579,16,7.839369250669209
114580,9,8.688747128742108
114581,8,7.794718153520214
114583,7,8.471811051178333
114584,8,8.149697751250176
114585,8,8.305286011234374
114586,8,8.452886172483188
114587,11,8.701499893181113
114588,6,7.680839369340865
114589,5,8.580927760593774
114590,51,8.761423253711815
114591,49,8.361792248301116
114592,59,8.381266226205248
114631,3,7.043365852284919
114632,3,7.194517239875488
114635,5,7.833178942810511
115203,18,7.504066222083993
115214,14,6.838961131033907
115222,2,6.860165355342202
115223,2,6.873479949228729
115264,19,7.094164431363251
115265,19,7.655691790644417
115273,69,8.254620824595293
115275,27,7.408195845238956
115277,30,6.519013804640389
115283,9,5.071922909976218
115284,9,6.382252712708009
115285,11,8.072743251567656
115286,10,8.254635072436443
115291,15,6.547732500158208
115293,16,7.427084697074241
115295,9,7.76100494609066
115298,17,7.311049754338887
115299,8,6.891470429166201
115300,9,7.267556820914528
115301,9,7.5329451513644745
115303,6,6.625719609718825
115304,10,6.778585485731087
115305,10,7.6903286362262095
115322,21,6.095913258643474
115345,6,6.548256607617228
115346,6,6.842576030303926
115347,6,6.8601958715915305
115910,15,6.163999287950009
115911,18,6.023164050078251
115912,17,6.883799851713724
115916,15,6.653527400963873
115921,23,7.350089529342696
115936,9,6.730014420551701
115937,4,6.864363170542009
115986,32,8.151530404585598
115987,32,7.782595715001939
115988,22,7.009717391610867
115990,36,7.803470323668445
115991,30,6.7074207443562965
115999,11,6.944831110718041
116000,11,8.53752614477698
116005,15,6.776292394664887
116017,23,7.094081365422058
116018,23,8.084631324723773
116019,19,7.993849998966125
116036,21,7.592917225749597
116635,19,7.039556439177495
116650,8,6.726210606040538
116651,4,6.582439219647868
116677,78,6.822596401729635
116679,49,6.837362293737211
116680,49,6.3507034934599815
116681,50,6.421098365660342
116702,22,7.62214026346676
116704,36,7.829885210168044
116705,32,8.332449413306604
116713,14,8.075912647368398
116716,12,8.14774376087891
116729,31,7.483603445357174
116730,31,6.141700415705067
116731,23,7.845332509425315
116732,23,7.0189897663570875
116733,19,6.967499135119925
116734,18,6.78621738021266
117349,19,6.743773359963615
117388,24,6.564184481651274
117389,24,7.6336290233031034
117390,33,8.096629357049604
117391,24,7.500192812382499
117392,59,6.646219632016043
117393,54,6.997101862970808
117394,49,7.894366839137113
117426,19,8.135332765696983
117427,19,8.635769887304
117428,17,7.8214074947003125
117429,13,7.960469451599183
117430,16,7.005092649095151
117431,14,8.012842040861479
117439,15,7.43864339355515
117443,15,7.848562278456159
117444,15,6.86114139843621
117490,39,7.039718112458914
117492,49,6.09453180933222
118065,12,6.973163005018732
118066,12,6.0972243450249275
118102,20,7.92925669792751
118103,31,8.040170893184857
118104,31,7.885944071515959
118105,24,7.767493381303886
118106,61,7.499074370819695
118107,54,7.564245442306882
118108,61,7.54470385526561
118119,19,8.020345050609702
118120,19,7.914196454752447
118140,16,7.968480742843164
118141,22,6.711982337187616
118142,17,7.468237442682648
118143,14,7.889972294743728
118144,21,8.727544942129798
118145,21,7.609261488838218
118152,41,7.699653295937651
118153,15,8.566499419483714
118154,10,8.136852467939669
118157,23,6.776253570934113
118182,25,6.236622924529755
118183,25,6.6904842262407875
118184,38,6.223284191290386
118204,61,7.785794636770212
118205,54,8.097015242472406
118206,31,7.957432876787873
118780,5,6.4875710453890365
118815,56,5.927363606445356
118816,56,7.4866162334064175
118817,29,7.542687580923886
118818,29,7.3896824757481685
118821,42,8.064147258494652
118858,21,7.412399387050021
118859,20,7.1219369279472104
118866,41,8.15594033595939
118867,13,8.266320804416562
118868,12,8.422037156829491
118896,15,7.527120456955332
118897,8,7.38153829975932
118898,38,7.1895648581000415
118918,61,6.9227528466648405
118919,20,5.433375630400388
118920,2,5.137281930919178
119505,1,6.656495490200131
119540,41,8.304283875792809
119541,70,7.226880210071233
119542,41,5.847751474294715
119547,18,8.132839230103919
119572,25,6.859795567853125
119573,25,6.734674298060268
119579,47,8.023082329691363
119581,15,6.589621084535446
119610,35,7.923997994765396
119611,8,8.379045301648251
119612,14,7.855259697331162
119613,14,7.504017089069459
119614,45,6.2152680290573485
120219,1,7.712329098531919
120220,3,7.614436326235316
120253,35,7.3116206617405695
120254,28,7.808503431522678
120255,33,8.040185779444649
120261,18,7.303169379761062
120262,39,7.4416028189080246
120267,20,7.085539880646325
120268,20,6.7284185848973195
120324,35,7.333966152204307
120325,35,7.8188878262659
120326,37,8.44446162743446
120327,38,7.239771785758611
120337,21,5.7097531071350724
120933,3,7.551863039214056
120976,39,7.56802315647363
120981,20,7.443127132430721
120982,25,7.890553165289978
121004,7,7.421937356671184
121022,34,7.2994653832014125
121023,31,7.620223038995059
121025,15,8.239983533286917
121041,38,6.839679338193026
121042,30,7.3903425942678
121050,49,5.938461627282403
121051,21,6.794231366945043
121647,4,6.606199215175062
121648,3,6.353410992671729
121690,19,7.375917455000936
121691,18,7.962135206097466
121695,25,6.3260190096609055
121696,25,6.702625808344247
121738,13,8.138710701040036
121763,49,6.670207293162383
121765,48,5.868167901471204
122354,2,7.487825245501638
122355,2,7.8428833109109695
122356,3,7.005562481386534
122358,1,7.547874829673416
122359,1,7.394746645650759
122389,8,7.399718820768262
123068,1,7.384440991860614
123070,2,7.02021901603835
123071,2,6.961469545958626
123072,2,8.138379537191543
123073,2,7.824018975178529
123085,7,6.751574658719475
123086,11,7.35180712166656
123087,11,7.84375428728406
123099,10,6.337950409980451
123102,40,7.245439738073578
123103,21,8.024206449407137
123104,33,8.832034904431932
123105,14,8.279376525039531
123106,38,8.731785522648234
123107,37,7.602323437017505
123128,54,6.721115351854991
123129,54,7.520523754040103
123130,48,7.337533115732389
123131,48,7.523600711483539
123133,39,8.28979682829336
123135,43,7.683123433732854
123144,46,6.616543481030857
123777,11,7.3343298992754615
123778,10,5.500086292741477
123781,11,7.933862201875
123782,10,7.403216335575607
123783,10,7.458849099318658
123786,1,7.427242649181137
123787,2,7.524849333505677
123799,10,6.584743724085097
123800,10,7.504262249405894
123801,11,7.966766167482768
123813,28,6.200522462792852
123816,29,8.059411340785276
123817,22,8.229287231651288
123818,22,8.803776951483076
123819,14,8.654743861135184
123820,44,8.48903106393848
123821,42,7.676415462452588
123822,45,7.083125056202165
123823,45,6.691857288395219
123833,23,8.605729379600207
123834,53,7.977099191513046
123842,59,8.477032627369816
123843,58,8.688829634869695
123844,48,8.530092738537057
123845,45,9.161722682067515
123846,49,8.166404310178375
123847,24,8.341338215884754
