fnid,shopping_mall_count,library_count,museum_count,hospital_count,gym_count,university_count,park_count,outdoor_count,bus_station_count,subway_station_count,train_station_count
80231,5,0,0,1,0,4,1,1,15,0,0
80232,5,0,0,1,0,3,1,1,15,0,0
80233,5,0,0,1,0,2,0,1,14,0,0
80234,5,0,0,1,0,1,0,1,14,0,0
80235,5,0,0,1,0,0,0,1,11,0,0
80236,5,0,0,1,0,0,0,1,9,0,0
80237,6,0,0,1,0,0,0,1,11,0,0
80238,6,0,0,1,0,0,0,1,11,0,0
80239,3,0,0,1,0,0,0,0,10,0,0
80240,3,0,0,1,0,0,0,0,9,0,0
80241,4,0,0,1,0,0,1,0,10,0,0
80242,4,0,0,1,0,0,1,0,11,0,0
80243,4,0,0,1,0,0,1,0,10,0,0
80244,4,0,0,1,0,0,1,0,10,0,0
80245,4,0,0,1,0,0,1,0,12,0,0
80246,4,0,0,1,0,0,1,0,14,0,0
80247,4,0,0,0,0,0,1,0,14,0,0
80248,5,0,0,0,0,0,1,0,13,0,0
80249,3,0,0,0,0,0,1,0,12,0,0
80250,4,0,0,0,0,0,1,0,12,0,0
80251,4,0,0,0,0,0,1,0,13,0,0
80252,7,0,0,1,0,0,1,0,18,0,0
80253,10,0,0,1,0,0,1,0,21,0,0
80254,10,0,0,1,0,0,1,0,23,0,0
80255,10,0,0,1,0,0,0,0,23,0,0
80256,10,0,0,1,0,0,0,0,23,0,0
80257,10,0,0,1,0,0,0,0,25,0,0
80258,10,0,0,1,0,0,0,0,26,0,0
80259,10,0,0,1,0,0,1,0,26,0,0
80260,9,0,0,1,0,0,1,0,24,0,0
80261,13,0,0,1,0,0,1,0,23,0,0
80262,16,0,0,1,0,0,2,0,27,0,0
80263,17,0,0,1,0,0,2,0,33,2,0
80264,17,0,0,1,0,0,2,0,34,2,0
80265,15,0,0,1,0,0,2,0,37,2,0
80266,16,0,0,1,0,0,2,0,39,2,0
80267,18,0,0,2,0,0,2,0,44,2,0
80268,19,0,0,2,0,0,2,0,46,2,0
80269,19,0,0,2,0,0,2,0,47,2,0
80270,19,0,0,2,0,0,2,0,45,2,2
80271,19,0,0,2,0,0,2,0,45,2,2
80272,18,0,0,2,0,0,2,0,50,2,2
80273,18,0,0,2,0,0,2,0,50,4,2
80913,2,0,0,2,1,0,2,0,14,0,0
80914,2,0,0,2,2,0,2,0,16,0,0
80915,3,0,0,2,2,0,2,0,20,1,0
80916,4,0,0,2,2,0,3,0,21,1,0
80917,6,0,0,2,3,0,4,0,25,1,0
80918,7,0,0,1,3,0,5,0,31,1,0
80919,11,0,0,1,3,0,5,0,31,1,0
80920,11,0,0,4,4,0,6,0,37,3,0
80921,13,0,0,4,4,0,6,1,36,3,0
80922,14,0,0,4,4,0,7,1,36,3,0
80923,14,0,0,4,3,0,7,1,37,3,0
80924,14,0,0,5,2,1,7,1,38,3,0
80925,14,0,0,5,2,5,6,1,36,5,0
80926,16,0,0,5,2,9,5,1,38,5,0
80927,15,0,0,5,2,12,5,1,37,4,0
80928,17,0,0,5,2,17,6,1,37,4,0
80929,22,0,0,5,1,17,6,2,39,4,0
80930,22,0,0,5,1,17,6,2,34,4,0
80931,22,0,0,3,1,17,6,2,36,3,0
80932,25,0,0,3,1,18,7,2,34,3,0
80933,23,0,0,3,1,20,7,2,30,3,0
80934,25,0,0,3,1,20,7,2,30,3,0
80935,24,0,0,2,1,20,7,2,31,3,0
80936,23,0,0,2,1,20,8,2,31,3,0
80937,22,0,0,1,0,19,8,2,29,1,0
80938,21,0,0,1,0,17,8,2,26,1,0
80939,17,0,0,1,0,17,7,2,27,1,0
80940,16,0,0,1,0,16,4,2,24,1,0
80941,14,0,0,1,0,15,3,2,21,1,0
80942,11,0,0,1,0,15,3,2,21,1,0
80943,8,0,0,1,0,12,3,2,20,1,0
80944,7,0,0,1,0,10,3,1,17,0,0
80945,6,0,0,1,0,5,2,1,16,0,0
80946,6,0,0,1,0,3,2,1,16,0,0
80947,5,0,0,1,0,3,2,1,15,0,0
80948,5,0,0,1,0,1,0,1,14,0,0
80949,5,0,0,1,0,0,0,1,12,0,0
80950,5,0,0,1,0,0,0,1,13,0,0
80951,6,0,0,1,0,0,0,1,12,0,0
80952,6,0,0,1,0,0,0,1,14,0,0
80953,3,0,0,1,0,0,0,0,12,0,0
80954,3,0,0,1,0,0,1,0,12,0,0
80955,4,0,0,1,0,0,1,0,12,0,0
80956,4,0,0,1,0,0,1,0,13,0,0
80957,4,0,0,1,0,0,1,0,13,0,0
80958,4,0,0,1,0,0,1,0,13,0,0
80959,4,0,0,1,0,0,1,0,12,0,0
80960,4,0,0,1,0,0,1,0,14,0,0
80961,4,0,0,0,0,0,1,0,14,0,0
80962,5,0,0,0,0,0,1,0,13,0,0
80963,5,0,0,0,0,0,1,0,12,0,0
80964,4,0,0,0,0,0,1,0,12,0,0
80965,5,0,0,0,0,0,1,0,15,0,0
80966,8,0,0,1,0,0,1,0,18,0,0
80967,10,0,0,1,0,0,1,0,21,0,0
80968,10,0,0,1,0,0,1,0,23,0,0
80969,10,0,0,1,0,0,1,0,25,0,0
80970,10,0,0,1,0,0,0,0,25,0,0
80971,10,0,0,1,0,0,0,0,25,0,0
80972,10,0,0,1,0,0,0,0,26,0,0
80973,10,0,0,1,0,0,1,0,28,0,0
80974,12,0,0,1,0,0,1,0,27,0,0
80975,15,0,0,1,0,0,1,0,26,0,0
80976,17,0,0,1,0,0,2,0,31,2,0
80977,17,0,0,1,0,0,2,0,34,2,0
80978,17,0,0,1,0,0,2,0,38,2,0
80979,16,0,0,1,0,0,2,0,47,2,0
80980,18,0,0,2,0,0,2,0,51,2,0
80981,19,0,0,2,0,0,2,0,55,2,0
80982,19,0,0,2,0,0,2,0,52,2,1
80983,19,0,0,2,0,0,2,0,54,2,2
80984,19,0,0,2,0,0,2,0,52,2,2
80985,20,0,0,2,0,0,2,0,51,4,2
80986,21,0,0,2,0,0,2,0,64,4,2
80987,21,0,0,2,1,2,2,0,65,4,2
80988,22,0,0,2,1,2,2,0,65,4,2
80989,20,0,0,2,1,2,2,0,67,4,2
80990,19,0,0,5,1,2,2,0,64,4,2
80991,17,0,0,5,1,2,2,0,61,4,2
81626,2,0,0,2,1,0,2,0,18,1,0
81627,3,0,0,2,2,0,2,0,20,1,0
81628,3,0,0,2,3,0,2,0,22,1,0
81629,4,0,0,2,3,0,2,0,23,1,0
81630,5,0,0,2,3,0,3,0,28,1,0
81631,7,0,0,2,3,0,6,0,32,1,0
81632,10,0,0,4,3,0,6,0,33,3,0
81633,15,0,0,4,4,0,6,0,38,3,0
81634,18,0,0,4,4,0,6,0,42,3,0
81635,18,0,0,4,4,0,8,1,42,3,0
81636,16,0,0,5,4,0,8,1,42,3,0
81637,16,0,0,5,4,1,8,1,41,3,0
81638,16,1,0,6,3,3,7,1,42,5,0
81639,17,1,0,6,3,6,7,2,43,5,0
81640,17,1,0,6,2,11,7,2,44,5,0
81641,19,1,0,5,2,16,6,2,44,5,0
81642,20,0,0,5,2,17,6,1,44,4,0
81643,23,0,0,5,2,17,6,2,44,4,0
81644,27,0,0,5,1,20,6,2,47,4,0
81645,28,0,0,5,1,20,7,2,42,5,0
81646,30,0,0,5,1,20,7,2,38,5,0
81647,28,0,0,3,1,22,7,2,33,3,0
81648,26,0,0,3,1,22,7,2,32,3,0
81649,25,0,0,3,1,22,8,2,32,3,0
81650,24,0,0,3,1,22,8,2,32,3,0
81651,23,0,0,2,1,22,8,2,31,3,0
81652,22,0,0,2,0,22,9,2,29,2,0
81653,21,0,0,2,0,20,8,2,31,1,0
81654,20,0,0,1,0,19,6,2,27,1,0
81655,17,0,0,1,0,16,4,2,24,1,0
81656,15,0,0,1,0,15,3,2,22,1,0
81657,10,0,0,1,0,15,3,2,21,1,0
81658,8,0,0,1,0,11,3,2,22,1,0
81659,8,0,0,1,0,8,3,1,19,1,0
81660,6,0,0,1,0,4,3,1,17,0,0
81661,6,0,0,1,0,3,2,1,16,0,0
81662,5,0,0,1,0,2,1,1,18,0,0
81663,5,0,0,1,0,1,0,1,17,0,0
81664,5,0,0,1,0,0,0,1,16,0,0
81665,6,0,0,1,0,0,0,1,15,0,0
81666,6,0,0,1,0,0,0,1,17,0,0
81667,4,0,0,1,0,0,1,0,16,0,0
81668,3,0,0,1,0,0,1,0,15,0,0
81669,3,0,0,1,0,0,1,0,15,0,0
81670,4,0,0,1,0,0,1,0,16,0,0
81671,4,0,0,1,0,0,1,0,15,0,0
81672,4,0,0,1,0,0,1,0,15,0,0
81673,4,0,0,1,0,0,1,0,15,0,0
81674,4,0,0,1,0,0,1,0,16,0,0
81675,4,0,0,0,0,0,1,0,14,0,0
81676,6,0,0,0,0,0,1,0,15,0,0
81677,6,0,0,0,0,0,1,0,11,0,0
81678,5,0,0,0,0,0,1,0,12,0,0
81679,5,0,0,0,0,0,1,0,16,0,0
81680,8,0,0,1,0,0,1,0,18,0,0
81681,10,0,0,1,0,0,1,0,21,0,0
81682,10,0,0,1,0,0,1,0,25,0,0
81683,10,0,0,1,0,0,1,0,25,0,0
81684,10,0,0,1,0,0,1,0,25,0,0
81685,10,0,0,1,0,0,0,0,26,0,0
81686,10,0,0,1,0,0,0,0,28,0,0
81687,10,0,0,1,0,0,1,0,29,0,0
81688,15,0,0,1,0,0,1,0,28,0,0
81689,17,0,0,1,0,0,1,0,26,0,0
81690,17,0,0,1,0,0,2,0,32,2,0
81691,18,0,0,1,0,0,2,0,37,2,0
81692,17,0,0,1,0,0,2,0,45,2,0
81693,18,0,0,1,0,0,2,0,52,2,0
81694,20,0,0,2,0,0,2,0,55,2,0
81695,19,0,0,2,0,0,2,0,59,2,1
81696,19,0,0,2,0,0,2,0,57,2,2
81697,19,0,0,2,0,0,2,0,56,2,2
81698,21,0,0,2,0,0,2,0,57,4,2
81699,21,0,0,2,0,1,2,0,64,4,2
81700,21,0,0,2,1,2,2,0,69,4,2
81701,22,0,0,2,1,2,2,0,74,4,2
81702,22,0,0,2,1,2,2,0,74,4,2
81703,21,0,0,6,1,2,2,0,78,4,2
81704,20,1,1,5,2,2,2,0,81,4,2
81705,18,1,1,5,2,2,2,0,72,4,2
81706,17,1,1,5,2,2,2,0,69,4,2
81707,18,1,1,5,2,2,3,0,68,4,2
81708,18,1,1,5,2,2,2,0,68,4,2
81709,17,1,1,6,2,2,2,0,67,4,2
81710,11,1,1,6,2,2,3,0,64,4,2
82339,2,0,0,2,1,0,2,0,17,2,0
82340,3,0,0,2,2,0,2,0,20,3,0
82341,3,0,0,2,4,0,2,0,22,3,0
82342,3,0,0,3,4,0,2,0,28,3,0
82343,6,0,0,4,4,0,2,0,33,3,0
82344,8,0,0,4,4,0,4,0,35,3,0
82345,12,0,0,6,4,0,6,0,37,3,0
82346,14,0,0,6,5,0,6,0,44,3,0
82347,19,0,0,9,5,0,6,0,49,3,0
82348,20,0,0,8,5,0,7,0,49,3,0
82349,23,1,0,8,5,0,8,2,51,3,0
82350,24,1,0,8,5,1,8,2,49,3,0
82351,24,1,0,9,5,1,8,2,47,5,0
82352,25,1,0,7,5,5,8,2,47,5,0
82353,23,1,0,7,4,10,7,2,45,5,0
82354,23,1,0,7,4,16,7,2,50,5,0
82355,25,1,0,7,3,17,8,2,52,5,0
82356,26,1,0,6,2,19,7,2,53,5,0
82357,30,1,0,5,2,20,6,3,52,5,0
82358,31,1,0,5,2,22,7,3,52,5,0
82359,32,1,0,5,1,22,7,3,52,5,0
82360,32,0,0,5,1,22,7,2,46,5,0
82361,31,0,0,5,1,22,7,2,43,5,0
82362,31,0,0,3,1,22,9,2,39,3,0
82363,29,0,0,3,1,22,9,2,35,3,0
82364,27,0,0,3,1,22,9,2,35,4,0
82365,24,0,0,3,1,22,9,2,34,5,0
82366,23,0,0,3,1,22,9,2,32,5,0
82367,22,0,0,2,0,22,9,2,36,4,0
82368,21,0,0,2,0,22,8,2,31,3,0
82369,19,0,0,1,0,20,5,2,28,3,0
82370,18,0,0,1,0,17,4,2,26,3,0
82371,13,0,0,1,0,15,4,2,24,3,0
82372,11,0,0,1,0,14,3,2,22,1,0
82373,8,0,0,1,0,11,3,1,21,1,0
82374,8,0,0,1,0,6,3,1,20,1,0
82375,6,0,0,1,0,3,3,1,20,0,0
82376,6,0,0,1,0,3,2,1,21,0,0
82377,5,0,0,1,0,1,1,1,19,0,0
82378,5,0,0,1,0,0,0,1,18,0,0
82379,7,0,0,1,0,0,0,1,19,0,0
82380,7,0,0,1,0,0,1,1,17,0,0
82381,5,0,0,1,0,0,1,0,16,0,0
82382,4,0,0,1,0,0,1,0,15,0,0
82383,4,0,0,1,0,0,1,0,14,0,0
82384,5,0,0,1,0,0,1,0,15,0,0
82385,5,0,0,1,0,0,1,0,16,0,0
82386,5,0,0,1,0,0,1,0,16,0,0
82387,5,0,0,1,0,0,1,0,17,0,0
82388,5,0,0,1,0,0,1,0,17,0,0
82389,5,0,0,0,0,0,1,0,16,0,0
82390,5,0,0,0,0,0,1,0,15,0,0
82391,7,0,0,0,0,0,1,0,11,0,0
82392,5,0,0,0,0,0,1,0,12,0,0
82393,6,0,0,0,0,0,1,0,15,0,0
82394,8,0,0,1,0,0,1,0,18,0,0
82395,10,0,0,1,0,0,1,0,23,0,0
82396,10,0,0,1,0,0,1,0,25,0,0
82397,10,0,0,1,0,0,1,0,25,0,0
82398,10,0,0,1,0,0,1,0,27,0,0
82399,10,0,0,1,0,0,1,0,28,0,0
82400,10,0,0,1,0,0,0,0,29,0,0
82401,12,0,0,1,0,0,1,0,29,0,0
82402,16,0,0,1,0,0,1,0,29,0,0
82403,17,0,0,1,0,0,1,0,30,2,0
82404,17,0,0,1,0,0,2,0,39,2,0
82405,18,0,0,1,0,0,2,0,46,2,0
82406,17,0,0,1,0,1,2,0,51,2,0
82407,18,0,0,1,0,0,2,0,58,2,0
82408,21,0,0,2,0,0,2,0,58,2,1
82409,20,0,0,2,0,0,2,0,59,2,2
82410,20,0,0,2,0,0,2,0,58,2,2
82411,21,0,0,2,0,0,2,0,60,4,2
82412,22,0,0,2,0,1,2,0,64,4,2
82413,22,0,0,2,1,2,2,0,72,4,2
82414,23,0,0,2,1,2,2,0,78,4,2
82415,23,0,0,3,1,2,2,0,81,4,2
82416,24,1,1,9,2,2,2,0,81,4,2
82417,25,1,1,9,2,2,3,0,82,4,2
82418,24,1,1,12,2,2,3,0,82,4,2
82419,27,1,1,12,2,2,3,0,81,4,2
82420,27,1,1,12,2,2,3,0,80,4,2
82421,28,1,1,12,2,2,3,0,75,4,2
82422,27,1,1,10,2,2,3,0,76,4,2
82423,27,1,1,9,2,2,4,0,75,4,2
82424,23,1,1,6,2,2,4,0,70,4,2
82425,16,1,1,6,2,2,3,0,67,4,2
82426,12,1,1,6,2,2,2,0,63,2,2
82427,8,1,1,6,2,2,2,0,62,2,2
83053,3,0,0,2,2,0,2,0,24,3,0
83054,3,0,0,2,4,0,2,0,26,3,0
83055,4,0,0,4,4,0,2,0,29,3,0
83056,7,0,0,4,4,0,4,0,33,3,0
83057,10,0,0,4,4,0,4,0,41,3,0
83058,12,0,0,7,4,0,5,0,43,5,0
83059,16,0,0,8,4,0,7,0,52,5,0
83060,21,0,0,9,6,0,7,0,54,5,0
83061,28,0,0,9,6,0,7,0,55,3,0
83062,27,1,0,10,6,0,9,1,56,3,0
83063,28,1,0,9,6,0,9,2,54,3,0
83064,28,1,0,9,6,1,9,2,57,5,0
83065,30,1,0,10,5,2,9,2,58,5,0
83066,30,1,0,14,5,9,9,2,58,5,0
83067,34,1,0,14,4,12,9,2,57,5,0
83068,37,1,0,13,4,16,8,2,56,5,0
83069,36,1,0,13,4,20,9,2,59,5,0
83070,36,1,0,13,3,20,7,2,60,5,0
83071,37,1,0,12,3,22,8,3,62,6,0
83072,38,1,0,12,2,22,8,3,60,5,0
83073,37,1,0,10,2,22,7,3,60,5,0
83074,39,1,0,5,1,23,8,3,56,5,0
83075,36,0,0,5,1,23,9,2,51,5,0
83076,34,0,0,6,1,25,9,2,45,7,0
83077,34,0,0,4,1,25,9,2,44,5,0
83078,30,0,0,4,1,25,9,2,40,5,0
83079,30,0,0,3,1,23,9,2,39,5,0
83080,28,1,0,4,1,23,9,2,37,5,0
83081,27,1,0,2,0,23,9,2,39,5,0
83082,28,1,0,2,0,23,8,2,36,3,0
83083,25,1,0,2,0,22,7,2,30,3,0
83084,21,1,0,1,0,22,6,2,29,3,0
83085,15,1,0,1,0,17,5,2,29,3,0
83086,13,1,0,1,0,15,5,2,26,3,0
83087,9,1,0,1,0,14,4,1,25,3,0
83088,8,0,0,1,0,9,4,1,24,1,0
83089,8,0,0,1,0,3,4,1,23,0,0
83090,6,0,0,1,0,3,3,1,22,0,0
83091,7,0,0,1,0,1,2,1,20,0,0
83092,6,0,0,1,0,0,1,1,18,0,0
83093,8,0,0,1,0,0,0,1,19,0,0
83094,8,0,0,1,0,0,1,1,16,0,0
83095,6,0,0,1,0,0,1,0,16,0,0
83096,6,0,0,1,0,0,1,0,16,0,0
83097,5,0,0,1,0,0,1,0,15,0,0
83098,4,0,0,1,0,0,1,0,15,0,0
83099,5,0,0,1,0,0,1,0,16,0,0
83100,5,0,0,1,0,0,1,0,16,0,0
83101,5,0,0,1,0,0,1,0,16,0,0
83102,6,0,0,1,0,0,1,0,18,0,0
83103,6,0,0,0,0,0,1,0,19,0,0
83104,6,0,0,0,0,0,1,0,17,0,0
83105,7,0,0,0,0,0,1,0,11,0,0
83106,5,0,0,0,0,0,1,0,12,0,0
83107,6,0,0,0,0,0,1,0,15,0,0
83108,7,0,0,1,0,0,1,0,19,0,0
83109,10,0,0,1,0,0,1,0,22,0,0
83110,10,0,0,1,0,0,1,0,26,0,0
83111,10,0,0,1,0,0,1,0,27,0,0
83112,10,0,0,1,0,0,1,0,28,0,0
83113,10,0,0,1,0,0,1,0,28,0,0
83114,10,0,0,1,0,0,1,0,31,0,0
83115,13,0,0,1,0,0,1,0,29,0,0
83116,17,0,0,1,0,1,1,0,29,0,0
83117,17,0,0,1,0,1,1,0,35,2,0
83118,18,0,0,1,0,1,2,0,43,2,0
83119,17,0,0,1,0,1,2,0,50,2,0
83120,17,0,0,1,0,1,2,0,53,2,0
83121,20,0,0,2,0,1,2,0,59,2,0
83122,21,0,0,2,0,1,2,0,60,2,1
83123,22,0,0,2,0,1,2,0,60,2,2
83124,21,0,0,2,0,1,2,0,62,4,2
83125,23,0,0,2,0,1,2,0,65,4,2
83126,25,0,0,2,1,2,2,0,66,4,2
83127,24,0,0,5,1,2,2,0,80,4,2
83128,27,1,0,5,1,2,2,0,86,4,2
83129,28,1,1,12,2,2,3,0,91,5,2
83130,31,1,1,14,2,2,3,0,96,6,2
83131,34,1,1,20,2,2,3,0,96,6,2
83132,33,2,1,19,2,2,3,0,94,6,2
83133,34,2,1,18,2,2,3,0,92,6,2
83134,36,2,1,18,2,2,3,0,93,6,2
83135,34,3,1,20,2,2,3,0,95,6,2
83136,34,3,1,23,2,2,3,0,89,6,2
83137,34,3,1,23,2,2,4,0,83,5,2
83138,32,3,1,18,2,2,4,0,79,4,2
83139,23,2,1,14,2,2,3,0,75,4,2
83140,21,2,1,7,2,2,3,0,74,3,2
83141,17,2,1,7,2,2,3,0,66,2,2
83142,12,1,1,6,2,2,1,0,58,2,1
83143,8,1,1,6,2,2,1,0,55,0,0
83144,6,0,0,6,2,2,1,0,47,0,0
83766,3,0,0,2,2,0,2,0,22,3,0
83767,3,0,0,4,4,0,2,0,26,3,0
83768,5,0,0,4,4,0,3,0,30,3,0
83769,7,0,0,4,4,0,4,0,34,3,0
83770,12,0,0,5,4,0,4,1,45,3,0
83771,15,0,0,7,4,0,4,1,47,3,0
83772,16,0,0,8,4,0,5,1,51,5,0
83773,22,0,0,8,6,0,7,1,53,5,0
83774,25,1,0,9,6,0,7,2,59,5,0
83775,31,1,0,10,6,0,8,2,60,5,0
83776,33,1,0,10,6,0,11,2,61,3,0
83777,33,1,0,10,6,1,10,3,63,5,0
83778,39,1,0,15,6,1,10,2,63,5,0
83779,41,1,0,16,6,4,10,2,65,5,0
83780,44,1,0,16,5,10,10,2,65,5,0
83781,48,1,0,16,4,14,9,2,67,5,0
83782,51,1,0,16,5,19,11,2,65,5,0
83783,51,1,0,13,5,22,10,2,63,5,0
83784,46,1,0,13,5,22,11,2,65,6,0
83785,46,1,0,13,3,22,10,3,67,6,0
83786,44,1,0,12,3,23,10,3,64,6,0
83787,42,1,0,13,3,25,10,3,63,5,0
83788,41,1,0,12,1,25,10,3,64,5,0
83789,40,1,0,11,1,25,10,3,60,7,0
83790,40,0,0,6,1,26,10,2,50,7,0
83791,39,1,0,4,1,26,9,2,45,7,0
83792,44,1,0,4,1,26,9,3,46,5,0
83793,40,1,0,4,1,26,9,3,42,5,0
83794,40,1,0,5,1,26,9,3,41,5,0
83795,38,1,0,4,1,26,10,3,41,5,0
83796,37,1,0,3,0,24,9,3,38,5,0
83797,33,1,0,2,0,23,7,3,33,3,0
83798,31,1,0,1,0,23,6,2,32,3,0
83799,28,1,0,1,0,21,5,2,30,3,0
83800,25,1,0,1,0,16,5,2,31,3,0
83801,21,1,0,1,0,14,5,1,30,3,0
83802,9,1,0,1,0,11,5,1,30,3,0
83803,8,1,0,1,0,4,4,1,26,3,0
83804,10,0,0,1,0,3,4,1,23,0,0
83805,8,0,0,1,0,1,3,1,20,0,0
83806,8,0,0,1,0,1,2,1,18,0,0
83807,9,0,0,1,0,0,4,1,21,0,0
83808,9,0,0,1,0,0,2,1,18,0,0
83809,7,0,0,1,0,0,2,0,17,0,0
83810,7,0,0,1,0,0,2,0,17,0,0
83811,6,0,0,1,0,0,2,0,16,0,0
83812,6,0,0,1,0,0,2,0,14,0,0
83813,6,0,0,1,0,0,2,0,15,0,0
83814,6,0,0,1,0,0,1,0,16,0,0
83815,5,0,0,1,0,0,1,0,16,0,0
83816,6,0,0,1,0,0,1,0,18,0,0
83817,6,0,0,0,0,0,1,0,18,0,0
83818,7,0,0,0,0,0,1,0,17,0,0
83819,8,0,0,0,0,0,1,0,13,0,0
83820,5,0,0,0,0,0,1,0,11,0,0
83821,6,0,0,0,0,0,1,0,17,0,0
83822,7,0,0,1,0,0,1,0,19,0,0
83823,8,0,0,1,0,0,1,0,22,0,0
