home_grid,ses,entropy
98849,3,7.321988527741217
98892,63,7.731673385680222
98896,29,8.641132530180428
98897,41,8.256660383099746
98898,41,8.357295127231197
98914,4,8.598968982522681
98915,4,7.344444071266345
99493,1,7.029612254766773
99498,1,8.004456310665592
99511,16,7.051938220824324
99512,20,7.066725952171298
99513,18,8.110500685514769
99514,18,7.872523634486293
99515,15,7.769398558977311
99516,12,7.034155807986337
99547,42,7.9021194620176285
99548,42,8.689553152566898
99549,18,8.302774731194344
99550,18,7.306202684108183
99553,34,7.664708730171948
99555,20,7.542813289902119
99556,20,8.089477415311876
99557,18,7.643148706072585
99606,59,7.2149720827381
99607,59,8.451170598119692
99610,29,8.37113000700991
99612,32,7.404992542728255
99628,2,8.432817430572548
100208,5,7.6155220040783895
100209,5,7.535612911482873
100211,1,8.026983588163686
100212,3,7.750525617907211
100213,2,8.070643402520862
100219,22,5.70835840469692
100225,16,7.250901779609336
100226,19,8.39168669042211
100229,22,8.74683068448732
100230,18,7.571465768495118
100262,52,8.325717791718356
100264,39,7.0588079479412045
100268,7,6.879720558063606
100269,4,6.754316529944315
100270,10,6.738466124610589
100271,10,7.63715448743668
100282,5,8.314646354424845
100283,5,7.276714307388944
100304,12,7.958959009729428
100305,14,7.6567459666532525
100320,37,7.8413356034684165
100321,37,8.211438214619424
100323,31,8.295572900409802
100324,28,8.577505024638285
100326,32,7.968219946536939
100327,27,7.030569963766743
100341,12,5.879072293779199
100342,12,7.896683535130577
100343,4,8.21135778118186
100926,3,8.521920625574605
100927,3,7.796637234434474
100930,14,6.205331780028581
100932,24,4.254127383270196
100939,12,8.08412828319997
100940,16,8.35757080138803
100943,16,8.57178198085067
100976,19,8.701572117629656
100977,18,8.2830557764714
100982,7,6.961063619074453
100983,4,6.066272230361481
100988,3,6.866165134496741
100996,5,6.783407039309955
100997,5,7.7413265770676425
101018,11,7.591497530793008
101019,11,7.888846987103647
101020,12,7.896761535671948
101024,11,7.801002594223613
101034,30,8.209094149858863
101035,30,7.554204768611857
101036,28,8.644407658135776
101037,28,8.450519223145676
101038,32,7.786928073352672
101039,32,8.458806470614515
101040,27,8.440902042016248
101041,27,7.544186185509284
101042,27,7.768792603424128
101056,4,7.738820169093621
101057,4,7.527858232885533
101638,2,7.678346398166768
101642,4,6.689500750251076
101644,14,6.885957316460697
101645,14,7.3223295345005655
101647,1,5.749290404092939
101654,8,7.335103119184245
101655,1,7.890408186846098
101656,1,8.483832653780299
101690,35,8.03755403560655
101691,44,8.136455469688816
101694,26,7.145252303360205
101695,26,6.3278597485031
101696,43,7.176730597715618
101698,33,8.474105810303449
101699,33,7.734552095669023
101713,3,8.601922101450581
101732,11,6.944629248443315
101734,31,7.975433590828667
101737,6,8.262818553446884
101738,14,8.262484541904813
101739,27,7.909360830787079
101753,28,6.941417533799848
101754,28,7.366123552513756
101755,30,7.191728016089143
101756,27,7.863185579623041
102353,2,7.530711035586268
102356,4,5.983202601629019
102361,1,6.903123027993622
102368,8,8.06711304428165
102369,3,8.148308454640173
102370,15,7.965861413595721
102371,11,7.8105915140411994
102372,11,7.330366082413498
102405,35,8.313863685437457
102410,43,7.489014569891723
102412,59,7.869623432620985
102413,59,7.2490302581770925
102427,3,7.698591720417669
102428,4,8.237800980968684
102448,31,7.805068997852186
102468,28,7.22373346175708
102469,33,7.580157693787228
102470,49,7.369892131177054
102471,55,7.664761299938799
103067,2,7.735697796156368
103070,1,7.466977587623414
103074,20,7.489704461631493
103075,21,7.730165079439205
103076,15,8.18740077788599
103082,8,6.861357371071878
103083,16,7.979832167939007
103084,15,7.463388344527137
103085,12,7.459968805046661
103086,11,7.343705239912038
103125,25,7.503401395402293
103126,59,7.231952937673626
103127,59,7.6298689251939535
103133,1,5.802349352538342
103134,1,6.596800493191511
103211,7,6.339400269967152
103212,7,7.345119371795114
103213,11,8.119802300817268
103784,1,7.821483814405193
103785,2,6.927193472809716
103786,2,7.925082461411575
103789,12,8.51468375204875
103790,10,8.45067916458998
103791,9,7.6608970286647535
103833,40,6.9453152539271885
103834,32,7.566664858336916
103835,32,7.409775936127314
103836,22,6.790876108472409
103837,12,7.27959256586255
103838,27,8.530647479750442
103840,18,8.453681517817328
103841,18,7.744027777942133
103926,2,6.836204259090687
103927,4,7.2219863459452895
104498,2,8.19894579278866
104499,2,7.426937783707131
104502,11,6.461851550540334
104503,11,7.478490597006453
104515,2,7.231556902509444
104548,23,8.40999987489245
104550,12,7.840080113462838
104551,42,8.616528510992602
104552,42,8.945669557935112
104553,15,7.984559187025808
104555,14,8.174532964049082
104556,32,7.435963148448951
104583,3,7.045723708592858
104591,48,6.785849639430934
104641,3,7.126203862619424
105229,7,7.856389963798067
105262,23,7.816088261895135
105264,46,6.563143215404278
105265,42,6.978794414777454
105266,42,7.255122848513407
105297,3,5.512235578728932
105303,9,6.727113831494868
105304,48,7.381478023768806
105305,48,7.341650162980318
105335,28,6.032416795474095
105943,7,8.110263632886628
105967,5,6.7887391788357005
106017,9,6.43821954232834
106035,24,7.004589361633605
106057,47,6.7394112394460635
106680,6,9.062626330334616
106681,5,8.187466759333626
106729,6,5.4457266971829466
106730,8,5.897666860741055
106731,8,7.502349715203632
106773,41,6.420477170064586
107394,6,8.720404162024984
107395,4,8.750622288625362
107408,12,6.5006119863739285
107409,12,7.791929668896003
107410,14,7.747613088893701
107411,14,8.631509175989537
107412,13,8.191184992021594
107440,13,6.697539178799589
107443,6,6.274126448044731
107444,8,6.226701578274961
107445,8,6.966988258353815
107458,51,5.340154154225715
107459,10,6.876434886121916
107460,44,7.001186322605244
107461,47,8.30434178115788
107462,22,8.263178052898363
108107,3,9.264405346895632
108108,3,8.36680901981924
108110,5,7.135063915296056
108111,5,7.857290027762653
108122,13,7.8287187868207555
108123,13,8.382176636208717
108124,24,7.715812558089507
108126,25,8.910638532550605
108147,3,7.121457920263847
108152,20,8.246650516121692
108154,11,7.06969546159587
108155,11,6.189978869434615
108171,56,4.922322291290418
108172,77,5.9011212665350135
108173,17,7.45281988271452
108174,53,8.264234376013246
108175,22,8.177364608663062
108176,22,8.22917933169424
108211,8,6.5647380597951095
108776,10,7.176847478098121
108824,5,6.363122966797851
108825,5,8.400138085573836
108836,13,7.415795191817401
108838,24,6.5680312554221185
108840,55,8.531402056274075
108841,12,8.135068877529417
108868,15,7.8256779025910745
108886,57,5.649304648178001
108887,45,7.712475888095985
108888,7,8.455926781564564
108889,55,7.72432286006509
108891,29,6.793952964369597
108892,29,7.079496203338445
108924,9,7.271207552019204
108925,8,7.997596577012567
109490,10,7.0023668858263886
109539,2,6.6753222687740505
109550,15,7.962703602186381
109554,55,7.893154436581813
109555,6,7.679852081451487
109556,10,6.4024377582117005
109561,11,6.862828922348197
109562,11,7.345188535561846
109563,41,7.535911472074668
109564,41,8.841933222130159
109604,45,8.0104289330702
109605,41,7.224065845460069
109607,50,7.852723436215683
109608,50,8.04513608398636
109611,52,7.819522600825886
110263,37,7.052792337785681
110264,19,7.6207296923415155
110265,19,8.633995612676664
110266,21,7.851020618597936
110268,14,7.634401166707544
110269,12,8.403573341254855
110270,10,7.852720064610587
110271,16,7.864471837082265
110273,8,7.007297391288243
110274,5,8.115053442928142
110275,11,8.203073066037614
110276,11,8.064729933900846
110278,15,8.676111749404772
110279,15,8.093130051653848
110297,6,6.296861178450296
110315,25,6.4536321542314
110316,32,7.543956604317408
110317,32,6.897177686050036
110319,41,7.747374022343552
110320,47,6.38307998469928
110321,47,7.021125418714803
110322,50,7.465273060825105
110323,50,7.64566798696739
110979,15,8.083397031620787
110980,14,8.144549731300906
110982,37,8.410050085528816
110983,17,8.386876298878704
110984,12,8.22626848307624
110988,7,8.168181782913646
110990,17,7.9652883573124384
110992,18,8.050766281830363
111010,18,6.879826240064551
111011,6,6.537921731960693
111012,6,6.853844009117538
111028,40,6.591074268203964
111029,40,7.356186621088154
111030,30,7.97245763116902
111034,47,6.268981128212475
111035,47,6.731968056333336
111036,50,7.109753836707952
111037,50,7.331737427353236
111654,7,8.164204888096481
111684,31,7.843993262959742
111685,23,8.696508926763094
111693,12,6.2533132342943345
111694,12,8.26496712590297
111695,10,8.286799835303963
111696,10,8.300508596667285
111697,18,8.150356038033586
111698,13,8.258891896263727
111703,10,6.54866837244106
111704,17,8.252066243238355
111722,28,7.675957428228869
111723,38,7.592739473356037
111724,15,8.139251792017372
111735,16,7.653714323523885
111737,25,6.853060299671576
111741,30,7.161155657230033
111742,35,7.081892297883731
111743,27,7.122899531973967
111744,33,8.101126786434406
111745,30,7.479890226999716
111746,37,8.088134106616723
111747,14,7.109186380632953
111748,14,6.50583546975236
111772,15,6.4989953560595675
111773,15,8.926138183046662
111775,48,7.8419845759284845
111776,48,7.922737889475576
111777,5,8.48285969649881
112350,22,6.983588429945872
112351,22,6.7399307073721015
112368,11,8.539864875830006
112409,14,7.634356311853091
112411,13,8.40745354517743
112417,10,6.260352186756769
112418,10,7.814569091560603
112423,6,7.599510977098796
112436,28,9.002844353758015
112438,15,8.532488270650362
112449,16,7.6217829771630115
112450,17,8.684166269944566
112451,25,8.496733160805856
112452,25,7.789283030462434
112455,30,7.41968792186271
112456,31,7.3332501597401905
112457,29,7.645288854975365
112458,42,8.336035660981988
112459,42,7.46644092628192
112460,37,8.320814706075257
112461,41,7.769181186150769
112462,33,7.516522801328617
112464,44,7.92637506928139
112465,18,7.553747510474796
112486,16,7.616808948156047
112490,4,7.740373845703446
112491,4,8.827146163567893
113065,18,8.210767607461852
113082,9,8.216633084572441
113083,26,7.140737280934378
113123,10,5.942448804526062
113124,8,7.970694054296456
113125,11,8.282551130910687
113136,5,7.434641148654785
113137,8,7.772088274283715
113150,25,7.913454814442524
113151,25,7.553357359242427
113153,17,7.274468660081952
113154,17,6.367575560281156
113160,12,6.397364913090076
113161,12,8.222108949304879
113162,15,8.74255257841977
113164,17,8.080034467372155
113165,25,7.756184348995702
113166,25,7.595126406764914
113170,31,7.599494250787979
113172,33,7.450477867635318
113173,14,7.373332524410831
113174,32,6.874211435441977
113175,30,7.885067119205997
113176,45,8.390222314120663
113177,29,8.392111813620076
113178,44,8.482597571254445
113179,27,7.192328263960912
113200,15,7.111426169383877
113201,15,7.774433906082676
113204,5,8.217870897340086
113205,5,8.41403828284842
113208,4,7.411845446767366
113774,4,6.171126453564291
113775,4,7.7977727460929005
113776,15,6.200821160102328
113777,3,6.548661966115089
113778,3,7.597036064168032
113794,15,5.6710313574011115
113795,15,6.837220667846213
113820,62,6.651039075700517
113839,6,8.207786591934283
113846,63,7.499439586006116
113847,21,8.65273556957771
113848,10,9.138945137939533
113849,10,7.6903613922741325
113850,11,8.5103311847059
113864,25,7.227844517414029
113866,9,8.485576856227617
113867,13,7.382345646210682
113869,6,7.215117641618822
113870,6,8.00073876216284
113872,10,7.195008189835125
113874,8,7.879942010376047
113876,20,7.588591454674855
113877,42,8.212834793630371
113878,51,7.54519490007592
113886,38,7.181637193788213
113887,66,6.51979918738073
113888,66,6.49769485284923
113889,56,8.603931344811201
113890,36,8.359877007121504
113891,32,8.310289699251062
113892,33,8.797211759325455
113917,3,7.586989974486321
113918,3,7.918547222660631
113921,5,7.730835379119698
113922,4,6.997944666045331
114489,18,8.169144815838255
114490,15,7.53867557736676
114491,13,7.816176342162044
114492,13,7.975167021344529
114508,7,6.196129989941662
114509,2,7.465089253553714
114534,62,7.45399652902144
114559,69,7.960696050144326
114561,27,9.063110758386593
114571,11,8.027211813194537
114572,11,8.188857425470218
114576,12,7.626926353699935
114577,12,7.824293386606474
114579,16,8.26975933723336
114580,9,8.88482055602228
114581,8,8.653462289009727
114583,7,8.120624860185936
114584,8,8.049004426022497
114585,8,7.47661032666866
114586,8,8.066620263994547
114587,11,8.022635634221993
114588,6,7.401393539204335
114589,5,7.6146694529873535
114590,51,8.038335014336859
114591,49,8.293364338722423
114592,59,7.608639077507069
114631,3,6.339952540762872
114632,3,7.578400821116018
114635,5,7.919705812858608
115203,18,7.543071679088368
115214,14,6.849709953116244
115222,2,7.4056554593056365
115223,2,8.261311468412007
115264,19,7.198456319677701
115265,19,7.86136138210236
115273,69,8.270111408370155
115275,27,9.00851463968938
115277,30,7.6410912873124595
115283,9,6.9907301475975405
115284,9,8.014674823895502
115285,11,8.156219203158022
115286,10,8.597941874784805
115291,15,7.430416184282518
115293,16,7.857969697677548
115295,9,7.40342526405505
115298,17,7.474625049893778
115299,8,7.894550226009823
115300,9,7.573180127906069
115301,9,6.755921463154655
115303,6,7.619161712633831
115304,10,7.506660170941048
115305,10,8.108526414834488
115322,21,6.197527531139471
115345,6,6.3018413923794965
115346,6,7.475559478076374
115347,6,8.103769863133852
115910,15,7.694409758434036
115911,18,6.499580977820509
115912,17,6.560067534295837
115916,15,7.717680161271052
115921,23,7.904511924896532
115936,9,6.973867883293371
115937,4,7.2477320587956875
115986,32,7.995459378913701
115987,32,8.732988636457044
115988,22,7.491828107513729
115990,36,7.5745826024443135
115991,30,8.06112531442142
115999,11,8.147093723216098
116000,11,7.735472889966162
116005,15,6.889533394080534
116017,23,8.239408796747526
116018,23,8.548243844135062
116019,19,8.750145981497809
116036,21,7.160632019261019
116635,19,7.851904007918486
116650,8,7.4532622228113325
116651,4,6.5417248027590915
116677,78,6.240113706616731
116679,49,6.679088600383775
116680,49,7.234909240234689
116681,50,8.032047729617037
116702,22,7.708123918183226
116704,36,8.028358618087715
116705,32,8.068557612833416
116713,14,7.818839410484982
116716,12,8.178531680679594
116729,31,6.49511582636606
116730,31,8.021456383322741
116731,23,7.532647865521199
116732,23,7.6463776729587805
116733,19,8.011900298767072
116734,18,6.6783425664686895
117349,19,6.999781945207928
117388,24,5.201230491156919
117389,24,6.057441559431634
117390,33,7.49178642947877
117391,24,7.785335152851102
117392,59,7.756536675513114
117393,54,8.261227712489486
117394,49,8.64670200939915
117426,19,8.134330703056822
117427,19,8.267999164571764
117428,17,7.841895444500546
117429,13,8.897229974777114
117430,16,8.548757756409945
117431,14,7.81568167358268
117439,15,8.223451754893716
117443,15,7.384819027728128
117444,15,7.746757254857132
117490,39,7.841128608625999
117492,49,7.643603184531453
118065,12,7.948087631365845
118066,12,6.666571472487484
118102,20,8.213391741349474
118103,31,7.997886057344456
118104,31,8.567446635485261
118105,24,8.063660383576655
118106,61,7.436485023047865
118107,54,8.39521971141284
118108,61,7.722381541798438
118119,19,8.803247821490165
118120,19,8.425345718878587
118140,16,6.86740556336033
118141,22,6.851842351913847
118142,17,7.481798250194667
118143,14,7.77622979687692
118144,21,7.799481220553597
118145,21,7.690615290221174
118152,41,7.223975142702574
118153,15,8.54852080974013
118154,10,8.503409475952177
118157,23,8.479394902678015
118182,25,7.799189969583823
118183,25,6.57817993796351
118184,38,6.820841110700616
118204,61,7.882492075041714
118205,54,7.704585407991528
118206,31,8.230039523397387
118780,5,7.572687675927349
118815,56,7.130749397130318
118816,56,7.328881713676215
118817,29,7.473637672666252
118818,29,7.534790488118178
118821,42,8.095157529073987
118858,21,8.220725530055246
118859,20,7.599640228506854
118866,41,7.942598344177769
118867,13,9.287557826628102
118868,12,8.256616653253745
118896,15,6.9565011218399775
118897,8,7.987220506770289
118898,38,6.320363178204728
118918,61,7.5685275093000595
118919,20,8.766549065820106
118920,2,8.438297453002457
119505,1,6.304849875858386
119540,41,8.637626310635515
119541,70,8.596575709253777
119542,41,8.286954645445466
119547,18,8.695540379398278
119572,25,7.979603988078715
119573,25,8.042414550760059
119579,47,7.975134321581415
119581,15,7.970325856269352
119610,35,8.900376467466712
119611,8,8.62662517132783
119612,14,8.2364329368813
119613,14,7.729967968470297
119614,45,6.389027289736921
120219,1,7.069660481644195
120220,3,6.398439812885734
120253,35,9.175016609069823
120254,28,8.76377633045953
120255,33,8.524873461365065
120261,18,7.366262253627708
120262,39,8.034842066158893
120267,20,7.259027313602477
120268,20,7.313441863937359
120324,35,7.379351244624316
120325,35,7.152226552115963
120326,37,7.133131959087454
120327,38,7.495739773202368
120337,21,7.6921864223908045
120933,3,7.7590312853271755
120976,39,8.334225027333465
120981,20,7.631046927776508
120982,25,7.659018916207865
121004,7,7.78209719571559
121022,34,7.145043893224714
121023,31,7.88414939919627
121025,15,6.569818108763329
121041,38,8.151752211645126
121042,30,7.238129453646953
121050,49,8.133906530511371
121051,21,8.503813282711004
121647,4,7.104856798192585
121648,3,6.315125843294885
121690,19,7.593700944709461
121691,18,8.538549311689547
121695,25,7.408596270108036
121696,25,7.277112857824225
121738,13,7.954927565451989
121763,49,7.406840616265931
121765,48,7.84262781961327
122354,2,7.804651627671866
122355,2,8.046019454217786
122356,3,7.334608193219536
122358,1,6.970552898934212
122359,1,7.285907304515009
122389,8,6.9613015613387255
123068,1,7.753566360642253
123070,2,7.3890377827704095
123071,2,7.5566911467493565
123072,2,7.923625715770661
123073,2,7.709683011197949
123085,7,6.550633732756661
123086,11,8.330426693644899
123087,11,7.890370777635613
123099,10,6.440196453870346
123102,40,7.561247033922175
123103,21,7.419650855197079
123104,33,7.558455853566398
123105,14,9.599791829419914
123106,38,8.424676896115674
123107,37,7.525933566797169
123128,54,5.52457716922579
123129,54,7.8750563211461895
123130,48,7.941723072542446
123131,48,6.230969516930965
123133,39,7.773617601589224
123135,43,7.231962091461053
123144,46,6.5348029712970295
123777,11,6.4893651902088205
123778,10,6.732355347008914
123781,11,7.123049400570146
123782,10,7.215724466294593
123783,10,7.628049154217485
123786,1,8.273278080323843
123787,2,8.032511346202753
123799,10,8.074111875966462
123800,10,8.902691577341816
123801,11,8.720397503382447
123813,28,7.6878536927145635
123816,29,7.694285481256274
123817,22,8.98211796741128
123818,22,8.742915616022982
123819,14,8.279532177580712
123820,44,8.496136140248057
123821,42,8.423699806918803
123822,45,7.78921661863448
123823,45,6.372422717858956
123833,23,7.852249540030501
123834,53,8.714522715868767
123842,59,7.762687390216454
123843,58,8.659409608687604
123844,48,8.4985387622758
123845,45,8.36212529322248
123846,49,7.8627566013172725
123847,24,8.285499869585701
123848,40,7.8115476236693056
