home_grid,isolation,ses,ses2
186022,0.14848256048549957,75,3
186050,0.21980293989624813,2,1
186641,0.4500924689461335,71,3
186645,0.4256967724311596,86,4
186646,0.3792108914354389,88,4
186647,0.45328487647633897,69,3
186648,0.428568210615342,65,3
186649,0.5185895541101077,61,3
186655,0.3139307875968661,80,4
186656,0.2255422330490907,89,4
186657,0.43218223991775395,94,4
186658,0.3462587919663588,94,4
186660,0.3930826479674425,64,3
186661,0.4263217876388633,62,3
186662,0.40764843245662274,66,3
186663,0.35573398421194014,95,4
186664,0.4057973510419802,98,4
186665,0.3251203817026257,53,3
186666,0.39978450392015663,51,3
186667,0.4291513098374101,51,3
186668,0.4489386748573286,44,2
186669,0.45881658696964744,59,3
186670,0.5400429690269352,56,3
186671,0.4541147796434234,58,3
186672,0.526541804235723,56,3
186673,0.5237990343845406,56,3
186675,0.42797164562763346,51,3
186676,0.3819613346915274,60,3
186677,0.45380241275011723,65,3
186687,0.4040346521318641,66,3
186688,0.288089245535135,52,3
186690,0.39083951326953004,62,3
186691,0.3404485602208768,42,2
186692,0.2805007034843139,40,2
186693,0.3913311884931123,62,3
186694,0.34616347438539435,46,2
186698,0.40028117882673514,32,2
186699,0.37731037454212135,30,2
187334,0.6029726715022721,32,2
187335,0.6294649750714655,32,2
187336,0.399545249754846,47,2
187359,0.3326095172789908,64,3
187367,0.3449771670070206,97,4
187368,0.3711466156795804,97,4
187371,0.27186195975147087,94,4
187372,0.35809501257858517,94,4
187373,0.3811119207378993,93,4
187374,0.3833475157837797,62,3
187378,0.3786592787716064,96,4
187379,0.3423923586704617,91,4
187380,0.40726159640080983,65,3
187382,0.4631519592378459,58,3
187386,0.4478551635464805,56,3
187387,0.5419665807615361,56,3
187389,0.5776713520336123,51,3
187391,0.42576363658534344,66,3
187401,0.35019198920401484,44,2
187402,0.35944547470556376,55,3
187404,0.3315389489602941,62,3
187405,0.3620354419591113,67,3
187406,0.3177235436911747,40,2
187407,0.41895887678798727,40,2
187408,0.40136725016998254,51,3
187410,0.49416573889937165,45,2
187411,0.47410133392215503,45,2
187412,0.3642086603480548,32,2
187414,0.40581193951568084,50,2
188050,0.42003930420263835,47,2
188053,0.162237540834406,36,2
188086,0.39490290378921894,72,3
188087,0.37741400943364234,69,3
188090,0.37219636883092533,65,3
188091,0.4598712866800381,52,3
188092,0.38817745744334614,57,3
188095,0.373192025041326,58,3
188096,0.2948333904232898,54,3
188097,0.4707422576331085,53,3
188098,0.5460806182143202,62,3
188099,0.38316071104014215,62,3
188100,0.3136909592795343,44,2
188101,0.43368863664266555,44,2
188103,0.4277747843902433,52,3
188104,0.5468524102288712,63,3
188105,0.5050385585482445,63,3
188113,0.16685513673514285,62,3
188116,0.13578653217762043,55,3
188118,0.2709463009173627,47,2
188119,0.3429625723711358,47,2
188120,0.32760831026977955,49,2
188121,0.3356407322470774,39,2
188122,0.4248111968900237,47,2
188123,0.41622996296648457,48,2
188124,0.4419862570001595,45,2
188125,0.3351801226584961,45,2
188127,0.3695187128728102,64,3
188128,0.434397113208692,58,3
188783,0.26442459290484543,93,4
188790,0.6314485082167034,59,3
188791,0.34196574375540606,57,3
188800,0.4613358799264554,66,3
188801,0.3764428603110197,66,3
188804,0.4594605920143107,65,3
188806,0.3463832260648703,61,3
188808,0.4433765967522737,45,2
188809,0.28616428586119746,52,3
188810,0.34807871580407357,50,2
188811,0.24108953749519446,58,3
188812,0.5514682195258902,59,3
188813,0.429816629626564,62,3
188817,0.36590840976840866,52,3
188818,0.4153722069399462,63,3
188819,0.5331445966091477,63,3
188831,0.1576243275690157,77,4
188832,0.18338428428526624,77,4
188833,0.23496832741366747,23,1
188835,0.397030288100222,42,2
188836,0.46074170642115525,33,2
188837,0.4818401913000414,32,2
188838,0.3108209849738164,32,2
188839,0.3616284609995975,60,3
188841,0.25902153213873996,64,3
188875,0.1199881568997049,86,4
188894,0.7573892156554456,11,1
188895,0.6285932632097007,11,1
189470,0.4108368465281337,39,2
189471,0.3278381097837691,39,2
189495,0.3873034273441518,84,4
189504,0.24813624894161584,59,3
189505,0.35549489629370284,57,3
189514,0.42732013630270005,74,3
189515,0.3026077056417195,59,3
189521,0.42467670038218147,54,3
189522,0.35364272566991717,54,3
189523,0.4879400236492942,47,2
189525,0.275563062379371,97,4
189526,0.3104370742668205,91,4
189527,0.3486541088377245,74,3
189544,0.1948875351974076,20,1
189545,0.13830049872302982,77,4
189546,0.11063917557444843,26,2
189547,0.23583255085938196,56,3
189549,0.4261633535880048,31,2
189550,0.3615670506493124,31,2
189551,0.3019573800744846,28,2
189608,0.7889944793325676,3,1
189609,0.6313627531812513,5,1
190209,0.3050597455576476,88,4
190219,0.2927419360647614,72,3
190220,0.20158783644285388,72,3
190227,0.5443107876812252,64,3
190228,0.2856335229007466,69,3
190230,0.31337610837737256,82,4
190232,0.40654869431079765,50,2
190233,0.2912575018938721,50,2
190235,0.43130157058544916,72,3
190236,0.5072610693260191,53,3
190237,0.3292480277894906,72,3
190238,0.34706627926461914,72,3
190239,0.3630123468587046,97,4
190240,0.38424566915257075,74,3
190241,0.1870944625224622,74,3
190256,0.3413621071600291,28,2
190257,0.2824119031515021,22,1
190258,0.23253298791543067,16,1
190261,0.30322896671409116,56,3
190262,0.33777327049892225,43,2
113848,0.1456551535296902,10,1
113849,0.3645686116815832,10,1
113850,0.3059678980054716,11,1
113864,0.5700758508424085,25,1
113866,0.4608587480033282,9,1
113867,0.500796219265491,13,1
113869,0.502102105880408,6,1
113870,0.48567809492465824,6,1
113872,0.4770597920371894,10,1
113874,0.36560008349792594,8,1
113876,0.33280668442819605,20,1
113877,0.3705917338783734,42,2
113878,0.4024500361741894,51,3
113886,0.23222665240183243,38,2
113887,0.3165773150482596,66,3
113888,0.35907649478321396,66,3
113889,0.4081768922194371,56,3
113890,0.4028993574138074,36,2
113891,0.520600919266867,32,2
113892,0.33434415651001315,33,2
113917,0.5937743218135196,3,1
113918,0.6672990596265143,3,1
113921,0.6321235743782576,5,1
113922,0.7381532034236933,4,1
114489,0.7002325646603569,18,1
114490,0.6280085503802262,15,1
114491,0.6957219698817162,13,1
114492,0.6156847104977232,13,1
114508,0.6200509753190612,7,1
114509,0.6126539404105709,2,1
114534,0.1800463664832883,62,3
114559,0.07290181928553892,69,3
114561,0.2174608901270158,27,2
114571,0.44094670196499897,11,1
114572,0.3808070390185574,11,1
114576,0.3210927255576637,12,1
114577,0.43422625303922935,12,1
114579,0.5236895251214506,16,1
114580,0.5126438450941345,9,1
114581,0.4404869442167539,8,1
114583,0.45524684025544315,7,1
114584,0.4344002703773422,8,1
114585,0.5894024467987996,8,1
114586,0.5457105705191224,8,1
114587,0.4933685030373427,11,1
114588,0.5512090720280429,6,1
114589,0.32865804680218547,5,1
114590,0.32378919524561267,51,3
114591,0.20597914159356812,49,2
114592,0.36763843479190084,59,3
114631,0.7275797377737805,3,1
114632,0.6550232507938293,3,1
114635,0.574444457011726,5,1
115203,0.6565189260400586,18,1
115214,0.4451439122395298,14,1
115222,0.46555782389648404,2,1
115223,0.5114792466617895,2,1
115264,0.7035791204477111,19,1
115265,0.43763406942767114,19,1
115273,0.2406723655797554,69,3
115275,0.10323968322245639,27,2
115277,0.22175376033762473,30,2
115283,0.3699658983931319,9,1
115284,0.25500911627475875,9,1
190263,0.37733644004596756,29,2
190264,0.26552248644208754,27,2
190321,0.5391993928433219,5,1
190322,0.554098323093447,7,1
190323,0.7417029541076042,7,1
190324,0.6385052798251121,6,1
190325,0.7680702001788244,7,1
190894,0.36853714578158786,37,2
190896,0.28827151253820926,51,3
190944,0.33873535026885615,82,4
190946,0.27001462338058635,57,3
190947,0.33363839835614717,50,2
190948,0.3470500928798267,61,3
190949,0.3766788718073172,72,3
190953,0.272629241595202,71,3
190954,0.32233460129129743,95,4
190970,0.46986069307742473,23,1
190971,0.2976102900098917,22,1
190972,0.20668856928939855,28,2
190975,0.20136785030992724,44,2
190976,0.3274535402048432,44,2
190983,0.1916508286131352,70,3
190984,0.27102394287296006,70,3
191010,0.18471931102125322,82,4
191028,0.1673949879565489,67,3
191034,0.48949721036194094,3,1
191035,0.5626690935885225,2,1
191036,0.6558987918192313,7,1
191037,0.6876970357750545,4,1
191038,0.42312990336272127,5,1
191602,0.6335374194163477,43,2
191607,0.24048764344605877,37,2
191633,0.3468306634168479,74,3
191638,0.2980411497342997,67,3
191639,0.21114154031416035,71,3
191653,0.2891973590044497,46,2
191654,0.16294750912667977,73,3
191655,0.3414949942874606,73,3
191659,0.3176364652110233,52,3
191662,0.2653569098412689,61,3
191684,0.30700067347495363,19,1
191686,0.401965106493462,28,2
191692,0.3242867379885034,63,3
191694,0.23432271472105173,59,3
191696,0.1036889719755188,74,3
191697,0.17106041612774636,80,4
191698,0.2918157255866611,80,4
191724,0.34412940625647126,64,3
191740,0.14933803020030822,33,2
191749,0.6017926561660392,4,1
