visit_grid,ses2,distance
83085,2,23489
83085,3,28188
83085,4,29503
83086,1,9605
83086,2,22267
83086,3,27813
83086,4,28274
83087,1,9281
83087,2,24039
83087,3,29819
83087,4,28327
83088,1,10389
83088,2,24361
83088,3,29610
83088,4,26169
83089,1,11683
83089,2,23478
83089,3,22989
83089,4,28580
83090,1,11207
83090,2,20872
83090,3,27797
83090,4,27494
83091,1,10123
83091,2,20689
83091,3,28842
83091,4,27018
83092,1,12872
83092,2,22155
83092,3,25746
83092,4,27388
83093,1,11768
83093,2,22420
83093,3,27198
83093,4,27132
83094,1,12528
83094,2,23119
83094,3,27847
83094,4,27590
83095,1,9347
83095,2,22169
83095,3,25388
83095,4,27431
83096,1,13234
83096,2,18886
83096,3,29145
83096,4,28676
83097,1,13259
83097,2,22961
83097,3,27472
83097,4,28996
83098,1,14057
83098,2,21477
83098,3,19848
83098,4,27255
83099,1,11124
83099,2,23445
83099,3,23313
83099,4,28588
83100,1,9861
83100,2,21040
83100,3,36953
83100,4,26106
83101,1,12460
83101,2,18533
83101,3,24394
83101,4,25922
83102,1,10582
83102,2,7973
83102,3,39039
83102,4,29874
83103,1,11361
83103,2,21133
83103,3,25967
83103,4,24862
83104,1,12504
83104,2,19070
83104,3,25793
83104,4,27884
83105,1,14312
83105,2,18352
83105,3,24604
83105,4,30221
83106,1,13322
83106,2,14749
83106,3,30200
83107,1,17221
83107,2,24345
83107,3,23151
83107,4,30892
83108,1,12043
83108,2,30596
83108,3,26249
83108,4,31221
83109,1,12792
83109,2,20067
83109,3,22177
83109,4,29106
83110,1,11531
83110,2,9076
83110,3,21790
83111,1,18825
83111,2,37842
83111,3,18095
83112,1,8504
83112,2,18316
83112,3,18002
83112,4,40612
83113,1,9403
83113,2,9841
83113,3,22205
83113,4,25009
83114,1,6631
83114,2,23771
83114,3,21295
83114,4,23823
83115,1,11726
83115,2,20398
83115,3,22944
83115,4,26217
83116,1,11687
83116,2,20528
83116,3,23854
83116,4,26862
83117,1,6131
83117,2,19568
83117,3,20914
83117,4,25221
83118,1,10881
83118,2,20109
83118,3,23381
83118,4,25717
83119,1,10871
83119,2,20738
83119,3,23928
83119,4,24835
83120,1,7810
83120,2,16624
83120,3,22161
83120,4,24629
83121,1,9694
83121,2,22989
83121,3,25633
83121,4,23994
83122,1,6967
83122,2,20204
83122,3,20903
83122,4,28463
83123,1,6856
83123,2,16555
83123,3,27050
83123,4,24746
83124,1,6256
83124,2,18052
83124,3,25689
83124,4,24921
83125,1,6259
83125,2,15448
83125,3,24789
83125,4,24553
83126,1,8121
83126,2,16192
83126,3,22739
83126,4,23629
83127,1,8939
83127,2,17289
83127,3,22843
83127,4,23460
83128,1,9756
83128,2,17054
83128,3,22759
83128,4,24401
83129,1,11607
83129,2,18246
83129,3,23432
83129,4,24271
83130,1,9745
83130,2,16765
83130,3,22185
83130,4,24855
83131,1,12909
83131,2,18356
83131,3,24006
83131,4,24452
83132,1,13988
83132,2,17199
83132,3,23538
83132,4,24845
83133,1,10954
83133,2,18206
83133,3,24096
83133,4,24551
83134,1,10586
83134,2,17573
83134,3,24384
83134,4,24720
83135,1,8567
83135,2,17402
83135,3,25587
83135,4,24489
83136,1,9242
83136,2,18748
83136,3,23108
83136,4,23368
83137,1,9102
83137,2,18785
83137,3,23698
83137,4,24441
83138,1,7453
83138,2,17077
83138,3,27126
83138,4,23894
83139,1,11105
83139,2,18742
83139,3,23597
83139,4,25207
83140,1,9775
83140,2,19632
83140,3,23540
83140,4,24921
83141,1,10951
83141,2,17534
83141,3,26132
83141,4,23829
83142,1,8252
83142,2,20739
83142,3,20192
83142,4,23566
83143,1,10676
83143,2,18743
83143,3,26105
83143,4,23414
83144,1,8810
83144,2,16676
83144,3,22830
83144,4,23778
83766,1,13246
83766,2,29740
83766,3,35517
83766,4,31239
83767,1,12167
83767,2,29605
83767,3,32454
83767,4,31247
83768,1,11772
83768,2,33953
83768,3,34046
83768,4,31709
83769,1,12463
83769,2,29429
83769,3,33479
83769,4,31362
83770,1,8580
83770,2,29983
83770,3,32814
83770,4,32865
83771,1,8542
83771,2,30069
83771,3,32544
83771,4,32137
83772,1,8767
83772,2,26566
83772,3,30320
83772,4,31797
83773,1,9822
83773,2,29019
83773,3,31901
83773,4,32025
83774,1,9782
83774,2,32357
83774,3,32511
83774,4,30936
83775,1,8449
83775,2,28678
83775,3,31928
83775,4,31530
83776,1,8417
83776,2,30348
83776,3,32649
83776,4,30584
83777,1,11511
83777,2,29510
83777,3,31253
83777,4,31386
83778,1,10588
83778,2,27585
83778,3,31538
83778,4,31394
83779,1,10785
83779,2,31927
83779,3,32270
83779,4,31011
83780,1,13019
83780,2,30880
83780,3,29409
83780,4,31213
83781,1,9116
83781,2,27382
83781,3,30796
83781,4,32339
83782,1,9615
83782,2,29213
83782,3,32176
83782,4,30482
83783,1,10500
83783,2,31332
83783,3,29732
83783,4,29837
83784,1,11407
83784,2,26921
83784,3,33459
83784,4,30205
83785,1,12018
83785,2,27906
83785,3,31209
83785,4,30822
83786,1,9459
83786,2,26155
83786,3,31657
83786,4,30616
83787,1,9881
83787,2,25677
83787,3,28019
83787,4,29785
83788,1,8792
83788,2,25945
83788,3,29977
83788,4,31020
83789,1,8044
83789,2,24701
83789,3,30810
83789,4,28824
83790,1,9541
83790,2,24361
83790,3,29269
83790,4,30646
83791,1,11022
83791,2,30516
83791,3,30398
83791,4,29576
83792,1,12870
83792,2,27470
83792,3,30145
83792,4,29865
83793,1,9798
83793,2,29775
83793,3,31024
83793,4,28482
83794,1,9453
83794,2,24830
83794,3,28954
83794,4,27695
83795,1,8155
83795,2,23649
83795,3,30275
83795,4,28899
83796,1,8846
83796,2,25050
83796,3,27347
83796,4,28931
83797,1,7549
83797,2,23272
83797,3,27443
83797,4,28487
83798,1,9938
83798,2,25018
83798,3,27828
83798,4,27996
83799,1,8614
83799,2,22693
83799,3,26704
83799,4,28288
83800,1,11945
83800,2,24105
83800,3,26386
83800,4,27549
83801,1,12853
83801,2,23166
83801,3,27181
83801,4,28147
83802,1,10027
83802,2,24016
83802,3,27299
83802,4,27993
83803,1,9764
83803,2,23747
83803,3,26858
83803,4,26556
83804,1,9457
83804,2,23350
83804,3,27235
83804,4,27277
83805,1,11833
83805,2,21633
83805,3,27878
83805,4,26896
83806,1,12503
83806,2,23577
83806,3,23352
83806,4,25049
83807,1,10977
83807,2,22446
83807,3,26690
83807,4,26093
83808,1,11640
83808,2,21571
83808,3,24550
83808,4,26331
83809,1,12439
83809,2,23766
83809,3,27421
83809,4,27004
83810,1,12793
83810,2,23571
83810,3,28624
83810,4,27579
83811,1,10626
83811,2,20044
83811,3,28582
83811,4,28617
83812,1,12490
83812,2,21490
83812,3,25622
83812,4,27787
83813,1,12174
83813,2,19459
83813,3,24692
83813,4,29298
83814,1,14741
83814,2,17614
83814,3,23996
83814,4,21980
83815,1,8659
83815,2,14504
83815,3,26402
83815,4,28006
83816,1,10391
83816,2,15764
83816,3,23855
83816,4,26466
83817,1,11348
83817,2,19154
83817,3,30672
83817,4,30156
83818,1,13558
83818,2,19831
83818,3,21394
83818,4,25622
83819,1,9699
83819,2,19419
83819,3,26698
83819,4,26379
83820,1,8587
83820,2,23652
83820,3,26035
83820,4,26933
83821,1,15247
83821,2,20580
83821,3,26458
83821,4,24983
83822,1,10992
83822,2,20094
83822,3,24013
83822,4,25353
83823,1,9305
83823,2,22604
83823,3,23580
83823,4,33467
83824,1,20443
83824,2,18113
83824,3,24063
83824,4,30639
83825,1,10949
83825,2,19580
83825,3,28743
83825,4,29370
83826,1,11218
83826,2,14744
83826,3,21990
83827,1,10253
83827,2,16808
83827,4,28229
83828,1,9114
83828,2,10640
83828,3,23663
83828,4,25400
83829,1,9652
83829,2,22432
83829,3,25556
83829,4,26437
83830,1,10898
83830,2,22126
83830,3,24556
83830,4,25061
83831,1,11177
83831,2,11656
83831,3,26738
83831,4,26321
83832,1,11184
83832,2,18486
83832,3,26015
83832,4,25123
83833,1,9385
83833,2,17700
83833,3,21877
83833,4,26372
83834,1,8735
83834,2,20200
83834,3,27245
83834,4,24424
83835,1,9757
83835,2,16335
83835,3,23530
83835,4,24218
83836,1,5788
83836,2,13863
83836,3,25446
83836,4,23804
83837,1,8093
83837,2,16553
83837,3,20658
83837,4,23781
83838,1,7783
83838,2,17559
83838,3,22685
83838,4,23466
83839,1,6104
83839,2,15822
83839,3,24611
83839,4,24007
83840,1,8865
83840,2,16912
83840,3,24172
83840,4,24437
83841,1,9278
83841,2,16831
83841,3,22518
83841,4,23672
83842,1,9328
83842,2,18988
83842,3,22496
83842,4,25044
83843,1,11194
83843,2,17000
83843,3,23345
83843,4,23977
83844,1,12354
83844,2,17784
83844,3,22515
83844,4,24164
83845,1,10831
83845,2,18105
83845,3,22777
83845,4,24180
83846,1,11079
83846,2,16687
83846,3,22364
83846,4,23317
83847,1,11636
83847,2,18038
83847,3,23900
83847,4,24814
83848,1,10603
83848,2,18012
83848,3,23711
83848,4,23851
83849,1,10242
83849,2,16588
83849,3,23771
83849,4,24202
83850,1,11504
83850,2,17552
83850,3,22818
83850,4,23674
83851,1,8105
83851,2,17187
83851,3,21591
83851,4,24626
83852,1,10464
83852,2,17539
83852,3,21401
83852,4,24155
83853,1,11831
83853,2,18392
83853,3,22578
83853,4,24108
83854,1,10884
83854,2,17594
83854,3,25997
83854,4,24426
83855,1,9107
83855,2,18132
83855,3,24046
83855,4,24508
83856,1,9785
83856,2,18473
83856,3,21921
83856,4,21597
83857,1,10411
83857,2,19294
83857,3,24075
83857,4,24311
83858,1,11210
83858,2,16320
83858,3,24074
83858,4,23296
83859,1,11543
83859,2,18529
83859,3,25832
83859,4,25587
84480,1,14707
84480,2,35017
84480,3,32054
84480,4,32762
84481,1,12226
84481,2,30548
84481,3,30834
84481,4,31074
84482,1,10167
84482,2,27308
84482,3,31363
84482,4,31786
84483,1,12310
84483,2,28454
84483,3,30245
84483,4,33964
84484,1,12289
84484,2,27540
84484,3,29944
84484,4,30884
84485,1,11282
84485,2,31579
84485,3,30247
84485,4,33870
84486,1,13437
84486,2,30264
84486,3,32701
84486,4,32343
84487,1,10345
84487,2,27490
84487,3,31457
84487,4,32382
84488,1,10210
84488,2,30189
84488,3,33060
84488,4,31720
84489,1,10136
84489,2,27990
84489,3,32534
84489,4,30127
84490,1,9860
84490,2,27108
84490,3,29513
84490,4,30517
84491,1,16969
84491,2,29330
84491,3,31843
84491,4,31390
84492,1,11991
84492,2,28243
84492,3,31780
84492,4,31255
84493,1,11247
84493,2,28614
84493,3,29714
84493,4,30673
84494,1,11385
84494,2,27394
84494,3,29238
84494,4,29586
84495,1,11582
84495,2,27330
84495,3,31110
84495,4,31074
84496,1,9323
84496,2,26986
84496,3,28928
84496,4,31358
84497,1,11783
84497,2,26655
84497,3,30546
84497,4,30305
84498,1,10542
84498,2,27244
84498,3,31552
84498,4,31009
84499,1,11448
84499,2,29109
84499,3,30361
84499,4,29594
84500,1,9068
84500,2,27385
84500,3,29120
84500,4,29796
84501,1,7175
84501,2,26479
84501,3,30369
84501,4,30726
84502,1,8277
84502,2,25708
84502,3,30491
84502,4,29584
84503,1,8771
84503,2,28235
84503,3,27723
84503,4,29277
84504,1,10242
84504,2,29178
84504,3,31159
84504,4,30120
84505,1,11371
84505,2,29711
84505,3,31871
84505,4,28876
84506,1,14999
84506,2,26486
84506,3,32133
84506,4,29958
84507,1,14276
84507,2,29784
84507,3,30846
84507,4,29030
84508,1,11524
84508,2,24046
84508,3,29257
84508,4,28249
84509,1,10027
84509,2,25254
84509,3,29053
84509,4,27430
84510,1,9545
84510,2,23954
84510,3,28325
84510,4,28693
84511,1,12127
84511,2,25198
84511,3,27449
84511,4,28411
84512,1,10262
84512,2,23087
84512,3,25425
84512,4,27962
84513,1,10138
84513,2,24198
84513,3,27407
84513,4,27472
84514,1,11957
84514,2,25564
84514,3,28935
84514,4,27930
84515,1,10228
84515,2,24704
84515,3,26362
84515,4,29513
84516,1,11516
84516,2,24188
84516,3,27584
84516,4,26486
84517,1,9949
84517,2,22692
84517,3,23027
84517,4,27267
84518,1,10813
84518,2,19608
84518,3,23998
84518,4,27906
84519,1,10688
84519,2,19763
84519,3,28246
84519,4,28754
84520,1,9007
84520,2,22313
84520,3,29606
84520,4,26274
84521,1,9177
84521,2,21184
84521,3,27502
84521,4,26145
84522,1,10420
84522,2,22929
84522,3,27770
84522,4,28432
84523,1,12207
84523,2,24021
84523,3,28026
84523,4,26214
84524,1,9955
84524,2,23083
84524,3,28887
84524,4,25924
84525,1,13765
84525,2,22786
84525,3,30819
84525,4,27953
84526,1,10198
84526,2,22897
84526,3,24560
84526,4,30562
84527,1,9484
84527,2,20955
84527,3,24058
84527,4,27720
84528,1,15041
84528,2,28099
84528,3,27358
84528,4,24558
84529,1,16576
84529,2,22009
84529,3,34293
84529,4,26529
84530,1,12717
84530,2,25496
84530,3,29356
84530,4,24911
84531,1,10597
84531,2,23249
84531,3,27041
84531,4,21418
84532,1,10723
84532,2,16998
84532,3,25515
84532,4,24292
84533,1,11769
84533,2,23423
84533,3,26764
84533,4,23177
84534,1,13308
84534,2,21646
84534,3,21286
84534,4,22884
84535,1,12152
84535,2,18987
84535,3,29574
84535,4,28310
84536,1,16971
84536,2,23108
84536,3,38811
84536,4,26842
84537,1,11646
84537,2,19948
84537,3,25972
84537,4,22584
84538,1,9854
84538,2,21371
84538,3,23016
84538,4,29102
84539,1,12491
84539,2,19639
84539,4,24766
84540,1,10478
84540,2,20332
84540,3,18630
84540,4,25832
84541,1,7778
84541,2,15330
84541,3,31189
84541,4,28152
84542,1,9818
84542,2,20046
84542,3,26070
84542,4,21213
84543,1,10279
84543,2,15954
84543,3,21934
84543,4,23476
84544,1,10206
84544,2,21715
84544,3,24618
84544,4,25578
84545,1,10795
84545,2,17341
84545,3,22269
84545,4,24519
84546,1,10864
84546,2,15194
84546,3,22584
84546,4,25003
84547,1,9530
84547,2,16821
84547,3,22024
84547,4,25812
84548,1,9497
84548,2,23116
84548,3,22428
84548,4,25072
84549,1,9210
84549,2,20560
84549,3,27741
84549,4,24904
84550,1,7082
84550,2,15592
84550,3,25604
84550,4,25684
84551,1,5200
84551,2,19400
84551,3,18362
84551,4,24192
84552,1,6310
84552,2,20238
84552,3,25336
84552,4,24007
84553,1,13889
84553,2,19457
84553,3,24742
84553,4,24609
84554,1,15699
84554,2,20787
84554,3,24507
84554,4,25153
84555,1,14557
84555,2,20063
84555,3,24325
84555,4,24550
84556,1,14189
84556,2,19827
84556,3,23982
84556,4,24432
84557,1,11747
84557,2,20084
84557,3,23585
84557,4,24484
84558,1,12867
84558,2,18104
84558,3,24324
84558,4,24088
84559,1,12387
84559,2,18395
84559,3,23355
84559,4,23818
84560,1,10761
84560,2,17693
84560,3,23877
84560,4,23482
84561,1,11183
84561,2,18016
84561,3,24645
84561,4,24069
84562,1,8918
84562,2,16580
84562,3,20769
84562,4,24774
84563,1,11102
84563,2,17631
84563,3,23961
84563,4,24391
84564,1,9671
84564,2,16556
84564,3,24585
84564,4,23849
84565,1,9837
84565,2,17343
84565,3,23571
84565,4,24619
84566,1,11515
84566,2,17551
84566,3,24058
84566,4,24571
84567,1,10266
84567,2,17273
84567,3,23427
84567,4,24078
84568,1,9322
84568,2,16902
84568,3,25572
84568,4,24820
84569,1,8040
84569,2,19533
84569,3,24671
84569,4,23861
84570,1,9894
84570,2,17327
84570,3,23031
84570,4,24434
84571,1,9786
84571,2,14125
84571,3,22112
84571,4,24307
84572,1,7846
84572,2,17165
84572,3,22808
84572,4,24328
84573,1,11408
84573,2,20017
84573,3,21576
84573,4,25224
84574,1,11061
84574,2,18811
84574,3,21040
84574,4,24292
84575,1,9990
84575,2,16827
84575,3,21274
84575,4,23229
85194,1,8636
85194,2,30292
85194,3,31230
85194,4,32687
85195,1,11562
85195,2,29201
85195,3,31801
85195,4,33628
85196,1,9856
85196,2,33381
85196,3,31441
85196,4,33246
85197,1,11232
85197,2,25420
85197,3,32774
85197,4,31708
85198,1,11420
85198,2,30080
85198,3,31258
85198,4,30874
85199,1,8455
85199,2,29229
85199,3,34279
85199,4,31797
85200,1,8619
85200,2,28687
85200,3,32544
85200,4,32061
85201,1,9640
85201,2,28921
85201,3,29238
85201,4,30432
85202,1,8572
85202,2,29953
85202,3,29673
85202,4,32643
85203,1,8971
85203,2,29930
85203,3,32047
85203,4,34184
85204,1,12173
85204,2,26939
85204,3,32010
85204,4,31284
85205,1,12374
85205,2,27741
85205,3,31549
85205,4,30567
85206,1,12374
85206,2,27425
85206,3,30581
85206,4,31492
85207,1,10176
85207,2,27871
85207,3,31626
85207,4,30603
85208,1,8967
85208,2,28662
85208,3,29373
85208,4,31064
85209,1,8441
85209,2,28228
85209,3,28953
85209,4,31542
85210,1,9380
85210,2,28908
85210,3,32106
85210,4,30962
85211,1,11667
85211,2,26469
85211,3,33155
85211,4,30511
85212,1,10190
85212,2,26761
85212,3,29339
85212,4,31156
85213,1,12324
85213,2,27324
85213,3,32262
85213,4,30587
85214,1,9212
85214,2,28251
85214,3,29222
85214,4,29548
85215,1,12588
85215,2,27438
85215,3,30078
85215,4,30563
85216,1,9547
85216,2,24848
85216,3,28711
85216,4,29364
85217,1,11629
85217,2,28554
85217,3,31070
85217,4,30526
85218,1,12375
85218,2,26661
85218,3,29991
85218,4,30396
85219,1,16715
85219,2,28882
85219,3,32527
85219,4,29737
85220,1,13235
85220,2,28500
85220,3,31522
85220,4,29982
85221,1,14226
85221,2,28518
85221,3,30994
85221,4,28919
85222,1,15608
85222,2,29005
85222,3,29420
85222,4,28054
85223,1,13090
85223,2,28563
85223,3,30412
85223,4,28079
85224,1,9809
85224,2,25925
85224,3,28389
85224,4,28754
85225,1,12251
85225,2,26460
85225,3,29393
85225,4,27174
85226,1,9920
85226,2,24424
85226,3,29517
85226,4,27974
85227,1,9752
85227,2,24711
85227,3,27062
85227,4,28106
85228,1,11620
85228,2,24675
85228,3,28489
85228,4,27524
85229,1,9995
85229,2,23286
85229,3,27339
85229,4,27852
85230,1,8640
85230,2,21438
85230,3,25544
85230,4,27724
85231,1,9679
85231,2,20921
85231,3,28368
85231,4,27255
85232,1,11668
85232,2,19575
85232,3,24145
85232,4,24964
85233,1,11184
85233,2,20606
85233,3,29843
85233,4,28216
85234,1,9756
85234,2,22743
85234,3,24738
85234,4,27829
85235,1,11809
85235,2,20647
85235,3,25754
85235,4,26208
85236,1,10844
85236,2,18942
85236,3,24470
85236,4,25760
85237,1,13936
85237,2,24105
85237,3,17176
85237,4,27577
85238,1,15791
85238,2,20668
85238,3,28039
85238,4,26956
85239,1,12322
85239,2,27108
85239,3,30931
85239,4,26769
85240,1,12154
85240,2,21075
85240,3,27250
85240,4,25940
85241,1,12983
85241,2,27494
85241,3,30228
85241,4,25463
85242,1,13393
85242,2,18039
85242,3,22944
85242,4,25270
85243,1,11417
85243,2,22726
85243,3,23475
85243,4,25502
85244,1,12941
85244,2,22726
85244,3,27975
85244,4,27802
85245,1,12048
85245,2,23762
85245,3,24231
85245,4,26305
85246,1,22910
85246,2,18386
85246,3,31687
85246,4,25879
85247,1,12094
85247,2,23283
85247,3,21343
85247,4,24305
85248,1,9490
85248,2,14194
85248,3,29268
85248,4,25119
85249,1,6242
85249,2,20798
85249,3,20404
85250,1,16539
85250,2,13915
85250,3,26775
85250,4,23850
85251,1,12699
85251,2,39048
85251,3,29172
85251,4,24840
85252,1,16195
85252,2,13194
85252,3,19964
85252,4,26243
85253,1,10116
85253,2,16784
85253,3,26818
85253,4,25509
85254,1,11856
85254,2,17879
85254,3,24087
85254,4,25314
85255,1,10353
85255,2,18708
85255,3,24042
85255,4,26694
85256,1,10818
85256,2,17004
85256,3,26581
85256,4,25925
85257,1,11098
85257,2,18478
85257,3,21766
85257,4,24215
85258,1,9501
85258,2,20024
85258,3,21356
85258,4,22173
85259,1,10095
85259,2,16773
85259,3,23363
85259,4,26465
85260,1,9810
85260,2,19162
85260,3,23105
85260,4,26521
85261,1,7623
85261,2,18874
85261,3,26276
85261,4,23785
85262,1,10870
85262,2,14954
85262,3,20998
85262,4,22849
85263,1,6938
85263,2,18213
85263,3,18619
