home_grid,young_ratio,old_ratio,male_ratio,local_ratio
80264,0.7352941176470589,0.029411764705882353,0.6470588235294118,0.9411764705882353
80977,0.5555555555555556,0.1111111111111111,0.6507936507936508,0.9047619047619048
80978,0.5263157894736842,0.07017543859649122,0.7017543859649122,0.9649122807017544
80979,0.5714285714285714,0.14285714285714285,0.6857142857142857,0.9428571428571428
81692,0.559322033898305,0.05084745762711865,0.576271186440678,0.9322033898305084
83132,0.6530612244897959,0.04081632653061224,0.6326530612244898,0.9387755102040817
83133,0.5603448275862069,0.06465517241379311,0.6810344827586207,0.9698275862068966
83846,0.5657894736842105,0.06578947368421052,0.631578947368421,0.944078947368421
83847,0.5454545454545454,0.09090909090909091,0.5959595959595959,0.9494949494949495
84559,0.7168539325842697,0.04943820224719101,0.5393258426966292,0.9438202247191011
84560,0.6129753914988815,0.058165548098434,0.6577181208053692,0.9619686800894854
84561,0.39184952978056425,0.109717868338558,0.6739811912225705,0.8652037617554859
85269,0.7333333333333333,0.03333333333333333,0.8,0.8666666666666667
85271,0.703125,0.0078125,0.6640625,0.8828125
85273,0.6906906906906907,0.042042042042042045,0.6696696696696697,0.9519519519519519
85279,0.535031847133758,0.08280254777070063,0.6836518046709129,0.921443736730361
85280,0.47703703703703704,0.05925925925925926,0.6474074074074074,0.9318518518518518
85983,0.7948717948717948,0.02564102564102564,0.6923076923076923,0.8717948717948718
85984,0.7205479452054795,0.030136986301369864,0.6493150684931507,0.8712328767123287
85987,0.6532258064516129,0.07258064516129033,0.6532258064516129,0.9516129032258065
85988,0.6647727272727273,0.022727272727272728,0.6022727272727273,0.9431818181818182
85993,0.5564516129032258,0.06451612903225806,0.5806451612903226,0.9032258064516129
85994,0.5691056910569106,0.036585365853658534,0.6666666666666666,0.9186991869918699
86631,0.5,0.0,0.625,0.875
86643,0.5172413793103449,0.10344827586206896,0.6206896551724138,0.9310344827586207
86654,0.7735849056603774,0.018867924528301886,0.5471698113207547,0.8679245283018868
86655,0.6666666666666666,0.037037037037037035,0.7407407407407407,0.7777777777777778
86656,0.6875,0.078125,0.703125,0.96875
86701,0.674074074074074,0.02962962962962963,0.6962962962962963,0.9333333333333333
86702,0.6355140186915887,0.06542056074766354,0.7102803738317757,0.9813084112149533
86707,0.625,0.07291666666666667,0.6180555555555556,0.9375
86708,0.5759803921568627,0.049019607843137254,0.6225490196078431,0.9534313725490197
