price,geometry,home_grid,pcount,ses,ses2,ses3
65495.0,"POLYGON ((116.302072339 39.83487793, 116.302072339 39.83713149300002, 116.305001211 39.83713149300002, 116.305001211 39.83487793, 116.302072339 39.83487793))",124537,370,45,2,5
50017.0,"POLYGON ((116.331361052 39.83487793, 116.331361052 39.83713149300002, 116.334289924 39.83713149300002, 116.334289924 39.83487793, 116.331361052 39.83487793))",124547,286,23,1,3
73101.0,"POLYGON ((116.334289924 39.83487793, 116.334289924 39.83713149300002, 116.337218795 39.83713149300002, 116.337218795 39.83487793, 116.334289924 39.83487793))",124548,440,53,3,6
73059.0,"POLYGON ((116.357720893 39.83487793, 116.357720893 39.83713149300002, 116.3606497649999 39.83713149300002, 116.3606497649999 39.83487793, 116.357720893 39.83487793))",124556,900,53,3,6
73938.0,"POLYGON ((116.3606497649999 39.83487793, 116.3606497649999 39.83713149300002, 116.3635786360001 39.83713149300002, 116.3635786360001 39.83487793, 116.3606497649999 39.83487793))",124557,926,54,3,6
73938.0,"POLYGON ((116.3635786360001 39.83487793, 116.3635786360001 39.83713149300002, 116.3665075059999 39.83713149300002, 116.3665075059999 39.83487793, 116.3635786360001 39.83487793))",124558,288,54,3,6
59624.0,"POLYGON ((116.3665075059999 39.83487793, 116.3665075059999 39.83713149300002, 116.369436378 39.83713149300002, 116.369436378 39.83487793, 116.3665075059999 39.83487793))",124559,903,38,2,4
55104.0,"POLYGON ((116.369436378 39.83487793, 116.369436378 39.83713149300002, 116.372365249 39.83713149300002, 116.372365249 39.83487793, 116.369436378 39.83487793))",124560,582,31,2,4
49146.0,"POLYGON ((116.372365249 39.83487793, 116.372365249 39.83713149300002, 116.375294121 39.83713149300002, 116.375294121 39.83487793, 116.372365249 39.83487793))",124561,598,22,1,3
59560.0,"POLYGON ((116.375294121 39.83487793, 116.375294121 39.83713149300002, 116.378222993 39.83713149300002, 116.378222993 39.83487793, 116.375294121 39.83487793))",124562,583,38,2,4
59560.0,"POLYGON ((116.378222993 39.83487793, 116.378222993 39.83713149300002, 116.381151863 39.83713149300002, 116.381151863 39.83487793, 116.378222993 39.83487793))",124563,830,38,2,4
73816.0,"POLYGON ((116.381151863 39.83487793, 116.381151863 39.83713149300002, 116.384080734 39.83713149300002, 116.384080734 39.83487793, 116.381151863 39.83487793))",124564,868,54,3,6
50405.0,"POLYGON ((116.389938477 39.83487793, 116.389938477 39.83713149300002, 116.392867349 39.83713149300002, 116.392867349 39.83487793, 116.389938477 39.83487793))",124567,203,24,1,3
65157.0,"POLYGON ((116.392867349 39.83487793, 116.392867349 39.83713149300002, 116.395796219 39.83713149300002, 116.395796219 39.83487793, 116.392867349 39.83487793))",124568,416,45,2,5
79909.0,"POLYGON ((116.395796219 39.83487793, 116.395796219 39.83713149300002, 116.398725091 39.83713149300002, 116.398725091 39.83487793, 116.395796219 39.83487793))",124569,221,59,3,6
51515.0,"POLYGON ((116.398725091 39.83487793, 116.398725091 39.83713149300002, 116.401653962 39.83713149300002, 116.401653962 39.83487793, 116.398725091 39.83487793))",124570,294,25,1,3
67762.0,"POLYGON ((116.4045828340001 39.83487793, 116.4045828340001 39.83713149300002, 116.4075117039999 39.83713149300002, 116.4075117039999 39.83487793, 116.4045828340001 39.83487793))",124572,383,48,2,5
67762.0,"POLYGON ((116.4075117039999 39.83487793, 116.4075117039999 39.83713149300002, 116.4104405750001 39.83713149300002, 116.4104405750001 39.83487793, 116.4075117039999 39.83487793))",124573,408,48,2,5
68046.66666666667,"POLYGON ((116.4104405750001 39.83487793, 116.4104405750001 39.83713149300002, 116.413369447 39.83713149300002, 116.413369447 39.83487793, 116.4104405750001 39.83487793))",124574,526,48,2,5
63575.0,"POLYGON ((116.413369447 39.83487793, 116.413369447 39.83713149300002, 116.416298318 39.83713149300002, 116.416298318 39.83487793, 116.413369447 39.83487793))",124575,610,43,2,5
70469.0,"POLYGON ((116.416298318 39.83487793, 116.416298318 39.83713149300002, 116.41922719 39.83713149300002, 116.41922719 39.83487793, 116.416298318 39.83487793))",124576,461,51,3,6
53442.0,"POLYGON ((116.41922719 39.83487793, 116.41922719 39.83713149300002, 116.422156062 39.83713149300002, 116.422156062 39.83487793, 116.41922719 39.83487793))",124577,786,28,2,3
58740.0,"POLYGON ((116.422156062 39.83487793, 116.422156062 39.83713149300002, 116.425084932 39.83713149300002, 116.425084932 39.83487793, 116.422156062 39.83487793))",124578,559,37,2,4
54322.0,"POLYGON ((116.425084932 39.83487793, 116.425084932 39.83713149300002, 116.428013804 39.83713149300002, 116.428013804 39.83487793, 116.425084932 39.83487793))",124579,1062,30,2,3
81359.0,"POLYGON ((116.433871545 39.83487793, 116.433871545 39.83713149300002, 116.436800417 39.83713149300002, 116.436800417 39.83487793, 116.433871545 39.83487793))",124582,50,61,3,7
51133.0,"POLYGON ((116.439729288 39.83487793, 116.439729288 39.83713149300002, 116.44265816 39.83713149300002, 116.44265816 39.83487793, 116.439729288 39.83487793))",124584,237,25,1,3
33823.0,"POLYGON ((116.635963664 39.83487793, 116.635963664 39.83713149300002, 116.638892534 39.83713149300002, 116.638892534 39.83487793, 116.635963664 39.83487793))",124651,93,4,1,1
33823.0,"POLYGON ((116.638892534 39.83487793, 116.638892534 39.83713149300002, 116.641821406 39.83713149300002, 116.641821406 39.83487793, 116.638892534 39.83487793))",124652,59,4,1,1
32790.0,"POLYGON ((116.179059746 39.83713149300002, 116.179059746 39.83938505600003, 116.181988616 39.83938505600003, 116.181988616 39.83713149300002, 116.179059746 39.83713149300002))",125209,43,3,1,1
38313.0,"POLYGON ((116.196632974 39.83713149300002, 116.196632974 39.83938505600003, 116.1995618460001 39.83938505600003, 116.1995618460001 39.83713149300002, 116.196632974 39.83713149300002))",125215,337,9,1,1
37486.0,"POLYGON ((116.231779429 39.83713149300002, 116.231779429 39.83938505600003, 116.2347083 39.83938505600003, 116.2347083 39.83713149300002, 116.231779429 39.83713149300002))",125227,306,8,1,1
38313.0,"POLYGON ((116.2434949140001 39.83713149300002, 116.2434949140001 39.83938505600003, 116.246423785 39.83938505600003, 116.246423785 39.83713149300002, 116.2434949140001 39.83713149300002))",125231,526,9,1,1
51153.666666666664,"POLYGON ((116.272783626 39.83713149300002, 116.272783626 39.83938505600003, 116.275712498 39.83938505600003, 116.275712498 39.83713149300002, 116.272783626 39.83713149300002))",125241,172,25,1,3
61378.0,"POLYGON ((116.275712498 39.83713149300002, 116.275712498 39.83938505600003, 116.278641369 39.83938505600003, 116.278641369 39.83713149300002, 116.275712498 39.83713149300002))",125242,337,40,2,4
50354.4,"POLYGON ((116.278641369 39.83713149300002, 116.278641369 39.83938505600003, 116.2815702410001 39.83938505600003, 116.2815702410001 39.83713149300002, 116.278641369 39.83713149300002))",125243,383,24,1,3
53498.5,"POLYGON ((116.2815702410001 39.83713149300002, 116.2815702410001 39.83938505600003, 116.2844991109999 39.83938505600003, 116.2844991109999 39.83713149300002, 116.2815702410001 39.83713149300002))",125244,471,28,2,3
52521.0,"POLYGON ((116.2844991109999 39.83713149300002, 116.2844991109999 39.83938505600003, 116.287427983 39.83938505600003, 116.287427983 39.83713149300002, 116.2844991109999 39.83713149300002))",125245,623,27,2,3
50349.0,"POLYGON ((116.287427983 39.83713149300002, 116.287427983 39.83938505600003, 116.290356855 39.83938505600003, 116.290356855 39.83713149300002, 116.287427983 39.83713149300002))",125246,332,24,1,3
115073.0,"POLYGON ((116.290356855 39.83713149300002, 116.290356855 39.83938505600003, 116.293285724 39.83938505600003, 116.293285724 39.83713149300002, 116.290356855 39.83713149300002))",125247,251,86,4,9
61512.0,"POLYGON ((116.293285724 39.83713149300002, 116.293285724 39.83938505600003, 116.296214596 39.83938505600003, 116.296214596 39.83713149300002, 116.293285724 39.83713149300002))",125248,372,40,2,4
54157.0,"POLYGON ((116.296214596 39.83713149300002, 116.296214596 39.83938505600003, 116.299143467 39.83938505600003, 116.299143467 39.83713149300002, 116.296214596 39.83713149300002))",125249,1176,30,2,3
45590.0,"POLYGON ((116.299143467 39.83713149300002, 116.299143467 39.83938505600003, 116.302072339 39.83938505600003, 116.302072339 39.83713149300002, 116.299143467 39.83713149300002))",125250,1130,17,1,2
46346.0,"POLYGON ((116.302072339 39.83713149300002, 116.302072339 39.83938505600003, 116.305001211 39.83938505600003, 116.305001211 39.83713149300002, 116.302072339 39.83713149300002))",125251,456,18,1,2
72035.0,"POLYGON ((116.313787824 39.83713149300002, 116.313787824 39.83938505600003, 116.316716695 39.83938505600003, 116.316716695 39.83713149300002, 116.313787824 39.83713149300002))",125255,514,52,3,6
72035.0,"POLYGON ((116.316716695 39.83713149300002, 116.316716695 39.83938505600003, 116.319645567 39.83938505600003, 116.319645567 39.83713149300002, 116.316716695 39.83713149300002))",125256,443,52,3,6
73059.0,"POLYGON ((116.357720893 39.83713149300002, 116.357720893 39.83938505600003, 116.3606497649999 39.83938505600003, 116.3606497649999 39.83713149300002, 116.357720893 39.83713149300002))",125270,350,53,3,6
73059.0,"POLYGON ((116.3606497649999 39.83713149300002, 116.3606497649999 39.83938505600003, 116.3635786360001 39.83938505600003, 116.3635786360001 39.83713149300002, 116.3606497649999 39.83713149300002))",125271,347,53,3,6
75771.0,"POLYGON ((116.3635786360001 39.83713149300002, 116.3635786360001 39.83938505600003, 116.3665075059999 39.83938505600003, 116.3665075059999 39.83713149300002, 116.3635786360001 39.83713149300002))",125272,216,55,3,6
55569.0,"POLYGON ((116.3665075059999 39.83713149300002, 116.3665075059999 39.83938505600003, 116.369436378 39.83938505600003, 116.369436378 39.83713149300002, 116.3665075059999 39.83713149300002))",125273,1574,32,2,4
49227.5,"POLYGON ((116.369436378 39.83713149300002, 116.369436378 39.83938505600003, 116.372365249 39.83938505600003, 116.372365249 39.83713149300002, 116.369436378 39.83713149300002))",125274,977,22,1,3
55242.0,"POLYGON ((116.372365249 39.83713149300002, 116.372365249 39.83938505600003, 116.375294121 39.83938505600003, 116.375294121 39.83713149300002, 116.372365249 39.83713149300002))",125275,406,31,2,4
54535.0,"POLYGON ((116.375294121 39.83713149300002, 116.375294121 39.83938505600003, 116.378222993 39.83938505600003, 116.378222993 39.83713149300002, 116.375294121 39.83713149300002))",125276,610,30,2,3
56704.0,"POLYGON ((116.378222993 39.83713149300002, 116.378222993 39.83938505600003, 116.381151863 39.83938505600003, 116.381151863 39.83713149300002, 116.378222993 39.83713149300002))",125277,2004,34,2,4
70316.0,"POLYGON ((116.381151863 39.83713149300002, 116.381151863 39.83938505600003, 116.384080734 39.83938505600003, 116.384080734 39.83713149300002, 116.381151863 39.83713149300002))",125278,812,51,3,6
53659.0,"POLYGON ((116.384080734 39.83713149300002, 116.384080734 39.83938505600003, 116.387009605 39.83938505600003, 116.387009605 39.83713149300002, 116.384080734 39.83713149300002))",125279,1343,29,2,3
52095.0,"POLYGON ((116.387009605 39.83713149300002, 116.387009605 39.83938505600003, 116.389938477 39.83938505600003, 116.389938477 39.83713149300002, 116.387009605 39.83713149300002))",125280,854,27,2,3
52412.0,"POLYGON ((116.389938477 39.83713149300002, 116.389938477 39.83938505600003, 116.392867349 39.83938505600003, 116.392867349 39.83713149300002, 116.389938477 39.83713149300002))",125281,675,27,2,3
75847.0,"POLYGON ((116.398725091 39.83713149300002, 116.398725091 39.83938505600003, 116.401653962 39.83938505600003, 116.401653962 39.83713149300002, 116.398725091 39.83713149300002))",125284,96,56,3,6
63173.0,"POLYGON ((116.4045828340001 39.83713149300002, 116.4045828340001 39.83938505600003, 116.4075117039999 39.83938505600003, 116.4075117039999 39.83713149300002, 116.4045828340001 39.83713149300002))",125286,1433,43,2,5
62052.0,"POLYGON ((116.4075117039999 39.83713149300002, 116.4075117039999 39.83938505600003, 116.4104405750001 39.83938505600003, 116.4104405750001 39.83713149300002, 116.4075117039999 39.83713149300002))",125287,506,41,2,5
62052.0,"POLYGON ((116.4104405750001 39.83713149300002, 116.4104405750001 39.83938505600003, 116.413369447 39.83938505600003, 116.413369447 39.83713149300002, 116.4104405750001 39.83713149300002))",125288,514,41,2,5
63575.0,"POLYGON ((116.413369447 39.83713149300002, 116.413369447 39.83938505600003, 116.416298318 39.83938505600003, 116.416298318 39.83713149300002, 116.413369447 39.83713149300002))",125289,543,43,2,5
47420.0,"POLYGON ((116.416298318 39.83713149300002, 116.416298318 39.83938505600003, 116.41922719 39.83938505600003, 116.41922719 39.83713149300002, 116.416298318 39.83713149300002))",125290,874,20,1,2
47420.0,"POLYGON ((116.41922719 39.83713149300002, 116.41922719 39.83938505600003, 116.422156062 39.83938505600003, 116.422156062 39.83713149300002, 116.41922719 39.83713149300002))",125291,449,20,1,2
58740.0,"POLYGON ((116.422156062 39.83713149300002, 116.422156062 39.83938505600003, 116.425084932 39.83938505600003, 116.425084932 39.83713149300002, 116.422156062 39.83713149300002))",125292,476,37,2,4
51355.0,"POLYGON ((116.425084932 39.83713149300002, 116.425084932 39.83938505600003, 116.428013804 39.83938505600003, 116.428013804 39.83713149300002, 116.425084932 39.83713149300002))",125293,358,25,1,3
46068.0,"POLYGON ((116.436800417 39.83713149300002, 116.436800417 39.83938505600003, 116.439729288 39.83938505600003, 116.439729288 39.83713149300002, 116.436800417 39.83713149300002))",125297,372,18,1,2
55225.5,"POLYGON ((116.439729288 39.83713149300002, 116.439729288 39.83938505600003, 116.44265816 39.83938505600003, 116.44265816 39.83713149300002, 116.439729288 39.83713149300002))",125298,457,31,2,4
64383.0,"POLYGON ((116.44265816 39.83713149300002, 116.44265816 39.83938505600003, 116.4455870309999 39.83938505600003, 116.4455870309999 39.83713149300002, 116.44265816 39.83713149300002))",125299,1358,44,2,5
66561.0,"POLYGON ((116.4455870309999 39.83713149300002, 116.4455870309999 39.83938505600003, 116.448515903 39.83938505600003, 116.448515903 39.83713149300002, 116.4455870309999 39.83713149300002))",125300,923,46,2,5
50253.0,"POLYGON ((116.460231386 39.83713149300002, 116.460231386 39.83938505600003, 116.463160258 39.83938505600003, 116.463160258 39.83713149300002, 116.460231386 39.83713149300002))",125305,363,24,1,3
50253.0,"POLYGON ((116.463160258 39.83713149300002, 116.463160258 39.83938505600003, 116.46608913 39.83938505600003, 116.46608913 39.83713149300002, 116.463160258 39.83713149300002))",125306,718,24,1,3
37781.0,"POLYGON ((116.228850557 39.83938505600003, 116.228850557 39.841638617, 116.231779429 39.841638617, 116.231779429 39.83938505600003, 116.228850557 39.83938505600003))",125940,277,8,1,1
37614.0,"POLYGON ((116.231779429 39.83938505600003, 116.231779429 39.841638617, 116.2347083 39.841638617, 116.2347083 39.83938505600003, 116.231779429 39.83938505600003))",125941,447,8,1,1
44756.0,"POLYGON ((116.272783626 39.83938505600003, 116.272783626 39.841638617, 116.275712498 39.841638617, 116.275712498 39.83938505600003, 116.272783626 39.83938505600003))",125955,186,16,1,2
45929.0,"POLYGON ((116.275712498 39.83938505600003, 116.275712498 39.841638617, 116.278641369 39.841638617, 116.278641369 39.83938505600003, 116.275712498 39.83938505600003))",125956,447,18,1,2
56207.0,"POLYGON ((116.278641369 39.83938505600003, 116.278641369 39.841638617, 116.2815702410001 39.841638617, 116.2815702410001 39.83938505600003, 116.278641369 39.83938505600003))",125957,249,33,2,4
51510.25,"POLYGON ((116.2815702410001 39.83938505600003, 116.2815702410001 39.841638617, 116.2844991109999 39.841638617, 116.2844991109999 39.83938505600003, 116.2815702410001 39.83938505600003))",125958,558,25,1,3
45919.0,"POLYGON ((116.2844991109999 39.83938505600003, 116.2844991109999 39.841638617, 116.287427983 39.841638617, 116.287427983 39.83938505600003, 116.2844991109999 39.83938505600003))",125959,1088,18,1,2
51045.0,"POLYGON ((116.287427983 39.83938505600003, 116.287427983 39.841638617, 116.290356855 39.841638617, 116.290356855 39.83938505600003, 116.287427983 39.83938505600003))",125960,591,25,1,3
43688.0,"POLYGON ((116.290356855 39.83938505600003, 116.290356855 39.841638617, 116.293285724 39.841638617, 116.293285724 39.83938505600003, 116.290356855 39.83938505600003))",125961,753,15,1,2
56284.666666666664,"POLYGON ((116.293285724 39.83938505600003, 116.293285724 39.841638617, 116.296214596 39.841638617, 116.296214596 39.83938505600003, 116.293285724 39.83938505600003))",125962,504,33,2,4
66043.0,"POLYGON ((116.296214596 39.83938505600003, 116.296214596 39.841638617, 116.299143467 39.841638617, 116.299143467 39.83938505600003, 116.296214596 39.83938505600003))",125963,312,46,2,5
45590.0,"POLYGON ((116.299143467 39.83938505600003, 116.299143467 39.841638617, 116.302072339 39.841638617, 116.302072339 39.83938505600003, 116.299143467 39.83938505600003))",125964,554,17,1,2
53858.0,"POLYGON ((116.302072339 39.83938505600003, 116.302072339 39.841638617, 116.305001211 39.841638617, 116.305001211 39.83938505600003, 116.302072339 39.83938505600003))",125965,636,29,2,3
72035.0,"POLYGON ((116.313787824 39.83938505600003, 116.313787824 39.841638617, 116.316716695 39.841638617, 116.316716695 39.83938505600003, 116.313787824 39.83938505600003))",125969,858,52,3,6
60524.0,"POLYGON ((116.316716695 39.83938505600003, 116.316716695 39.841638617, 116.319645567 39.841638617, 116.319645567 39.83938505600003, 116.316716695 39.83938505600003))",125970,504,39,2,4
74330.0,"POLYGON ((116.343076536 39.83938505600003, 116.343076536 39.841638617, 116.346005408 39.841638617, 116.346005408 39.83938505600003, 116.343076536 39.83938505600003))",125979,252,54,3,6
83037.0,"POLYGON ((116.346005408 39.83938505600003, 116.346005408 39.841638617, 116.34893428 39.841638617, 116.34893428 39.83938505600003, 116.346005408 39.83938505600003))",125980,810,62,3,7
69799.0,"POLYGON ((116.34893428 39.83938505600003, 116.34893428 39.841638617, 116.35186315 39.841638617, 116.35186315 39.83938505600003, 116.34893428 39.83938505600003))",125981,753,50,2,5
75914.0,"POLYGON ((116.35186315 39.83938505600003, 116.35186315 39.841638617, 116.354792022 39.841638617, 116.354792022 39.83938505600003, 116.35186315 39.83938505600003))",125982,785,56,3,6
86668.0,"POLYGON ((116.354792022 39.83938505600003, 116.354792022 39.841638617, 116.357720893 39.841638617, 116.357720893 39.83938505600003, 116.354792022 39.83938505600003))",125983,496,65,3,7
50598.0,"POLYGON ((116.357720893 39.83938505600003, 116.357720893 39.841638617, 116.3606497649999 39.841638617, 116.3606497649999 39.83938505600003, 116.357720893 39.83938505600003))",125984,877,24,1,3
59680.0,"POLYGON ((116.3635786360001 39.83938505600003, 116.3635786360001 39.841638617, 116.3665075059999 39.841638617, 116.3665075059999 39.83938505600003, 116.3635786360001 39.83938505600003))",125986,691,38,2,4
61672.5,"POLYGON ((116.3665075059999 39.83938505600003, 116.3665075059999 39.841638617, 116.369436378 39.841638617, 116.369436378 39.83938505600003, 116.3665075059999 39.83938505600003))",125987,1068,41,2,5
49767.0,"POLYGON ((116.369436378 39.83938505600003, 116.369436378 39.841638617, 116.372365249 39.841638617, 116.372365249 39.83938505600003, 116.369436378 39.83938505600003))",125988,841,23,1,3
60331.0,"POLYGON ((116.372365249 39.83938505600003, 116.372365249 39.841638617, 116.375294121 39.841638617, 116.375294121 39.83938505600003, 116.372365249 39.83938505600003))",125989,467,39,2,4
55169.666666666664,"POLYGON ((116.375294121 39.83938505600003, 116.375294121 39.841638617, 116.378222993 39.841638617, 116.378222993 39.83938505600003, 116.375294121 39.83938505600003))",125990,950,31,2,4
68522.0,"POLYGON ((116.381151863 39.83938505600003, 116.381151863 39.841638617, 116.384080734 39.841638617, 116.384080734 39.83938505600003, 116.381151863 39.83938505600003))",125992,1396,49,2,5
53978.0,"POLYGON ((116.384080734 39.83938505600003, 116.384080734 39.841638617, 116.387009605 39.841638617, 116.387009605 39.83938505600003, 116.384080734 39.83938505600003))",125993,679,29,2,3
53944.666666666664,"POLYGON ((116.387009605 39.83938505600003, 116.387009605 39.841638617, 116.389938477 39.841638617, 116.389938477 39.83938505600003, 116.387009605 39.83938505600003))",125994,771,29,2,3
52389.0,"POLYGON ((116.389938477 39.83938505600003, 116.389938477 39.841638617, 116.392867349 39.841638617, 116.392867349 39.83938505600003, 116.389938477 39.83938505600003))",125995,1001,27,2,3
68016.0,"POLYGON ((116.392867349 39.83938505600003, 116.392867349 39.841638617, 116.395796219 39.841638617, 116.395796219 39.83938505600003, 116.392867349 39.83938505600003))",125996,787,48,2,5
50707.5,"POLYGON ((116.401653962 39.83938505600003, 116.401653962 39.841638617, 116.4045828340001 39.841638617, 116.4045828340001 39.83938505600003, 116.401653962 39.83938505600003))",125999,673,25,1,3
49091.0,"POLYGON ((116.4075117039999 39.83938505600003, 116.4075117039999 39.841638617, 116.4104405750001 39.841638617, 116.4104405750001 39.83938505600003, 116.4075117039999 39.83938505600003))",126001,1266,22,1,3
67105.0,"POLYGON ((116.41922719 39.83938505600003, 116.41922719 39.841638617, 116.422156062 39.841638617, 116.422156062 39.83938505600003, 116.41922719 39.83938505600003))",126005,1447,47,2,5
120820.0,"POLYGON ((116.422156062 39.83938505600003, 116.422156062 39.841638617, 116.425084932 39.841638617, 116.425084932 39.83938505600003, 116.422156062 39.83938505600003))",126006,562,89,4,9
65733.0,"POLYGON ((116.425084932 39.83938505600003, 116.425084932 39.841638617, 116.428013804 39.841638617, 116.428013804 39.83938505600003, 116.425084932 39.83938505600003))",126007,739,45,2,5
75185.0,"POLYGON ((116.439729288 39.83938505600003, 116.439729288 39.841638617, 116.44265816 39.841638617, 116.44265816 39.83938505600003, 116.439729288 39.83938505600003))",126012,646,55,3,6
75185.0,"POLYGON ((116.44265816 39.83938505600003, 116.44265816 39.841638617, 116.4455870309999 39.841638617, 116.4455870309999 39.83938505600003, 116.44265816 39.83938505600003))",126013,585,55,3,6
46117.0,"POLYGON ((116.457302516 39.83938505600003, 116.457302516 39.841638617, 116.460231386 39.841638617, 116.460231386 39.83938505600003, 116.457302516 39.83938505600003))",126018,603,18,1,2
46117.0,"POLYGON ((116.460231386 39.83938505600003, 116.460231386 39.841638617, 116.463160258 39.841638617, 116.463160258 39.83938505600003, 116.460231386 39.83938505600003))",126019,738,18,1,2
40044.0,"POLYGON ((116.228850557 39.841638617, 116.228850557 39.843892181, 116.231779429 39.843892181, 116.231779429 39.841638617, 116.228850557 39.841638617))",126654,450,10,1,1
37781.0,"POLYGON ((116.231779429 39.841638617, 116.231779429 39.843892181, 116.2347083 39.843892181, 116.2347083 39.841638617, 116.231779429 39.841638617))",126655,226,8,1,1
39902.0,"POLYGON ((116.272783626 39.841638617, 116.272783626 39.843892181, 116.275712498 39.843892181, 116.275712498 39.841638617, 116.272783626 39.841638617))",126669,215,10,1,1
39902.0,"POLYGON ((116.275712498 39.841638617, 116.275712498 39.843892181, 116.278641369 39.843892181, 116.278641369 39.841638617, 116.275712498 39.841638617))",126670,304,10,1,1
54536.0,"POLYGON ((116.278641369 39.841638617, 116.278641369 39.843892181, 116.2815702410001 39.843892181, 116.2815702410001 39.841638617, 116.278641369 39.841638617))",126671,187,30,2,3
52171.0,"POLYGON ((116.2815702410001 39.841638617, 116.2815702410001 39.843892181, 116.2844991109999 39.843892181, 116.2844991109999 39.841638617, 116.2815702410001 39.841638617))",126672,302,27,2,3
53259.0,"POLYGON ((116.2844991109999 39.841638617, 116.2844991109999 39.843892181, 116.287427983 39.843892181, 116.287427983 39.841638617, 116.2844991109999 39.841638617))",126673,1988,28,2,3
48605.0,"POLYGON ((116.287427983 39.841638617, 116.287427983 39.843892181, 116.290356855 39.843892181, 116.290356855 39.841638617, 116.287427983 39.841638617))",126674,992,21,1,3
49348.0,"POLYGON ((116.293285724 39.841638617, 116.293285724 39.843892181, 116.296214596 39.843892181, 116.296214596 39.841638617, 116.293285724 39.841638617))",126676,392,23,1,3
61460.0,"POLYGON ((116.302072339 39.841638617, 116.302072339 39.843892181, 116.305001211 39.843892181, 116.305001211 39.841638617, 116.302072339 39.841638617))",126679,234,40,2,4
91976.0,"POLYGON ((116.305001211 39.841638617, 116.305001211 39.843892181, 116.307930082 39.843892181, 116.307930082 39.841638617, 116.305001211 39.841638617))",126680,519,68,3,7
73756.0,"POLYGON ((116.313787824 39.841638617, 116.313787824 39.843892181, 116.316716695 39.843892181, 116.316716695 39.841638617, 116.313787824 39.841638617))",126683,488,54,3,6
54990.0,"POLYGON ((116.32843218 39.841638617, 116.32843218 39.843892181, 116.331361052 39.843892181, 116.331361052 39.841638617, 116.32843218 39.841638617))",126688,537,31,2,4
82473.0,"POLYGON ((116.343076536 39.841638617, 116.343076536 39.843892181, 116.346005408 39.843892181, 116.346005408 39.841638617, 116.343076536 39.841638617))",126693,1037,61,3,7
68232.0,"POLYGON ((116.346005408 39.841638617, 116.346005408 39.843892181, 116.34893428 39.843892181, 116.34893428 39.841638617, 116.346005408 39.841638617))",126694,2456,48,2,5
73578.0,"POLYGON ((116.34893428 39.841638617, 116.34893428 39.843892181, 116.35186315 39.843892181, 116.35186315 39.841638617, 116.34893428 39.841638617))",126695,448,53,3,6
77761.0,"POLYGON ((116.35186315 39.841638617, 116.35186315 39.843892181, 116.354792022 39.843892181, 116.354792022 39.841638617, 116.35186315 39.841638617))",126696,334,58,3,6
76079.0,"POLYGON ((116.354792022 39.841638617, 116.354792022 39.843892181, 116.357720893 39.843892181, 116.357720893 39.841638617, 116.354792022 39.841638617))",126697,793,56,3,6
67130.0,"POLYGON ((116.357720893 39.841638617, 116.357720893 39.843892181, 116.3606497649999 39.843892181, 116.3606497649999 39.841638617, 116.357720893 39.841638617))",126698,1178,47,2,5
64519.0,"POLYGON ((116.3606497649999 39.841638617, 116.3606497649999 39.843892181, 116.3635786360001 39.843892181, 116.3635786360001 39.841638617, 116.3606497649999 39.841638617))",126699,1423,44,2,5
51574.0,"POLYGON ((116.3635786360001 39.841638617, 116.3635786360001 39.843892181, 116.3665075059999 39.843892181, 116.3665075059999 39.841638617, 116.3635786360001 39.841638617))",126700,1601,26,2,3
59230.333333333336,"POLYGON ((116.3665075059999 39.841638617, 116.3665075059999 39.843892181, 116.369436378 39.843892181, 116.369436378 39.841638617, 116.3665075059999 39.841638617))",126701,897,38,2,4
57374.666666666664,"POLYGON ((116.369436378 39.841638617, 116.369436378 39.843892181, 116.372365249 39.843892181, 116.372365249 39.841638617, 116.369436378 39.841638617))",126702,622,35,2,4
49146.0,"POLYGON ((116.372365249 39.841638617, 116.372365249 39.843892181, 116.375294121 39.843892181, 116.375294121 39.841638617, 116.372365249 39.841638617))",126703,945,22,1,3
79453.0,"POLYGON ((116.375294121 39.841638617, 116.375294121 39.843892181, 116.378222993 39.843892181, 116.378222993 39.841638617, 116.375294121 39.841638617))",126704,2334,59,3,6
59563.0,"POLYGON ((116.384080734 39.841638617, 116.384080734 39.843892181, 116.387009605 39.843892181, 116.387009605 39.841638617, 116.384080734 39.841638617))",126707,544,38,2,4
47472.0,"POLYGON ((116.387009605 39.841638617, 116.387009605 39.843892181, 116.389938477 39.843892181, 116.389938477 39.841638617, 116.387009605 39.841638617))",126708,763,20,1,2
55353.0,"POLYGON ((116.389938477 39.841638617, 116.389938477 39.843892181, 116.392867349 39.843892181, 116.392867349 39.841638617, 116.389938477 39.841638617))",126709,695,32,2,4
58061.0,"POLYGON ((116.392867349 39.841638617, 116.392867349 39.843892181, 116.395796219 39.843892181, 116.395796219 39.841638617, 116.392867349 39.841638617))",126710,890,36,2,4
57822.0,"POLYGON ((116.395796219 39.841638617, 116.395796219 39.843892181, 116.398725091 39.843892181, 116.398725091 39.841638617, 116.395796219 39.841638617))",126711,287,36,2,4
50520.0,"POLYGON ((116.398725091 39.841638617, 116.398725091 39.843892181, 116.401653962 39.843892181, 116.401653962 39.841638617, 116.398725091 39.841638617))",126712,149,24,1,3
52074.5,"POLYGON ((116.401653962 39.841638617, 116.401653962 39.843892181, 116.4045828340001 39.843892181, 116.4045828340001 39.841638617, 116.401653962 39.841638617))",126713,327,27,2,3
