price,geometry,home_grid,pcount,ses,ses2,ses3
30097.0,"POLYGON ((116.343076536 39.71769267299999, 116.343076536 39.71994623400002, 116.346005408 39.71994623400002, 116.346005408 39.71769267299999, 116.343076536 39.71769267299999))",87423,277,3,1,1
29483.0,"POLYGON ((116.114624577 39.71994623400002, 116.114624577 39.72219979699997, 116.117553449 39.72219979699997, 116.117553449 39.71994623400002, 116.114624577 39.71994623400002))",88059,351,2,1,1
27610.0,"POLYGON ((116.129268934 39.71994623400002, 116.129268934 39.72219979699997, 116.132197805 39.72219979699997, 116.132197805 39.71994623400002, 116.129268934 39.71994623400002))",88064,146,2,1,1
22145.0,"POLYGON ((116.132197805 39.71994623400002, 116.132197805 39.72219979699997, 116.135126677 39.72219979699997, 116.135126677 39.71994623400002, 116.132197805 39.71994623400002))",88065,198,1,1,1
26936.0,"POLYGON ((116.143913292 39.71994623400002, 116.143913292 39.72219979699997, 116.146842162 39.72219979699997, 116.146842162 39.71994623400002, 116.143913292 39.71994623400002))",88069,195,2,1,1
26936.0,"POLYGON ((116.146842162 39.71994623400002, 116.146842162 39.72219979699997, 116.149771034 39.72219979699997, 116.149771034 39.71994623400002, 116.146842162 39.71994623400002))",88070,180,2,1,1
32476.0,"POLYGON ((116.149771034 39.71994623400002, 116.149771034 39.72219979699997, 116.152699905 39.72219979699997, 116.152699905 39.71994623400002, 116.149771034 39.71994623400002))",88071,209,3,1,1
41525.0,"POLYGON ((116.173202005 39.71994623400002, 116.173202005 39.72219979699997, 116.176130875 39.72219979699997, 116.176130875 39.71994623400002, 116.173202005 39.71994623400002))",88079,197,12,1,2
46673.0,"POLYGON ((116.184917488 39.71994623400002, 116.184917488 39.72219979699997, 116.18784636 39.72219979699997, 116.18784636 39.71994623400002, 116.184917488 39.71994623400002))",88083,14,19,1,2
41024.0,"POLYGON ((116.32843218 39.71994623400002, 116.32843218 39.72219979699997, 116.331361052 39.72219979699997, 116.331361052 39.71994623400002, 116.32843218 39.71994623400002))",88132,558,12,1,2
37410.0,"POLYGON ((116.331361052 39.71994623400002, 116.331361052 39.72219979699997, 116.334289924 39.72219979699997, 116.334289924 39.71994623400002, 116.331361052 39.71994623400002))",88133,304,8,1,1
37410.0,"POLYGON ((116.334289924 39.71994623400002, 116.334289924 39.72219979699997, 116.337218795 39.72219979699997, 116.337218795 39.71994623400002, 116.334289924 39.71994623400002))",88134,899,8,1,1
32542.0,"POLYGON ((116.337218795 39.71994623400002, 116.337218795 39.72219979699997, 116.340147665 39.72219979699997, 116.340147665 39.71994623400002, 116.337218795 39.71994623400002))",88135,597,3,1,1
39152.0,"POLYGON ((116.340147665 39.71994623400002, 116.340147665 39.72219979699997, 116.343076536 39.72219979699997, 116.343076536 39.71994623400002, 116.340147665 39.71994623400002))",88136,131,10,1,1
31022.0,"POLYGON ((116.343076536 39.71994623400002, 116.343076536 39.72219979699997, 116.346005408 39.72219979699997, 116.346005408 39.71994623400002, 116.343076536 39.71994623400002))",88137,109,3,1,1
29550.0,"POLYGON ((116.111695707 39.72219979699997, 116.111695707 39.72445335999998, 116.114624577 39.72445335999998, 116.114624577 39.72219979699997, 116.111695707 39.72219979699997))",88772,524,2,1,1
27571.0,"POLYGON ((116.114624577 39.72219979699997, 116.114624577 39.72445335999998, 116.117553449 39.72445335999998, 116.117553449 39.72219979699997, 116.114624577 39.72219979699997))",88773,735,2,1,1
35001.0,"POLYGON ((116.1204823210001 39.72219979699997, 116.1204823210001 39.72445335999998, 116.123411192 39.72445335999998, 116.123411192 39.72219979699997, 116.1204823210001 39.72219979699997))",88775,83,5,1,1
35001.0,"POLYGON ((116.123411192 39.72219979699997, 116.123411192 39.72445335999998, 116.126340064 39.72445335999998, 116.126340064 39.72219979699997, 116.123411192 39.72219979699997))",88776,91,5,1,1
26670.0,"POLYGON ((116.132197805 39.72219979699997, 116.132197805 39.72445335999998, 116.135126677 39.72445335999998, 116.135126677 39.72219979699997, 116.132197805 39.72219979699997))",88779,883,2,1,1
24896.0,"POLYGON ((116.135126677 39.72219979699997, 116.135126677 39.72445335999998, 116.138055548 39.72445335999998, 116.138055548 39.72219979699997, 116.135126677 39.72219979699997))",88780,1346,1,1,1
28025.0,"POLYGON ((116.138055548 39.72219979699997, 116.138055548 39.72445335999998, 116.14098442 39.72445335999998, 116.14098442 39.72219979699997, 116.138055548 39.72219979699997))",88781,452,2,1,1
26793.0,"POLYGON ((116.14098442 39.72219979699997, 116.14098442 39.72445335999998, 116.143913292 39.72445335999998, 116.143913292 39.72219979699997, 116.14098442 39.72219979699997))",88782,107,2,1,1
22761.0,"POLYGON ((116.143913292 39.72219979699997, 116.143913292 39.72445335999998, 116.146842162 39.72445335999998, 116.146842162 39.72219979699997, 116.143913292 39.72219979699997))",88783,71,1,1,1
25743.0,"POLYGON ((116.149771034 39.72219979699997, 116.149771034 39.72445335999998, 116.152699905 39.72445335999998, 116.152699905 39.72219979699997, 116.149771034 39.72219979699997))",88785,358,1,1,1
42206.0,"POLYGON ((116.1614865179999 39.72219979699997, 116.1614865179999 39.72445335999998, 116.16441539 39.72445335999998, 116.16441539 39.72219979699997, 116.1614865179999 39.72219979699997))",88789,214,13,1,2
42206.0,"POLYGON ((116.16441539 39.72219979699997, 116.16441539 39.72445335999998, 116.167344261 39.72445335999998, 116.167344261 39.72219979699997, 116.16441539 39.72219979699997))",88790,490,13,1,2
42616.0,"POLYGON ((116.173202005 39.72219979699997, 116.173202005 39.72445335999998, 116.176130875 39.72445335999998, 116.176130875 39.72219979699997, 116.173202005 39.72219979699997))",88793,159,14,1,2
36159.0,"POLYGON ((116.302072339 39.72219979699997, 116.302072339 39.72445335999998, 116.305001211 39.72445335999998, 116.305001211 39.72219979699997, 116.302072339 39.72219979699997))",88837,15,6,1,1
36145.0,"POLYGON ((116.305001211 39.72219979699997, 116.305001211 39.72445335999998, 116.307930082 39.72445335999998, 116.307930082 39.72219979699997, 116.305001211 39.72219979699997))",88838,22,6,1,1
36131.0,"POLYGON ((116.307930082 39.72219979699997, 116.307930082 39.72445335999998, 116.310858954 39.72445335999998, 116.310858954 39.72219979699997, 116.307930082 39.72219979699997))",88839,61,6,1,1
35678.0,"POLYGON ((116.310858954 39.72219979699997, 116.310858954 39.72445335999998, 116.313787824 39.72445335999998, 116.313787824 39.72219979699997, 116.310858954 39.72219979699997))",88840,461,6,1,1
47110.0,"POLYGON ((116.319645567 39.72219979699997, 116.319645567 39.72445335999998, 116.322574437 39.72445335999998, 116.322574437 39.72219979699997, 116.319645567 39.72219979699997))",88843,107,19,1,2
47110.0,"POLYGON ((116.322574437 39.72219979699997, 116.322574437 39.72445335999998, 116.3255033090001 39.72445335999998, 116.3255033090001 39.72219979699997, 116.322574437 39.72219979699997))",88844,211,19,1,2
39558.0,"POLYGON ((116.3255033090001 39.72219979699997, 116.3255033090001 39.72445335999998, 116.32843218 39.72445335999998, 116.32843218 39.72219979699997, 116.3255033090001 39.72219979699997))",88845,713,10,1,1
41024.0,"POLYGON ((116.32843218 39.72219979699997, 116.32843218 39.72445335999998, 116.331361052 39.72445335999998, 116.331361052 39.72219979699997, 116.32843218 39.72219979699997))",88846,671,12,1,2
37410.0,"POLYGON ((116.331361052 39.72219979699997, 116.331361052 39.72445335999998, 116.334289924 39.72445335999998, 116.334289924 39.72219979699997, 116.331361052 39.72219979699997))",88847,196,8,1,1
37410.0,"POLYGON ((116.334289924 39.72219979699997, 116.334289924 39.72445335999998, 116.337218795 39.72445335999998, 116.337218795 39.72219979699997, 116.334289924 39.72219979699997))",88848,230,8,1,1
35788.0,"POLYGON ((116.108766835 39.72445335999998, 116.108766835 39.72670692399998, 116.111695707 39.72670692399998, 116.111695707 39.72445335999998, 116.108766835 39.72445335999998))",89485,188,6,1,1
35788.0,"POLYGON ((116.111695707 39.72445335999998, 116.111695707 39.72670692399998, 116.114624577 39.72670692399998, 116.114624577 39.72445335999998, 116.111695707 39.72445335999998))",89486,724,6,1,1
27571.0,"POLYGON ((116.114624577 39.72445335999998, 116.114624577 39.72670692399998, 116.117553449 39.72670692399998, 116.117553449 39.72445335999998, 116.114624577 39.72445335999998))",89487,720,2,1,1
27176.0,"POLYGON ((116.1204823210001 39.72445335999998, 116.1204823210001 39.72670692399998, 116.123411192 39.72670692399998, 116.123411192 39.72445335999998, 116.1204823210001 39.72445335999998))",89489,228,2,1,1
31063.0,"POLYGON ((116.126340064 39.72445335999998, 116.126340064 39.72670692399998, 116.129268934 39.72670692399998, 116.129268934 39.72445335999998, 116.126340064 39.72445335999998))",89491,228,3,1,1
25966.0,"POLYGON ((116.129268934 39.72445335999998, 116.129268934 39.72670692399998, 116.132197805 39.72670692399998, 116.132197805 39.72445335999998, 116.129268934 39.72445335999998))",89492,289,1,1,1
26854.0,"POLYGON ((116.132197805 39.72445335999998, 116.132197805 39.72670692399998, 116.135126677 39.72670692399998, 116.135126677 39.72445335999998, 116.132197805 39.72445335999998))",89493,925,2,1,1
28326.0,"POLYGON ((116.135126677 39.72445335999998, 116.135126677 39.72670692399998, 116.138055548 39.72670692399998, 116.138055548 39.72445335999998, 116.135126677 39.72445335999998))",89494,432,2,1,1
28025.0,"POLYGON ((116.138055548 39.72445335999998, 116.138055548 39.72670692399998, 116.14098442 39.72670692399998, 116.14098442 39.72445335999998, 116.138055548 39.72445335999998))",89495,679,2,1,1
25743.0,"POLYGON ((116.149771034 39.72445335999998, 116.149771034 39.72670692399998, 116.152699905 39.72670692399998, 116.152699905 39.72445335999998, 116.149771034 39.72445335999998))",89499,472,1,1,1
36167.0,"POLYGON ((116.305001211 39.72445335999998, 116.305001211 39.72670692399998, 116.307930082 39.72670692399998, 116.307930082 39.72445335999998, 116.305001211 39.72445335999998))",89552,13,6,1,1
35678.0,"POLYGON ((116.307930082 39.72445335999998, 116.307930082 39.72670692399998, 116.310858954 39.72670692399998, 116.310858954 39.72445335999998, 116.307930082 39.72445335999998))",89553,29,6,1,1
35678.0,"POLYGON ((116.310858954 39.72445335999998, 116.310858954 39.72670692399998, 116.313787824 39.72670692399998, 116.313787824 39.72445335999998, 116.310858954 39.72445335999998))",89554,103,6,1,1
47110.0,"POLYGON ((116.319645567 39.72445335999998, 116.319645567 39.72670692399998, 116.322574437 39.72670692399998, 116.322574437 39.72445335999998, 116.319645567 39.72445335999998))",89557,412,19,1,2
47110.0,"POLYGON ((116.322574437 39.72445335999998, 116.322574437 39.72670692399998, 116.3255033090001 39.72670692399998, 116.3255033090001 39.72445335999998, 116.322574437 39.72445335999998))",89558,954,19,1,2
43614.0,"POLYGON ((116.3255033090001 39.72445335999998, 116.3255033090001 39.72670692399998, 116.32843218 39.72670692399998, 116.32843218 39.72445335999998, 116.3255033090001 39.72445335999998))",89559,490,15,1,2
27382.0,"POLYGON ((116.334289924 39.72445335999998, 116.334289924 39.72670692399998, 116.337218795 39.72670692399998, 116.337218795 39.72445335999998, 116.334289924 39.72445335999998))",89562,674,2,1,1
33069.5,"POLYGON ((116.337218795 39.72445335999998, 116.337218795 39.72670692399998, 116.340147665 39.72670692399998, 116.340147665 39.72445335999998, 116.337218795 39.72445335999998))",89563,332,3,1,1
32128.0,"POLYGON ((116.340147665 39.72445335999998, 116.340147665 39.72670692399998, 116.343076536 39.72670692399998, 116.343076536 39.72445335999998, 116.340147665 39.72445335999998))",89564,656,3,1,1
23870.5,"POLYGON ((116.108766835 39.72670692399998, 116.108766835 39.72896048600001, 116.111695707 39.72896048600001, 116.111695707 39.72670692399998, 116.108766835 39.72670692399998))",90199,185,1,1,1
26307.0,"POLYGON ((116.111695707 39.72670692399998, 116.111695707 39.72896048600001, 116.114624577 39.72896048600001, 116.114624577 39.72670692399998, 116.111695707 39.72670692399998))",90200,284,1,1,1
26307.0,"POLYGON ((116.114624577 39.72670692399998, 116.114624577 39.72896048600001, 116.117553449 39.72896048600001, 116.117553449 39.72670692399998, 116.114624577 39.72670692399998))",90201,582,1,1,1
27376.0,"POLYGON ((116.117553449 39.72670692399998, 116.117553449 39.72896048600001, 116.1204823210001 39.72896048600001, 116.1204823210001 39.72670692399998, 116.117553449 39.72670692399998))",90202,136,2,1,1
28495.0,"POLYGON ((116.1204823210001 39.72670692399998, 116.1204823210001 39.72896048600001, 116.123411192 39.72896048600001, 116.123411192 39.72670692399998, 116.1204823210001 39.72670692399998))",90203,224,2,1,1
26252.0,"POLYGON ((116.123411192 39.72670692399998, 116.123411192 39.72896048600001, 116.126340064 39.72896048600001, 116.126340064 39.72670692399998, 116.123411192 39.72670692399998))",90204,414,1,1,1
27153.0,"POLYGON ((116.126340064 39.72670692399998, 116.126340064 39.72896048600001, 116.129268934 39.72896048600001, 116.129268934 39.72670692399998, 116.126340064 39.72670692399998))",90205,494,2,1,1
25460.0,"POLYGON ((116.129268934 39.72670692399998, 116.129268934 39.72896048600001, 116.132197805 39.72896048600001, 116.132197805 39.72670692399998, 116.129268934 39.72670692399998))",90206,439,1,1,1
28289.333333333332,"POLYGON ((116.135126677 39.72670692399998, 116.135126677 39.72896048600001, 116.138055548 39.72896048600001, 116.138055548 39.72670692399998, 116.135126677 39.72670692399998))",90208,343,2,1,1
32128.5,"POLYGON ((116.138055548 39.72670692399998, 116.138055548 39.72896048600001, 116.14098442 39.72896048600001, 116.14098442 39.72670692399998, 116.138055548 39.72670692399998))",90209,418,3,1,1
37698.0,"POLYGON ((116.14098442 39.72670692399998, 116.14098442 39.72896048600001, 116.143913292 39.72896048600001, 116.143913292 39.72670692399998, 116.14098442 39.72670692399998))",90210,120,8,1,1
34082.0,"POLYGON ((116.152699905 39.72670692399998, 116.152699905 39.72896048600001, 116.155628775 39.72896048600001, 116.155628775 39.72670692399998, 116.152699905 39.72670692399998))",90214,341,4,1,1
20755.0,"POLYGON ((116.173202005 39.72670692399998, 116.173202005 39.72896048600001, 116.176130875 39.72896048600001, 116.176130875 39.72670692399998, 116.173202005 39.72670692399998))",90221,176,1,1,1
34755.0,"POLYGON ((116.316716695 39.72670692399998, 116.316716695 39.72896048600001, 116.319645567 39.72896048600001, 116.319645567 39.72670692399998, 116.316716695 39.72670692399998))",90270,180,5,1,1
49691.0,"POLYGON ((116.319645567 39.72670692399998, 116.319645567 39.72896048600001, 116.322574437 39.72896048600001, 116.322574437 39.72670692399998, 116.319645567 39.72670692399998))",90271,275,23,1,3
44800.0,"POLYGON ((116.322574437 39.72670692399998, 116.322574437 39.72896048600001, 116.3255033090001 39.72896048600001, 116.3255033090001 39.72670692399998, 116.322574437 39.72670692399998))",90272,563,16,1,2
36310.0,"POLYGON ((116.3255033090001 39.72670692399998, 116.3255033090001 39.72896048600001, 116.32843218 39.72896048600001, 116.32843218 39.72670692399998, 116.3255033090001 39.72670692399998))",90273,928,6,1,1
36310.0,"POLYGON ((116.32843218 39.72670692399998, 116.32843218 39.72896048600001, 116.331361052 39.72896048600001, 116.331361052 39.72670692399998, 116.32843218 39.72670692399998))",90274,1263,6,1,1
33178.0,"POLYGON ((116.337218795 39.72670692399998, 116.337218795 39.72896048600001, 116.340147665 39.72896048600001, 116.340147665 39.72670692399998, 116.337218795 39.72670692399998))",90277,344,4,1,1
22045.0,"POLYGON ((116.108766835 39.72896048600001, 116.108766835 39.73121404900002, 116.111695707 39.73121404900002, 116.111695707 39.72896048600001, 116.108766835 39.72896048600001))",90913,86,1,1,1
20352.0,"POLYGON ((116.111695707 39.72896048600001, 116.111695707 39.73121404900002, 116.114624577 39.73121404900002, 116.114624577 39.72896048600001, 116.111695707 39.72896048600001))",90914,268,1,1,1
20352.0,"POLYGON ((116.114624577 39.72896048600001, 116.114624577 39.73121404900002, 116.117553449 39.73121404900002, 116.117553449 39.72896048600001, 116.114624577 39.72896048600001))",90915,366,1,1,1
24437.5,"POLYGON ((116.117553449 39.72896048600001, 116.117553449 39.73121404900002, 116.1204823210001 39.73121404900002, 116.1204823210001 39.72896048600001, 116.117553449 39.72896048600001))",90916,328,1,1,1
33993.0,"POLYGON ((116.1204823210001 39.72896048600001, 116.1204823210001 39.73121404900002, 116.123411192 39.73121404900002, 116.123411192 39.72896048600001, 116.1204823210001 39.72896048600001))",90917,357,4,1,1
24304.0,"POLYGON ((116.123411192 39.72896048600001, 116.123411192 39.73121404900002, 116.126340064 39.73121404900002, 116.126340064 39.72896048600001, 116.123411192 39.72896048600001))",90918,406,1,1,1
27568.0,"POLYGON ((116.126340064 39.72896048600001, 116.126340064 39.73121404900002, 116.129268934 39.73121404900002, 116.129268934 39.72896048600001, 116.126340064 39.72896048600001))",90919,410,2,1,1
27778.5,"POLYGON ((116.129268934 39.72896048600001, 116.129268934 39.73121404900002, 116.132197805 39.73121404900002, 116.132197805 39.72896048600001, 116.129268934 39.72896048600001))",90920,673,2,1,1
27947.0,"POLYGON ((116.132197805 39.72896048600001, 116.132197805 39.73121404900002, 116.135126677 39.73121404900002, 116.135126677 39.72896048600001, 116.132197805 39.72896048600001))",90921,319,2,1,1
28475.0,"POLYGON ((116.135126677 39.72896048600001, 116.135126677 39.73121404900002, 116.138055548 39.73121404900002, 116.138055548 39.72896048600001, 116.135126677 39.72896048600001))",90922,658,2,1,1
23579.0,"POLYGON ((116.138055548 39.72896048600001, 116.138055548 39.73121404900002, 116.14098442 39.73121404900002, 116.14098442 39.72896048600001, 116.138055548 39.72896048600001))",90923,656,1,1,1
24832.0,"POLYGON ((116.14098442 39.72896048600001, 116.14098442 39.73121404900002, 116.143913292 39.73121404900002, 116.143913292 39.72896048600001, 116.14098442 39.72896048600001))",90924,727,1,1,1
24525.0,"POLYGON ((116.143913292 39.72896048600001, 116.143913292 39.73121404900002, 116.146842162 39.73121404900002, 116.146842162 39.72896048600001, 116.143913292 39.72896048600001))",90925,358,1,1,1
27950.0,"POLYGON ((116.152699905 39.72896048600001, 116.152699905 39.73121404900002, 116.155628775 39.73121404900002, 116.155628775 39.72896048600001, 116.152699905 39.72896048600001))",90928,603,2,1,1
45968.0,"POLYGON ((116.179059746 39.72896048600001, 116.179059746 39.73121404900002, 116.181988616 39.73121404900002, 116.181988616 39.72896048600001, 116.179059746 39.72896048600001))",90937,139,18,1,2
45968.0,"POLYGON ((116.181988616 39.72896048600001, 116.181988616 39.73121404900002, 116.184917488 39.73121404900002, 116.184917488 39.72896048600001, 116.181988616 39.72896048600001))",90938,306,18,1,2
50095.0,"POLYGON ((116.184917488 39.72896048600001, 116.184917488 39.73121404900002, 116.18784636 39.73121404900002, 116.18784636 39.72896048600001, 116.184917488 39.72896048600001))",90939,133,24,1,3
42240.0,"POLYGON ((116.316716695 39.72896048600001, 116.316716695 39.73121404900002, 116.319645567 39.73121404900002, 116.319645567 39.72896048600001, 116.316716695 39.72896048600001))",90984,369,13,1,2
43597.0,"POLYGON ((116.319645567 39.72896048600001, 116.319645567 39.73121404900002, 116.322574437 39.73121404900002, 116.322574437 39.72896048600001, 116.319645567 39.72896048600001))",90985,414,15,1,2
45720.0,"POLYGON ((116.322574437 39.72896048600001, 116.322574437 39.73121404900002, 116.3255033090001 39.73121404900002, 116.3255033090001 39.72896048600001, 116.322574437 39.72896048600001))",90986,703,17,1,2
